Orthogroup	Stichodactyla_haddoni_longest_pep	Heterodactyla_longest_pep
OG0009518	Shad_tr6311_c4_g1_i2.p1	Hetdac_DN16661_c0_g1_i1.p1
OG0009520	Shad_tr10317_c0_g2_i1.p1	Hetdac_DN28985_c1_g1_i1.p1, Hetdac_DN29083_c0_g1_i1.p1
OG0009521	Shad_tr4078_c0_g2_i1.p1	Hetdac_DN61476_c0_g1_i1.p1
OG0009522	Shad_tr4301_c2_g1_i7.p1	Hetdac_DN18985_c0_g1_i1.p1
OG0009523	Shad_tr16319_c0_g1_i4.p1	Hetdac_DN40798_c0_g1_i1.p1
OG0009524	Shad_tr109361_c0_g1_i1.p1	Hetdac_DN43904_c0_g1_i1.p1
OG0009525	Shad_tr22644_c0_g1_i2.p1	Hetdac_DN15626_c1_g1_i2.p1
OG0009526	Shad_tr443_c4_g1_i1.p1	Hetdac_DN6751_c0_g1_i1.p1
OG0009527	Shad_tr94252_c0_g1_i1.p1	Hetdac_DN21664_c0_g1_i1.p1
OG0009528	Shad_tr34985_c0_g1_i5.p1	Hetdac_DN8679_c0_g1_i2.p1
OG0009529	Shad_tr19551_c1_g1_i1.p1	Hetdac_DN55633_c0_g1_i1.p1
OG0009531	Shad_tr28200_c0_g1_i2.p1, Shad_tr69535_c0_g1_i1.p1	Hetdac_DN11063_c0_g1_i1.p1
OG0009532	Shad_tr28359_c0_g1_i13.p1	Hetdac_DN20443_c0_g1_i3.p1
OG0009533	Shad_tr984_c1_g2_i1.p1	Hetdac_DN47361_c0_g1_i1.p1
OG0009534	Shad_tr6080_c4_g1_i3.p1	Hetdac_DN23877_c0_g1_i3.p1
OG0009535	Shad_tr11965_c1_g1_i1.p1	Hetdac_DN14327_c0_g1_i1.p1
OG0009536	Shad_tr23056_c1_g1_i3.p1	Hetdac_DN10924_c0_g1_i1.p1
OG0009537	Shad_tr11744_c0_g1_i5.p1	Hetdac_DN14005_c0_g1_i1.p1
OG0009538	Shad_tr2589_c1_g1_i1.p1	Hetdac_DN8986_c0_g1_i2.p1
OG0009539	Shad_tr22082_c0_g1_i3.p1	Hetdac_DN3772_c1_g1_i1.p1
OG0009540	Shad_tr1681_c0_g2_i1.p1	Hetdac_DN2789_c0_g1_i1.p1
OG0009541	Shad_tr3593_c0_g1_i5.p1	Hetdac_DN1575_c0_g1_i3.p1
OG0009542	Shad_tr30054_c0_g1_i7.p1	Hetdac_DN19460_c0_g1_i1.p1
OG0009543	Shad_tr7477_c0_g1_i12.p1	Hetdac_DN7809_c0_g1_i1.p1
OG0009544	Shad_tr100983_c0_g1_i1.p1	Hetdac_DN43926_c0_g1_i1.p1
OG0009547	Shad_tr7998_c1_g2_i1.p1	Hetdac_DN84860_c0_g1_i1.p1
OG0009550	Shad_tr9473_c0_g1_i1.p1	Hetdac_DN7323_c0_g1_i1.p1
OG0009551	Shad_tr36596_c0_g1_i8.p1	Hetdac_DN13992_c1_g1_i3.p1
OG0009552	Shad_tr15077_c0_g1_i2.p1	Hetdac_DN12103_c0_g1_i6.p1
OG0009553	Shad_tr5827_c1_g1_i7.p1	Hetdac_DN802_c0_g1_i7.p1
OG0009554	Shad_tr36114_c0_g1_i4.p1, Shad_tr73412_c0_g1_i1.p1	Hetdac_DN11411_c0_g1_i2.p1
OG0009555	Shad_tr72547_c0_g1_i1.p1	Hetdac_DN73250_c0_g1_i1.p1
OG0009555	Shad_tr12428_c3_g2_i2.p1	Hetdac_DN37172_c0_g1_i1.p1
OG0009556	Shad_tr48925_c0_g2_i1.p1	Hetdac_DN13173_c0_g1_i1.p1, Hetdac_DN73988_c0_g1_i1.p1
OG0009557	Shad_tr19040_c2_g1_i3.p1	Hetdac_DN51897_c0_g1_i1.p1
OG0009559	Shad_tr31516_c1_g1_i1.p1	Hetdac_DN24014_c0_g1_i2.p1
OG0009560	Shad_tr24130_c0_g2_i2.p1	Hetdac_DN14545_c0_g1_i2.p1
OG0009561	Shad_tr46602_c0_g2_i4.p1	Hetdac_DN66472_c0_g1_i1.p1
OG0009562	Shad_tr112708_c0_g1_i1.p1, Shad_tr105684_c0_g1_i1.p1	Hetdac_DN23931_c0_g1_i1.p1
OG0009565	Shad_tr38464_c1_g3_i1.p1	Hetdac_DN35502_c0_g1_i1.p1
OG0009566	Shad_tr2118_c1_g2_i2.p1	Hetdac_DN8906_c0_g1_i5.p1
OG0009567	Shad_tr69134_c0_g1_i1.p1	Hetdac_DN14133_c0_g1_i1.p1
OG0009568	Shad_tr65357_c0_g1_i1.p1	Hetdac_DN40083_c0_g1_i1.p1, Hetdac_DN72146_c0_g1_i1.p1, Hetdac_DN85632_c0_g1_i1.p1
OG0009569	Shad_tr34178_c0_g1_i2.p1	Hetdac_DN16006_c0_g1_i2.p1
OG0009570	Shad_tr7893_c0_g1_i1.p1	Hetdac_DN13642_c0_g1_i7.p1
OG0009571	Shad_tr15595_c0_g1_i1.p1	Hetdac_DN16892_c0_g1_i1.p1
OG0009571	Shad_tr54936_c0_g1_i1.p1	Hetdac_DN20849_c0_g1_i1.p1
OG0009572	Shad_tr2666_c0_g1_i2.p1	Hetdac_DN12687_c0_g1_i1.p1
OG0009573	Shad_tr9516_c0_g1_i1.p1	Hetdac_DN67442_c0_g1_i1.p1
OG0009574	Shad_tr20287_c1_g1_i6.p1	Hetdac_DN24839_c0_g1_i1.p1
OG0009575	Shad_tr39155_c0_g1_i2.p1	Hetdac_DN19618_c0_g1_i1.p1, Hetdac_DN58081_c0_g1_i2.p1
OG0009576	Shad_tr6014_c0_g1_i11.p1	Hetdac_DN89187_c0_g1_i1.p1
OG0009577	Shad_tr2698_c0_g1_i24.p1	Hetdac_DN3777_c0_g1_i1.p1
OG0009578	Shad_tr6483_c3_g1_i2.p1	Hetdac_DN18652_c0_g3_i1.p1
OG0009579	Shad_tr8191_c0_g1_i1.p1	Hetdac_DN7362_c0_g1_i1.p1
OG0009580	Shad_tr46194_c3_g2_i2.p1	Hetdac_DN85565_c0_g1_i1.p1
OG0009581	Shad_tr29594_c0_g1_i1.p1, Shad_tr29594_c0_g2_i1.p1, Shad_tr29594_c0_g3_i1.p1	Hetdac_DN49914_c0_g1_i1.p1
OG0009584	Shad_tr15119_c0_g1_i3.p1	Hetdac_DN4179_c0_g1_i3.p1
OG0009585	Shad_tr3116_c2_g1_i1.p1, Shad_tr3116_c2_g2_i1.p1	Hetdac_DN38350_c0_g1_i2.p1
OG0009586	Shad_tr32212_c0_g1_i4.p1	Hetdac_DN7366_c4_g1_i1.p1
OG0009587	Shad_tr32999_c0_g1_i2.p1	Hetdac_DN51388_c0_g1_i1.p1
OG0009588	Shad_tr13736_c0_g2_i1.p1	Hetdac_DN14159_c0_g1_i1.p1, Hetdac_DN75976_c0_g1_i1.p1
OG0009589	Shad_tr9142_c1_g1_i1.p1	Hetdac_DN6834_c0_g1_i3.p1
OG0009591	Shad_tr12820_c1_g1_i2.p1	Hetdac_DN15927_c0_g1_i2.p1
OG0009592	Shad_tr14437_c0_g1_i1.p1	Hetdac_DN3834_c0_g1_i1.p1
OG0009593	Shad_tr5843_c0_g1_i3.p1	Hetdac_DN38830_c0_g1_i1.p1
OG0009594	Shad_tr8106_c0_g1_i3.p1	Hetdac_DN18296_c0_g1_i1.p1
OG0009595	Shad_tr32151_c0_g1_i1.p1	Hetdac_DN64592_c0_g1_i1.p1, Hetdac_DN59040_c0_g1_i1.p1
OG0009596	Shad_tr22944_c0_g1_i2.p1	Hetdac_DN9760_c0_g1_i1.p1
OG0009597	Shad_tr5630_c0_g1_i5.p1	Hetdac_DN17655_c0_g1_i1.p1
OG0009598	Shad_tr40885_c0_g1_i1.p1	Hetdac_DN39383_c0_g1_i1.p1
OG0009600	Shad_tr44103_c0_g3_i7.p1	Hetdac_DN20211_c0_g1_i1.p1
OG0009601	Shad_tr9806_c1_g1_i10.p1	Hetdac_DN2290_c0_g1_i2.p1
OG0009602	Shad_tr33467_c0_g1_i2.p1	Hetdac_DN14065_c0_g1_i5.p1
OG0009603	Shad_tr3329_c0_g1_i4.p1	Hetdac_DN2137_c0_g1_i1.p1
OG0009604	Shad_tr90180_c0_g1_i2.p1	Hetdac_DN72682_c0_g1_i1.p1
OG0009606	Shad_tr67478_c0_g1_i1.p1	Hetdac_DN24231_c0_g1_i1.p1
OG0009606	Shad_tr21660_c0_g2_i1.p1	Hetdac_DN89582_c0_g1_i1.p1
OG0009608	Shad_tr28935_c1_g1_i2.p1	Hetdac_DN35633_c0_g1_i1.p1
OG0009610	Shad_tr13617_c0_g1_i1.p1	Hetdac_DN4009_c0_g1_i1.p1, Hetdac_DN18008_c0_g1_i1.p1
OG0009611	Shad_tr9730_c0_g1_i10.p1	Hetdac_DN10061_c0_g1_i3.p1
OG0009612	Shad_tr7181_c0_g1_i2.p1	Hetdac_DN5589_c0_g1_i1.p1
OG0009613	Shad_tr29034_c0_g1_i1.p1	Hetdac_DN51214_c0_g1_i1.p1
OG0009614	Shad_tr19895_c0_g1_i3.p1	Hetdac_DN2843_c0_g1_i2.p1
OG0009615	Shad_tr696_c1_g1_i1.p1	Hetdac_DN2654_c0_g1_i1.p1
OG0009616	Shad_tr17164_c0_g1_i5.p1	Hetdac_DN12171_c2_g1_i3.p1
OG0009617	Shad_tr17315_c2_g1_i4.p1	Hetdac_DN11928_c0_g1_i1.p1
OG0009618	Shad_tr31330_c0_g1_i25.p1	Hetdac_DN7798_c0_g1_i7.p1
OG0009619	Shad_tr301_c7_g1_i1.p1	Hetdac_DN47050_c0_g1_i1.p1
OG0009620	Shad_tr18259_c1_g1_i2.p1	Hetdac_DN89048_c0_g1_i1.p1
OG0009621	Shad_tr10577_c1_g1_i18.p1	Hetdac_DN51199_c0_g1_i1.p1
OG0009622	Shad_tr7051_c0_g2_i1.p1	Hetdac_DN18441_c0_g1_i2.p1
OG0009624	Shad_tr42991_c0_g3_i1.p1	Hetdac_DN65532_c0_g1_i1.p1
OG0009625	Shad_tr17447_c0_g1_i1.p1	Hetdac_DN5344_c0_g1_i2.p1
OG0009626	Shad_tr19164_c0_g1_i10.p1	Hetdac_DN12669_c0_g1_i4.p1
OG0009627	Shad_tr13950_c2_g1_i9.p1	Hetdac_DN6061_c0_g1_i4.p1
OG0009628	Shad_tr5615_c3_g1_i2.p1	Hetdac_DN11012_c0_g1_i1.p1
OG0009629	Shad_tr1568_c3_g1_i12.p1	Hetdac_DN2040_c0_g1_i4.p1
OG0009630	Shad_tr58641_c0_g1_i1.p1	Hetdac_DN33588_c0_g1_i1.p1
OG0009631	Shad_tr17409_c2_g1_i1.p1	Hetdac_DN28930_c0_g1_i3.p1
OG0009632	Shad_tr6847_c1_g1_i9.p1	Hetdac_DN8337_c0_g1_i1.p1
OG0009633	Shad_tr8467_c0_g1_i1.p1	Hetdac_DN8400_c0_g1_i2.p1
OG0009634	Shad_tr43669_c0_g1_i1.p1	Hetdac_DN69222_c0_g1_i1.p1
OG0009634	Shad_tr22687_c0_g1_i2.p1	Hetdac_DN46538_c0_g1_i1.p1
OG0009635	Shad_tr13169_c2_g2_i2.p1	Hetdac_DN17505_c1_g1_i2.p1
OG0009636	Shad_tr13752_c0_g1_i2.p1	Hetdac_DN1734_c0_g1_i1.p1
OG0009638	Shad_tr11007_c0_g1_i2.p1	Hetdac_DN8187_c0_g1_i4.p1
OG0009639	Shad_tr19847_c0_g1_i4.p1	Hetdac_DN55067_c0_g1_i1.p1
OG0009640	Shad_tr21578_c0_g1_i13.p1	Hetdac_DN3575_c0_g1_i2.p1
OG0009641	Shad_tr25424_c2_g1_i1.p1	Hetdac_DN88155_c0_g1_i1.p1
OG0009642	Shad_tr46080_c0_g1_i4.p1	Hetdac_DN72132_c0_g1_i1.p1
OG0009643	Shad_tr289_c0_g4_i1.p1	Hetdac_DN4032_c1_g1_i2.p1
OG0009645	Shad_tr37273_c0_g1_i2.p1	Hetdac_DN19247_c0_g1_i1.p1
OG0009646	Shad_tr50267_c0_g1_i1.p1	Hetdac_DN59253_c0_g1_i1.p1
OG0009647	Shad_tr967_c0_g1_i5.p1	Hetdac_DN2404_c0_g1_i1.p1
OG0009649	Shad_tr18777_c0_g1_i1.p1	Hetdac_DN8670_c0_g1_i1.p1
OG0009650	Shad_tr39546_c0_g1_i2.p1	Hetdac_DN32905_c0_g1_i1.p1
OG0009653	Shad_tr38390_c0_g1_i8.p1	Hetdac_DN12030_c0_g1_i2.p1
OG0009654	Shad_tr8917_c0_g1_i15.p1	Hetdac_DN8305_c0_g1_i2.p1
OG0009655	Shad_tr31233_c0_g2_i2.p1	Hetdac_DN46540_c0_g1_i1.p1
OG0009656	Shad_tr13210_c1_g1_i1.p1	Hetdac_DN85243_c0_g1_i1.p1
OG0009657	Shad_tr4527_c1_g1_i2.p1	Hetdac_DN1718_c0_g1_i1.p1
OG0009659	Shad_tr5425_c0_g1_i1.p1	Hetdac_DN11250_c0_g1_i2.p1, Hetdac_DN7889_c0_g1_i1.p1
OG0009661	Shad_tr4566_c2_g1_i1.p1	Hetdac_DN8929_c0_g1_i1.p1
OG0009662	Shad_tr20660_c0_g1_i3.p1	Hetdac_DN5141_c0_g1_i5.p1
OG0009663	Shad_tr102067_c0_g1_i1.p1	Hetdac_DN79001_c0_g1_i1.p1
OG0009664	Shad_tr51348_c0_g2_i1.p1	Hetdac_DN36958_c0_g1_i1.p1
OG0009665	Shad_tr26756_c0_g1_i3.p1	Hetdac_DN11192_c0_g1_i1.p1
OG0009666	Shad_tr7815_c0_g1_i3.p1, Shad_tr53879_c0_g1_i1.p1	Hetdac_DN8580_c0_g1_i1.p1
OG0009667	Shad_tr9357_c1_g2_i1.p1	Hetdac_DN7237_c0_g1_i1.p1
OG0009668	Shad_tr3942_c0_g2_i6.p1	Hetdac_DN9296_c0_g1_i4.p1
OG0009669	Shad_tr12735_c0_g1_i4.p1	Hetdac_DN62663_c0_g1_i1.p1
OG0009670	Shad_tr22100_c0_g3_i1.p1	Hetdac_DN12917_c0_g1_i1.p1
OG0009670	Shad_tr8490_c0_g1_i3.p1	Hetdac_DN62018_c0_g1_i1.p1
OG0009671	Shad_tr22301_c1_g1_i4.p1	Hetdac_DN19271_c0_g1_i1.p1
OG0009672	Shad_tr67541_c0_g1_i1.p1	Hetdac_DN14422_c0_g1_i3.p1
OG0009673	Shad_tr5142_c0_g1_i1.p1	Hetdac_DN18765_c0_g1_i1.p1
OG0009674	Shad_tr15964_c1_g1_i3.p1	Hetdac_DN5687_c0_g1_i1.p1
OG0009675	Shad_tr26941_c0_g1_i2.p1	Hetdac_DN20683_c0_g1_i1.p1
OG0009676	Shad_tr4619_c3_g1_i1.p1	Hetdac_DN32075_c0_g1_i1.p1
OG0009677	Shad_tr11866_c0_g1_i2.p1	Hetdac_DN20502_c0_g1_i4.p1
OG0009678	Shad_tr8637_c1_g2_i2.p1	Hetdac_DN65050_c0_g1_i1.p1
OG0009679	Shad_tr21833_c0_g1_i2.p1	Hetdac_DN56871_c0_g1_i2.p1
OG0009680	Shad_tr4393_c0_g2_i3.p1	Hetdac_DN11711_c0_g1_i3.p1
OG0009682	Shad_tr1372_c4_g1_i5.p1	Hetdac_DN3229_c0_g1_i5.p1
OG0009683	Shad_tr6419_c0_g2_i4.p1	Hetdac_DN10_c0_g1_i1.p1
OG0009684	Shad_tr63362_c0_g1_i1.p1	Hetdac_DN60215_c0_g1_i1.p1
OG0009685	Shad_tr6344_c0_g1_i7.p1	Hetdac_DN34276_c0_g1_i6.p1
OG0009686	Shad_tr21291_c2_g1_i1.p1	Hetdac_DN14378_c0_g1_i1.p1
OG0009687	Shad_tr39424_c0_g2_i1.p1	Hetdac_DN20195_c0_g1_i1.p1
OG0009688	Shad_tr8730_c0_g1_i2.p1	Hetdac_DN3805_c1_g1_i1.p1
OG0009689	Shad_tr4382_c0_g1_i1.p1	Hetdac_DN1800_c0_g1_i1.p1
OG0009690	Shad_tr88344_c0_g1_i1.p1	Hetdac_DN20479_c0_g1_i1.p1
OG0009691	Shad_tr585_c12_g1_i10.p1	Hetdac_DN17678_c0_g1_i2.p1
OG0009692	Shad_tr8510_c0_g1_i2.p1	Hetdac_DN5096_c0_g1_i1.p1
OG0009693	Shad_tr25799_c2_g1_i1.p1	Hetdac_DN42346_c0_g1_i1.p1
OG0009694	Shad_tr22710_c0_g2_i1.p1	Hetdac_DN33058_c0_g1_i2.p1
OG0009695	Shad_tr17723_c0_g1_i1.p1	Hetdac_DN86594_c0_g1_i1.p1
OG0009696	Shad_tr41258_c0_g1_i1.p1	Hetdac_DN45708_c0_g1_i1.p1
OG0009697	Shad_tr72790_c0_g1_i1.p1	Hetdac_DN18636_c0_g1_i1.p1
OG0009698	Shad_tr18572_c0_g1_i11.p1	Hetdac_DN12120_c0_g1_i5.p1
OG0009700	Shad_tr18520_c0_g2_i7.p1	Hetdac_DN15891_c0_g1_i1.p1
OG0009702	Shad_tr17979_c1_g1_i5.p1	Hetdac_DN33718_c0_g1_i1.p1
OG0009704	Shad_tr37057_c0_g1_i1.p1	Hetdac_DN82721_c0_g1_i1.p1, Hetdac_DN73554_c0_g1_i1.p1
OG0009705	Shad_tr13687_c0_g1_i1.p1	Hetdac_DN2392_c3_g1_i1.p1
OG0009706	Shad_tr19529_c0_g1_i1.p1	Hetdac_DN6157_c0_g1_i1.p1
OG0009707	Shad_tr12925_c0_g1_i7.p1	Hetdac_DN19762_c0_g1_i1.p1
OG0009708	Shad_tr8121_c0_g1_i1.p1	Hetdac_DN9725_c0_g1_i1.p1
OG0009709	Shad_tr37520_c0_g1_i1.p1, Shad_tr82046_c0_g1_i1.p2	Hetdac_DN13959_c0_g1_i6.p1
OG0009710	Shad_tr4042_c1_g1_i1.p1	Hetdac_DN3440_c0_g1_i1.p1
OG0009711	Shad_tr34735_c0_g1_i4.p1	Hetdac_DN85745_c0_g1_i1.p1
OG0009712	Shad_tr309_c11_g1_i2.p1	Hetdac_DN65476_c0_g1_i1.p1
OG0009716	Shad_tr100652_c0_g1_i2.p1	Hetdac_DN18062_c0_g1_i1.p1
OG0009717	Shad_tr16212_c0_g1_i2.p1	Hetdac_DN53337_c0_g1_i1.p1
OG0009720	Shad_tr24074_c0_g1_i6.p1	Hetdac_DN5293_c2_g1_i1.p1
OG0009721	Shad_tr10199_c0_g1_i1.p1	Hetdac_DN71983_c0_g1_i1.p1
OG0009722	Shad_tr32446_c0_g1_i1.p1	Hetdac_DN12045_c0_g1_i3.p1
OG0009723	Shad_tr26106_c0_g1_i1.p1	Hetdac_DN32410_c0_g1_i1.p1
OG0009724	Shad_tr10074_c0_g1_i1.p1	Hetdac_DN31001_c1_g1_i1.p1
OG0009725	Shad_tr1239_c0_g2_i1.p1, Shad_tr23751_c2_g1_i2.p1, Shad_tr1239_c0_g1_i2.p1	Hetdac_DN9907_c0_g1_i4.p1
OG0009726	Shad_tr44503_c0_g5_i1.p1	Hetdac_DN56465_c0_g1_i1.p1
OG0009728	Shad_tr27354_c1_g2_i1.p1, Shad_tr691_c4_g1_i1.p1	Hetdac_DN5611_c0_g1_i2.p1
OG0009730	Shad_tr3851_c0_g1_i1.p1	Hetdac_DN20889_c0_g1_i1.p1
OG0009731	Shad_tr8263_c0_g1_i1.p1	Hetdac_DN14952_c0_g1_i1.p1
OG0009733	Shad_tr1573_c0_g1_i1.p1	Hetdac_DN80304_c0_g1_i1.p1
OG0009734	Shad_tr8543_c0_g1_i4.p1	Hetdac_DN22180_c0_g1_i1.p1
OG0009735	Shad_tr34113_c1_g1_i3.p1	Hetdac_DN58213_c0_g1_i1.p1
OG0009737	Shad_tr16761_c0_g1_i1.p1	Hetdac_DN24939_c0_g1_i1.p1
OG0009738	Shad_tr67906_c0_g1_i1.p1	Hetdac_DN19609_c0_g1_i1.p1
OG0009739	Shad_tr6859_c0_g1_i1.p1	Hetdac_DN18997_c0_g1_i3.p1
OG0009740	Shad_tr21218_c0_g1_i3.p1	Hetdac_DN9234_c0_g1_i3.p1
OG0009741	Shad_tr22614_c1_g2_i1.p1	Hetdac_DN9729_c0_g1_i1.p1
OG0009742	Shad_tr27270_c0_g1_i2.p1	Hetdac_DN18074_c0_g1_i1.p1
OG0009743	Shad_tr9339_c1_g2_i2.p1	Hetdac_DN25281_c0_g1_i8.p1
OG0009744	Shad_tr67648_c0_g1_i1.p1	Hetdac_DN39518_c0_g1_i1.p1
OG0009745	Shad_tr418_c3_g1_i2.p1	Hetdac_DN8424_c0_g1_i1.p1
OG0009746	Shad_tr13871_c0_g1_i1.p1	Hetdac_DN14073_c0_g1_i1.p1
OG0009749	Shad_tr3620_c0_g1_i6.p1	Hetdac_DN5816_c0_g1_i9.p1
OG0009750	Shad_tr71584_c0_g1_i1.p1	Hetdac_DN57961_c0_g1_i1.p1
OG0009751	Shad_tr36652_c0_g1_i1.p1	Hetdac_DN7264_c0_g1_i1.p1
OG0009752	Shad_tr13950_c1_g1_i1.p1	Hetdac_DN8347_c0_g1_i4.p1
OG0009753	Shad_tr12178_c0_g1_i2.p1	Hetdac_DN60_c2_g1_i2.p1
OG0009755	Shad_tr30433_c0_g1_i15.p1	Hetdac_DN10676_c0_g1_i4.p1
OG0009756	Shad_tr12684_c0_g1_i17.p1	Hetdac_DN46366_c0_g1_i1.p1
OG0009758	Shad_tr4301_c0_g2_i4.p1	Hetdac_DN5428_c0_g1_i1.p1
OG0009759	Shad_tr102024_c0_g1_i1.p1	Hetdac_DN31105_c0_g1_i2.p1
OG0009760	Shad_tr6735_c1_g1_i3.p1	Hetdac_DN81719_c0_g1_i2.p1
OG0009762	Shad_tr9543_c0_g1_i2.p1	Hetdac_DN5055_c0_g1_i2.p1
OG0009763	Shad_tr3866_c0_g3_i3.p1	Hetdac_DN4251_c0_g1_i1.p1
OG0009765	Shad_tr15373_c0_g1_i2.p1	Hetdac_DN26232_c0_g1_i1.p1
OG0009766	Shad_tr24408_c0_g1_i1.p1	Hetdac_DN29300_c0_g1_i1.p1
OG0009767	Shad_tr59381_c0_g2_i1.p1	Hetdac_DN16005_c0_g1_i1.p1
OG0009768	Shad_tr3886_c0_g1_i1.p1	Hetdac_DN6985_c0_g1_i1.p1
OG0009769	Shad_tr7011_c0_g1_i1.p1	Hetdac_DN1021_c0_g1_i1.p1
OG0009770	Shad_tr26558_c0_g1_i1.p1	Hetdac_DN1319_c0_g1_i1.p1
OG0009772	Shad_tr13273_c0_g2_i2.p1	Hetdac_DN13303_c0_g1_i1.p1
OG0009773	Shad_tr77744_c0_g1_i1.p1	Hetdac_DN37811_c0_g1_i2.p1
OG0009773	Shad_tr388_c26_g1_i4.p1	Hetdac_DN64640_c0_g1_i1.p1
OG0009774	Shad_tr9854_c0_g1_i2.p1	Hetdac_DN66962_c0_g1_i1.p1
OG0009775	Shad_tr11773_c0_g2_i11.p1	Hetdac_DN33601_c0_g1_i4.p1
OG0009776	Shad_tr45447_c0_g1_i1.p1	Hetdac_DN81697_c0_g1_i1.p1
OG0009777	Shad_tr3781_c0_g1_i1.p1	Hetdac_DN85193_c0_g1_i1.p1
OG0009780	Shad_tr17433_c0_g1_i3.p1	Hetdac_DN5581_c0_g1_i1.p1
OG0009782	Shad_tr19506_c0_g3_i1.p1	Hetdac_DN32476_c0_g1_i1.p1
OG0009783	Shad_tr44916_c0_g1_i3.p1	Hetdac_DN43493_c0_g1_i1.p1
OG0009785	Shad_tr12209_c1_g2_i2.p1	Hetdac_DN43647_c0_g1_i1.p1
OG0009786	Shad_tr23208_c0_g2_i1.p1	Hetdac_DN12217_c0_g1_i1.p1
OG0009788	Shad_tr1338_c7_g1_i2.p1	Hetdac_DN19086_c0_g1_i1.p1
OG0009789	Shad_tr25447_c0_g3_i2.p1	Hetdac_DN15946_c0_g1_i1.p1
OG0009791	Shad_tr1613_c2_g1_i7.p1, Shad_tr37279_c0_g1_i3.p1	Hetdac_DN175_c0_g1_i1.p1
OG0009792	Shad_tr22646_c0_g1_i2.p1	Hetdac_DN40961_c0_g1_i1.p1
OG0009793	Shad_tr3791_c1_g1_i1.p1	Hetdac_DN1342_c0_g1_i1.p1
OG0009794	Shad_tr21261_c0_g1_i4.p1	Hetdac_DN5308_c0_g1_i1.p1
OG0009795	Shad_tr23551_c0_g1_i1.p1, Shad_tr67562_c0_g1_i1.p1, Shad_tr50671_c0_g1_i1.p1	Hetdac_DN1647_c0_g1_i1.p1
OG0009796	Shad_tr15948_c1_g1_i1.p1	Hetdac_DN50998_c0_g1_i1.p1
OG0009798	Shad_tr56145_c0_g2_i1.p1	Hetdac_DN50868_c0_g1_i1.p1
OG0009800	Shad_tr15109_c0_g1_i1.p1	Hetdac_DN11386_c0_g1_i1.p1
OG0009801	Shad_tr6618_c0_g1_i2.p1	Hetdac_DN32838_c0_g1_i1.p1
OG0009802	Shad_tr97885_c0_g1_i1.p1	Hetdac_DN78537_c0_g1_i1.p1
OG0009804	Shad_tr166_c1_g1_i1.p1	Hetdac_DN24582_c0_g1_i1.p1
OG0009805	Shad_tr3991_c0_g1_i6.p1	Hetdac_DN27268_c0_g1_i1.p1
OG0009806	Shad_tr5347_c0_g3_i1.p1	Hetdac_DN69295_c0_g1_i1.p1
OG0009807	Shad_tr7837_c0_g1_i2.p1, Shad_tr28890_c0_g1_i2.p1	Hetdac_DN45871_c1_g1_i1.p1
OG0009810	Shad_tr27810_c0_g3_i1.p1	Hetdac_DN2558_c0_g1_i1.p1
OG0009811	Shad_tr5409_c0_g1_i18.p1	Hetdac_DN5203_c0_g1_i2.p1
OG0009812	Shad_tr27150_c0_g2_i1.p1, Shad_tr27150_c0_g1_i1.p1	Hetdac_DN3685_c0_g1_i6.p2
OG0009813	Shad_tr27680_c0_g1_i2.p1	Hetdac_DN27234_c0_g1_i1.p1
OG0009814	Shad_tr5325_c0_g1_i3.p1	Hetdac_DN20907_c0_g1_i1.p1
OG0009815	Shad_tr13385_c1_g1_i2.p1	Hetdac_DN16701_c0_g1_i2.p1
OG0009816	Shad_tr9965_c5_g1_i1.p1	Hetdac_DN31459_c0_g1_i5.p1
OG0009817	Shad_tr90218_c0_g1_i1.p1	Hetdac_DN29177_c0_g1_i6.p1
OG0009820	Shad_tr42136_c0_g1_i1.p1	Hetdac_DN55527_c0_g1_i1.p1, Hetdac_DN60576_c0_g1_i1.p1
OG0009822	Shad_tr19318_c3_g1_i1.p1	Hetdac_DN116_c3_g1_i1.p1
OG0009823	Shad_tr1973_c0_g3_i1.p1	Hetdac_DN8366_c0_g1_i1.p1
OG0009824	Shad_tr49204_c1_g1_i2.p1	Hetdac_DN10115_c0_g1_i2.p1
OG0009826	Shad_tr14217_c0_g1_i3.p1	Hetdac_DN7577_c0_g1_i1.p1
OG0009827	Shad_tr17834_c0_g1_i1.p1	Hetdac_DN88629_c0_g1_i1.p1
OG0009828	Shad_tr4601_c0_g1_i2.p1	Hetdac_DN6362_c0_g1_i1.p1
OG0009829	Shad_tr46418_c0_g1_i5.p1	Hetdac_DN12453_c0_g1_i1.p1
OG0009830	Shad_tr26231_c0_g1_i1.p1	Hetdac_DN2135_c0_g1_i2.p1
OG0009832	Shad_tr15718_c0_g1_i2.p1	Hetdac_DN24920_c0_g1_i1.p1
OG0009833	Shad_tr10127_c0_g1_i23.p1	Hetdac_DN1199_c0_g1_i1.p1
OG0009834	Shad_tr30317_c0_g4_i2.p1	Hetdac_DN105_c2_g1_i1.p1
OG0009835	Shad_tr14416_c1_g3_i1.p1	Hetdac_DN83759_c0_g1_i1.p1
OG0009836	Shad_tr24292_c0_g1_i3.p1	Hetdac_DN703_c0_g1_i2.p1
OG0009838	Shad_tr94850_c0_g1_i1.p1	Hetdac_DN80015_c0_g1_i1.p1
OG0009839	Shad_tr18260_c0_g1_i2.p1	Hetdac_DN21818_c1_g2_i1.p1
