Orthogroup	Stichodactyla_haddoni_longest_pep	Macrodactyla_doreensis_longest_pep
OG0012321	Shad_tr57410_c0_g2_i1.p1, Shad_tr57410_c0_g1_i1.p1, Shad_tr99362_c0_g1_i1.p1	Macdac_DN24711_c0_g2_i2.p1, Macdac_DN24711_c0_g1_i1.p1
OG0012323	Shad_tr10322_c0_g1_i3.p1	Macdac_DN3979_c0_g1_i6.p1
OG0012324	Shad_tr6042_c0_g2_i2.p1	Macdac_DN38206_c0_g1_i1.p1
OG0012325	Shad_tr1593_c1_g3_i1.p1	Macdac_DN40704_c1_g1_i1.p1
OG0012326	Shad_tr32311_c5_g1_i1.p1	Macdac_DN5032_c0_g2_i2.p1
OG0012329	Shad_tr14103_c0_g2_i1.p1	Macdac_DN3391_c0_g1_i1.p1
OG0012332	Shad_tr39643_c0_g3_i1.p1	Macdac_DN1014_c1_g1_i2.p1
OG0012333	Shad_tr49615_c0_g1_i1.p1	Macdac_DN9296_c0_g1_i1.p1
OG0012334	Shad_tr70083_c0_g1_i1.p1, Shad_tr57369_c0_g1_i1.p1	Macdac_DN30446_c0_g3_i1.p1
OG0012335	Shad_tr5558_c1_g1_i7.p1	Macdac_DN3148_c3_g1_i1.p1
OG0012337	Shad_tr1279_c0_g2_i8.p1	Macdac_DN6462_c0_g1_i5.p1, Macdac_DN2596_c1_g1_i16.p2
OG0012338	Shad_tr17479_c0_g1_i3.p1	Macdac_DN4342_c1_g1_i7.p1
OG0012339	Shad_tr41320_c1_g2_i1.p1	Macdac_DN9938_c0_g1_i1.p1
OG0012341	Shad_tr14017_c0_g1_i28.p1	Macdac_DN11557_c0_g1_i2.p1
OG0012342	Shad_tr36126_c2_g1_i1.p1	Macdac_DN8755_c0_g1_i1.p1
OG0012343	Shad_tr19698_c0_g1_i1.p1	Macdac_DN71823_c0_g1_i1.p1
OG0012345	Shad_tr27851_c0_g1_i1.p1	Macdac_DN21781_c0_g1_i1.p1
OG0012346	Shad_tr104444_c0_g1_i1.p1	Macdac_DN371_c1_g5_i1.p1
OG0012349	Shad_tr93440_c0_g1_i1.p1	Macdac_DN39154_c0_g2_i1.p1
OG0012351	Shad_tr53930_c0_g2_i1.p1	Macdac_DN15709_c0_g2_i1.p1
OG0012352	Shad_tr13470_c2_g1_i3.p1	Macdac_DN16142_c0_g2_i2.p1
OG0012353	Shad_tr31310_c0_g1_i3.p1	Macdac_DN2363_c1_g3_i2.p1
OG0012354	Shad_tr11181_c0_g1_i2.p1	Macdac_DN21519_c0_g1_i2.p1
OG0012355	Shad_tr13029_c0_g1_i2.p1	Macdac_DN37531_c0_g1_i1.p1
OG0012356	Shad_tr16366_c0_g1_i2.p1	Macdac_DN9563_c0_g1_i1.p1
OG0012359	Shad_tr15259_c0_g1_i1.p1	Macdac_DN3271_c0_g1_i1.p1
OG0012360	Shad_tr472_c0_g1_i2.p1	Macdac_DN19070_c0_g2_i1.p1
OG0012361	Shad_tr26157_c0_g1_i1.p1	Macdac_DN4985_c1_g1_i1.p1
OG0012362	Shad_tr13731_c0_g1_i1.p1	Macdac_DN16783_c0_g1_i1.p1
OG0012364	Shad_tr8466_c0_g1_i10.p1	Macdac_DN5022_c0_g1_i1.p1
OG0012365	Shad_tr8531_c0_g2_i2.p1	Macdac_DN516_c1_g2_i4.p1
OG0012367	Shad_tr1224_c1_g1_i7.p1	Macdac_DN4660_c0_g1_i3.p1
OG0012369	Shad_tr7429_c1_g1_i14.p1	Macdac_DN9766_c0_g1_i2.p1
OG0012370	Shad_tr37230_c0_g1_i1.p1	Macdac_DN25405_c0_g1_i1.p1
OG0012372	Shad_tr13826_c0_g1_i1.p1	Macdac_DN45932_c0_g1_i1.p1
OG0012374	Shad_tr16429_c1_g1_i3.p1	Macdac_DN17373_c2_g2_i1.p1
OG0012375	Shad_tr56206_c0_g1_i1.p1	Macdac_DN19139_c0_g2_i1.p1
OG0012376	Shad_tr35805_c1_g1_i2.p1	Macdac_DN2893_c2_g1_i6.p1
OG0012377	Shad_tr5760_c0_g1_i1.p1	Macdac_DN3937_c0_g1_i1.p1
OG0012378	Shad_tr903_c5_g1_i1.p1	Macdac_DN729_c0_g1_i3.p2
OG0012379	Shad_tr13663_c0_g1_i3.p1	Macdac_DN10937_c0_g1_i2.p1
OG0012380	Shad_tr34376_c0_g1_i2.p1	Macdac_DN46478_c1_g1_i1.p1
OG0012381	Shad_tr2993_c1_g1_i1.p1	Macdac_DN21846_c0_g1_i4.p1
OG0012383	Shad_tr10299_c0_g2_i1.p1	Macdac_DN1126_c1_g1_i2.p1
OG0012385	Shad_tr824_c9_g1_i5.p1	Macdac_DN36229_c0_g1_i1.p1
OG0012386	Shad_tr34347_c0_g1_i2.p1	Macdac_DN5419_c0_g2_i1.p1, Macdac_DN5419_c0_g3_i2.p1
OG0012387	Shad_tr91873_c0_g1_i1.p1	Macdac_DN22063_c2_g1_i1.p1
OG0012391	Shad_tr19544_c0_g1_i3.p1	Macdac_DN4512_c0_g1_i3.p1
OG0012393	Shad_tr443_c8_g1_i1.p1	Macdac_DN4054_c0_g2_i3.p1
OG0012394	Shad_tr8058_c1_g1_i2.p1	Macdac_DN47034_c0_g1_i1.p1
OG0012395	Shad_tr7335_c1_g1_i1.p1	Macdac_DN10443_c0_g1_i1.p1
OG0012396	Shad_tr46757_c1_g2_i3.p1	Macdac_DN4912_c0_g1_i2.p1
OG0012397	Shad_tr1489_c0_g2_i1.p1	Macdac_DN29908_c0_g1_i1.p1
OG0012399	Shad_tr14572_c0_g1_i1.p1	Macdac_DN44326_c0_g1_i1.p1
OG0012400	Shad_tr22075_c0_g1_i1.p1	Macdac_DN4703_c0_g1_i1.p1
OG0012402	Shad_tr479_c7_g1_i1.p1	Macdac_DN5103_c0_g2_i1.p1
OG0012405	Shad_tr11675_c0_g1_i2.p1	Macdac_DN352_c0_g3_i2.p1
OG0012407	Shad_tr95040_c0_g1_i1.p1	Macdac_DN8546_c2_g1_i1.p1
OG0012408	Shad_tr96320_c0_g1_i1.p1	Macdac_DN23602_c0_g2_i1.p1
OG0012409	Shad_tr6618_c3_g1_i5.p1	Macdac_DN9549_c0_g1_i2.p1
OG0012410	Shad_tr27882_c0_g1_i16.p1	Macdac_DN5060_c1_g2_i4.p1
OG0012411	Shad_tr27687_c0_g1_i1.p1	Macdac_DN7118_c0_g1_i1.p1
OG0012415	Shad_tr78429_c0_g1_i2.p1, Shad_tr39291_c0_g4_i1.p1	Macdac_DN27965_c0_g2_i3.p1
OG0012416	Shad_tr91275_c0_g1_i1.p1	Macdac_DN4953_c0_g2_i2.p1
OG0012418	Shad_tr8593_c0_g2_i1.p1	Macdac_DN10250_c1_g1_i1.p1
OG0012420	Shad_tr35158_c0_g1_i1.p1	Macdac_DN14694_c2_g1_i2.p1
OG0012421	Shad_tr16628_c1_g1_i1.p1	Macdac_DN33466_c0_g1_i1.p1
OG0012423	Shad_tr21385_c2_g2_i2.p1	Macdac_DN41308_c0_g1_i1.p1, Macdac_DN4711_c0_g3_i1.p1
OG0012424	Shad_tr9230_c0_g1_i1.p1	Macdac_DN27510_c0_g3_i1.p1
OG0012425	Shad_tr6140_c0_g1_i3.p1	Macdac_DN8593_c0_g1_i6.p1
OG0012427	Shad_tr98065_c0_g1_i1.p1	Macdac_DN12263_c1_g1_i1.p1
OG0012430	Shad_tr87861_c0_g1_i1.p1	Macdac_DN6720_c1_g1_i1.p1
OG0012432	Shad_tr21919_c0_g1_i2.p1	Macdac_DN13753_c0_g1_i1.p1
OG0012434	Shad_tr21866_c0_g2_i3.p1	Macdac_DN33662_c0_g2_i1.p1
OG0012436	Shad_tr23700_c0_g1_i1.p1	Macdac_DN6308_c0_g2_i1.p1
OG0012438	Shad_tr5021_c3_g1_i1.p1	Macdac_DN4927_c0_g2_i1.p1
OG0012439	Shad_tr24935_c1_g1_i3.p1	Macdac_DN27098_c0_g1_i2.p1
OG0012440	Shad_tr90202_c0_g1_i1.p1	Macdac_DN5301_c0_g2_i1.p1
OG0012441	Shad_tr31081_c0_g3_i1.p1	Macdac_DN17931_c0_g2_i1.p1
OG0012442	Shad_tr40958_c0_g1_i2.p1	Macdac_DN29418_c0_g2_i1.p1
OG0012445	Shad_tr940_c2_g1_i7.p1	Macdac_DN22449_c0_g3_i1.p1
OG0012447	Shad_tr5866_c0_g1_i5.p1	Macdac_DN53694_c0_g1_i3.p1
OG0012449	Shad_tr19646_c0_g1_i2.p1	Macdac_DN11044_c0_g1_i1.p1
OG0012450	Shad_tr4872_c6_g1_i1.p1	Macdac_DN21048_c1_g1_i4.p1
OG0012451	Shad_tr3285_c5_g1_i1.p1	Macdac_DN729_c0_g2_i1.p1
OG0012453	Shad_tr22104_c1_g1_i1.p1	Macdac_DN3019_c1_g2_i1.p1
OG0012454	Shad_tr1597_c0_g4_i2.p1	Macdac_DN243_c0_g1_i3.p1
OG0012458	Shad_tr101084_c0_g1_i1.p1	Macdac_DN60022_c0_g1_i1.p1
OG0012459	Shad_tr22433_c1_g1_i1.p1	Macdac_DN9901_c0_g1_i2.p1
OG0012461	Shad_tr11093_c0_g1_i8.p1, Shad_tr38390_c2_g1_i1.p1	Macdac_DN12464_c0_g1_i1.p1
OG0012461	Shad_tr101689_c0_g1_i1.p2	Macdac_DN8287_c1_g3_i1.p1
OG0012462	Shad_tr4669_c2_g1_i3.p1	Macdac_DN15820_c1_g1_i1.p1
OG0012463	Shad_tr19121_c1_g1_i3.p1	Macdac_DN16161_c0_g2_i2.p1
OG0012464	Shad_tr15224_c0_g1_i1.p1	Macdac_DN14868_c0_g1_i1.p1
OG0012466	Shad_tr4323_c0_g1_i2.p1	Macdac_DN6673_c0_g1_i1.p1
OG0012468	Shad_tr32930_c0_g3_i1.p1	Macdac_DN35497_c0_g1_i1.p1
OG0012469	Shad_tr108619_c0_g1_i1.p1	Macdac_DN18335_c0_g2_i12.p1
OG0012470	Shad_tr42280_c0_g1_i2.p1	Macdac_DN35768_c0_g1_i2.p1
OG0012472	Shad_tr26673_c0_g2_i1.p1	Macdac_DN27868_c1_g1_i1.p1
OG0012473	Shad_tr2557_c0_g2_i1.p1	Macdac_DN4251_c3_g1_i1.p1
OG0012474	Shad_tr4457_c5_g1_i5.p1	Macdac_DN3166_c0_g1_i2.p1
OG0012476	Shad_tr20038_c0_g1_i1.p1	Macdac_DN1641_c1_g1_i1.p1
OG0012478	Shad_tr19759_c0_g1_i2.p1	Macdac_DN61682_c0_g1_i1.p1
OG0012479	Shad_tr29672_c0_g1_i1.p1	Macdac_DN15154_c0_g1_i1.p1
OG0012482	Shad_tr14729_c0_g1_i1.p1	Macdac_DN46035_c0_g1_i1.p1
OG0012484	Shad_tr104507_c0_g1_i1.p1	Macdac_DN23059_c0_g1_i1.p1
OG0012485	Shad_tr6047_c0_g2_i1.p1	Macdac_DN8365_c0_g1_i1.p1
OG0012486	Shad_tr9253_c0_g2_i1.p1	Macdac_DN4714_c0_g2_i1.p1
OG0012487	Shad_tr7339_c1_g1_i7.p1	Macdac_DN9436_c1_g1_i3.p1
OG0012488	Shad_tr6548_c0_g1_i2.p1	Macdac_DN6201_c0_g1_i2.p1
OG0012490	Shad_tr34502_c0_g1_i1.p1	Macdac_DN4587_c0_g1_i1.p1
OG0012491	Shad_tr18059_c0_g2_i2.p1	Macdac_DN15985_c0_g1_i2.p1
OG0012493	Shad_tr17154_c0_g1_i1.p1	Macdac_DN31760_c0_g1_i1.p1
OG0012495	Shad_tr27880_c0_g2_i1.p1	Macdac_DN6888_c0_g1_i1.p1
OG0012497	Shad_tr32191_c3_g1_i1.p1	Macdac_DN6847_c1_g1_i1.p1
OG0012498	Shad_tr56305_c0_g1_i1.p1	Macdac_DN8740_c0_g2_i1.p1
OG0012499	Shad_tr30676_c0_g1_i1.p1	Macdac_DN11842_c0_g1_i5.p1
OG0012501	Shad_tr31593_c0_g1_i1.p1	Macdac_DN8386_c0_g1_i1.p1
OG0012502	Shad_tr16535_c0_g1_i1.p1	Macdac_DN16409_c0_g1_i3.p1
OG0012503	Shad_tr50801_c0_g3_i6.p1	Macdac_DN6777_c0_g1_i1.p1
OG0012504	Shad_tr17593_c0_g1_i3.p1	Macdac_DN11746_c0_g1_i1.p1
OG0012506	Shad_tr11435_c0_g1_i10.p1	Macdac_DN11345_c0_g1_i2.p1
OG0012507	Shad_tr11445_c1_g1_i1.p1	Macdac_DN15744_c1_g1_i1.p1
OG0012508	Shad_tr21717_c0_g1_i1.p1	Macdac_DN41719_c0_g1_i1.p1
OG0012510	Shad_tr95031_c0_g1_i1.p1	Macdac_DN7917_c0_g1_i2.p1
OG0012514	Shad_tr1236_c0_g1_i14.p1	Macdac_DN42322_c0_g2_i1.p1
OG0012515	Shad_tr9569_c1_g2_i4.p1	Macdac_DN20993_c0_g2_i3.p1
OG0012517	Shad_tr45782_c0_g1_i2.p1	Macdac_DN71056_c0_g1_i1.p1
OG0012518	Shad_tr30643_c0_g1_i2.p1	Macdac_DN8704_c0_g1_i3.p1
OG0012523	Shad_tr24821_c1_g1_i5.p1	Macdac_DN26266_c0_g2_i3.p1
OG0012524	Shad_tr22794_c1_g1_i1.p1, Shad_tr18394_c0_g1_i1.p1	Macdac_DN1874_c0_g1_i4.p1
OG0012530	Shad_tr12195_c0_g2_i3.p1, Shad_tr12195_c0_g1_i6.p1	Macdac_DN1359_c0_g1_i3.p1
OG0012531	Shad_tr53099_c0_g2_i1.p1	Macdac_DN46_c3_g1_i1.p2
OG0012532	Shad_tr5715_c1_g1_i2.p1	Macdac_DN11786_c0_g1_i1.p1
OG0012534	Shad_tr48957_c0_g1_i1.p1	Macdac_DN36552_c0_g1_i3.p1
OG0012536	Shad_tr8673_c0_g1_i5.p1	Macdac_DN26681_c2_g1_i1.p1
OG0012537	Shad_tr63738_c0_g1_i1.p1	Macdac_DN30916_c0_g1_i1.p1
OG0012539	Shad_tr13207_c0_g2_i2.p1	Macdac_DN37290_c0_g1_i1.p1
OG0012540	Shad_tr63036_c0_g1_i1.p1	Macdac_DN9593_c0_g1_i1.p1
OG0012543	Shad_tr35249_c0_g1_i1.p1	Macdac_DN11470_c2_g1_i1.p1
OG0012544	Shad_tr19871_c0_g1_i1.p1	Macdac_DN43538_c0_g2_i1.p1
OG0012545	Shad_tr923_c3_g1_i2.p1	Macdac_DN18583_c0_g4_i1.p1
OG0012546	Shad_tr31831_c1_g1_i1.p1	Macdac_DN2778_c0_g1_i1.p1
OG0012547	Shad_tr49854_c0_g1_i1.p1	Macdac_DN23056_c0_g1_i1.p1
OG0012548	Shad_tr81909_c0_g1_i1.p1	Macdac_DN41233_c0_g3_i1.p1
OG0012549	Shad_tr73233_c0_g1_i1.p1	Macdac_DN16583_c0_g1_i1.p1
OG0012553	Shad_tr33735_c0_g1_i1.p1	Macdac_DN4841_c2_g1_i1.p1
OG0012555	Shad_tr8376_c0_g1_i1.p1	Macdac_DN1930_c0_g1_i4.p1
OG0012558	Shad_tr196_c0_g1_i1.p1	Macdac_DN1992_c0_g2_i2.p1
OG0012559	Shad_tr73275_c0_g1_i1.p1	Macdac_DN4165_c0_g1_i5.p1
OG0012562	Shad_tr19692_c0_g2_i1.p1	Macdac_DN15126_c0_g1_i2.p1
OG0012565	Shad_tr67412_c0_g1_i2.p1	Macdac_DN26412_c0_g1_i1.p1
OG0012567	Shad_tr972_c2_g1_i2.p1	Macdac_DN2820_c1_g2_i1.p1
OG0012569	Shad_tr20320_c0_g1_i2.p1	Macdac_DN28643_c0_g2_i1.p1
OG0012570	Shad_tr70211_c0_g1_i1.p1	Macdac_DN8535_c0_g3_i1.p1
OG0012571	Shad_tr5092_c0_g1_i1.p1	Macdac_DN3728_c0_g1_i2.p1
OG0012572	Shad_tr24527_c0_g1_i1.p1	Macdac_DN5796_c0_g3_i1.p1
OG0012574	Shad_tr13471_c0_g1_i1.p1	Macdac_DN14677_c0_g1_i1.p1
OG0012576	Shad_tr7334_c0_g1_i9.p1	Macdac_DN338_c0_g1_i14.p1
OG0012579	Shad_tr4460_c1_g1_i2.p1	Macdac_DN39693_c0_g1_i2.p1
OG0012583	Shad_tr65926_c0_g1_i1.p1	Macdac_DN41541_c0_g1_i1.p1
OG0012586	Shad_tr27353_c0_g1_i3.p1	Macdac_DN7053_c0_g1_i6.p1
OG0012587	Shad_tr21522_c0_g1_i2.p1	Macdac_DN2801_c0_g1_i1.p1
OG0012588	Shad_tr43960_c0_g1_i1.p2	Macdac_DN50924_c0_g1_i2.p1
OG0012589	Shad_tr20341_c0_g3_i3.p1	Macdac_DN13507_c0_g1_i1.p1
OG0012590	Shad_tr23438_c0_g1_i1.p1	Macdac_DN28643_c0_g1_i1.p1, Macdac_DN28643_c0_g3_i1.p1
OG0012592	Shad_tr22238_c0_g1_i3.p1	Macdac_DN10602_c0_g1_i1.p1
OG0012594	Shad_tr17734_c0_g3_i3.p1	Macdac_DN1495_c5_g1_i3.p1
OG0012595	Shad_tr8180_c0_g1_i11.p1	Macdac_DN458_c0_g1_i9.p2
OG0012596	Shad_tr90672_c0_g1_i1.p1	Macdac_DN36525_c0_g1_i1.p1
OG0012597	Shad_tr3406_c0_g1_i1.p1	Macdac_DN24159_c0_g1_i3.p1
OG0012598	Shad_tr31417_c0_g1_i1.p1	Macdac_DN1413_c0_g1_i4.p1
OG0012604	Shad_tr37348_c0_g1_i1.p1	Macdac_DN10166_c0_g3_i1.p1
OG0012605	Shad_tr37603_c0_g1_i1.p1	Macdac_DN52183_c0_g1_i1.p1
OG0012606	Shad_tr8815_c0_g1_i1.p1	Macdac_DN68454_c0_g1_i1.p1
OG0012607	Shad_tr8413_c0_g5_i2.p1	Macdac_DN20774_c0_g1_i1.p1
OG0012609	Shad_tr9877_c0_g1_i1.p1	Macdac_DN7041_c0_g1_i1.p1
OG0012610	Shad_tr96720_c0_g1_i1.p1	Macdac_DN2205_c0_g1_i1.p1
OG0012611	Shad_tr67054_c0_g1_i1.p1	Macdac_DN2007_c0_g6_i1.p1
OG0012612	Shad_tr22301_c2_g1_i1.p1	Macdac_DN41023_c0_g1_i3.p1
OG0012613	Shad_tr68488_c0_g1_i1.p1	Macdac_DN43724_c0_g1_i1.p1
OG0012615	Shad_tr85752_c0_g1_i1.p1	Macdac_DN54639_c0_g1_i1.p1
OG0012616	Shad_tr11270_c0_g1_i5.p1	Macdac_DN44_c0_g2_i1.p1
OG0012621	Shad_tr55892_c0_g1_i1.p1	Macdac_DN12447_c0_g1_i1.p1
OG0012622	Shad_tr1277_c0_g1_i4.p1	Macdac_DN15013_c0_g1_i1.p1
OG0012624	Shad_tr89331_c0_g1_i1.p1	Macdac_DN26749_c0_g1_i1.p2
OG0012626	Shad_tr45668_c0_g1_i1.p1	Macdac_DN18743_c0_g1_i2.p1
OG0012627	Shad_tr19681_c0_g1_i6.p1	Macdac_DN4544_c0_g1_i4.p1
OG0012629	Shad_tr1449_c0_g1_i2.p1	Macdac_DN8183_c0_g2_i1.p1
OG0012630	Shad_tr1622_c1_g1_i1.p1	Macdac_DN15417_c0_g2_i4.p1
OG0012633	Shad_tr66434_c0_g1_i1.p1	Macdac_DN20845_c1_g1_i1.p1
OG0012634	Shad_tr21252_c8_g1_i1.p1	Macdac_DN5752_c1_g1_i2.p1
OG0012635	Shad_tr8538_c0_g1_i3.p1	Macdac_DN18178_c0_g1_i1.p1
OG0012636	Shad_tr3738_c1_g1_i1.p1	Macdac_DN27961_c0_g1_i4.p1
OG0012637	Shad_tr34649_c0_g2_i1.p1	Macdac_DN25252_c0_g1_i1.p1
OG0012638	Shad_tr378_c0_g3_i1.p1	Macdac_DN11693_c0_g1_i2.p1
OG0012639	Shad_tr27941_c2_g1_i1.p1	Macdac_DN5684_c1_g2_i2.p1
OG0012640	Shad_tr4606_c0_g2_i1.p1	Macdac_DN8903_c0_g2_i1.p1
OG0012642	Shad_tr7039_c0_g1_i1.p1	Macdac_DN2942_c0_g1_i3.p2
OG0012643	Shad_tr8088_c0_g1_i1.p1	Macdac_DN5106_c0_g1_i1.p1
OG0012645	Shad_tr8785_c0_g1_i1.p1	Macdac_DN23219_c0_g1_i2.p2
OG0012646	Shad_tr20166_c2_g1_i1.p1	Macdac_DN31098_c0_g1_i2.p1
OG0012647	Shad_tr82998_c0_g1_i1.p1	Macdac_DN35640_c0_g1_i1.p1, Macdac_DN35640_c0_g3_i1.p1
OG0012649	Shad_tr58348_c0_g1_i1.p1	Macdac_DN2608_c0_g1_i1.p1
OG0012651	Shad_tr10350_c0_g2_i1.p1	Macdac_DN5449_c0_g1_i1.p1
OG0012652	Shad_tr90889_c0_g1_i1.p1	Macdac_DN3991_c1_g5_i2.p1
OG0012653	Shad_tr28580_c0_g2_i2.p1	Macdac_DN39325_c0_g1_i1.p1
OG0012654	Shad_tr69749_c0_g1_i1.p1, Shad_tr97896_c0_g1_i1.p1, Shad_tr46523_c0_g1_i1.p1	Macdac_DN27288_c0_g3_i2.p1
OG0012655	Shad_tr47628_c0_g3_i1.p1	Macdac_DN6070_c0_g2_i1.p2
OG0012656	Shad_tr91789_c0_g1_i1.p1	Macdac_DN51191_c0_g2_i1.p1
OG0012657	Shad_tr38692_c0_g2_i1.p1	Macdac_DN37132_c0_g1_i1.p1
OG0012659	Shad_tr96004_c0_g1_i1.p1	Macdac_DN16641_c0_g2_i4.p1
OG0012660	Shad_tr7490_c0_g1_i3.p1	Macdac_DN18269_c0_g1_i5.p1
OG0012661	Shad_tr7163_c0_g2_i20.p1	Macdac_DN10462_c0_g2_i1.p1
OG0012662	Shad_tr387_c2_g1_i1.p1	Macdac_DN5072_c0_g1_i1.p1
OG0012663	Shad_tr4691_c0_g1_i3.p1	Macdac_DN23319_c0_g1_i1.p1
OG0012664	Shad_tr72500_c0_g1_i1.p1	Macdac_DN27788_c0_g1_i1.p1
OG0012666	Shad_tr12291_c0_g1_i32.p1	Macdac_DN3207_c0_g1_i1.p1
OG0012667	Shad_tr8353_c0_g1_i1.p1	Macdac_DN23892_c0_g1_i3.p1
OG0012668	Shad_tr1614_c0_g1_i2.p1	Macdac_DN2931_c0_g2_i10.p1
OG0012669	Shad_tr94867_c0_g1_i1.p1, Shad_tr57851_c0_g1_i1.p1, Shad_tr97356_c0_g1_i1.p1	Macdac_DN38073_c0_g1_i1.p1
OG0012670	Shad_tr66727_c0_g1_i1.p1	Macdac_DN32868_c0_g1_i1.p1
OG0012671	Shad_tr63517_c0_g1_i1.p1	Macdac_DN14472_c0_g1_i1.p1
OG0012674	Shad_tr37_c3_g1_i1.p1	Macdac_DN14878_c0_g2_i1.p1
OG0012675	Shad_tr59359_c1_g1_i1.p1, Shad_tr11602_c1_g1_i3.p1	Macdac_DN3052_c0_g1_i3.p1
OG0012677	Shad_tr22411_c0_g1_i3.p1	Macdac_DN25047_c0_g1_i1.p1
OG0012678	Shad_tr13226_c0_g3_i3.p1	Macdac_DN3343_c0_g1_i1.p1
OG0012679	Shad_tr40965_c0_g1_i1.p1, Shad_tr19500_c0_g1_i2.p1	Macdac_DN5733_c0_g1_i8.p1
OG0012680	Shad_tr95295_c0_g1_i1.p1	Macdac_DN27874_c0_g1_i1.p1
OG0012682	Shad_tr79653_c0_g1_i1.p1	Macdac_DN4473_c3_g1_i1.p1
OG0012683	Shad_tr16010_c1_g1_i1.p1	Macdac_DN2888_c1_g1_i1.p1
OG0012686	Shad_tr9089_c1_g1_i1.p1	Macdac_DN2644_c0_g1_i3.p1
OG0012687	Shad_tr16060_c0_g1_i1.p1	Macdac_DN2926_c1_g1_i2.p1
OG0012688	Shad_tr7252_c2_g1_i1.p1	Macdac_DN4897_c0_g1_i6.p1
OG0012689	Shad_tr13901_c2_g1_i1.p1	Macdac_DN38227_c0_g1_i1.p1
OG0012690	Shad_tr9201_c0_g1_i3.p1	Macdac_DN26923_c1_g1_i4.p2
OG0012692	Shad_tr5960_c0_g1_i5.p1	Macdac_DN26857_c0_g1_i2.p1
OG0012693	Shad_tr12152_c1_g1_i12.p1	Macdac_DN34124_c0_g1_i1.p1
OG0012694	Shad_tr28280_c0_g6_i1.p1	Macdac_DN5202_c0_g2_i1.p1
OG0012695	Shad_tr4052_c2_g1_i1.p1, Shad_tr17984_c0_g1_i2.p1	Macdac_DN57025_c0_g1_i1.p1
OG0012696	Shad_tr21694_c0_g2_i1.p1, Shad_tr21694_c0_g1_i4.p1	Macdac_DN11475_c0_g2_i1.p1
OG0012697	Shad_tr9612_c0_g4_i2.p1	Macdac_DN14916_c0_g1_i3.p1
OG0012700	Shad_tr44951_c0_g1_i1.p1	Macdac_DN13746_c0_g1_i2.p1
OG0012701	Shad_tr19773_c0_g1_i5.p1	Macdac_DN4231_c0_g1_i4.p1
OG0012703	Shad_tr25163_c0_g1_i2.p1	Macdac_DN1887_c0_g1_i1.p1
OG0012704	Shad_tr73_c14_g1_i1.p1	Macdac_DN623_c1_g1_i1.p1
OG0012705	Shad_tr334_c2_g1_i4.p1, Shad_tr21562_c1_g1_i1.p1	Macdac_DN16099_c1_g1_i2.p1
OG0012706	Shad_tr23944_c0_g1_i1.p1	Macdac_DN7892_c0_g1_i1.p1
OG0012707	Shad_tr22350_c0_g3_i1.p1	Macdac_DN1404_c1_g4_i2.p1
OG0012709	Shad_tr17920_c0_g1_i2.p1	Macdac_DN47113_c0_g1_i1.p1
OG0012711	Shad_tr28780_c1_g1_i1.p1	Macdac_DN11182_c0_g1_i1.p1
OG0012712	Shad_tr36314_c0_g1_i3.p1	Macdac_DN29129_c0_g1_i1.p1
OG0012714	Shad_tr8667_c0_g2_i3.p1	Macdac_DN4449_c0_g1_i1.p1
OG0012715	Shad_tr6913_c0_g2_i1.p1	Macdac_DN2159_c0_g1_i1.p1
OG0012716	Shad_tr903_c3_g1_i3.p1	Macdac_DN2979_c1_g2_i3.p3
OG0012717	Shad_tr31985_c0_g1_i1.p1	Macdac_DN2343_c1_g3_i1.p1
OG0012719	Shad_tr101732_c0_g1_i1.p1	Macdac_DN908_c1_g1_i1.p1
OG0012720	Shad_tr37763_c0_g1_i3.p1	Macdac_DN10441_c0_g1_i2.p1
OG0012722	Shad_tr7014_c0_g2_i1.p1	Macdac_DN27900_c0_g1_i1.p1
OG0012723	Shad_tr56198_c0_g1_i1.p1	Macdac_DN25840_c0_g1_i1.p1
OG0012725	Shad_tr12540_c0_g1_i1.p1	Macdac_DN14846_c0_g1_i1.p1
OG0012727	Shad_tr80934_c0_g1_i1.p1	Macdac_DN20825_c2_g3_i2.p1
OG0012729	Shad_tr58165_c0_g1_i1.p1	Macdac_DN70274_c0_g1_i1.p1
OG0012731	Shad_tr19786_c2_g1_i1.p1	Macdac_DN37886_c0_g1_i1.p1
OG0012735	Shad_tr68203_c0_g1_i1.p1	Macdac_DN14652_c0_g1_i1.p1
OG0012736	Shad_tr2263_c2_g1_i16.p1	Macdac_DN4894_c0_g3_i2.p1
OG0012738	Shad_tr10615_c3_g1_i1.p1	Macdac_DN8634_c0_g2_i6.p1
OG0012743	Shad_tr23674_c0_g1_i1.p1	Macdac_DN19150_c0_g3_i1.p1
OG0012755	Shad_tr101648_c0_g1_i1.p1	Macdac_DN23829_c0_g1_i1.p1
OG0012764	Shad_tr37763_c1_g1_i1.p1	Macdac_DN2291_c1_g1_i2.p1
OG0012767	Shad_tr41154_c0_g1_i2.p1	Macdac_DN35058_c0_g1_i3.p1
OG0012775	Shad_tr7210_c0_g1_i1.p1	Macdac_DN16119_c0_g1_i1.p1
OG0012777	Shad_tr245_c0_g1_i7.p1	Macdac_DN1929_c0_g1_i6.p1
OG0012780	Shad_tr5162_c0_g2_i1.p1	Macdac_DN61011_c0_g1_i1.p1
OG0012783	Shad_tr15159_c0_g1_i2.p1	Macdac_DN40394_c0_g1_i1.p1
