Orthogroup	Stichodactyla_haddoni_longest_pep	Heteractis_aurelias_longest_pep
OG0010955	Shad_tr47942_c0_g1_i1.p1	Haur_tr18687_c0_g1_i1.p1
OG0010955	Shad_tr9820_c1_g1_i1.p1	Haur_tr19319_c0_g1_i3.p1
OG0010956	Shad_tr701_c1_g1_i24.p1	Haur_tr25659_c0_g1_i1.p1, Haur_tr61068_c0_g1_i1.p1
OG0010957	Shad_tr81442_c0_g1_i1.p1	Haur_tr38222_c2_g1_i1.p1, Haur_tr38222_c0_g2_i2.p1
OG0010958	Shad_tr2559_c0_g1_i4.p1	Haur_tr3903_c0_g1_i8.p1
OG0010959	Shad_tr9523_c0_g2_i4.p1	Haur_tr13818_c0_g2_i4.p1
OG0010960	Shad_tr20333_c0_g1_i1.p1	Haur_tr23347_c0_g1_i2.p1, Haur_tr17388_c0_g3_i1.p1
OG0010961	Shad_tr91439_c0_g1_i1.p1, Shad_tr73108_c0_g1_i1.p1	Haur_tr28157_c0_g1_i2.p1
OG0010962	Shad_tr21315_c0_g2_i2.p1	Haur_tr13342_c0_g2_i1.p1
OG0010963	Shad_tr4601_c1_g1_i1.p1	Haur_tr3561_c0_g1_i1.p1
OG0010964	Shad_tr78592_c0_g1_i1.p1	Haur_tr31269_c0_g1_i2.p1
OG0010965	Shad_tr101280_c0_g1_i1.p1	Haur_tr9026_c2_g2_i1.p1
OG0010966	Shad_tr9434_c1_g1_i2.p1	Haur_tr27286_c2_g2_i1.p1
OG0010967	Shad_tr17106_c1_g1_i2.p1	Haur_tr10579_c0_g2_i1.p1
OG0010969	Shad_tr48055_c0_g1_i1.p1	Haur_tr16018_c1_g2_i1.p1
OG0010970	Shad_tr17544_c0_g1_i12.p1	Haur_tr4059_c7_g1_i1.p1
OG0010972	Shad_tr3069_c0_g1_i2.p1	Haur_tr12810_c0_g1_i1.p1
OG0010973	Shad_tr56575_c0_g1_i1.p1	Haur_tr28884_c0_g2_i8.p1
OG0010974	Shad_tr22143_c0_g2_i1.p1, Shad_tr17387_c0_g1_i2.p1	Haur_tr33378_c0_g3_i2.p1
OG0010977	Shad_tr32159_c0_g1_i1.p1	Haur_tr59388_c0_g1_i1.p1
OG0010978	Shad_tr33126_c1_g1_i2.p1	Haur_tr8540_c0_g2_i1.p1
OG0010980	Shad_tr18398_c0_g1_i1.p1	Haur_tr9699_c0_g1_i1.p1
OG0010981	Shad_tr266_c1_g1_i7.p1	Haur_tr63313_c0_g1_i2.p1
OG0010982	Shad_tr16362_c0_g1_i2.p1	Haur_tr20656_c0_g1_i1.p1
OG0010985	Shad_tr2153_c6_g1_i2.p1	Haur_tr105_c1_g1_i1.p1
OG0010986	Shad_tr98581_c0_g1_i1.p1	Haur_tr15285_c0_g1_i2.p1
OG0010987	Shad_tr2940_c2_g1_i1.p1	Haur_tr11615_c0_g1_i5.p1
OG0010988	Shad_tr16154_c0_g1_i7.p1	Haur_tr12362_c0_g1_i1.p1
OG0010989	Shad_tr20075_c0_g2_i1.p1	Haur_tr8178_c4_g1_i1.p1
OG0010990	Shad_tr25034_c2_g1_i1.p1	Haur_tr7458_c1_g1_i3.p1
OG0010991	Shad_tr2538_c0_g1_i1.p1	Haur_tr31778_c0_g1_i1.p1
OG0010992	Shad_tr69687_c0_g1_i2.p1	Haur_tr283_c0_g1_i3.p1
OG0010993	Shad_tr114481_c0_g1_i1.p1	Haur_tr17295_c0_g1_i2.p1
OG0010995	Shad_tr12885_c1_g1_i1.p1	Haur_tr46740_c0_g1_i1.p1
OG0010997	Shad_tr84980_c0_g1_i1.p1, Shad_tr8491_c0_g1_i2.p1	Haur_tr11367_c0_g1_i1.p1
OG0010998	Shad_tr30942_c0_g2_i2.p1	Haur_tr78273_c0_g1_i1.p1
OG0010999	Shad_tr26257_c0_g1_i2.p1	Haur_tr32299_c0_g1_i1.p1, Haur_tr8323_c0_g2_i2.p1
OG0011000	Shad_tr16699_c1_g1_i2.p1	Haur_tr26916_c0_g1_i2.p1
OG0011002	Shad_tr13870_c0_g1_i1.p1	Haur_tr60591_c0_g1_i1.p1, Haur_tr101160_c0_g1_i1.p1
OG0011003	Shad_tr101402_c0_g1_i1.p1	Haur_tr12708_c0_g5_i1.p1
OG0011004	Shad_tr38992_c0_g1_i1.p1	Haur_tr60819_c0_g1_i2.p1
OG0011005	Shad_tr3635_c0_g1_i1.p1	Haur_tr7264_c0_g1_i2.p1
OG0011006	Shad_tr27454_c0_g1_i1.p1	Haur_tr43361_c0_g1_i1.p1
OG0011007	Shad_tr6407_c0_g1_i14.p1	Haur_tr4564_c1_g1_i2.p1, Haur_tr3669_c0_g1_i4.p1
OG0011009	Shad_tr7756_c0_g1_i3.p1	Haur_tr41744_c0_g1_i1.p1
OG0011010	Shad_tr20139_c0_g1_i2.p1	Haur_tr49845_c1_g1_i1.p1
OG0011011	Shad_tr97708_c0_g1_i1.p1	Haur_tr47484_c0_g1_i1.p1
OG0011012	Shad_tr15945_c0_g1_i34.p1	Haur_tr9433_c0_g1_i4.p1
OG0011013	Shad_tr7656_c0_g2_i2.p1	Haur_tr11951_c0_g2_i2.p1
OG0011014	Shad_tr865_c0_g1_i9.p1	Haur_tr2565_c0_g2_i2.p1
OG0011016	Shad_tr11568_c0_g1_i1.p1	Haur_tr18365_c0_g1_i1.p1
OG0011017	Shad_tr1881_c1_g1_i3.p2	Haur_tr86234_c0_g1_i1.p1, Haur_tr1513_c0_g2_i2.p1
OG0011019	Shad_tr2195_c0_g1_i6.p1	Haur_tr134_c0_g1_i1.p1
OG0011020	Shad_tr44093_c0_g1_i1.p1	Haur_tr15892_c0_g1_i1.p1
OG0011021	Shad_tr5740_c0_g1_i3.p1	Haur_tr48558_c0_g1_i1.p1
OG0011022	Shad_tr1762_c2_g1_i1.p1	Haur_tr691_c0_g1_i1.p1
OG0011023	Shad_tr656_c1_g2_i3.p1	Haur_tr448_c1_g2_i1.p1
OG0011024	Shad_tr30371_c0_g1_i1.p1, Shad_tr46872_c0_g1_i1.p1	Haur_tr81592_c0_g1_i1.p1, Haur_tr102350_c0_g1_i1.p1
OG0011025	Shad_tr8966_c1_g1_i1.p1	Haur_tr24448_c1_g1_i1.p1
OG0011028	Shad_tr20717_c0_g2_i1.p1, Shad_tr76549_c0_g1_i1.p1	Haur_tr18121_c0_g1_i1.p1
OG0011030	Shad_tr11949_c1_g1_i1.p1	Haur_tr7688_c1_g1_i1.p1
OG0011031	Shad_tr58136_c0_g1_i1.p1	Haur_tr38998_c0_g1_i1.p1
OG0011032	Shad_tr3922_c0_g2_i1.p1	Haur_tr191_c2_g4_i1.p1
OG0011033	Shad_tr74410_c0_g1_i1.p1	Haur_tr15200_c1_g1_i2.p1
OG0011035	Shad_tr1363_c0_g1_i11.p1	Haur_tr6373_c0_g3_i1.p1
OG0011036	Shad_tr26597_c0_g2_i2.p1	Haur_tr42876_c1_g1_i1.p1
OG0011037	Shad_tr22881_c0_g1_i1.p1	Haur_tr38381_c0_g1_i1.p1
OG0011038	Shad_tr28071_c1_g2_i1.p1	Haur_tr25721_c0_g1_i1.p1
OG0011039	Shad_tr93696_c0_g1_i1.p1	Haur_tr12823_c0_g3_i1.p1
OG0011040	Shad_tr6140_c1_g1_i1.p1	Haur_tr4223_c0_g1_i1.p1
OG0011041	Shad_tr20123_c2_g1_i1.p1, Shad_tr60578_c0_g1_i1.p1	Haur_tr64873_c0_g1_i3.p1
OG0011043	Shad_tr15614_c0_g1_i1.p1	Haur_tr40076_c0_g1_i1.p1
OG0011044	Shad_tr32735_c0_g1_i12.p1	Haur_tr7380_c0_g1_i6.p1
OG0011045	Shad_tr20704_c0_g1_i1.p1	Haur_tr26285_c0_g1_i1.p1
OG0011046	Shad_tr3949_c5_g2_i8.p1	Haur_tr1867_c0_g1_i6.p2
OG0011048	Shad_tr45916_c0_g1_i5.p1	Haur_tr8667_c0_g1_i17.p1
OG0011050	Shad_tr19569_c0_g2_i10.p1	Haur_tr10899_c0_g2_i5.p1
OG0011051	Shad_tr8695_c5_g1_i1.p1	Haur_tr8453_c0_g1_i1.p1, Haur_tr163_c11_g2_i1.p1
OG0011052	Shad_tr28047_c0_g1_i1.p1	Haur_tr77217_c0_g1_i1.p1, Haur_tr39808_c0_g1_i1.p1
OG0011053	Shad_tr30411_c0_g2_i6.p1	Haur_tr53994_c0_g2_i1.p1
OG0011054	Shad_tr29530_c0_g1_i1.p1	Haur_tr21921_c0_g1_i1.p1
OG0011055	Shad_tr19589_c0_g1_i3.p1	Haur_tr20205_c1_g1_i2.p1
OG0011056	Shad_tr3349_c0_g1_i5.p1	Haur_tr194_c0_g5_i1.p1
OG0011057	Shad_tr40324_c0_g1_i2.p1	Haur_tr15549_c0_g1_i1.p1
OG0011059	Shad_tr107947_c0_g1_i1.p1, Shad_tr6464_c0_g3_i1.p1	Haur_tr94_c1_g5_i1.p1
OG0011060	Shad_tr45901_c2_g1_i1.p1, Shad_tr45901_c0_g1_i1.p1	Haur_tr90_c0_g1_i1.p1
OG0011061	Shad_tr96510_c0_g1_i1.p1	Haur_tr29667_c0_g1_i1.p1
OG0011063	Shad_tr11434_c0_g1_i1.p1	Haur_tr1129_c0_g1_i1.p1
OG0011064	Shad_tr22251_c0_g1_i1.p1	Haur_tr24794_c0_g2_i2.p1
OG0011067	Shad_tr13717_c0_g1_i2.p1	Haur_tr8725_c0_g1_i2.p1
OG0011068	Shad_tr17746_c0_g1_i1.p1	Haur_tr4639_c2_g1_i1.p1
OG0011069	Shad_tr64757_c0_g1_i1.p1, Shad_tr4341_c2_g1_i1.p1, Shad_tr1879_c6_g1_i1.p1	Haur_tr29457_c0_g1_i2.p1
OG0011070	Shad_tr20137_c1_g1_i1.p1, Shad_tr20137_c0_g1_i3.p1	Haur_tr8273_c0_g1_i1.p1
OG0011071	Shad_tr24592_c0_g1_i1.p1	Haur_tr23648_c0_g1_i1.p1
OG0011073	Shad_tr28082_c1_g1_i2.p1	Haur_tr24967_c0_g1_i1.p1
OG0011074	Shad_tr27674_c0_g1_i2.p1	Haur_tr2389_c2_g1_i1.p1
OG0011075	Shad_tr36399_c0_g1_i7.p1	Haur_tr5714_c0_g1_i1.p1
OG0011076	Shad_tr33559_c0_g1_i1.p1	Haur_tr33388_c0_g1_i2.p1, Haur_tr41397_c0_g1_i1.p1
OG0011077	Shad_tr15675_c0_g1_i5.p1	Haur_tr16324_c0_g1_i3.p1
OG0011078	Shad_tr1928_c0_g1_i6.p1	Haur_tr21672_c0_g1_i1.p1
OG0011079	Shad_tr48649_c0_g1_i1.p1	Haur_tr288_c0_g1_i2.p1
OG0011080	Shad_tr33154_c0_g1_i1.p1	Haur_tr16225_c0_g1_i1.p1
OG0011081	Shad_tr12827_c1_g1_i1.p1	Haur_tr26954_c0_g1_i1.p1
OG0011082	Shad_tr89425_c0_g1_i1.p1	Haur_tr18023_c0_g1_i1.p1
OG0011083	Shad_tr47283_c0_g1_i1.p1	Haur_tr13100_c0_g1_i3.p1
OG0011084	Shad_tr480_c1_g1_i9.p1	Haur_tr308_c0_g1_i1.p1
OG0011085	Shad_tr9589_c0_g1_i1.p1	Haur_tr8793_c0_g1_i1.p1
OG0011086	Shad_tr4660_c0_g1_i1.p1	Haur_tr9275_c0_g1_i2.p1
OG0011088	Shad_tr5583_c0_g1_i1.p1	Haur_tr30722_c4_g1_i1.p1
OG0011089	Shad_tr3002_c1_g1_i1.p1	Haur_tr5601_c0_g1_i3.p1
OG0011090	Shad_tr17895_c0_g2_i1.p1	Haur_tr16389_c0_g1_i1.p1
OG0011091	Shad_tr37170_c1_g1_i1.p1	Haur_tr66367_c0_g1_i1.p1, Haur_tr33075_c0_g1_i1.p1
OG0011092	Shad_tr3758_c2_g1_i1.p1, Shad_tr28902_c0_g1_i2.p2	Haur_tr25601_c0_g1_i2.p1
OG0011093	Shad_tr5940_c0_g1_i2.p1	Haur_tr7168_c0_g2_i2.p1
OG0011094	Shad_tr28570_c0_g1_i1.p1	Haur_tr33519_c0_g1_i1.p1
OG0011095	Shad_tr18688_c0_g1_i2.p1	Haur_tr4181_c0_g1_i1.p1
OG0011096	Shad_tr4201_c0_g4_i2.p1	Haur_tr10121_c0_g1_i4.p1
OG0011097	Shad_tr28308_c0_g2_i16.p1	Haur_tr45132_c0_g1_i1.p1, Haur_tr52625_c0_g1_i1.p1
OG0011098	Shad_tr4952_c0_g1_i1.p1	Haur_tr708_c2_g2_i1.p1
OG0011099	Shad_tr26013_c0_g2_i2.p1	Haur_tr464_c3_g1_i3.p1
OG0011100	Shad_tr9381_c0_g1_i1.p1	Haur_tr12661_c4_g1_i1.p1, Haur_tr9033_c0_g1_i1.p1
OG0011101	Shad_tr29910_c0_g1_i12.p1	Haur_tr58910_c0_g1_i2.p1
OG0011102	Shad_tr38642_c0_g1_i1.p1	Haur_tr21785_c0_g1_i4.p1
OG0011103	Shad_tr13431_c0_g2_i3.p1	Haur_tr18500_c0_g1_i9.p1
OG0011104	Shad_tr27121_c0_g2_i2.p1	Haur_tr9155_c0_g1_i1.p1
OG0011105	Shad_tr25988_c0_g1_i1.p1	Haur_tr8396_c0_g3_i1.p1
OG0011106	Shad_tr81038_c0_g1_i1.p1	Haur_tr47297_c0_g1_i1.p1, Haur_tr99844_c0_g1_i1.p1
OG0011107	Shad_tr11207_c0_g1_i6.p1	Haur_tr45858_c0_g1_i1.p1
OG0011110	Shad_tr5111_c4_g1_i19.p1	Haur_tr97622_c0_g1_i1.p1
OG0011111	Shad_tr85694_c0_g1_i1.p1	Haur_tr18008_c0_g1_i1.p1
OG0011112	Shad_tr1330_c0_g3_i1.p1	Haur_tr14983_c0_g2_i2.p1
OG0011113	Shad_tr99739_c0_g1_i1.p1	Haur_tr71539_c0_g1_i1.p1
OG0011115	Shad_tr9025_c0_g1_i1.p1	Haur_tr11953_c0_g2_i1.p1
OG0011116	Shad_tr15934_c3_g1_i2.p1	Haur_tr28968_c1_g1_i1.p1
OG0011117	Shad_tr67965_c0_g1_i2.p1	Haur_tr1714_c3_g1_i1.p1
OG0011118	Shad_tr13064_c0_g1_i2.p2	Haur_tr3871_c1_g1_i13.p1
OG0011120	Shad_tr1639_c5_g1_i1.p1	Haur_tr1634_c0_g2_i3.p1
OG0011122	Shad_tr96500_c0_g1_i1.p1	Haur_tr27886_c1_g2_i1.p1
OG0011123	Shad_tr460_c1_g2_i1.p1	Haur_tr46489_c0_g1_i1.p1
OG0011123	Shad_tr94910_c0_g1_i1.p1	Haur_tr72708_c0_g1_i1.p1
OG0011124	Shad_tr1759_c4_g1_i2.p1, Shad_tr17358_c3_g2_i4.p1	Haur_tr62779_c0_g1_i1.p1, Haur_tr66830_c0_g1_i1.p1
OG0011125	Shad_tr30728_c0_g3_i1.p1	Haur_tr5522_c0_g1_i1.p1
OG0011126	Shad_tr49058_c0_g1_i2.p1	Haur_tr60931_c0_g1_i4.p1
OG0011127	Shad_tr4698_c0_g2_i2.p1	Haur_tr15463_c0_g1_i1.p1
OG0011128	Shad_tr48566_c0_g1_i1.p1, Shad_tr51979_c0_g1_i1.p1	Haur_tr22119_c0_g1_i1.p1
OG0011129	Shad_tr7024_c2_g2_i1.p1	Haur_tr44794_c0_g1_i2.p1
OG0011130	Shad_tr24432_c0_g1_i2.p1	Haur_tr91535_c0_g1_i1.p1
OG0011131	Shad_tr9482_c1_g1_i2.p1	Haur_tr1769_c0_g1_i1.p1
OG0011132	Shad_tr12044_c3_g1_i1.p1	Haur_tr3303_c2_g1_i1.p1
OG0011134	Shad_tr2093_c3_g2_i1.p1	Haur_tr3566_c0_g2_i1.p1
OG0011135	Shad_tr13147_c0_g3_i3.p1	Haur_tr10613_c0_g4_i2.p1
OG0011136	Shad_tr15647_c0_g2_i1.p1	Haur_tr10806_c0_g1_i1.p1
OG0011138	Shad_tr34401_c0_g1_i1.p1	Haur_tr34195_c0_g1_i2.p1
OG0011139	Shad_tr29955_c1_g1_i3.p1	Haur_tr28998_c0_g1_i1.p1
OG0011140	Shad_tr17172_c1_g1_i1.p2	Haur_tr9293_c0_g1_i3.p1
OG0011141	Shad_tr53972_c0_g1_i1.p1	Haur_tr14964_c0_g2_i5.p1
OG0011142	Shad_tr29784_c0_g1_i1.p1	Haur_tr17159_c0_g2_i13.p1
OG0011143	Shad_tr42553_c0_g1_i2.p1	Haur_tr3047_c0_g1_i3.p1
OG0011144	Shad_tr103417_c0_g1_i1.p1	Haur_tr51390_c1_g1_i2.p1
OG0011146	Shad_tr13979_c1_g1_i3.p1	Haur_tr15503_c1_g1_i1.p1
OG0011147	Shad_tr42851_c0_g2_i1.p1	Haur_tr106490_c0_g1_i1.p1
OG0011148	Shad_tr14993_c0_g1_i2.p1	Haur_tr12273_c0_g1_i1.p1
OG0011149	Shad_tr5111_c1_g1_i1.p1	Haur_tr7490_c0_g1_i1.p1
OG0011150	Shad_tr2081_c10_g1_i1.p1, Shad_tr36956_c0_g2_i1.p1	Haur_tr14513_c0_g1_i1.p1
OG0011151	Shad_tr12784_c1_g1_i3.p1	Haur_tr52350_c0_g1_i1.p1
OG0011153	Shad_tr22425_c0_g1_i1.p1	Haur_tr5430_c0_g1_i1.p1
OG0011154	Shad_tr38464_c1_g1_i2.p1	Haur_tr19818_c1_g1_i1.p1
OG0011156	Shad_tr10881_c0_g1_i10.p1	Haur_tr13631_c0_g3_i2.p1
OG0011157	Shad_tr13470_c0_g1_i3.p1	Haur_tr16761_c0_g1_i1.p1
OG0011158	Shad_tr13161_c0_g1_i7.p1	Haur_tr25214_c0_g2_i2.p1
OG0011159	Shad_tr27372_c0_g1_i7.p1	Haur_tr46396_c0_g1_i1.p1
OG0011160	Shad_tr25505_c0_g1_i1.p1	Haur_tr11_c6_g1_i1.p1
OG0011161	Shad_tr101585_c0_g1_i1.p1	Haur_tr16129_c1_g1_i1.p1
OG0011162	Shad_tr113275_c0_g1_i1.p1	Haur_tr30407_c1_g2_i1.p1, Haur_tr40954_c0_g1_i1.p1
OG0011163	Shad_tr12933_c1_g1_i1.p1	Haur_tr4850_c0_g2_i1.p1
OG0011165	Shad_tr12095_c0_g1_i2.p1	Haur_tr15946_c1_g1_i1.p1
OG0011166	Shad_tr42727_c1_g1_i1.p1	Haur_tr959_c1_g2_i1.p1
OG0011169	Shad_tr9791_c0_g1_i2.p1	Haur_tr36193_c0_g1_i1.p1
OG0011170	Shad_tr55195_c0_g1_i3.p1	Haur_tr3478_c1_g1_i1.p1
OG0011172	Shad_tr16841_c0_g1_i1.p1	Haur_tr19539_c1_g1_i1.p1, Haur_tr2124_c0_g1_i1.p1
OG0011173	Shad_tr5047_c1_g1_i2.p1	Haur_tr74188_c0_g1_i1.p1
OG0011174	Shad_tr57425_c0_g1_i1.p1	Haur_tr44394_c0_g1_i1.p1
OG0011176	Shad_tr38699_c0_g1_i6.p1	Haur_tr15031_c0_g1_i1.p1
OG0011177	Shad_tr15554_c0_g1_i2.p1	Haur_tr14780_c0_g1_i4.p1
OG0011178	Shad_tr23089_c0_g1_i1.p1	Haur_tr24127_c1_g1_i1.p1
OG0011179	Shad_tr10962_c0_g1_i4.p1	Haur_tr22603_c0_g1_i4.p1
OG0011180	Shad_tr105857_c0_g1_i1.p1	Haur_tr21288_c1_g2_i1.p1
OG0011182	Shad_tr4766_c0_g2_i7.p1	Haur_tr95906_c0_g1_i1.p1
OG0011183	Shad_tr10653_c0_g1_i4.p1	Haur_tr12365_c0_g1_i3.p1
OG0011184	Shad_tr1374_c1_g1_i2.p1	Haur_tr1600_c0_g1_i2.p1
OG0011185	Shad_tr4454_c1_g1_i1.p1	Haur_tr284_c9_g1_i1.p1
OG0011186	Shad_tr940_c0_g1_i1.p1	Haur_tr1225_c5_g1_i1.p1
OG0011187	Shad_tr1512_c0_g1_i1.p1	Haur_tr703_c1_g4_i1.p1
OG0011189	Shad_tr49390_c0_g1_i2.p1	Haur_tr10245_c0_g1_i1.p1
OG0011190	Shad_tr19511_c0_g1_i1.p1	Haur_tr95083_c0_g1_i1.p1
OG0011191	Shad_tr10006_c4_g1_i1.p1	Haur_tr5054_c1_g1_i1.p1
OG0011192	Shad_tr99578_c0_g1_i1.p1	Haur_tr24869_c0_g1_i2.p1
OG0011195	Shad_tr19030_c0_g1_i1.p1	Haur_tr26981_c2_g1_i1.p1
OG0011196	Shad_tr58172_c0_g1_i1.p1	Haur_tr35554_c0_g1_i1.p1
OG0011198	Shad_tr98943_c0_g1_i1.p2	Haur_tr95091_c0_g1_i1.p1
OG0011199	Shad_tr12221_c2_g1_i9.p1	Haur_tr5132_c0_g2_i3.p1
OG0011201	Shad_tr25905_c2_g1_i1.p1	Haur_tr21595_c0_g1_i1.p1
OG0011202	Shad_tr37516_c0_g1_i1.p1	Haur_tr11044_c0_g1_i1.p1
OG0011204	Shad_tr2327_c0_g1_i2.p2	Haur_tr921_c1_g1_i7.p1
OG0011207	Shad_tr6549_c1_g1_i1.p1	Haur_tr8570_c0_g4_i2.p1
OG0011208	Shad_tr3331_c1_g1_i1.p1	Haur_tr30443_c0_g1_i3.p1
OG0011209	Shad_tr19087_c0_g1_i1.p1	Haur_tr73588_c0_g1_i1.p1
OG0011211	Shad_tr2280_c1_g1_i1.p1	Haur_tr8486_c1_g1_i1.p1
OG0011212	Shad_tr18892_c0_g1_i3.p1	Haur_tr6434_c0_g1_i1.p1
OG0011213	Shad_tr42015_c0_g1_i1.p1	Haur_tr56795_c0_g1_i3.p2
OG0011214	Shad_tr52870_c0_g1_i1.p1, Shad_tr52376_c0_g1_i1.p1, Shad_tr57539_c0_g1_i1.p1	Haur_tr23686_c0_g1_i2.p1
OG0011215	Shad_tr4705_c2_g1_i1.p1	Haur_tr27122_c2_g1_i1.p1
OG0011217	Shad_tr1434_c0_g2_i1.p1	Haur_tr1623_c0_g1_i1.p1
OG0011220	Shad_tr29304_c0_g1_i14.p1	Haur_tr7921_c1_g1_i3.p1
OG0011221	Shad_tr49065_c0_g1_i1.p1, Shad_tr109046_c0_g1_i1.p1	Haur_tr20961_c0_g2_i1.p1
OG0011222	Shad_tr100469_c0_g1_i1.p1	Haur_tr106116_c0_g1_i1.p1
OG0011222	Shad_tr19930_c0_g1_i2.p1	Haur_tr38992_c0_g1_i1.p1
OG0011223	Shad_tr11939_c0_g2_i1.p1	Haur_tr12414_c0_g2_i1.p1
OG0011224	Shad_tr51600_c0_g2_i1.p1	Haur_tr79910_c0_g1_i1.p1
OG0011225	Shad_tr13282_c0_g1_i1.p1	Haur_tr4066_c0_g1_i6.p1
OG0011226	Shad_tr84575_c0_g1_i1.p1	Haur_tr45688_c0_g1_i1.p1
OG0011227	Shad_tr4417_c0_g1_i10.p1	Haur_tr4185_c0_g1_i2.p1
OG0011228	Shad_tr398_c0_g1_i9.p1	Haur_tr1302_c0_g1_i6.p1
OG0011229	Shad_tr1639_c0_g1_i5.p1	Haur_tr3193_c0_g4_i1.p1
OG0011230	Shad_tr18812_c0_g1_i27.p1	Haur_tr4192_c0_g1_i3.p1
OG0011232	Shad_tr20160_c0_g1_i1.p1	Haur_tr86277_c0_g1_i1.p1, Haur_tr2707_c0_g1_i1.p1
OG0011234	Shad_tr18813_c1_g1_i4.p1	Haur_tr5373_c0_g1_i2.p1
OG0011235	Shad_tr9416_c0_g2_i1.p1	Haur_tr15125_c0_g2_i2.p1, Haur_tr15125_c1_g1_i2.p1
OG0011236	Shad_tr23000_c0_g1_i2.p1	Haur_tr29665_c0_g1_i2.p1
OG0011237	Shad_tr980_c7_g2_i5.p1, Shad_tr14997_c0_g1_i6.p1	Haur_tr3045_c2_g1_i1.p1
OG0011238	Shad_tr16704_c1_g3_i1.p1	Haur_tr1497_c3_g1_i1.p1
OG0011239	Shad_tr93244_c0_g1_i1.p1, Shad_tr7100_c0_g1_i4.p1	Haur_tr22583_c0_g3_i1.p1
OG0011240	Shad_tr32071_c1_g1_i1.p1	Haur_tr12104_c0_g3_i2.p1
OG0011241	Shad_tr11811_c2_g2_i19.p1	Haur_tr9969_c0_g1_i6.p1
OG0011242	Shad_tr9426_c0_g1_i1.p1	Haur_tr3243_c0_g2_i1.p1
OG0011243	Shad_tr5315_c0_g1_i1.p1	Haur_tr8425_c0_g2_i2.p1
OG0011244	Shad_tr65158_c0_g1_i1.p1	Haur_tr25694_c0_g1_i1.p1
OG0011245	Shad_tr11263_c0_g1_i5.p1	Haur_tr6866_c3_g2_i1.p1
OG0011246	Shad_tr25335_c0_g2_i1.p1	Haur_tr15943_c0_g2_i1.p1
OG0011247	Shad_tr12241_c0_g1_i2.p1	Haur_tr3885_c2_g1_i3.p1
OG0011248	Shad_tr19135_c0_g1_i1.p1	Haur_tr7755_c1_g1_i1.p1
OG0011252	Shad_tr20683_c0_g3_i1.p1	Haur_tr1179_c0_g1_i1.p1
OG0011253	Shad_tr20881_c0_g1_i5.p1	Haur_tr16191_c0_g1_i3.p1
OG0011255	Shad_tr19747_c0_g1_i2.p2	Haur_tr8536_c0_g1_i5.p1
OG0011256	Shad_tr37588_c0_g2_i3.p1	Haur_tr37834_c1_g1_i3.p1
OG0011257	Shad_tr20945_c0_g1_i1.p1	Haur_tr22604_c0_g1_i3.p1
OG0011258	Shad_tr31033_c0_g1_i1.p1	Haur_tr99608_c0_g1_i1.p1
OG0011259	Shad_tr33564_c0_g2_i1.p1	Haur_tr13379_c1_g1_i1.p1
OG0011261	Shad_tr25823_c0_g1_i1.p1	Haur_tr25404_c0_g2_i1.p1
OG0011262	Shad_tr9578_c0_g3_i1.p1	Haur_tr2684_c0_g1_i2.p1, Haur_tr2684_c0_g3_i1.p1
OG0011263	Shad_tr19422_c0_g2_i1.p1	Haur_tr1546_c0_g3_i6.p1
OG0011264	Shad_tr27812_c0_g1_i1.p1	Haur_tr2752_c0_g2_i2.p1
OG0011265	Shad_tr24889_c1_g2_i2.p1	Haur_tr6129_c0_g1_i3.p1
OG0011266	Shad_tr95255_c0_g1_i2.p1	Haur_tr22787_c0_g1_i1.p1
OG0011268	Shad_tr33777_c0_g2_i1.p1	Haur_tr11613_c0_g1_i2.p1
OG0011270	Shad_tr40078_c0_g1_i1.p1	Haur_tr27116_c0_g1_i1.p1
OG0011271	Shad_tr14822_c0_g2_i1.p1	Haur_tr16626_c0_g2_i1.p1
OG0011273	Shad_tr824_c28_g1_i1.p1, Shad_tr102041_c0_g1_i1.p1	Haur_tr8760_c0_g2_i1.p1
OG0011276	Shad_tr79307_c0_g1_i1.p1	Haur_tr8835_c0_g1_i1.p1, Haur_tr3035_c0_g1_i1.p1
OG0011277	Shad_tr11087_c2_g1_i1.p1	Haur_tr16282_c1_g2_i2.p1
OG0011282	Shad_tr10905_c0_g1_i4.p1	Haur_tr8838_c0_g1_i2.p1
OG0011283	Shad_tr12930_c0_g2_i1.p1	Haur_tr9698_c0_g1_i1.p1
OG0011284	Shad_tr6403_c0_g1_i2.p1	Haur_tr5402_c0_g1_i1.p1
OG0011285	Shad_tr68989_c0_g1_i1.p1	Haur_tr2328_c2_g1_i1.p1, Haur_tr8003_c0_g2_i1.p1
OG0011286	Shad_tr20986_c1_g3_i2.p1	Haur_tr45373_c0_g2_i1.p1
OG0011287	Shad_tr2823_c0_g1_i43.p1	Haur_tr2352_c0_g1_i5.p1
OG0011288	Shad_tr104741_c0_g1_i1.p1	Haur_tr94281_c0_g1_i1.p1
OG0011292	Shad_tr7787_c0_g1_i15.p1	Haur_tr2880_c0_g1_i5.p1
OG0011294	Shad_tr17047_c1_g3_i1.p1	Haur_tr558_c0_g1_i12.p1, Haur_tr558_c0_g2_i1.p1
OG0011298	Shad_tr31064_c0_g1_i2.p1	Haur_tr97556_c0_g1_i1.p1
OG0011302	Shad_tr32716_c1_g1_i1.p1	Haur_tr31281_c0_g1_i3.p1, Haur_tr27724_c0_g4_i2.p1
