Orthogroup	Stichodactyla_haddoni_longest_pep	Galaxea_fascicularis_longest_pep
OG0015996	Shad_tr23646_c1_g2_i1.p1, Shad_tr113255_c0_g1_i1.p1	Gafa_DN135665_c0_g1_i1.p1
OG0015997	Shad_tr69126_c0_g1_i1.p1	Gafa_DN139872_c0_g1_i1.p1, Gafa_DN98436_c0_g1_i1.p1
OG0016002	Shad_tr95088_c0_g1_i1.p1	Gafa_DN97469_c0_g1_i1.p1
OG0016008	Shad_tr46616_c0_g1_i1.p1, Shad_tr68718_c0_g1_i1.p1	Gafa_DN53734_c0_g2_i1.p1
OG0016018	Shad_tr13323_c0_g1_i4.p1	Gafa_DN41864_c0_g1_i13.p1
OG0016021	Shad_tr57411_c0_g1_i1.p1	Gafa_DN20764_c0_g1_i1.p1
OG0016023	Shad_tr46567_c0_g1_i1.p1	Gafa_DN76091_c0_g1_i1.p1
OG0016024	Shad_tr97784_c0_g1_i1.p1	Gafa_DN128812_c0_g1_i1.p1
OG0016030	Shad_tr385_c0_g1_i1.p1	Gafa_DN2658_c0_g1_i1.p1
OG0016032	Shad_tr84076_c0_g1_i1.p1	Gafa_DN20484_c0_g1_i2.p1
OG0016035	Shad_tr24542_c0_g1_i1.p1	Gafa_DN81703_c0_g1_i1.p1
OG0016036	Shad_tr35115_c1_g1_i2.p2	Gafa_DN100984_c0_g1_i1.p1
OG0016039	Shad_tr30582_c0_g1_i2.p1	Gafa_DN15208_c3_g2_i1.p1
OG0016041	Shad_tr74610_c0_g1_i1.p1, Shad_tr103901_c0_g1_i1.p1	Gafa_DN128260_c0_g1_i1.p1
OG0016048	Shad_tr81600_c0_g1_i1.p1	Gafa_DN91995_c1_g2_i1.p1, Gafa_DN64968_c0_g2_i1.p1, Gafa_DN1172_c1_g1_i2.p1
OG0016053	Shad_tr72129_c0_g1_i1.p1	Gafa_DN80423_c0_g1_i2.p1
OG0016055	Shad_tr111311_c0_g1_i1.p1	Gafa_DN147728_c0_g1_i1.p1
OG0016058	Shad_tr6568_c0_g1_i1.p1	Gafa_DN126534_c0_g1_i1.p1
OG0016070	Shad_tr16673_c0_g1_i18.p1	Gafa_DN912_c1_g2_i3.p1, Gafa_DN135303_c0_g1_i1.p1, Gafa_DN92501_c0_g1_i1.p1, Gafa_DN76646_c0_g1_i3.p1, Gafa_DN43736_c0_g1_i2.p1
OG0016071	Shad_tr14010_c0_g2_i3.p1	Gafa_DN11285_c0_g1_i1.p1
OG0016074	Shad_tr31216_c0_g1_i2.p2	Gafa_DN116876_c0_g1_i2.p1
OG0016076	Shad_tr82858_c0_g1_i1.p1	Gafa_DN12543_c0_g1_i2.p2
OG0016079	Shad_tr50620_c0_g2_i1.p1	Gafa_DN12420_c0_g1_i3.p1
OG0016083	Shad_tr33462_c1_g1_i1.p1	Gafa_DN5914_c0_g2_i1.p1
OG0016088	Shad_tr10684_c0_g1_i1.p1	Gafa_DN19372_c0_g1_i1.p1
OG0016089	Shad_tr46154_c1_g1_i3.p1	Gafa_DN6556_c1_g1_i3.p1
OG0016095	Shad_tr2861_c0_g1_i3.p1	Gafa_DN21409_c0_g1_i4.p1
OG0016095	Shad_tr94920_c0_g1_i1.p1	Gafa_DN2870_c0_g3_i1.p1
OG0016097	Shad_tr51784_c0_g1_i1.p2, Shad_tr107633_c0_g1_i1.p1	Gafa_DN2651_c1_g1_i13.p2
OG0016098	Shad_tr37842_c0_g3_i1.p1	Gafa_DN32530_c0_g2_i1.p1
OG0016099	Shad_tr74326_c0_g1_i1.p1	Gafa_DN14369_c0_g2_i1.p1
OG0016103	Shad_tr75510_c0_g1_i1.p1	Gafa_DN1658_c1_g1_i14.p1
OG0016106	Shad_tr50593_c0_g1_i12.p1, Shad_tr17851_c0_g1_i11.p1	Gafa_DN8396_c0_g1_i1.p1
OG0016108	Shad_tr11978_c0_g1_i4.p1	Gafa_DN5945_c0_g1_i13.p1
OG0016112	Shad_tr49583_c0_g2_i1.p1	Gafa_DN11026_c0_g1_i1.p1, Gafa_DN42497_c0_g1_i2.p1, Gafa_DN53440_c0_g1_i3.p1, Gafa_DN46471_c0_g1_i1.p1, Gafa_DN58220_c0_g1_i1.p1
OG0016114	Shad_tr83576_c0_g1_i1.p1	Gafa_DN65826_c0_g3_i1.p1
OG0016116	Shad_tr63188_c0_g1_i1.p1	Gafa_DN16442_c0_g2_i1.p1
OG0016117	Shad_tr99744_c0_g1_i1.p1	Gafa_DN20739_c0_g1_i1.p1
OG0016118	Shad_tr23659_c0_g1_i4.p1	Gafa_DN99139_c0_g1_i1.p1
OG0016118	Shad_tr68574_c0_g1_i1.p1, Shad_tr63180_c0_g1_i1.p1, Shad_tr63540_c0_g1_i1.p1	Gafa_DN133512_c0_g1_i1.p1, Gafa_DN79640_c0_g1_i1.p1
OG0016119	Shad_tr31861_c2_g3_i1.p1	Gafa_DN3205_c0_g1_i1.p1
OG0016121	Shad_tr102014_c0_g1_i4.p1	Gafa_DN78063_c0_g1_i1.p1
OG0016127	Shad_tr29428_c2_g1_i2.p1, Shad_tr95986_c0_g1_i1.p1	Gafa_DN42993_c0_g1_i5.p1
OG0016130	Shad_tr79769_c0_g1_i1.p1	Gafa_DN13549_c0_g1_i2.p1
OG0016131	Shad_tr71071_c0_g1_i1.p1	Gafa_DN89369_c0_g1_i1.p1
OG0016133	Shad_tr21683_c0_g1_i1.p1	Gafa_DN49652_c0_g1_i3.p1
OG0016134	Shad_tr20574_c0_g1_i1.p1	Gafa_DN6876_c0_g5_i1.p1
OG0016135	Shad_tr17610_c0_g2_i2.p1	Gafa_DN8972_c0_g1_i3.p1
OG0016136	Shad_tr107793_c0_g1_i1.p1	Gafa_DN16015_c0_g1_i3.p1
OG0016137	Shad_tr89095_c0_g1_i1.p1	Gafa_DN133010_c0_g1_i1.p1
OG0016138	Shad_tr92173_c0_g1_i1.p1	Gafa_DN42513_c0_g1_i3.p1
OG0016140	Shad_tr14947_c0_g2_i1.p1, Shad_tr1868_c0_g1_i1.p1	Gafa_DN6039_c0_g1_i3.p1
OG0016141	Shad_tr88551_c0_g1_i1.p1	Gafa_DN114838_c0_g2_i1.p1
OG0016142	Shad_tr20697_c0_g3_i1.p1	Gafa_DN136641_c0_g1_i1.p1
OG0016144	Shad_tr75759_c0_g1_i1.p1	Gafa_DN31850_c0_g1_i2.p1
OG0016148	Shad_tr38473_c0_g1_i1.p1	Gafa_DN75601_c0_g2_i1.p2
OG0016149	Shad_tr43904_c0_g2_i1.p1, Shad_tr96154_c0_g1_i1.p1, Shad_tr54324_c0_g1_i1.p1	Gafa_DN76768_c0_g2_i1.p1
OG0016150	Shad_tr68834_c0_g1_i1.p1	Gafa_DN86009_c0_g1_i1.p1
OG0016152	Shad_tr111400_c0_g1_i1.p1	Gafa_DN16680_c1_g1_i9.p1, Gafa_DN29877_c0_g1_i4.p1, Gafa_DN88878_c0_g1_i3.p1, Gafa_DN32311_c1_g1_i1.p1
OG0016154	Shad_tr84678_c0_g1_i1.p1	Gafa_DN65871_c0_g2_i1.p1, Gafa_DN131818_c0_g1_i1.p1
OG0016157	Shad_tr8000_c0_g1_i1.p1	Gafa_DN8927_c0_g1_i1.p1
OG0016158	Shad_tr28363_c5_g1_i1.p1	Gafa_DN88975_c0_g1_i1.p1
OG0016161	Shad_tr76279_c0_g1_i1.p1, Shad_tr2909_c4_g1_i1.p1	Gafa_DN53734_c0_g3_i1.p1
OG0016164	Shad_tr1454_c0_g1_i9.p1	Gafa_DN5524_c0_g1_i4.p1
OG0016165	Shad_tr37305_c0_g1_i1.p1	Gafa_DN131408_c0_g1_i1.p1
OG0016166	Shad_tr112242_c0_g1_i1.p1	Gafa_DN29272_c0_g1_i2.p2
OG0016167	Shad_tr1872_c0_g2_i5.p1	Gafa_DN20282_c0_g2_i1.p1, Gafa_DN20282_c0_g1_i1.p1
OG0016168	Shad_tr19809_c0_g1_i1.p2	Gafa_DN16565_c0_g4_i1.p1
OG0016170	Shad_tr2338_c0_g1_i6.p1	Gafa_DN7158_c0_g1_i3.p2
OG0016172	Shad_tr23800_c0_g1_i3.p1	Gafa_DN21260_c1_g1_i1.p1
OG0016173	Shad_tr6899_c0_g1_i1.p2	Gafa_DN134675_c0_g1_i1.p1
OG0016174	Shad_tr41052_c0_g1_i1.p1	Gafa_DN41474_c0_g3_i1.p1
OG0016175	Shad_tr78730_c0_g1_i1.p1	Gafa_DN35964_c0_g2_i1.p1
OG0016177	Shad_tr103094_c0_g1_i1.p1	Gafa_DN94670_c0_g1_i1.p1
OG0016179	Shad_tr113208_c0_g1_i1.p2	Gafa_DN93839_c0_g1_i2.p1
OG0016180	Shad_tr97649_c0_g1_i1.p1	Gafa_DN105654_c0_g1_i1.p1
OG0016181	Shad_tr9034_c0_g1_i3.p1	Gafa_DN5415_c0_g1_i2.p1
OG0016182	Shad_tr17846_c0_g1_i5.p1, Shad_tr25913_c1_g1_i1.p1	Gafa_DN39751_c0_g3_i2.p3
OG0016309	Shad_tr106177_c0_g1_i1.p1, Shad_tr93184_c0_g1_i1.p1	Gafa_DN51138_c0_g1_i3.p1
OG0016314	Shad_tr13376_c0_g1_i1.p1	Gafa_DN114666_c0_g1_i1.p1
OG0016316	Shad_tr55482_c1_g1_i1.p1	Gafa_DN25716_c1_g1_i1.p1
OG0016327	Shad_tr54038_c0_g1_i1.p1	Gafa_DN36425_c0_g1_i1.p1
OG0016348	Shad_tr26096_c1_g1_i3.p1	Gafa_DN10894_c0_g1_i6.p1
OG0016351	Shad_tr73137_c0_g1_i1.p1	Gafa_DN19643_c0_g1_i1.p1
OG0016358	Shad_tr15559_c0_g1_i1.p1	Gafa_DN28512_c0_g1_i1.p1
OG0016360	Shad_tr14464_c0_g1_i2.p1	Gafa_DN35068_c0_g2_i5.p1
OG0016364	Shad_tr23128_c0_g2_i1.p1	Gafa_DN21313_c0_g1_i1.p1
OG0016392	Shad_tr83559_c0_g1_i1.p1	Gafa_DN28577_c0_g1_i1.p1
OG0016393	Shad_tr70031_c0_g1_i1.p1, Shad_tr75009_c0_g1_i1.p1	Gafa_DN71988_c0_g1_i1.p1
OG0016414	Shad_tr20840_c0_g1_i2.p1	Gafa_DN28572_c0_g2_i1.p1, Gafa_DN115224_c0_g2_i1.p1, Gafa_DN115224_c0_g1_i1.p1
OG0016418	Shad_tr54021_c0_g1_i1.p1	Gafa_DN32381_c0_g2_i4.p1
OG0016422	Shad_tr50133_c0_g2_i1.p1, Shad_tr49932_c0_g1_i1.p1	Gafa_DN21948_c0_g3_i1.p1
OG0016423	Shad_tr13490_c0_g1_i1.p1	Gafa_DN6239_c0_g1_i1.p2
OG0016424	Shad_tr7347_c1_g3_i5.p1	Gafa_DN17348_c0_g2_i9.p1, Gafa_DN771_c1_g1_i2.p1
OG0016429	Shad_tr13169_c2_g1_i5.p1	Gafa_DN2054_c0_g1_i1.p1
OG0016432	Shad_tr2939_c0_g1_i2.p1	Gafa_DN90315_c0_g1_i1.p1
OG0016444	Shad_tr111724_c0_g1_i1.p1, Shad_tr84008_c0_g1_i1.p1	Gafa_DN49263_c0_g2_i2.p1
OG0016471	Shad_tr28895_c0_g1_i1.p1	Gafa_DN32610_c0_g2_i1.p1
OG0016485	Shad_tr91499_c0_g1_i1.p1	Gafa_DN107577_c0_g1_i1.p1
OG0016523	Shad_tr40883_c0_g3_i1.p1	Gafa_DN4783_c0_g1_i4.p1
OG0016525	Shad_tr6503_c0_g1_i4.p1	Gafa_DN71248_c0_g1_i1.p1
OG0016530	Shad_tr21154_c0_g1_i1.p1	Gafa_DN118246_c0_g1_i1.p1, Gafa_DN24708_c0_g1_i3.p1, Gafa_DN51512_c0_g1_i1.p1, Gafa_DN55613_c0_g1_i4.p1
OG0016556	Shad_tr89626_c0_g1_i1.p1, Shad_tr58775_c0_g1_i1.p1	Gafa_DN45112_c0_g1_i1.p1
OG0016574	Shad_tr2730_c0_g2_i1.p1	Gafa_DN40203_c0_g1_i1.p1
OG0016583	Shad_tr61660_c0_g1_i1.p1	Gafa_DN109148_c0_g1_i1.p1
OG0016628	Shad_tr17184_c1_g1_i2.p1	Gafa_DN72620_c0_g2_i1.p1
OG0016708	Shad_tr73727_c0_g1_i1.p1	Gafa_DN54740_c0_g1_i1.p1
OG0016711	Shad_tr113698_c0_g1_i1.p1	Gafa_DN112606_c0_g1_i1.p1
OG0016718	Shad_tr17442_c0_g2_i1.p1	Gafa_DN136241_c0_g1_i1.p1
OG0016733	Shad_tr3833_c9_g1_i1.p1	Gafa_DN146181_c0_g1_i1.p1
OG0016738	Shad_tr1854_c1_g1_i2.p1	Gafa_DN19453_c0_g1_i9.p1
OG0016739	Shad_tr68571_c0_g1_i1.p1	Gafa_DN33092_c0_g1_i1.p1, Gafa_DN19443_c0_g1_i9.p1
OG0016740	Shad_tr3948_c0_g2_i4.p1	Gafa_DN27490_c0_g2_i2.p1
OG0016741	Shad_tr57640_c0_g1_i1.p1	Gafa_DN116023_c0_g3_i2.p1
OG0016745	Shad_tr2988_c0_g1_i2.p1	Gafa_DN45465_c0_g1_i1.p1
OG0016754	Shad_tr1863_c0_g2_i3.p1	Gafa_DN5291_c0_g1_i1.p1
OG0016756	Shad_tr16244_c0_g1_i2.p1	Gafa_DN12297_c0_g1_i10.p1
OG0016757	Shad_tr102570_c0_g1_i1.p1	Gafa_DN60629_c0_g1_i1.p1
OG0016761	Shad_tr255_c1_g2_i1.p1	Gafa_DN6434_c0_g1_i2.p1
OG0016763	Shad_tr78755_c0_g1_i1.p1	Gafa_DN16174_c0_g1_i1.p1
OG0016764	Shad_tr14101_c2_g1_i1.p1, Shad_tr61767_c0_g1_i1.p1	Gafa_DN5136_c0_g1_i1.p1
OG0016772	Shad_tr89107_c0_g1_i1.p1	Gafa_DN146203_c0_g1_i1.p1
OG0016773	Shad_tr4717_c0_g1_i4.p1	Gafa_DN2416_c0_g1_i6.p1
OG0016775	Shad_tr49688_c0_g1_i1.p1	Gafa_DN142291_c0_g1_i1.p1
OG0016776	Shad_tr12267_c0_g1_i5.p1	Gafa_DN7702_c0_g1_i4.p1
OG0016778	Shad_tr37359_c0_g2_i2.p1	Gafa_DN19480_c0_g1_i2.p1
OG0016782	Shad_tr88714_c0_g1_i1.p1	Gafa_DN9713_c0_g1_i2.p1
OG0016783	Shad_tr4653_c1_g2_i2.p1	Gafa_DN26719_c0_g1_i1.p1
OG0016784	Shad_tr28766_c0_g1_i3.p1	Gafa_DN21933_c0_g1_i1.p1
OG0016785	Shad_tr700_c0_g1_i2.p1	Gafa_DN5175_c0_g1_i1.p2
OG0016787	Shad_tr35607_c0_g1_i1.p1	Gafa_DN29639_c0_g1_i1.p1
OG0016791	Shad_tr94526_c0_g1_i1.p1, Shad_tr91454_c0_g1_i1.p1	Gafa_DN73820_c0_g1_i1.p1
OG0016792	Shad_tr3032_c0_g1_i2.p1	Gafa_DN4502_c0_g1_i1.p1
OG0016793	Shad_tr13591_c0_g1_i3.p1	Gafa_DN27012_c0_g1_i1.p1
OG0016798	Shad_tr76614_c0_g1_i1.p1	Gafa_DN8910_c1_g1_i1.p1
OG0016803	Shad_tr52770_c0_g1_i1.p1	Gafa_DN126233_c0_g1_i1.p1
OG0016806	Shad_tr14088_c1_g2_i3.p1	Gafa_DN5722_c0_g1_i2.p1
OG0016808	Shad_tr2556_c0_g1_i1.p1	Gafa_DN3136_c0_g1_i1.p1
OG0016809	Shad_tr18342_c0_g1_i1.p1	Gafa_DN9487_c0_g1_i1.p1
OG0016812	Shad_tr24577_c0_g1_i2.p1	Gafa_DN32612_c0_g1_i1.p1
OG0016813	Shad_tr39886_c0_g1_i1.p1	Gafa_DN60690_c0_g3_i1.p1, Gafa_DN60690_c0_g2_i1.p1, Gafa_DN60690_c0_g1_i1.p1
OG0016814	Shad_tr79708_c0_g1_i1.p1	Gafa_DN124486_c0_g1_i1.p1
OG0016816	Shad_tr105021_c0_g1_i1.p1	Gafa_DN128417_c0_g1_i1.p1
OG0016826	Shad_tr30709_c0_g1_i1.p1	Gafa_DN109332_c0_g1_i1.p1
OG0016828	Shad_tr76611_c0_g1_i1.p1	Gafa_DN15999_c0_g1_i1.p1
OG0016831	Shad_tr80926_c0_g1_i1.p1	Gafa_DN31702_c0_g1_i11.p1
OG0016836	Shad_tr69473_c0_g1_i1.p2	Gafa_DN84277_c0_g1_i2.p1
OG0016838	Shad_tr91610_c0_g1_i1.p1	Gafa_DN46784_c0_g1_i1.p1
OG0016839	Shad_tr10953_c0_g1_i1.p1	Gafa_DN30467_c0_g1_i1.p1
OG0016841	Shad_tr84916_c0_g1_i1.p1	Gafa_DN16841_c0_g1_i1.p1
OG0016843	Shad_tr7621_c1_g1_i12.p1, Shad_tr71630_c0_g1_i1.p1	Gafa_DN11609_c0_g1_i6.p1
OG0016849	Shad_tr103207_c0_g1_i1.p2	Gafa_DN124951_c0_g1_i1.p2
OG0016852	Shad_tr13466_c0_g1_i7.p1, Shad_tr5649_c0_g1_i2.p1	Gafa_DN109375_c0_g1_i1.p1
OG0016855	Shad_tr26181_c0_g2_i1.p1	Gafa_DN59438_c0_g1_i1.p1
OG0016857	Shad_tr61210_c0_g1_i1.p1	Gafa_DN19296_c0_g1_i8.p1
OG0016858	Shad_tr100888_c0_g1_i1.p1	Gafa_DN123263_c0_g1_i1.p1
OG0016859	Shad_tr16454_c0_g1_i4.p1	Gafa_DN38697_c0_g1_i2.p1
OG0016863	Shad_tr105978_c0_g1_i1.p1	Gafa_DN15188_c0_g1_i1.p1
OG0016865	Shad_tr105359_c0_g1_i1.p1	Gafa_DN50626_c0_g1_i2.p1
OG0016866	Shad_tr1825_c0_g1_i1.p1	Gafa_DN41942_c0_g1_i3.p1
OG0016867	Shad_tr14490_c0_g1_i1.p1	Gafa_DN107232_c0_g1_i1.p1
OG0016873	Shad_tr92716_c0_g1_i1.p1	Gafa_DN29732_c0_g1_i1.p1
OG0016874	Shad_tr112211_c0_g1_i1.p1	Gafa_DN64902_c0_g2_i1.p1
OG0016875	Shad_tr15124_c0_g1_i23.p1	Gafa_DN32327_c0_g1_i8.p1, Gafa_DN32327_c0_g2_i1.p1
OG0016878	Shad_tr99071_c0_g1_i1.p1	Gafa_DN121413_c0_g2_i1.p1, Gafa_DN121413_c0_g1_i1.p1
OG0016891	Shad_tr21268_c0_g1_i1.p1	Gafa_DN74243_c0_g1_i1.p1
OG0016892	Shad_tr48094_c0_g2_i1.p1	Gafa_DN102492_c0_g1_i1.p1
OG0016899	Shad_tr14762_c0_g1_i4.p1	Gafa_DN9045_c0_g1_i7.p1
OG0016901	Shad_tr69721_c0_g1_i1.p1	Gafa_DN146501_c0_g1_i1.p1
OG0016903	Shad_tr21524_c2_g1_i2.p1	Gafa_DN139491_c0_g1_i1.p1
OG0016905	Shad_tr105227_c0_g1_i1.p1	Gafa_DN139213_c0_g1_i1.p1
OG0016907	Shad_tr32659_c0_g3_i1.p1	Gafa_DN51961_c0_g4_i1.p1
OG0016910	Shad_tr62194_c0_g1_i1.p1	Gafa_DN97389_c0_g1_i1.p1
OG0016917	Shad_tr73173_c0_g1_i1.p1	Gafa_DN10061_c0_g1_i8.p1
OG0016919	Shad_tr63718_c0_g1_i1.p1	Gafa_DN124159_c0_g1_i1.p1
OG0016922	Shad_tr21208_c0_g2_i1.p1	Gafa_DN50518_c0_g2_i1.p1
OG0016926	Shad_tr113453_c0_g1_i1.p1	Gafa_DN133113_c0_g1_i1.p1
OG0016930	Shad_tr98327_c0_g1_i1.p1	Gafa_DN147161_c0_g1_i1.p1
OG0016931	Shad_tr23509_c0_g1_i20.p1	Gafa_DN1905_c0_g1_i6.p1
OG0016932	Shad_tr65064_c0_g1_i2.p1	Gafa_DN132998_c0_g1_i1.p1
OG0016935	Shad_tr103927_c0_g1_i1.p1	Gafa_DN104860_c0_g1_i1.p1
OG0016938	Shad_tr58556_c0_g1_i2.p1	Gafa_DN35737_c0_g1_i1.p1
OG0016952	Shad_tr59310_c0_g2_i1.p1	Gafa_DN79211_c0_g1_i1.p1
OG0016953	Shad_tr17160_c0_g1_i1.p1	Gafa_DN74426_c0_g1_i1.p1
OG0016954	Shad_tr84828_c0_g1_i1.p1	Gafa_DN143018_c0_g1_i1.p1
OG0016955	Shad_tr80272_c0_g1_i1.p3	Gafa_DN8105_c0_g1_i1.p2
OG0016961	Shad_tr101775_c0_g1_i1.p1	Gafa_DN74486_c0_g1_i2.p1
OG0016964	Shad_tr27038_c0_g1_i1.p1, Shad_tr32457_c0_g1_i1.p1	Gafa_DN30568_c0_g1_i3.p1
OG0016966	Shad_tr9290_c1_g2_i2.p1	Gafa_DN85801_c0_g3_i2.p1
OG0016980	Shad_tr68401_c0_g1_i1.p1	Gafa_DN7102_c0_g1_i1.p1
OG0016982	Shad_tr102013_c0_g1_i1.p1	Gafa_DN103396_c0_g1_i2.p1, Gafa_DN10336_c1_g1_i3.p1
OG0016989	Shad_tr57308_c0_g1_i1.p1	Gafa_DN140188_c0_g1_i1.p1
OG0016990	Shad_tr72817_c0_g1_i1.p1	Gafa_DN144514_c0_g1_i1.p1
OG0016991	Shad_tr45_c0_g2_i17.p1	Gafa_DN1760_c0_g3_i2.p1, Gafa_DN36373_c0_g1_i7.p1
OG0016992	Shad_tr82153_c0_g1_i1.p1	Gafa_DN16922_c0_g1_i1.p1
OG0016994	Shad_tr74719_c0_g1_i1.p1	Gafa_DN55330_c0_g1_i1.p1
OG0016995	Shad_tr21011_c0_g1_i1.p1, Shad_tr38650_c1_g1_i1.p1	Gafa_DN17216_c0_g1_i7.p1
OG0016996	Shad_tr64530_c0_g1_i1.p1	Gafa_DN138296_c0_g1_i1.p2
OG0016997	Shad_tr12170_c0_g1_i1.p2	Gafa_DN83866_c0_g1_i1.p2
OG0017000	Shad_tr99876_c0_g1_i2.p1	Gafa_DN59709_c0_g1_i1.p1
OG0017005	Shad_tr107447_c0_g1_i1.p1	Gafa_DN93507_c0_g1_i1.p1
OG0017014	Shad_tr58529_c0_g1_i1.p1, Shad_tr44033_c0_g1_i1.p1	Gafa_DN144993_c0_g1_i1.p1
OG0017014	Shad_tr26899_c0_g1_i5.p1	Gafa_DN32206_c0_g1_i2.p1, Gafa_DN68281_c0_g1_i1.p2
OG0017015	Shad_tr70614_c0_g1_i1.p1	Gafa_DN9318_c0_g2_i2.p1
OG0017016	Shad_tr31322_c0_g1_i1.p1	Gafa_DN6989_c0_g3_i2.p1
OG0017017	Shad_tr16682_c0_g1_i1.p1	Gafa_DN20349_c0_g1_i5.p1
OG0017023	Shad_tr75055_c0_g1_i1.p1	Gafa_DN106328_c0_g1_i4.p1
OG0017026	Shad_tr11973_c0_g2_i1.p1	Gafa_DN56497_c0_g1_i1.p1
OG0017029	Shad_tr2173_c0_g1_i1.p3	Gafa_DN4113_c0_g1_i3.p1
OG0017034	Shad_tr8184_c0_g1_i5.p1	Gafa_DN29464_c0_g2_i1.p1
OG0017036	Shad_tr26853_c1_g1_i1.p1	Gafa_DN69013_c0_g1_i1.p1, Gafa_DN90959_c0_g1_i1.p1
OG0017037	Shad_tr38299_c0_g1_i1.p1	Gafa_DN22557_c0_g1_i2.p1
OG0017038	Shad_tr52393_c0_g1_i1.p1	Gafa_DN11197_c0_g2_i3.p1
OG0017040	Shad_tr34576_c0_g1_i1.p1	Gafa_DN131099_c0_g1_i1.p1, Gafa_DN74345_c0_g1_i1.p1, Gafa_DN74345_c0_g2_i1.p1
OG0017041	Shad_tr20961_c1_g1_i1.p1, Shad_tr109178_c0_g1_i1.p1	Gafa_DN11918_c0_g1_i1.p1
OG0017054	Shad_tr104860_c0_g1_i1.p1	Gafa_DN34759_c0_g1_i7.p1
OG0017057	Shad_tr62190_c0_g1_i1.p1	Gafa_DN11360_c0_g1_i2.p1
OG0017060	Shad_tr91688_c0_g1_i1.p1	Gafa_DN109418_c0_g1_i1.p1
OG0017062	Shad_tr68012_c0_g1_i1.p1	Gafa_DN91310_c0_g1_i1.p1
OG0017064	Shad_tr8579_c0_g1_i2.p1	Gafa_DN24791_c0_g1_i6.p1
OG0017065	Shad_tr22762_c1_g1_i1.p1, Shad_tr22762_c0_g1_i2.p1	Gafa_DN7396_c0_g1_i9.p1
OG0017066	Shad_tr1084_c0_g1_i1.p1, Shad_tr617_c0_g1_i3.p1	Gafa_DN7631_c0_g1_i2.p1
OG0017068	Shad_tr81334_c0_g1_i1.p1	Gafa_DN29116_c0_g2_i2.p1
OG0017069	Shad_tr101916_c0_g1_i1.p1	Gafa_DN100760_c0_g1_i1.p1, Gafa_DN7756_c1_g1_i3.p1, Gafa_DN49556_c0_g1_i1.p1, Gafa_DN144170_c0_g1_i1.p1, Gafa_DN59681_c0_g3_i1.p1
OG0017073	Shad_tr5293_c4_g1_i1.p1	Gafa_DN133284_c0_g1_i1.p1
OG0017074	Shad_tr24428_c1_g3_i1.p1	Gafa_DN17131_c0_g2_i3.p1
OG0017075	Shad_tr35089_c0_g2_i2.p1	Gafa_DN47188_c0_g1_i1.p2
OG0017077	Shad_tr72827_c0_g1_i1.p1	Gafa_DN106615_c0_g1_i1.p1
OG0017078	Shad_tr10658_c1_g2_i13.p1	Gafa_DN42663_c0_g3_i8.p1
OG0017079	Shad_tr47252_c1_g1_i1.p1	Gafa_DN1636_c0_g1_i5.p1
OG0017080	Shad_tr45612_c0_g1_i1.p1	Gafa_DN97880_c0_g1_i1.p1
OG0017081	Shad_tr29260_c0_g1_i2.p1	Gafa_DN43786_c0_g2_i2.p1, Gafa_DN54835_c0_g2_i1.p1, Gafa_DN4379_c0_g1_i11.p1
OG0017082	Shad_tr3011_c1_g1_i1.p1	Gafa_DN16426_c0_g1_i1.p1
OG0017083	Shad_tr21468_c0_g1_i8.p1	Gafa_DN74301_c0_g1_i1.p1, Gafa_DN9181_c0_g1_i3.p1, Gafa_DN48757_c0_g1_i2.p2, Gafa_DN28882_c0_g1_i1.p1
OG0017086	Shad_tr7406_c0_g1_i9.p1	Gafa_DN16869_c0_g1_i2.p1
OG0017089	Shad_tr9392_c0_g1_i1.p1	Gafa_DN112188_c0_g1_i1.p1
OG0017090	Shad_tr52142_c0_g1_i1.p2	Gafa_DN66707_c0_g1_i3.p2
OG0017091	Shad_tr108909_c0_g1_i1.p1	Gafa_DN31211_c0_g1_i3.p1, Gafa_DN144353_c0_g1_i1.p1
OG0017094	Shad_tr64656_c0_g1_i1.p1	Gafa_DN14011_c0_g1_i1.p3
OG0017095	Shad_tr29329_c0_g1_i1.p1	Gafa_DN64925_c0_g1_i3.p3
OG0017096	Shad_tr8282_c0_g1_i5.p1	Gafa_DN39590_c0_g3_i1.p1
OG0017097	Shad_tr9587_c0_g1_i1.p1	Gafa_DN74585_c0_g1_i1.p2
OG0017098	Shad_tr5355_c0_g1_i4.p1, Shad_tr28672_c4_g1_i1.p1	Gafa_DN36674_c0_g3_i1.p1
OG0017100	Shad_tr14110_c0_g1_i17.p1	Gafa_DN109855_c0_g2_i1.p1
OG0017101	Shad_tr512_c0_g1_i8.p1	Gafa_DN4473_c0_g1_i5.p1
OG0017102	Shad_tr104629_c0_g1_i1.p2	Gafa_DN124961_c0_g1_i1.p2
OG0017103	Shad_tr100438_c0_g1_i1.p1	Gafa_DN41100_c0_g1_i1.p1
OG0017104	Shad_tr32872_c0_g3_i1.p1	Gafa_DN22644_c0_g2_i2.p1
OG0017105	Shad_tr44739_c0_g1_i1.p1	Gafa_DN67414_c2_g1_i1.p1
OG0017310	Shad_tr104390_c0_g1_i1.p1	Gafa_DN62900_c0_g1_i1.p1
OG0017324	Shad_tr59342_c0_g2_i1.p1	Gafa_DN72350_c0_g1_i1.p1
OG0017326	Shad_tr31263_c2_g1_i1.p1	Gafa_DN1281_c0_g1_i11.p1
