Orthogroup	Stichodactyla_haddoni_longest_pep	Chironex_fleckeri_longest_pep
OG0007111	Shad_tr6303_c0_g1_i2.p1	Chfl_DN16021_c1_g1_i5.p1
OG0007112	Shad_tr25960_c2_g1_i2.p1	Chfl_DN22628_c0_g1_i1.p1
OG0007113	Shad_tr10292_c0_g1_i1.p1	Chfl_DN20709_c0_g2_i1.p1
OG0007114	Shad_tr8007_c1_g1_i7.p1	Chfl_DN3696_c0_g1_i1.p1
OG0007115	Shad_tr1845_c0_g2_i5.p1	Chfl_DN18556_c0_g1_i1.p1
OG0007118	Shad_tr6551_c1_g1_i2.p1	Chfl_DN2984_c0_g1_i1.p1
OG0007119	Shad_tr4349_c5_g1_i1.p1, Shad_tr19585_c0_g1_i2.p1	Chfl_DN4719_c0_g1_i1.p1
OG0007120	Shad_tr103850_c0_g1_i1.p1	Chfl_DN26431_c0_g1_i1.p1
OG0007121	Shad_tr8447_c0_g1_i3.p1	Chfl_DN4074_c0_g2_i1.p1
OG0007122	Shad_tr25529_c0_g1_i1.p1	Chfl_DN25913_c0_g1_i1.p1
OG0007123	Shad_tr9158_c0_g1_i1.p1	Chfl_DN368_c0_g1_i1.p1
OG0007124	Shad_tr7561_c0_g3_i1.p1	Chfl_DN7137_c0_g1_i1.p1
OG0007126	Shad_tr15254_c0_g2_i5.p1	Chfl_DN27863_c0_g1_i1.p1
OG0007127	Shad_tr96447_c0_g1_i1.p1	Chfl_DN7352_c0_g1_i1.p1
OG0007128	Shad_tr12854_c0_g2_i1.p1	Chfl_DN3610_c0_g1_i2.p1
OG0007129	Shad_tr77248_c0_g1_i2.p1	Chfl_DN7814_c0_g1_i1.p1
OG0007130	Shad_tr19779_c0_g1_i2.p1	Chfl_DN16710_c0_g1_i1.p1
OG0007131	Shad_tr338_c0_g1_i1.p1	Chfl_DN4321_c0_g2_i2.p1
OG0007132	Shad_tr2469_c0_g2_i1.p1	Chfl_DN26919_c0_g1_i1.p1
OG0007133	Shad_tr2616_c0_g1_i3.p1	Chfl_DN12743_c0_g1_i1.p1
OG0007134	Shad_tr10094_c0_g1_i1.p1, Shad_tr748_c0_g1_i10.p1	Chfl_DN1946_c0_g1_i1.p1
OG0007135	Shad_tr8477_c0_g1_i1.p1	Chfl_DN275_c0_g1_i1.p1
OG0007136	Shad_tr19230_c2_g1_i1.p1	Chfl_DN5745_c0_g1_i1.p1, Chfl_DN12697_c0_g1_i1.p1
OG0007137	Shad_tr25560_c0_g1_i5.p1	Chfl_DN1003_c0_g1_i1.p1
OG0007138	Shad_tr5199_c0_g1_i23.p1	Chfl_DN3560_c0_g1_i5.p1
OG0007139	Shad_tr15977_c0_g1_i1.p1	Chfl_DN17049_c0_g1_i1.p1
OG0007140	Shad_tr11652_c0_g1_i5.p1	Chfl_DN26977_c0_g1_i1.p1
OG0007141	Shad_tr13211_c0_g1_i2.p1	Chfl_DN23525_c0_g1_i2.p1
OG0007142	Shad_tr56485_c0_g1_i1.p1	Chfl_DN1373_c0_g1_i3.p1
OG0007143	Shad_tr927_c0_g1_i1.p1	Chfl_DN16019_c0_g1_i1.p1
OG0007145	Shad_tr28078_c0_g2_i1.p1	Chfl_DN3056_c0_g1_i1.p1
OG0007146	Shad_tr20804_c0_g1_i1.p1	Chfl_DN5267_c0_g1_i1.p1
OG0007147	Shad_tr9157_c0_g1_i1.p1	Chfl_DN7611_c0_g1_i1.p1
OG0007148	Shad_tr17937_c0_g2_i5.p1	Chfl_DN20714_c0_g2_i1.p1
OG0007149	Shad_tr30483_c0_g1_i1.p1	Chfl_DN25799_c0_g1_i1.p1
OG0007150	Shad_tr27844_c0_g1_i1.p1	Chfl_DN25717_c0_g1_i1.p1
OG0007152	Shad_tr5633_c0_g7_i1.p1	Chfl_DN19949_c0_g1_i1.p1
OG0007153	Shad_tr5784_c0_g1_i16.p1	Chfl_DN1215_c0_g1_i2.p1
OG0007154	Shad_tr45662_c0_g1_i2.p1	Chfl_DN18421_c0_g1_i1.p1
OG0007155	Shad_tr13143_c2_g1_i1.p1	Chfl_DN7532_c0_g1_i1.p1
OG0007157	Shad_tr65467_c0_g1_i1.p1	Chfl_DN1952_c0_g1_i1.p1, Chfl_DN4779_c0_g1_i1.p1
OG0007158	Shad_tr158_c0_g2_i1.p1	Chfl_DN148_c0_g1_i3.p1
OG0007159	Shad_tr17417_c0_g1_i1.p1	Chfl_DN25408_c0_g1_i1.p1
OG0007160	Shad_tr18779_c0_g1_i3.p1	Chfl_DN10302_c0_g2_i1.p1
OG0007161	Shad_tr38572_c0_g1_i1.p1	Chfl_DN22998_c0_g1_i1.p1
OG0007162	Shad_tr6522_c1_g1_i1.p1	Chfl_DN3855_c0_g3_i1.p1
OG0007163	Shad_tr21416_c0_g1_i1.p1	Chfl_DN21076_c0_g1_i1.p1
OG0007166	Shad_tr9733_c0_g2_i1.p1	Chfl_DN23280_c0_g1_i1.p1
OG0007167	Shad_tr11075_c0_g1_i2.p1	Chfl_DN27824_c0_g1_i1.p1
OG0007168	Shad_tr26625_c0_g1_i3.p1	Chfl_DN26745_c0_g1_i1.p1
OG0007169	Shad_tr6870_c2_g2_i3.p1	Chfl_DN607_c0_g1_i1.p1
OG0007171	Shad_tr240_c9_g1_i1.p1	Chfl_DN11639_c0_g1_i1.p1
OG0007173	Shad_tr4439_c0_g1_i2.p1	Chfl_DN3636_c0_g1_i3.p1
OG0007174	Shad_tr8026_c0_g3_i1.p1	Chfl_DN1325_c0_g2_i1.p1
OG0007176	Shad_tr59171_c0_g1_i1.p1	Chfl_DN11494_c0_g1_i1.p1
OG0007178	Shad_tr1527_c0_g1_i19.p1	Chfl_DN3065_c0_g1_i2.p1
OG0007179	Shad_tr54722_c0_g2_i2.p1	Chfl_DN25835_c0_g1_i1.p1
OG0007181	Shad_tr18190_c0_g1_i1.p1	Chfl_DN28457_c0_g1_i1.p1
OG0007182	Shad_tr12613_c0_g3_i1.p1	Chfl_DN25828_c0_g1_i1.p1
OG0007183	Shad_tr89383_c0_g1_i1.p1	Chfl_DN7675_c0_g1_i1.p1
OG0007185	Shad_tr7297_c0_g1_i2.p1	Chfl_DN27594_c0_g1_i1.p1
OG0007186	Shad_tr12222_c2_g1_i4.p1	Chfl_DN5431_c0_g2_i1.p1, Chfl_DN5431_c0_g1_i1.p1
OG0007187	Shad_tr44030_c0_g1_i2.p1	Chfl_DN13858_c0_g1_i1.p1
OG0007189	Shad_tr478_c0_g1_i1.p1	Chfl_DN1936_c0_g1_i1.p1
OG0007190	Shad_tr8616_c0_g2_i2.p1	Chfl_DN27293_c0_g1_i1.p1
OG0007192	Shad_tr26147_c0_g1_i10.p1	Chfl_DN3526_c0_g1_i1.p1
OG0007193	Shad_tr39329_c0_g1_i2.p1	Chfl_DN3411_c0_g2_i1.p1
OG0007194	Shad_tr3722_c1_g1_i4.p1	Chfl_DN10271_c0_g1_i1.p1
OG0007195	Shad_tr5483_c6_g1_i1.p1	Chfl_DN4164_c0_g1_i1.p1
OG0007197	Shad_tr48876_c0_g1_i3.p1	Chfl_DN9886_c0_g1_i1.p1
OG0007198	Shad_tr22712_c1_g1_i4.p1	Chfl_DN4734_c0_g1_i1.p1
OG0007199	Shad_tr4862_c0_g2_i1.p1	Chfl_DN2562_c0_g1_i2.p1
OG0007200	Shad_tr1570_c0_g2_i2.p1	Chfl_DN1148_c0_g1_i3.p1
OG0007201	Shad_tr6651_c0_g2_i2.p1	Chfl_DN10890_c0_g1_i9.p1
OG0007202	Shad_tr16798_c0_g1_i1.p1	Chfl_DN14486_c0_g1_i1.p1
OG0007203	Shad_tr3051_c2_g1_i2.p1	Chfl_DN2120_c0_g1_i4.p1
OG0007204	Shad_tr25977_c0_g1_i1.p1	Chfl_DN26774_c0_g1_i1.p1
OG0007205	Shad_tr658_c3_g1_i2.p1, Shad_tr83182_c0_g1_i1.p1	Chfl_DN7736_c0_g1_i1.p1
OG0007206	Shad_tr14012_c2_g2_i5.p1	Chfl_DN1927_c0_g1_i1.p1
OG0007207	Shad_tr7851_c0_g1_i1.p1	Chfl_DN26066_c0_g1_i1.p1
OG0007209	Shad_tr24663_c0_g1_i1.p1	Chfl_DN23184_c0_g1_i1.p1
OG0007211	Shad_tr74028_c0_g1_i1.p1	Chfl_DN7350_c0_g1_i1.p1
OG0007212	Shad_tr26106_c0_g4_i1.p1	Chfl_DN225_c0_g1_i2.p1
OG0007213	Shad_tr12171_c0_g2_i1.p1	Chfl_DN10497_c0_g1_i1.p1
OG0007215	Shad_tr24519_c0_g1_i1.p1	Chfl_DN4932_c0_g1_i1.p1
OG0007216	Shad_tr20134_c0_g1_i2.p1	Chfl_DN9250_c0_g1_i1.p1
OG0007218	Shad_tr370_c1_g1_i3.p1	Chfl_DN1307_c0_g1_i2.p1
OG0007219	Shad_tr5339_c2_g1_i2.p1	Chfl_DN3239_c0_g1_i1.p1
OG0007220	Shad_tr2943_c1_g4_i1.p1	Chfl_DN14755_c0_g1_i1.p1, Chfl_DN14755_c0_g2_i1.p1
OG0007221	Shad_tr4042_c0_g1_i1.p1	Chfl_DN856_c0_g1_i1.p1
OG0007222	Shad_tr99166_c0_g1_i1.p1	Chfl_DN25881_c0_g1_i1.p1
OG0007223	Shad_tr88401_c0_g1_i1.p1	Chfl_DN2184_c0_g1_i1.p1
OG0007225	Shad_tr3512_c0_g4_i1.p1	Chfl_DN8408_c0_g1_i1.p1
OG0007226	Shad_tr3338_c0_g1_i1.p1	Chfl_DN14158_c0_g1_i2.p1
OG0007227	Shad_tr446_c0_g1_i1.p1	Chfl_DN181_c0_g1_i1.p1
OG0007228	Shad_tr35370_c0_g1_i1.p1	Chfl_DN20689_c0_g1_i1.p1
OG0007229	Shad_tr11273_c0_g1_i1.p1	Chfl_DN28422_c0_g1_i1.p1
OG0007230	Shad_tr4306_c1_g1_i4.p1	Chfl_DN12621_c0_g1_i1.p1
OG0007231	Shad_tr7476_c0_g1_i1.p1	Chfl_DN10525_c0_g2_i1.p1
OG0007232	Shad_tr1136_c2_g1_i2.p1	Chfl_DN1322_c0_g2_i4.p1
OG0007233	Shad_tr61569_c0_g1_i2.p1	Chfl_DN16865_c0_g1_i1.p1
OG0007234	Shad_tr23208_c1_g1_i4.p1	Chfl_DN18699_c0_g1_i1.p1
OG0007235	Shad_tr3181_c6_g1_i1.p1	Chfl_DN22716_c0_g1_i1.p1
OG0007237	Shad_tr2476_c1_g1_i7.p1	Chfl_DN17103_c0_g1_i2.p1
OG0007238	Shad_tr460_c0_g3_i1.p1	Chfl_DN233_c0_g1_i2.p1
OG0007239	Shad_tr97062_c0_g1_i1.p1	Chfl_DN27482_c0_g1_i1.p1
OG0007240	Shad_tr11331_c1_g1_i3.p1	Chfl_DN17128_c0_g1_i1.p1
OG0007241	Shad_tr3685_c0_g1_i2.p1	Chfl_DN22243_c0_g1_i1.p1
OG0007242	Shad_tr13839_c0_g1_i1.p1	Chfl_DN24940_c0_g1_i1.p1
OG0007243	Shad_tr27602_c0_g1_i1.p1	Chfl_DN654_c0_g1_i1.p1
OG0007244	Shad_tr90240_c0_g1_i1.p1	Chfl_DN1323_c0_g1_i1.p1
OG0007247	Shad_tr8033_c5_g1_i2.p1	Chfl_DN3130_c1_g2_i1.p1
OG0007248	Shad_tr26884_c0_g1_i7.p1	Chfl_DN9030_c0_g1_i1.p1
OG0007252	Shad_tr2579_c0_g2_i2.p1	Chfl_DN5883_c0_g1_i1.p1
OG0007253	Shad_tr8932_c0_g1_i9.p1	Chfl_DN11298_c0_g1_i2.p1
OG0007254	Shad_tr1787_c2_g1_i2.p1	Chfl_DN18468_c0_g1_i1.p1
OG0007255	Shad_tr6006_c2_g1_i10.p1	Chfl_DN5260_c0_g1_i1.p1
OG0007256	Shad_tr197_c3_g1_i1.p1	Chfl_DN10983_c0_g1_i1.p1
OG0007257	Shad_tr171_c1_g1_i1.p1	Chfl_DN18322_c0_g1_i1.p1
OG0007258	Shad_tr21563_c0_g1_i2.p1	Chfl_DN5780_c0_g1_i1.p1
OG0007260	Shad_tr1361_c0_g1_i1.p1	Chfl_DN6062_c0_g1_i1.p1
OG0007261	Shad_tr19743_c0_g3_i1.p1	Chfl_DN17006_c0_g1_i1.p1
OG0007262	Shad_tr2218_c0_g1_i1.p1	Chfl_DN3617_c0_g1_i1.p1
OG0007263	Shad_tr10191_c0_g1_i8.p1	Chfl_DN18504_c0_g1_i1.p1
OG0007264	Shad_tr101866_c0_g1_i1.p1, Shad_tr45465_c0_g1_i1.p1	Chfl_DN9531_c0_g1_i1.p1
OG0007266	Shad_tr9307_c3_g1_i2.p1	Chfl_DN24214_c0_g1_i1.p1
OG0007267	Shad_tr3595_c0_g1_i8.p1	Chfl_DN26772_c0_g1_i1.p1
OG0007269	Shad_tr7546_c0_g2_i1.p1	Chfl_DN12935_c1_g1_i1.p1
OG0007271	Shad_tr8104_c0_g2_i2.p1	Chfl_DN27925_c0_g1_i1.p1
OG0007272	Shad_tr1136_c0_g1_i1.p1	Chfl_DN3471_c0_g2_i1.p1
OG0007273	Shad_tr17963_c1_g1_i2.p1	Chfl_DN3988_c0_g1_i2.p1
OG0007276	Shad_tr21374_c0_g2_i4.p1	Chfl_DN371_c0_g1_i1.p1
OG0007278	Shad_tr93718_c0_g1_i2.p1	Chfl_DN20930_c0_g2_i1.p1
OG0007279	Shad_tr16724_c0_g1_i3.p1	Chfl_DN27620_c0_g1_i1.p1
OG0007280	Shad_tr9116_c0_g1_i3.p1	Chfl_DN25767_c0_g1_i1.p1
OG0007281	Shad_tr11732_c1_g1_i6.p1	Chfl_DN2461_c0_g1_i1.p1
OG0007282	Shad_tr57_c23_g1_i1.p1	Chfl_DN182_c0_g1_i1.p1
OG0007283	Shad_tr14041_c0_g1_i2.p1	Chfl_DN26260_c0_g1_i1.p1
OG0007285	Shad_tr2462_c0_g1_i1.p1	Chfl_DN8417_c0_g1_i1.p1
OG0007286	Shad_tr62615_c0_g1_i1.p1	Chfl_DN28490_c0_g1_i1.p1
OG0007287	Shad_tr2118_c4_g1_i1.p1	Chfl_DN14096_c0_g1_i1.p1
OG0007288	Shad_tr6088_c0_g1_i3.p1	Chfl_DN8506_c0_g1_i2.p1
OG0007289	Shad_tr14518_c0_g1_i2.p1	Chfl_DN26760_c0_g1_i1.p1
OG0007290	Shad_tr1652_c0_g1_i1.p1	Chfl_DN316_c0_g1_i2.p1
OG0007291	Shad_tr7009_c0_g1_i1.p1	Chfl_DN26195_c0_g1_i1.p1
OG0007292	Shad_tr17005_c3_g1_i1.p1	Chfl_DN14448_c0_g1_i1.p1
OG0007293	Shad_tr93631_c0_g1_i1.p1	Chfl_DN2476_c0_g1_i1.p1
OG0007294	Shad_tr9917_c0_g1_i4.p1	Chfl_DN14535_c0_g1_i1.p1
OG0007295	Shad_tr11945_c0_g1_i1.p1	Chfl_DN11401_c0_g1_i2.p1
OG0007297	Shad_tr13989_c4_g1_i1.p1	Chfl_DN2772_c0_g1_i1.p1
OG0007298	Shad_tr1567_c2_g2_i1.p1	Chfl_DN716_c0_g1_i4.p1
OG0007299	Shad_tr80_c1_g2_i1.p1	Chfl_DN1537_c0_g1_i1.p1
OG0007300	Shad_tr86573_c0_g1_i1.p1	Chfl_DN6482_c0_g1_i1.p1
OG0007300	Shad_tr34424_c0_g1_i1.p1	Chfl_DN6482_c0_g3_i1.p1
OG0007301	Shad_tr12758_c0_g1_i1.p1	Chfl_DN4071_c0_g1_i1.p1
OG0007302	Shad_tr63530_c0_g1_i1.p1	Chfl_DN25784_c0_g1_i1.p1
OG0007304	Shad_tr843_c4_g1_i2.p1	Chfl_DN3039_c0_g1_i1.p1
OG0007305	Shad_tr2433_c0_g1_i1.p1	Chfl_DN13412_c0_g1_i1.p1
OG0007306	Shad_tr7602_c0_g1_i1.p1	Chfl_DN27284_c0_g1_i1.p1
OG0007308	Shad_tr72919_c0_g1_i1.p1	Chfl_DN21644_c0_g1_i1.p1
OG0007309	Shad_tr29716_c0_g1_i1.p1	Chfl_DN14476_c0_g1_i1.p1
OG0007310	Shad_tr36362_c2_g1_i1.p1	Chfl_DN26185_c0_g1_i1.p1
OG0007311	Shad_tr7541_c0_g1_i2.p1	Chfl_DN2700_c0_g1_i1.p1
OG0007312	Shad_tr2110_c0_g1_i3.p1	Chfl_DN26189_c0_g1_i1.p1
OG0007314	Shad_tr23289_c0_g1_i2.p1	Chfl_DN25149_c0_g2_i1.p1
OG0007315	Shad_tr26400_c0_g1_i15.p1	Chfl_DN4978_c0_g1_i1.p1
OG0007316	Shad_tr10670_c0_g1_i1.p1	Chfl_DN18571_c0_g1_i1.p1
OG0007317	Shad_tr246_c1_g1_i1.p1	Chfl_DN28434_c0_g1_i1.p1
OG0007318	Shad_tr21071_c0_g1_i1.p1	Chfl_DN8784_c0_g1_i1.p1
OG0007319	Shad_tr12479_c0_g1_i2.p1	Chfl_DN1380_c0_g1_i2.p1
OG0007320	Shad_tr93998_c0_g1_i1.p2	Chfl_DN26208_c0_g1_i1.p1
OG0007321	Shad_tr1613_c1_g1_i1.p1	Chfl_DN20736_c0_g1_i1.p1
OG0007323	Shad_tr855_c0_g2_i1.p1	Chfl_DN1374_c0_g1_i1.p1
OG0007326	Shad_tr1810_c0_g2_i1.p1	Chfl_DN862_c0_g1_i1.p1
OG0007327	Shad_tr1096_c0_g1_i1.p1	Chfl_DN5278_c0_g1_i1.p1
OG0007328	Shad_tr4492_c0_g1_i3.p1	Chfl_DN4916_c0_g2_i1.p1
OG0007329	Shad_tr25465_c0_g1_i1.p1	Chfl_DN28702_c0_g1_i1.p1
OG0007330	Shad_tr10524_c0_g1_i1.p1	Chfl_DN22547_c0_g1_i1.p1
OG0007332	Shad_tr61317_c0_g1_i1.p1	Chfl_DN9191_c0_g1_i1.p1
OG0007333	Shad_tr7032_c1_g1_i3.p1	Chfl_DN27014_c0_g1_i1.p1
OG0007334	Shad_tr3308_c1_g2_i1.p1	Chfl_DN14178_c0_g1_i1.p1
OG0007335	Shad_tr2890_c0_g1_i1.p1	Chfl_DN5775_c0_g1_i1.p1
OG0007336	Shad_tr10522_c0_g1_i1.p1	Chfl_DN2292_c0_g5_i2.p1
OG0007338	Shad_tr4647_c0_g2_i2.p1	Chfl_DN1928_c0_g1_i2.p1
OG0007339	Shad_tr482_c7_g1_i1.p1	Chfl_DN4781_c0_g1_i1.p1
OG0007340	Shad_tr18317_c0_g2_i3.p1	Chfl_DN19380_c0_g1_i1.p1
OG0007341	Shad_tr44066_c0_g1_i2.p1	Chfl_DN4083_c0_g1_i1.p1
OG0007342	Shad_tr10214_c0_g2_i1.p1	Chfl_DN28439_c0_g1_i1.p1
OG0007343	Shad_tr96549_c0_g1_i1.p1	Chfl_DN2578_c0_g1_i1.p1
OG0007344	Shad_tr688_c1_g1_i1.p1	Chfl_DN9510_c0_g1_i1.p1, Chfl_DN27822_c0_g1_i1.p1, Chfl_DN4305_c0_g1_i2.p1
OG0007345	Shad_tr388_c0_g2_i1.p1	Chfl_DN28334_c0_g1_i1.p1
OG0007347	Shad_tr8326_c1_g1_i1.p1, Shad_tr1744_c5_g1_i1.p1	Chfl_DN4093_c0_g2_i1.p1
OG0007348	Shad_tr797_c0_g1_i10.p1	Chfl_DN1271_c0_g1_i1.p1
OG0007349	Shad_tr21290_c0_g2_i2.p1	Chfl_DN1075_c0_g2_i1.p1, Chfl_DN1075_c0_g1_i2.p1
OG0007350	Shad_tr96492_c0_g1_i1.p1	Chfl_DN3506_c0_g1_i1.p1
OG0007353	Shad_tr2934_c0_g1_i4.p1	Chfl_DN20089_c0_g1_i1.p1
OG0007355	Shad_tr23056_c0_g1_i1.p1	Chfl_DN27964_c0_g1_i1.p1
OG0007357	Shad_tr9252_c4_g1_i2.p1	Chfl_DN28432_c0_g1_i1.p1
OG0007358	Shad_tr10513_c0_g3_i1.p1	Chfl_DN2386_c0_g2_i3.p1
OG0007360	Shad_tr11203_c0_g1_i3.p1	Chfl_DN8699_c0_g1_i1.p1
OG0007361	Shad_tr780_c3_g1_i1.p1	Chfl_DN14182_c0_g1_i1.p1
OG0007365	Shad_tr1854_c0_g1_i8.p1	Chfl_DN1320_c0_g1_i3.p1
OG0007366	Shad_tr430_c0_g3_i2.p1	Chfl_DN5224_c0_g1_i1.p1
OG0007368	Shad_tr73203_c0_g1_i1.p1, Shad_tr40104_c0_g1_i2.p1	Chfl_DN19798_c0_g1_i1.p1
OG0007369	Shad_tr1895_c2_g1_i1.p1	Chfl_DN2315_c0_g1_i1.p1
OG0007370	Shad_tr2413_c0_g1_i9.p1	Chfl_DN28619_c0_g1_i1.p1
OG0007371	Shad_tr428_c0_g1_i2.p1	Chfl_DN324_c0_g1_i1.p1
OG0007373	Shad_tr3236_c0_g1_i47.p1	Chfl_DN11660_c0_g1_i1.p1
OG0007375	Shad_tr8597_c0_g3_i1.p1	Chfl_DN15097_c0_g1_i1.p1
OG0007377	Shad_tr12649_c0_g3_i2.p1	Chfl_DN40_c0_g1_i2.p1
OG0007378	Shad_tr50587_c1_g1_i12.p1	Chfl_DN4648_c0_g2_i1.p1
OG0007379	Shad_tr11081_c0_g1_i9.p1	Chfl_DN5338_c0_g1_i3.p1
OG0007380	Shad_tr9216_c1_g1_i1.p1	Chfl_DN18273_c0_g1_i1.p1
OG0007381	Shad_tr7419_c2_g1_i10.p1	Chfl_DN889_c0_g1_i2.p1
OG0007382	Shad_tr4043_c0_g1_i23.p1	Chfl_DN28384_c0_g1_i1.p1
OG0007383	Shad_tr2492_c1_g1_i17.p1	Chfl_DN4744_c0_g1_i2.p1
OG0007385	Shad_tr86447_c0_g1_i1.p1, Shad_tr35988_c0_g2_i1.p1	Chfl_DN705_c0_g1_i3.p1
OG0007386	Shad_tr7972_c0_g1_i2.p1	Chfl_DN5243_c0_g1_i1.p1
OG0007388	Shad_tr27466_c1_g1_i3.p1	Chfl_DN8051_c0_g2_i1.p1
OG0007389	Shad_tr26363_c0_g1_i2.p1	Chfl_DN2884_c0_g1_i2.p1
OG0007390	Shad_tr6240_c0_g1_i3.p1	Chfl_DN28347_c0_g1_i1.p1
OG0007392	Shad_tr39372_c0_g1_i5.p1	Chfl_DN6004_c0_g1_i2.p1
OG0007393	Shad_tr40122_c0_g2_i1.p1	Chfl_DN18375_c0_g2_i1.p1
OG0007394	Shad_tr24976_c1_g1_i2.p1	Chfl_DN3307_c0_g1_i3.p1
OG0007395	Shad_tr3629_c6_g1_i3.p1	Chfl_DN1964_c0_g1_i1.p1
OG0007396	Shad_tr16877_c0_g1_i3.p1	Chfl_DN5262_c0_g1_i1.p1
OG0007397	Shad_tr16699_c0_g1_i11.p1	Chfl_DN8142_c0_g1_i1.p1
OG0007398	Shad_tr15160_c0_g1_i1.p1	Chfl_DN17454_c1_g1_i1.p1
OG0007399	Shad_tr24255_c0_g1_i19.p1	Chfl_DN4702_c0_g1_i1.p1
OG0007400	Shad_tr32706_c0_g1_i1.p1	Chfl_DN23395_c0_g1_i1.p1
OG0007401	Shad_tr17966_c0_g2_i1.p1	Chfl_DN3983_c0_g2_i1.p1
OG0007402	Shad_tr16704_c0_g1_i1.p1	Chfl_DN9638_c0_g2_i1.p1
OG0007403	Shad_tr4895_c1_g1_i11.p1	Chfl_DN26218_c0_g1_i1.p1
OG0007404	Shad_tr2329_c9_g1_i1.p1	Chfl_DN8717_c0_g1_i1.p1
OG0007405	Shad_tr35985_c0_g1_i4.p1	Chfl_DN10144_c0_g1_i1.p1
OG0007406	Shad_tr6351_c0_g3_i2.p1	Chfl_DN14022_c0_g2_i1.p1
OG0007407	Shad_tr3160_c2_g1_i1.p1	Chfl_DN2733_c0_g1_i1.p1
OG0007408	Shad_tr3346_c0_g1_i1.p1	Chfl_DN27980_c0_g1_i1.p1
OG0007409	Shad_tr4261_c8_g1_i1.p1, Shad_tr4044_c0_g1_i2.p1	Chfl_DN10336_c0_g3_i1.p1
OG0007411	Shad_tr4090_c0_g3_i12.p1	Chfl_DN2582_c1_g2_i1.p1, Chfl_DN7574_c0_g1_i1.p1
OG0007412	Shad_tr21611_c0_g1_i1.p1, Shad_tr3851_c1_g2_i2.p1	Chfl_DN25239_c0_g1_i1.p1
OG0007414	Shad_tr18901_c0_g1_i3.p1	Chfl_DN24616_c0_g1_i1.p1
OG0007416	Shad_tr10919_c0_g1_i8.p1	Chfl_DN1667_c0_g1_i1.p1
OG0007417	Shad_tr25424_c1_g1_i5.p1	Chfl_DN22675_c0_g1_i1.p1
OG0007418	Shad_tr16530_c0_g1_i2.p1	Chfl_DN5713_c0_g1_i3.p1
OG0007419	Shad_tr11930_c0_g1_i1.p1	Chfl_DN28498_c0_g1_i1.p1
OG0007420	Shad_tr12602_c2_g1_i3.p1	Chfl_DN13567_c0_g1_i3.p1
OG0007421	Shad_tr2724_c0_g3_i1.p1	Chfl_DN1113_c0_g1_i1.p1
OG0007422	Shad_tr2705_c0_g1_i1.p2	Chfl_DN26370_c0_g1_i1.p1
OG0007423	Shad_tr182_c1_g2_i4.p1	Chfl_DN20752_c0_g1_i1.p1
OG0007425	Shad_tr388_c7_g1_i3.p1	Chfl_DN3933_c0_g1_i1.p1
OG0007426	Shad_tr3295_c0_g1_i1.p1	Chfl_DN26449_c0_g1_i1.p1
OG0007427	Shad_tr27_c0_g1_i1.p1	Chfl_DN2174_c0_g1_i1.p1
OG0007428	Shad_tr33578_c1_g1_i1.p1	Chfl_DN14427_c0_g1_i1.p1
OG0007429	Shad_tr10851_c0_g1_i1.p1	Chfl_DN3276_c0_g1_i3.p1
OG0007430	Shad_tr6459_c0_g2_i3.p1	Chfl_DN9748_c0_g1_i1.p1
OG0007431	Shad_tr22415_c0_g1_i5.p1	Chfl_DN8430_c0_g1_i2.p1
OG0007434	Shad_tr10089_c1_g2_i1.p1	Chfl_DN19937_c0_g1_i1.p1
OG0007440	Shad_tr7722_c0_g1_i8.p1	Chfl_DN4682_c0_g1_i1.p1, Chfl_DN4682_c0_g2_i1.p1
OG0007442	Shad_tr96964_c0_g1_i1.p4, Shad_tr26946_c0_g2_i1.p1, Shad_tr36718_c0_g1_i1.p1	Chfl_DN2283_c0_g1_i5.p1
OG0007446	Shad_tr9326_c0_g1_i8.p1	Chfl_DN13477_c0_g1_i1.p1
OG0007447	Shad_tr103795_c0_g1_i1.p1, Shad_tr20555_c4_g2_i1.p1	Chfl_DN26953_c0_g1_i1.p1
OG0007485	Shad_tr439_c6_g1_i1.p1	Chfl_DN3810_c0_g2_i2.p1
OG0007488	Shad_tr8343_c0_g1_i4.p1	Chfl_DN5594_c0_g2_i1.p1
OG0007492	Shad_tr33627_c0_g1_i1.p1	Chfl_DN6950_c0_g1_i1.p1
OG0007493	Shad_tr1325_c0_g1_i7.p1	Chfl_DN14710_c0_g1_i5.p1
OG0007498	Shad_tr19884_c0_g1_i16.p1	Chfl_DN19226_c0_g2_i2.p1
OG0007500	Shad_tr6099_c0_g1_i17.p1	Chfl_DN17630_c0_g1_i1.p1, Chfl_DN6651_c0_g2_i1.p1
OG0007502	Shad_tr3889_c1_g1_i2.p1	Chfl_DN4870_c0_g2_i1.p1
OG0007504	Shad_tr5837_c4_g1_i2.p1	Chfl_DN27998_c0_g1_i1.p1
OG0007506	Shad_tr12107_c0_g1_i1.p1	Chfl_DN26962_c0_g1_i1.p1
OG0007507	Shad_tr7010_c1_g1_i5.p1, Shad_tr9770_c0_g1_i5.p1	Chfl_DN15064_c0_g1_i1.p1
OG0007509	Shad_tr11715_c0_g1_i10.p1	Chfl_DN25141_c0_g1_i1.p1
OG0007511	Shad_tr7921_c2_g1_i17.p1	Chfl_DN922_c0_g1_i1.p1, Chfl_DN2652_c1_g2_i1.p1
OG0007514	Shad_tr19540_c0_g1_i4.p1	Chfl_DN13337_c0_g1_i1.p1
