Orthogroup	Stichodactyla_haddoni_longest_pep	Anthopleura_dowii_longest_pep
OG0009049	Shad_tr20226_c0_g2_i1.p1	Ando_DN2356_c0_g1_i1.p1
OG0009050	Shad_tr8680_c1_g1_i1.p1	Ando_DN12998_c0_g1_i1.p1
OG0009051	Shad_tr111534_c0_g1_i1.p1	Ando_DN9004_c2_g2_i1.p1
OG0009052	Shad_tr6254_c0_g1_i5.p1, Shad_tr240_c0_g1_i1.p1	Ando_DN5404_c0_g1_i1.p1
OG0009053	Shad_tr1402_c1_g1_i4.p1	Ando_DN2674_c0_g2_i1.p1
OG0009054	Shad_tr51359_c0_g1_i1.p1	Ando_DN23280_c0_g1_i1.p1
OG0009055	Shad_tr365_c3_g1_i1.p1	Ando_DN15110_c0_g1_i1.p1
OG0009056	Shad_tr6361_c0_g1_i4.p1	Ando_DN445_c1_g1_i3.p1
OG0009057	Shad_tr14534_c0_g1_i2.p1	Ando_DN932_c0_g1_i1.p1
OG0009058	Shad_tr15873_c0_g1_i1.p1	Ando_DN5561_c0_g1_i1.p1
OG0009060	Shad_tr16756_c0_g1_i11.p1	Ando_DN13880_c0_g1_i1.p1
OG0009061	Shad_tr107408_c0_g1_i1.p1, Shad_tr37796_c0_g3_i4.p1	Ando_DN17920_c0_g1_i1.p1
OG0009062	Shad_tr10247_c0_g2_i1.p1	Ando_DN25317_c0_g1_i1.p1
OG0009065	Shad_tr27599_c0_g1_i3.p1	Ando_DN2710_c0_g1_i1.p1
OG0009068	Shad_tr93024_c0_g1_i1.p1	Ando_DN9513_c0_g1_i1.p1
OG0009069	Shad_tr8033_c0_g1_i1.p1	Ando_DN3879_c0_g1_i1.p1
OG0009070	Shad_tr3312_c0_g1_i51.p1	Ando_DN14896_c0_g1_i2.p1
OG0009071	Shad_tr12171_c0_g1_i3.p1	Ando_DN7595_c1_g2_i1.p1
OG0009072	Shad_tr15302_c0_g2_i1.p1	Ando_DN597_c0_g1_i1.p1
OG0009073	Shad_tr45155_c0_g1_i1.p1, Shad_tr24000_c0_g1_i1.p1	Ando_DN26753_c0_g1_i1.p1
OG0009074	Shad_tr10824_c1_g1_i8.p1	Ando_DN16074_c0_g1_i1.p1
OG0009075	Shad_tr38451_c0_g2_i3.p1	Ando_DN15105_c0_g1_i1.p1
OG0009076	Shad_tr18231_c0_g1_i1.p1	Ando_DN20857_c0_g1_i1.p1
OG0009077	Shad_tr8936_c0_g1_i6.p1	Ando_DN26501_c0_g1_i1.p1
OG0009078	Shad_tr1721_c2_g1_i2.p1, Shad_tr27300_c1_g1_i1.p1	Ando_DN491_c0_g1_i1.p1
OG0009080	Shad_tr9082_c0_g3_i1.p1	Ando_DN529_c0_g1_i1.p1
OG0009081	Shad_tr34307_c0_g2_i1.p1	Ando_DN12293_c0_g1_i1.p1
OG0009082	Shad_tr6640_c1_g1_i1.p1	Ando_DN23328_c0_g1_i1.p1
OG0009083	Shad_tr143_c3_g2_i1.p1	Ando_DN3917_c1_g2_i3.p1
OG0009084	Shad_tr1785_c0_g1_i1.p1	Ando_DN148_c0_g1_i1.p1
OG0009085	Shad_tr99375_c0_g1_i1.p1	Ando_DN835_c2_g1_i1.p1
OG0009086	Shad_tr86963_c0_g1_i1.p1	Ando_DN3647_c0_g1_i1.p1
OG0009087	Shad_tr65750_c0_g1_i1.p1	Ando_DN444_c0_g1_i1.p1
OG0009089	Shad_tr14760_c0_g1_i4.p1	Ando_DN1002_c0_g1_i1.p1
OG0009090	Shad_tr16649_c1_g1_i1.p1	Ando_DN7422_c0_g2_i1.p1
OG0009091	Shad_tr937_c1_g1_i2.p1	Ando_DN3421_c0_g1_i1.p1
OG0009092	Shad_tr18273_c0_g4_i1.p1	Ando_DN2003_c2_g1_i1.p1
OG0009093	Shad_tr25125_c0_g1_i1.p1, Shad_tr98022_c0_g1_i1.p1	Ando_DN26567_c0_g1_i1.p1
OG0009094	Shad_tr14693_c0_g1_i2.p1	Ando_DN24087_c0_g1_i1.p1
OG0009095	Shad_tr585_c5_g1_i1.p1	Ando_DN1956_c0_g1_i1.p1
OG0009096	Shad_tr11507_c0_g1_i6.p1	Ando_DN15496_c0_g1_i1.p1
OG0009097	Shad_tr69945_c0_g1_i1.p1	Ando_DN8972_c0_g1_i1.p1, Ando_DN8972_c0_g2_i1.p1
OG0009099	Shad_tr8416_c0_g1_i3.p1	Ando_DN4573_c0_g1_i1.p2
OG0009101	Shad_tr10912_c0_g2_i1.p1	Ando_DN23151_c0_g1_i1.p1
OG0009102	Shad_tr4722_c1_g2_i2.p1	Ando_DN23145_c0_g1_i1.p1
OG0009104	Shad_tr10605_c0_g2_i4.p1	Ando_DN12732_c0_g1_i1.p1
OG0009105	Shad_tr56223_c0_g1_i1.p1	Ando_DN2568_c0_g1_i1.p1
OG0009106	Shad_tr23724_c0_g1_i1.p1	Ando_DN10378_c0_g1_i10.p1
OG0009108	Shad_tr4534_c0_g1_i11.p1	Ando_DN2584_c0_g2_i1.p1
OG0009111	Shad_tr12341_c0_g4_i1.p1	Ando_DN6665_c0_g1_i1.p1
OG0009112	Shad_tr6314_c2_g1_i1.p1	Ando_DN3200_c0_g1_i1.p1
OG0009113	Shad_tr22312_c0_g1_i1.p1	Ando_DN4377_c0_g1_i1.p1
OG0009114	Shad_tr101525_c0_g1_i1.p1	Ando_DN21703_c0_g1_i1.p1
OG0009115	Shad_tr31483_c0_g2_i1.p1	Ando_DN10316_c0_g1_i1.p1
OG0009118	Shad_tr1433_c3_g1_i1.p1	Ando_DN11391_c0_g1_i1.p1
OG0009120	Shad_tr6888_c2_g1_i1.p1	Ando_DN1635_c0_g1_i1.p1
OG0009121	Shad_tr2458_c3_g1_i1.p1	Ando_DN680_c2_g1_i3.p1
OG0009122	Shad_tr30287_c0_g3_i4.p1	Ando_DN20203_c0_g1_i1.p1
OG0009123	Shad_tr38377_c0_g1_i1.p1	Ando_DN6401_c0_g2_i1.p1
OG0009124	Shad_tr6788_c0_g2_i4.p1	Ando_DN13156_c0_g1_i1.p1
OG0009125	Shad_tr51943_c0_g1_i1.p1	Ando_DN20996_c0_g1_i1.p1
OG0009127	Shad_tr18487_c0_g2_i1.p1	Ando_DN21248_c0_g1_i1.p1
OG0009128	Shad_tr73690_c0_g1_i1.p1	Ando_DN6734_c0_g4_i1.p1
OG0009129	Shad_tr923_c4_g1_i2.p1	Ando_DN25742_c0_g1_i1.p1
OG0009131	Shad_tr3710_c0_g2_i1.p1	Ando_DN877_c0_g1_i1.p1
OG0009132	Shad_tr441_c2_g3_i1.p1	Ando_DN1562_c1_g3_i1.p1
OG0009133	Shad_tr19000_c0_g1_i1.p1	Ando_DN6772_c0_g1_i1.p1
OG0009135	Shad_tr4943_c1_g1_i1.p1	Ando_DN8223_c2_g1_i1.p1
OG0009136	Shad_tr10593_c0_g2_i4.p1	Ando_DN6139_c1_g1_i1.p1
OG0009137	Shad_tr15518_c0_g1_i1.p1	Ando_DN3673_c0_g1_i1.p2
OG0009139	Shad_tr26210_c2_g1_i2.p1	Ando_DN26516_c0_g1_i1.p1
OG0009143	Shad_tr2685_c0_g1_i1.p1	Ando_DN3793_c0_g1_i1.p1
OG0009144	Shad_tr8164_c0_g1_i1.p1	Ando_DN1362_c0_g1_i1.p1
OG0009146	Shad_tr4634_c0_g2_i1.p1	Ando_DN1150_c0_g1_i2.p1
OG0009147	Shad_tr10282_c0_g2_i4.p1	Ando_DN6671_c0_g1_i1.p1
OG0009148	Shad_tr6886_c0_g1_i1.p1	Ando_DN2333_c0_g2_i1.p1
OG0009150	Shad_tr12161_c1_g1_i1.p1	Ando_DN6056_c1_g2_i1.p1
OG0009151	Shad_tr3607_c3_g2_i1.p1	Ando_DN1935_c0_g2_i1.p1
OG0009153	Shad_tr17379_c0_g1_i2.p1	Ando_DN26969_c0_g1_i1.p1
OG0009154	Shad_tr18269_c0_g1_i1.p1	Ando_DN2955_c0_g1_i1.p1
OG0009155	Shad_tr6230_c3_g1_i1.p1	Ando_DN9703_c2_g1_i1.p1
OG0009156	Shad_tr13675_c0_g2_i1.p1	Ando_DN4185_c0_g1_i2.p1
OG0009159	Shad_tr25487_c0_g2_i1.p2	Ando_DN384_c0_g1_i4.p3
OG0009160	Shad_tr3734_c2_g1_i2.p1	Ando_DN1243_c0_g1_i1.p1
OG0009161	Shad_tr49578_c0_g1_i3.p1	Ando_DN20503_c0_g1_i1.p1, Ando_DN20503_c0_g2_i1.p1
OG0009162	Shad_tr2106_c0_g1_i1.p1	Ando_DN3343_c0_g3_i1.p1
OG0009163	Shad_tr28019_c0_g1_i1.p1, Shad_tr888_c4_g1_i2.p1	Ando_DN1280_c0_g1_i3.p1
OG0009164	Shad_tr103_c0_g2_i2.p1	Ando_DN12526_c0_g1_i1.p2
OG0009165	Shad_tr997_c0_g1_i1.p1	Ando_DN3156_c0_g1_i3.p1
OG0009166	Shad_tr8710_c0_g1_i1.p1	Ando_DN24864_c0_g1_i1.p1
OG0009167	Shad_tr15269_c0_g1_i5.p1	Ando_DN5717_c0_g1_i6.p1
OG0009168	Shad_tr2966_c1_g2_i14.p1	Ando_DN22991_c0_g1_i1.p1, Ando_DN2447_c3_g2_i1.p1
OG0009169	Shad_tr1597_c0_g1_i2.p1	Ando_DN561_c3_g1_i2.p1
OG0009170	Shad_tr56957_c0_g1_i1.p1	Ando_DN20383_c0_g1_i1.p1
OG0009171	Shad_tr65831_c0_g1_i1.p1	Ando_DN7180_c0_g1_i1.p1
OG0009172	Shad_tr7618_c0_g2_i2.p1	Ando_DN380_c2_g1_i2.p1
OG0009173	Shad_tr32715_c0_g1_i8.p1	Ando_DN3828_c0_g1_i2.p1, Ando_DN11479_c0_g1_i1.p1
OG0009174	Shad_tr907_c1_g1_i9.p1	Ando_DN7696_c0_g1_i1.p1
OG0009175	Shad_tr1484_c0_g1_i19.p1	Ando_DN19435_c0_g1_i1.p1
OG0009176	Shad_tr816_c7_g1_i1.p1	Ando_DN7959_c0_g1_i1.p1
OG0009177	Shad_tr5847_c0_g1_i1.p1	Ando_DN8206_c0_g1_i1.p1
OG0009178	Shad_tr54658_c0_g1_i1.p1	Ando_DN14348_c0_g1_i1.p1, Ando_DN14348_c0_g3_i1.p1
OG0009179	Shad_tr26230_c0_g2_i2.p1	Ando_DN13277_c1_g1_i3.p1
OG0009180	Shad_tr39066_c0_g1_i7.p1	Ando_DN14009_c0_g1_i1.p1
OG0009181	Shad_tr18643_c0_g1_i12.p1	Ando_DN2256_c0_g3_i1.p1
OG0009182	Shad_tr5573_c0_g1_i4.p1	Ando_DN6183_c0_g1_i2.p1
OG0009183	Shad_tr94408_c0_g1_i1.p1	Ando_DN2769_c0_g1_i4.p1
OG0009185	Shad_tr2080_c0_g1_i3.p1	Ando_DN3361_c0_g1_i1.p1
OG0009186	Shad_tr4518_c2_g1_i2.p1	Ando_DN13033_c0_g3_i1.p1
OG0009187	Shad_tr7866_c0_g1_i1.p1	Ando_DN7335_c0_g1_i2.p1
OG0009188	Shad_tr44734_c0_g1_i3.p1	Ando_DN8565_c0_g1_i1.p1
OG0009189	Shad_tr13937_c0_g1_i4.p1	Ando_DN10295_c0_g1_i1.p1
OG0009190	Shad_tr8923_c0_g1_i3.p1	Ando_DN6994_c0_g1_i1.p1
OG0009191	Shad_tr33844_c0_g1_i3.p1	Ando_DN13065_c0_g1_i1.p1
OG0009192	Shad_tr8643_c0_g1_i12.p1	Ando_DN14334_c0_g1_i1.p1
OG0009193	Shad_tr2088_c1_g1_i1.p1	Ando_DN4753_c0_g1_i1.p1
OG0009194	Shad_tr38590_c0_g2_i2.p1	Ando_DN9006_c0_g2_i2.p1
OG0009195	Shad_tr29920_c0_g1_i12.p1	Ando_DN1820_c0_g1_i1.p1
OG0009196	Shad_tr2198_c1_g1_i1.p1	Ando_DN1492_c1_g1_i1.p1
OG0009197	Shad_tr4078_c0_g1_i11.p1	Ando_DN5576_c0_g1_i1.p1
OG0009198	Shad_tr20170_c0_g1_i4.p1	Ando_DN1594_c0_g1_i1.p1
OG0009199	Shad_tr15601_c0_g1_i16.p1	Ando_DN852_c0_g2_i1.p1
OG0009200	Shad_tr19039_c0_g1_i2.p1	Ando_DN16783_c0_g1_i1.p1
OG0009202	Shad_tr31546_c0_g1_i1.p1, Shad_tr26521_c0_g1_i3.p1	Ando_DN19300_c0_g1_i1.p1
OG0009204	Shad_tr3308_c5_g1_i1.p1	Ando_DN7679_c0_g2_i5.p1
OG0009205	Shad_tr52606_c1_g1_i1.p1	Ando_DN12527_c0_g1_i1.p1
OG0009206	Shad_tr7029_c4_g1_i1.p1	Ando_DN13710_c0_g2_i1.p1, Ando_DN9184_c0_g1_i1.p1, Ando_DN8533_c0_g1_i1.p1
OG0009207	Shad_tr9479_c0_g1_i3.p1	Ando_DN9983_c3_g1_i1.p1
OG0009208	Shad_tr39958_c0_g1_i4.p1	Ando_DN7684_c0_g1_i1.p1
OG0009209	Shad_tr2154_c5_g1_i2.p1	Ando_DN2247_c1_g1_i1.p1
OG0009210	Shad_tr1614_c4_g1_i1.p1	Ando_DN6455_c0_g1_i1.p1
OG0009211	Shad_tr12151_c1_g1_i7.p1	Ando_DN3334_c1_g1_i1.p1
OG0009212	Shad_tr36132_c0_g1_i13.p1	Ando_DN5612_c0_g1_i3.p1
OG0009213	Shad_tr5664_c0_g1_i19.p1	Ando_DN6142_c0_g1_i3.p1
OG0009214	Shad_tr88014_c0_g1_i1.p1	Ando_DN3414_c0_g1_i1.p1
OG0009215	Shad_tr40311_c0_g1_i1.p1	Ando_DN25685_c0_g1_i1.p1
OG0009216	Shad_tr60645_c0_g1_i1.p1	Ando_DN8536_c0_g1_i1.p1
OG0009217	Shad_tr11225_c0_g1_i1.p1	Ando_DN23431_c0_g1_i1.p1
OG0009218	Shad_tr17060_c0_g1_i11.p1	Ando_DN8187_c0_g1_i2.p1
OG0009220	Shad_tr7471_c1_g2_i1.p1	Ando_DN7875_c0_g3_i1.p1
OG0009221	Shad_tr12252_c0_g1_i1.p1	Ando_DN2987_c0_g1_i3.p1
OG0009222	Shad_tr14204_c0_g1_i1.p1	Ando_DN11901_c1_g1_i1.p1
OG0009224	Shad_tr11694_c0_g1_i1.p1	Ando_DN6538_c0_g1_i1.p1
OG0009225	Shad_tr21123_c0_g1_i2.p1	Ando_DN9291_c0_g1_i1.p1
OG0009226	Shad_tr11235_c0_g1_i6.p1	Ando_DN18220_c0_g2_i1.p1
OG0009227	Shad_tr10771_c0_g2_i2.p1	Ando_DN1318_c0_g1_i1.p1
OG0009228	Shad_tr7348_c2_g1_i2.p1	Ando_DN6356_c0_g1_i1.p1
OG0009229	Shad_tr1935_c8_g1_i1.p1	Ando_DN7245_c0_g1_i2.p1
OG0009230	Shad_tr6139_c0_g1_i1.p1	Ando_DN1255_c2_g1_i1.p1
OG0009231	Shad_tr1543_c6_g1_i5.p1	Ando_DN15522_c0_g3_i1.p1, Ando_DN15522_c0_g2_i1.p1
OG0009231	Shad_tr13929_c1_g1_i2.p1	Ando_DN20653_c0_g1_i1.p1
OG0009232	Shad_tr4234_c10_g1_i1.p1, Shad_tr60227_c1_g2_i2.p1	Ando_DN12869_c0_g1_i1.p1, Ando_DN10898_c0_g2_i1.p1
OG0009234	Shad_tr16559_c0_g1_i2.p1, Shad_tr17341_c1_g3_i1.p1	Ando_DN14199_c0_g1_i1.p1
OG0009235	Shad_tr8373_c0_g1_i3.p1	Ando_DN1304_c2_g1_i1.p1
OG0009236	Shad_tr3370_c0_g5_i1.p1	Ando_DN23459_c0_g2_i1.p1
OG0009237	Shad_tr7341_c0_g1_i8.p1	Ando_DN22875_c0_g1_i1.p1
OG0009238	Shad_tr12253_c0_g1_i5.p1	Ando_DN26272_c0_g1_i1.p1
OG0009239	Shad_tr10876_c0_g1_i1.p1	Ando_DN4198_c0_g1_i1.p1
OG0009240	Shad_tr52746_c1_g2_i2.p1	Ando_DN5432_c0_g1_i1.p1
OG0009241	Shad_tr17402_c1_g1_i11.p1	Ando_DN22540_c0_g1_i1.p1
OG0009242	Shad_tr33460_c1_g1_i1.p1	Ando_DN10747_c0_g1_i1.p1
OG0009243	Shad_tr7711_c0_g1_i3.p1	Ando_DN2201_c0_g1_i2.p1
OG0009244	Shad_tr6977_c4_g1_i1.p1	Ando_DN15140_c0_g2_i1.p1
OG0009245	Shad_tr13189_c5_g1_i4.p1	Ando_DN7743_c0_g1_i1.p1
OG0009246	Shad_tr56496_c0_g1_i1.p1	Ando_DN27542_c0_g1_i1.p1
OG0009247	Shad_tr1928_c7_g1_i1.p1, Shad_tr33582_c0_g2_i7.p1, Shad_tr1605_c0_g1_i8.p1	Ando_DN23441_c0_g1_i2.p1
OG0009248	Shad_tr11571_c0_g1_i4.p1	Ando_DN11050_c0_g2_i1.p1, Ando_DN11050_c0_g1_i1.p2
OG0009249	Shad_tr32227_c0_g2_i6.p1	Ando_DN11746_c0_g2_i1.p1, Ando_DN11746_c0_g1_i1.p1
OG0009250	Shad_tr2813_c10_g1_i1.p1	Ando_DN25203_c0_g1_i1.p1
OG0009252	Shad_tr4327_c0_g1_i1.p1	Ando_DN833_c1_g3_i1.p1
OG0009253	Shad_tr17602_c0_g1_i3.p1	Ando_DN11590_c0_g1_i1.p1
OG0009254	Shad_tr14911_c0_g1_i3.p1	Ando_DN11672_c0_g1_i1.p1
OG0009255	Shad_tr2131_c0_g1_i1.p1	Ando_DN27250_c0_g1_i1.p1
OG0009256	Shad_tr35783_c0_g1_i13.p1	Ando_DN11455_c0_g1_i1.p1
OG0009257	Shad_tr42290_c0_g1_i1.p1	Ando_DN22697_c0_g1_i1.p1
OG0009259	Shad_tr324_c5_g1_i2.p1	Ando_DN7678_c0_g1_i1.p1
OG0009260	Shad_tr14567_c0_g1_i1.p1, Shad_tr14567_c0_g2_i1.p1	Ando_DN6378_c1_g2_i2.p1
OG0009262	Shad_tr70115_c0_g1_i1.p1	Ando_DN9195_c0_g1_i1.p1
OG0009263	Shad_tr1427_c1_g1_i1.p1	Ando_DN1325_c0_g1_i1.p1
OG0009264	Shad_tr45916_c0_g2_i1.p1	Ando_DN27033_c0_g1_i1.p1
OG0009265	Shad_tr20790_c0_g3_i3.p1	Ando_DN26373_c0_g1_i1.p1
OG0009266	Shad_tr6570_c0_g1_i1.p1	Ando_DN18440_c0_g1_i1.p1
OG0009268	Shad_tr9736_c0_g1_i1.p1	Ando_DN20622_c0_g1_i1.p1
OG0009269	Shad_tr52635_c0_g1_i1.p1	Ando_DN25471_c0_g1_i1.p1
OG0009270	Shad_tr11378_c0_g1_i3.p1	Ando_DN12242_c0_g1_i1.p1
OG0009271	Shad_tr63524_c0_g1_i1.p1	Ando_DN21740_c0_g1_i1.p1
OG0009272	Shad_tr62936_c0_g1_i1.p1	Ando_DN26197_c0_g1_i1.p1
OG0009273	Shad_tr817_c1_g1_i1.p1	Ando_DN2916_c1_g2_i1.p1
OG0009274	Shad_tr5950_c0_g2_i1.p1	Ando_DN6022_c0_g4_i2.p1
OG0009275	Shad_tr40529_c0_g2_i11.p1	Ando_DN25208_c0_g1_i1.p1, Ando_DN10095_c0_g1_i1.p1
OG0009276	Shad_tr63473_c0_g1_i1.p1	Ando_DN6605_c0_g1_i1.p1
OG0009278	Shad_tr9794_c0_g1_i1.p1	Ando_DN1964_c0_g1_i1.p1
OG0009338	Shad_tr3197_c0_g1_i9.p1	Ando_DN11710_c0_g1_i2.p1
OG0009339	Shad_tr635_c2_g1_i7.p1	Ando_DN17211_c0_g2_i1.p1
OG0009341	Shad_tr716_c0_g1_i6.p1	Ando_DN13726_c0_g1_i2.p1
OG0009342	Shad_tr7544_c4_g1_i1.p1	Ando_DN4568_c0_g2_i1.p1
OG0009343	Shad_tr4269_c0_g2_i4.p1	Ando_DN14996_c0_g1_i2.p1
OG0009344	Shad_tr4349_c1_g2_i2.p1	Ando_DN2339_c0_g3_i2.p1
OG0009346	Shad_tr47795_c0_g1_i1.p1	Ando_DN9286_c0_g1_i1.p1
OG0009348	Shad_tr4655_c1_g1_i3.p1	Ando_DN1337_c0_g1_i2.p1
OG0009350	Shad_tr3844_c0_g1_i3.p1	Ando_DN7925_c0_g1_i3.p1
OG0009353	Shad_tr3794_c0_g1_i12.p1	Ando_DN3131_c0_g2_i3.p1
OG0009355	Shad_tr13981_c0_g1_i13.p1	Ando_DN19879_c0_g1_i1.p1
OG0009356	Shad_tr8924_c1_g2_i1.p1	Ando_DN3134_c0_g1_i4.p1
OG0009358	Shad_tr226_c4_g1_i4.p1	Ando_DN21118_c0_g1_i1.p1
OG0009359	Shad_tr14599_c0_g2_i6.p1	Ando_DN16075_c0_g3_i1.p1, Ando_DN13791_c0_g1_i1.p1
OG0009360	Shad_tr3358_c0_g3_i1.p1	Ando_DN7515_c0_g2_i1.p1
OG0009362	Shad_tr17166_c0_g2_i5.p1	Ando_DN1721_c0_g1_i3.p1
OG0009363	Shad_tr2517_c1_g1_i2.p1	Ando_DN13241_c0_g1_i1.p1
OG0009364	Shad_tr3272_c0_g1_i1.p1	Ando_DN11823_c0_g1_i1.p1, Ando_DN11823_c0_g2_i1.p1, Ando_DN13724_c0_g1_i1.p1
OG0009365	Shad_tr6585_c0_g1_i29.p1, Shad_tr1669_c3_g1_i1.p1	Ando_DN15489_c0_g1_i1.p1
OG0009370	Shad_tr114467_c0_g1_i1.p1	Ando_DN21993_c0_g1_i1.p1, Ando_DN21741_c0_g1_i1.p1, Ando_DN20416_c0_g1_i1.p1
OG0009371	Shad_tr7225_c4_g1_i5.p1	Ando_DN13138_c0_g1_i1.p1, Ando_DN13138_c0_g2_i1.p1
OG0009373	Shad_tr48179_c1_g1_i1.p1, Shad_tr5339_c1_g1_i2.p1	Ando_DN6919_c0_g1_i2.p1
OG0009376	Shad_tr3770_c4_g1_i6.p1	Ando_DN25662_c0_g1_i1.p1, Ando_DN13214_c0_g1_i1.p1
OG0009377	Shad_tr8631_c0_g2_i1.p1	Ando_DN19538_c0_g2_i1.p1
OG0009378	Shad_tr6573_c0_g1_i3.p1	Ando_DN7681_c0_g1_i1.p1
OG0009379	Shad_tr13316_c0_g1_i2.p1	Ando_DN11963_c0_g1_i1.p1
OG0009380	Shad_tr10121_c0_g1_i20.p1	Ando_DN15515_c0_g1_i1.p1
OG0009381	Shad_tr18154_c0_g1_i3.p1	Ando_DN17053_c0_g1_i1.p1, Ando_DN10693_c0_g1_i1.p1, Ando_DN17053_c0_g2_i1.p1
OG0009382	Shad_tr12820_c0_g1_i14.p1	Ando_DN9094_c0_g1_i1.p1
OG0009383	Shad_tr8897_c0_g3_i2.p1	Ando_DN2074_c0_g1_i4.p1
OG0009384	Shad_tr4076_c0_g1_i3.p1	Ando_DN9267_c0_g1_i1.p1
OG0009384	Shad_tr4076_c0_g2_i1.p1	Ando_DN4910_c0_g2_i17.p1, Ando_DN885_c2_g1_i1.p1
OG0009386	Shad_tr7539_c0_g1_i2.p1	Ando_DN5321_c0_g1_i1.p1
OG0009387	Shad_tr3565_c0_g1_i1.p1	Ando_DN2885_c1_g1_i2.p1
OG0009388	Shad_tr4257_c9_g1_i2.p1	Ando_DN7806_c0_g2_i1.p1
OG0009388	Shad_tr11831_c0_g1_i8.p1	Ando_DN7806_c0_g1_i1.p1
OG0009390	Shad_tr24618_c2_g1_i1.p1	Ando_DN15727_c0_g1_i1.p1
OG0009391	Shad_tr696_c2_g1_i3.p1	Ando_DN5444_c0_g1_i1.p1
OG0009392	Shad_tr10759_c0_g1_i3.p1	Ando_DN15369_c0_g2_i1.p1, Ando_DN15369_c0_g1_i1.p1
OG0009393	Shad_tr47609_c0_g1_i1.p1, Shad_tr36595_c0_g2_i1.p1	Ando_DN20025_c0_g2_i1.p1, Ando_DN20729_c0_g2_i1.p1, Ando_DN20025_c0_g1_i1.p1
OG0009394	Shad_tr7147_c0_g1_i12.p1	Ando_DN13279_c0_g1_i1.p1
OG0009397	Shad_tr24341_c0_g1_i48.p1	Ando_DN8706_c0_g1_i1.p1
OG0009398	Shad_tr17478_c0_g1_i4.p1	Ando_DN9740_c0_g1_i1.p1
OG0009399	Shad_tr2062_c0_g1_i12.p1	Ando_DN12853_c0_g1_i1.p1
OG0009400	Shad_tr20130_c0_g1_i3.p1	Ando_DN11906_c0_g1_i4.p1
OG0009401	Shad_tr2591_c0_g1_i16.p1	Ando_DN6110_c0_g1_i4.p1
OG0009402	Shad_tr35339_c0_g2_i3.p1	Ando_DN4486_c0_g1_i3.p1
OG0009403	Shad_tr34314_c0_g2_i1.p1	Ando_DN21423_c0_g1_i1.p1
OG0009404	Shad_tr11657_c1_g1_i29.p1	Ando_DN5962_c0_g1_i1.p1
OG0009407	Shad_tr8197_c0_g2_i5.p1	Ando_DN3805_c2_g1_i1.p1
OG0009410	Shad_tr2773_c0_g1_i1.p1	Ando_DN7954_c0_g1_i5.p1
OG0009411	Shad_tr1199_c0_g2_i2.p1	Ando_DN118_c0_g1_i3.p1
OG0009412	Shad_tr188_c19_g1_i2.p1	Ando_DN26736_c0_g1_i1.p1
OG0009412	Shad_tr12589_c0_g1_i1.p1	Ando_DN18002_c0_g1_i1.p1
OG0009413	Shad_tr32922_c0_g1_i3.p1	Ando_DN18073_c0_g1_i1.p1
OG0009414	Shad_tr8319_c0_g1_i1.p1	Ando_DN13273_c0_g1_i1.p1, Ando_DN22596_c0_g1_i1.p1
OG0009417	Shad_tr33688_c0_g1_i1.p1	Ando_DN14907_c0_g1_i1.p1
OG0009418	Shad_tr10312_c0_g1_i22.p1	Ando_DN16763_c0_g2_i1.p1, Ando_DN16763_c0_g1_i1.p1
OG0009419	Shad_tr84799_c0_g1_i1.p1, Shad_tr76019_c0_g1_i1.p1, Shad_tr22224_c4_g1_i1.p1, Shad_tr89263_c0_g1_i1.p1	Ando_DN183_c0_g1_i5.p1
OG0009421	Shad_tr19527_c0_g1_i3.p1	Ando_DN7196_c0_g1_i1.p1
OG0009422	Shad_tr11809_c0_g1_i2.p1	Ando_DN14686_c0_g3_i1.p1
OG0009425	Shad_tr2825_c2_g1_i2.p1	Ando_DN26176_c0_g1_i1.p1
OG0009426	Shad_tr15192_c0_g1_i2.p1	Ando_DN13080_c0_g1_i1.p1
OG0009427	Shad_tr14660_c0_g1_i5.p1	Ando_DN18081_c0_g1_i1.p1
OG0009428	Shad_tr3650_c0_g1_i2.p1	Ando_DN11308_c0_g1_i4.p1
OG0009430	Shad_tr10754_c1_g1_i7.p1	Ando_DN19867_c0_g3_i1.p1
OG0009431	Shad_tr15262_c0_g1_i1.p1	Ando_DN18419_c0_g1_i1.p1, Ando_DN18419_c0_g2_i1.p1
OG0009432	Shad_tr23145_c0_g1_i20.p1	Ando_DN11829_c0_g2_i1.p1, Ando_DN11829_c0_g1_i1.p1
OG0009434	Shad_tr30764_c2_g1_i2.p1	Ando_DN8736_c0_g2_i1.p1, Ando_DN20505_c0_g1_i1.p1, Ando_DN8736_c0_g1_i1.p1
OG0009435	Shad_tr24677_c0_g1_i1.p1	Ando_DN8068_c0_g4_i1.p1
OG0009436	Shad_tr14945_c0_g1_i11.p1	Ando_DN25779_c0_g1_i1.p1
OG0009437	Shad_tr21769_c0_g1_i1.p1	Ando_DN18643_c0_g1_i1.p1
OG0009438	Shad_tr691_c1_g2_i1.p1	Ando_DN143_c0_g1_i4.p1
OG0009440	Shad_tr2114_c0_g1_i3.p1	Ando_DN3176_c0_g1_i3.p1
OG0009441	Shad_tr23336_c0_g1_i1.p1	Ando_DN26123_c0_g1_i1.p1
OG0009442	Shad_tr13062_c0_g1_i19.p1	Ando_DN11493_c0_g1_i1.p1
OG0009445	Shad_tr9936_c1_g2_i3.p1	Ando_DN16096_c0_g2_i1.p1, Ando_DN16096_c0_g1_i1.p1
