Orthogroup	Stichodactyla_haddoni_longest_pep	Stichidactyla_gigantea_longest_pep
OG0017180	Shad_tr10472_c0_g1_i1.p1	Sgig_tr70390_c0_g1_i1.p1
OG0017181	Shad_tr24289_c1_g1_i1.p1	Sgig_tr17154_c0_g1_i2.p1
OG0017182	Shad_tr14401_c0_g1_i2.p1, Shad_tr38982_c2_g1_i1.p1	Sgig_tr32788_c0_g1_i1.p1
OG0017185	Shad_tr3319_c2_g1_i1.p1	Sgig_tr42010_c2_g2_i1.p1
OG0017187	Shad_tr21266_c0_g2_i3.p1, Shad_tr8032_c1_g1_i3.p1	Sgig_tr81828_c0_g1_i2.p1
OG0017188	Shad_tr57361_c0_g1_i1.p1	Sgig_tr56061_c0_g2_i1.p1
OG0017192	Shad_tr32780_c0_g1_i1.p1	Sgig_tr77612_c0_g1_i1.p1
OG0017194	Shad_tr34584_c0_g2_i2.p1	Sgig_tr75719_c0_g1_i1.p1
OG0017196	Shad_tr5494_c0_g1_i4.p1	Sgig_tr9273_c0_g1_i2.p1
OG0017198	Shad_tr11492_c0_g1_i1.p1	Sgig_tr15591_c0_g1_i2.p1
OG0017201	Shad_tr24642_c1_g4_i1.p1, Shad_tr24642_c1_g1_i1.p1	Sgig_tr22175_c0_g1_i2.p1
OG0017203	Shad_tr10086_c1_g1_i4.p1	Sgig_tr31310_c0_g1_i2.p1
OG0017204	Shad_tr57633_c0_g1_i2.p1	Sgig_tr91910_c0_g1_i1.p1
OG0017207	Shad_tr93290_c0_g1_i1.p1	Sgig_tr52209_c0_g1_i2.p1, Sgig_tr89284_c0_g1_i2.p1
OG0017209	Shad_tr13091_c1_g3_i1.p1	Sgig_tr29350_c2_g1_i1.p1
OG0017211	Shad_tr72949_c0_g1_i1.p1	Sgig_tr95594_c0_g1_i1.p1
OG0017214	Shad_tr6335_c0_g1_i1.p1	Sgig_tr37594_c0_g2_i2.p1
OG0017217	Shad_tr19109_c8_g1_i1.p1	Sgig_tr42523_c0_g1_i1.p1
OG0017219	Shad_tr111031_c0_g1_i1.p1	Sgig_tr79208_c0_g1_i1.p1
OG0017272	Shad_tr23704_c0_g1_i2.p1	Sgig_tr707_c1_g2_i3.p1
OG0017272	Shad_tr18441_c0_g2_i2.p1	Sgig_tr15775_c0_g1_i2.p1, Sgig_tr17977_c0_g1_i1.p2
OG0017276	Shad_tr104707_c0_g1_i1.p1, Shad_tr111213_c0_g1_i1.p1	Sgig_tr14086_c0_g1_i1.p1
OG0017289	Shad_tr47212_c0_g1_i1.p1	Sgig_tr1254_c0_g1_i25.p1
OG0017293	Shad_tr85957_c0_g1_i1.p1, Shad_tr74027_c0_g1_i1.p1	Sgig_tr130_c13_g1_i2.p1
OG0017299	Shad_tr32988_c0_g1_i1.p1	Sgig_tr30891_c0_g1_i1.p1
OG0017304	Shad_tr106640_c0_g1_i1.p1, Shad_tr69243_c0_g1_i1.p1	Sgig_tr103920_c0_g1_i1.p1
OG0017305	Shad_tr4709_c0_g2_i1.p1	Sgig_tr39106_c0_g2_i1.p1
OG0017310	Shad_tr104390_c0_g1_i1.p1	Sgig_tr58668_c0_g1_i1.p1
OG0017316	Shad_tr105197_c0_g1_i1.p1	Sgig_tr76619_c0_g1_i1.p1
OG0017317	Shad_tr99286_c0_g1_i1.p1	Sgig_tr67545_c0_g1_i1.p1
OG0017331	Shad_tr9526_c3_g1_i1.p1	Sgig_tr9695_c0_g1_i3.p1
OG0017337	Shad_tr22790_c0_g1_i4.p1	Sgig_tr49245_c0_g1_i1.p1
OG0017346	Shad_tr104747_c0_g1_i1.p1	Sgig_tr7412_c0_g1_i8.p1
OG0017347	Shad_tr63725_c0_g1_i1.p1	Sgig_tr86272_c0_g1_i1.p1
OG0017348	Shad_tr9794_c2_g1_i1.p1	Sgig_tr34444_c1_g1_i1.p1
OG0017352	Shad_tr3399_c1_g1_i2.p1	Sgig_tr24943_c1_g1_i2.p1
OG0017360	Shad_tr38212_c0_g1_i1.p1	Sgig_tr27943_c0_g1_i1.p1
OG0017363	Shad_tr9334_c1_g1_i2.p1	Sgig_tr25852_c0_g1_i1.p1
OG0017367	Shad_tr20960_c0_g1_i6.p1	Sgig_tr63851_c0_g1_i1.p1
OG0017368	Shad_tr75491_c0_g1_i1.p1, Shad_tr40467_c0_g1_i1.p1	Sgig_tr24745_c0_g2_i2.p1, Sgig_tr50251_c0_g1_i1.p1
OG0017369	Shad_tr91270_c0_g1_i1.p1	Sgig_tr99153_c0_g1_i1.p1
OG0017370	Shad_tr24769_c0_g3_i1.p1	Sgig_tr33551_c0_g2_i1.p1
OG0017376	Shad_tr98603_c0_g1_i1.p1	Sgig_tr94198_c0_g1_i1.p1
OG0017393	Shad_tr71020_c0_g1_i1.p1	Sgig_tr33812_c0_g1_i1.p1
OG0017414	Shad_tr37194_c0_g1_i2.p1	Sgig_tr25148_c2_g1_i1.p1, Sgig_tr48730_c0_g2_i1.p1, Sgig_tr48730_c0_g1_i1.p1
OG0017416	Shad_tr28213_c0_g1_i1.p1	Sgig_tr20629_c0_g1_i2.p1, Sgig_tr71115_c0_g1_i1.p1, Sgig_tr74129_c0_g1_i1.p1
OG0017425	Shad_tr45533_c0_g1_i1.p1	Sgig_tr44137_c0_g1_i1.p1
OG0017426	Shad_tr7569_c1_g2_i8.p1, Shad_tr7569_c1_g3_i4.p1, Shad_tr3868_c1_g2_i1.p1	Sgig_tr57882_c0_g4_i1.p1
OG0017440	Shad_tr80433_c0_g1_i1.p1, Shad_tr71127_c0_g1_i1.p1	Sgig_tr22798_c1_g1_i2.p1
OG0017441	Shad_tr19749_c0_g1_i16.p1	Sgig_tr54920_c0_g2_i4.p1, Sgig_tr1908_c1_g2_i14.p1
OG0017443	Shad_tr65712_c0_g1_i2.p1	Sgig_tr79464_c0_g1_i1.p1
OG0017454	Shad_tr29531_c0_g1_i1.p1	Sgig_tr61665_c0_g1_i1.p1
OG0017455	Shad_tr73028_c0_g1_i1.p1	Sgig_tr52091_c0_g1_i1.p1
OG0017458	Shad_tr95713_c0_g1_i1.p1	Sgig_tr37253_c0_g1_i1.p1
OG0017473	Shad_tr44503_c0_g2_i1.p1	Sgig_tr36641_c0_g1_i1.p1
OG0017480	Shad_tr40889_c0_g1_i1.p1	Sgig_tr29298_c1_g2_i2.p1
OG0017487	Shad_tr114255_c0_g1_i1.p1	Sgig_tr104155_c0_g1_i1.p1
OG0017491	Shad_tr6737_c0_g1_i1.p1	Sgig_tr13157_c1_g2_i1.p1, Sgig_tr13157_c1_g1_i2.p1
OG0017493	Shad_tr17151_c1_g2_i2.p1	Sgig_tr11098_c0_g1_i7.p1
OG0017496	Shad_tr77940_c0_g1_i1.p1	Sgig_tr22323_c1_g1_i1.p1
OG0017514	Shad_tr22063_c0_g1_i1.p1, Shad_tr104356_c0_g1_i1.p1	Sgig_tr58662_c0_g1_i1.p1
OG0017522	Shad_tr2331_c2_g1_i2.p1	Sgig_tr79317_c0_g1_i1.p1
OG0017531	Shad_tr3892_c2_g1_i8.p1	Sgig_tr9573_c0_g1_i15.p1
OG0017544	Shad_tr1157_c5_g2_i1.p1	Sgig_tr45603_c2_g1_i1.p1
OG0017553	Shad_tr74155_c0_g1_i1.p1	Sgig_tr22772_c0_g1_i2.p1
OG0017554	Shad_tr5666_c4_g1_i1.p1	Sgig_tr9466_c0_g7_i1.p1
OG0017558	Shad_tr32952_c1_g1_i1.p1	Sgig_tr20188_c0_g1_i1.p1
OG0017571	Shad_tr10991_c0_g1_i12.p1	Sgig_tr79724_c0_g1_i1.p1
OG0017700	Shad_tr31295_c1_g1_i1.p1	Sgig_tr20894_c2_g1_i1.p1
OG0017700	Shad_tr56026_c0_g1_i1.p1	Sgig_tr17022_c0_g1_i1.p1
OG0017710	Shad_tr27776_c1_g1_i1.p1	Sgig_tr104642_c0_g1_i1.p1
OG0017721	Shad_tr773_c0_g1_i1.p1	Sgig_tr28802_c2_g1_i1.p1
OG0017735	Shad_tr4916_c0_g1_i2.p1	Sgig_tr14240_c1_g1_i2.p1
OG0017747	Shad_tr38440_c0_g1_i1.p1	Sgig_tr95860_c0_g1_i1.p1
OG0017771	Shad_tr93786_c0_g1_i1.p1	Sgig_tr46956_c0_g1_i1.p1
OG0017771	Shad_tr72590_c0_g1_i1.p1	Sgig_tr46956_c0_g2_i1.p1
OG0017779	Shad_tr10540_c0_g1_i2.p1	Sgig_tr4006_c0_g1_i4.p1
OG0017781	Shad_tr50493_c0_g2_i1.p1	Sgig_tr56548_c0_g1_i1.p1
OG0017782	Shad_tr5291_c0_g2_i13.p1	Sgig_tr25384_c0_g1_i19.p1
OG0017784	Shad_tr7338_c0_g1_i1.p1	Sgig_tr12542_c0_g1_i2.p1
OG0017801	Shad_tr24037_c0_g2_i2.p2	Sgig_tr19500_c0_g1_i2.p2
OG0017802	Shad_tr42410_c0_g1_i2.p1	Sgig_tr51328_c0_g1_i1.p1
OG0017807	Shad_tr14689_c0_g1_i1.p1	Sgig_tr67508_c0_g1_i1.p1
OG0017813	Shad_tr16365_c0_g1_i1.p1	Sgig_tr6305_c0_g1_i1.p1
OG0017818	Shad_tr7584_c1_g1_i1.p1	Sgig_tr73195_c0_g1_i1.p1
OG0017821	Shad_tr4845_c0_g1_i3.p1	Sgig_tr51570_c0_g1_i7.p1
OG0017823	Shad_tr13017_c0_g1_i1.p1	Sgig_tr8559_c0_g1_i2.p1
OG0017824	Shad_tr93_c0_g1_i10.p1	Sgig_tr343_c0_g1_i15.p1
OG0017825	Shad_tr100515_c0_g1_i1.p1	Sgig_tr90977_c0_g1_i1.p1
OG0017829	Shad_tr95887_c0_g1_i1.p1	Sgig_tr67589_c0_g1_i1.p1
OG0017833	Shad_tr1605_c2_g1_i6.p1	Sgig_tr4889_c0_g3_i1.p1
OG0017835	Shad_tr104865_c0_g1_i1.p1	Sgig_tr43072_c0_g1_i1.p1
OG0017836	Shad_tr70299_c0_g1_i2.p1	Sgig_tr68626_c0_g1_i1.p1
OG0017837	Shad_tr418_c2_g1_i3.p1	Sgig_tr12875_c0_g4_i1.p1
OG0017838	Shad_tr16963_c0_g1_i1.p1	Sgig_tr18874_c0_g1_i1.p1, Sgig_tr91189_c0_g1_i1.p1, Sgig_tr88609_c0_g1_i1.p1
OG0017839	Shad_tr68662_c0_g1_i1.p1	Sgig_tr67104_c0_g1_i1.p1
OG0017840	Shad_tr11790_c0_g4_i1.p1	Sgig_tr41306_c0_g1_i1.p1
OG0017841	Shad_tr57236_c0_g1_i1.p1	Sgig_tr91169_c0_g1_i1.p1
OG0017845	Shad_tr9386_c0_g1_i3.p1	Sgig_tr6349_c0_g1_i2.p1
OG0017847	Shad_tr8040_c0_g1_i16.p3	Sgig_tr7789_c0_g1_i11.p1
OG0017850	Shad_tr50604_c0_g1_i1.p1	Sgig_tr38920_c0_g1_i1.p1
OG0017853	Shad_tr17358_c4_g1_i1.p1	Sgig_tr33112_c0_g1_i5.p1, Sgig_tr33112_c0_g3_i1.p1
OG0017854	Shad_tr31226_c0_g1_i1.p1	Sgig_tr4850_c0_g2_i1.p1
OG0017856	Shad_tr26987_c0_g1_i24.p1	Sgig_tr12567_c0_g1_i5.p1
OG0017858	Shad_tr23547_c0_g1_i4.p1	Sgig_tr19172_c0_g1_i12.p2
OG0017859	Shad_tr21739_c0_g3_i2.p1	Sgig_tr4099_c0_g1_i13.p1
OG0017862	Shad_tr72968_c0_g1_i1.p1	Sgig_tr33344_c0_g1_i1.p1
OG0017866	Shad_tr42520_c0_g2_i2.p1	Sgig_tr46435_c0_g1_i1.p1
OG0017868	Shad_tr18014_c0_g1_i4.p1	Sgig_tr12185_c1_g2_i4.p1
OG0017871	Shad_tr77686_c0_g1_i1.p1	Sgig_tr32865_c0_g1_i1.p1
OG0017875	Shad_tr14460_c0_g1_i2.p1	Sgig_tr5403_c0_g1_i2.p1
OG0017878	Shad_tr73121_c0_g1_i2.p1	Sgig_tr17789_c0_g2_i1.p1
OG0017885	Shad_tr2421_c0_g2_i1.p1	Sgig_tr174_c0_g1_i12.p1
OG0017886	Shad_tr107561_c0_g1_i1.p1	Sgig_tr22937_c0_g1_i1.p1, Sgig_tr109099_c0_g1_i1.p1
OG0017887	Shad_tr3506_c0_g1_i1.p1	Sgig_tr2336_c0_g1_i2.p1, Sgig_tr270_c0_g1_i10.p1
OG0017888	Shad_tr56471_c0_g1_i1.p1	Sgig_tr18099_c0_g1_i2.p1
OG0017889	Shad_tr26111_c0_g1_i37.p1	Sgig_tr25135_c0_g1_i13.p1
OG0017894	Shad_tr100612_c0_g1_i1.p1	Sgig_tr107870_c0_g1_i1.p1
OG0017899	Shad_tr37892_c0_g1_i2.p1	Sgig_tr18846_c0_g1_i2.p1
OG0017902	Shad_tr100941_c0_g1_i1.p1	Sgig_tr78492_c0_g1_i1.p1
OG0017903	Shad_tr76_c0_g1_i9.p1	Sgig_tr173_c0_g1_i2.p1
OG0017904	Shad_tr94492_c0_g1_i1.p1	Sgig_tr66491_c0_g1_i1.p1
OG0017907	Shad_tr38271_c0_g1_i1.p1	Sgig_tr72449_c0_g1_i1.p1
OG0017914	Shad_tr88882_c0_g1_i1.p1	Sgig_tr35795_c0_g1_i2.p1
OG0017916	Shad_tr19766_c0_g1_i1.p1	Sgig_tr90968_c0_g1_i1.p1
OG0017917	Shad_tr94269_c0_g1_i1.p1	Sgig_tr90133_c0_g1_i1.p1
OG0017919	Shad_tr108457_c0_g1_i1.p1	Sgig_tr78418_c0_g1_i1.p1
OG0017921	Shad_tr68201_c0_g1_i1.p1	Sgig_tr90631_c0_g1_i1.p1
OG0017924	Shad_tr27802_c0_g1_i2.p2, Shad_tr17175_c1_g1_i4.p1	Sgig_tr22155_c0_g1_i1.p1
OG0017926	Shad_tr65662_c0_g1_i1.p1	Sgig_tr27622_c0_g1_i1.p1
OG0017927	Shad_tr95897_c0_g1_i1.p1	Sgig_tr56174_c0_g1_i1.p1
OG0017930	Shad_tr6985_c0_g2_i2.p1, Shad_tr30310_c0_g1_i1.p1	Sgig_tr26210_c0_g2_i1.p1, Sgig_tr15485_c1_g1_i4.p1
OG0017934	Shad_tr15455_c0_g2_i1.p1	Sgig_tr93905_c0_g1_i1.p1
OG0017935	Shad_tr3168_c8_g1_i2.p1	Sgig_tr33701_c1_g3_i1.p1
OG0017937	Shad_tr31307_c0_g1_i12.p2	Sgig_tr15111_c0_g1_i1.p1
OG0017944	Shad_tr66548_c0_g1_i1.p1	Sgig_tr10311_c1_g1_i1.p1
OG0017945	Shad_tr19912_c0_g1_i1.p1	Sgig_tr36733_c0_g1_i1.p1
OG0017948	Shad_tr4102_c0_g2_i1.p1	Sgig_tr6987_c0_g1_i1.p1
OG0017949	Shad_tr3833_c2_g1_i10.p1	Sgig_tr153_c7_g1_i2.p1
OG0017952	Shad_tr7053_c0_g1_i3.p1	Sgig_tr19530_c0_g1_i2.p1
OG0017954	Shad_tr61581_c0_g1_i1.p1	Sgig_tr84275_c0_g1_i1.p1
OG0017955	Shad_tr25058_c0_g1_i1.p1, Shad_tr25058_c0_g4_i1.p1	Sgig_tr37962_c0_g1_i1.p1
OG0017958	Shad_tr2092_c4_g2_i1.p1	Sgig_tr16733_c0_g1_i2.p1
OG0017959	Shad_tr13886_c0_g1_i1.p1	Sgig_tr20614_c0_g1_i1.p1
OG0017960	Shad_tr58109_c0_g1_i1.p1	Sgig_tr72173_c0_g1_i1.p1
OG0017968	Shad_tr3347_c1_g1_i1.p1	Sgig_tr26798_c0_g1_i2.p1
OG0017972	Shad_tr17161_c0_g2_i1.p1	Sgig_tr27944_c0_g1_i1.p1
OG0017975	Shad_tr41346_c0_g1_i1.p1	Sgig_tr100625_c0_g1_i1.p1
OG0017976	Shad_tr39397_c0_g1_i1.p1	Sgig_tr90466_c0_g1_i1.p1
OG0017977	Shad_tr48925_c2_g1_i1.p1	Sgig_tr79162_c0_g1_i1.p1
OG0017979	Shad_tr47108_c0_g1_i1.p1	Sgig_tr71578_c0_g1_i1.p1
OG0017980	Shad_tr13441_c0_g1_i1.p1	Sgig_tr36787_c0_g1_i2.p1
OG0017982	Shad_tr57918_c0_g1_i1.p1	Sgig_tr21939_c0_g1_i1.p1, Sgig_tr21939_c0_g3_i1.p1
OG0017987	Shad_tr44476_c2_g2_i1.p1	Sgig_tr25049_c0_g1_i1.p1
OG0017988	Shad_tr26494_c0_g2_i2.p1, Shad_tr26494_c0_g1_i4.p1	Sgig_tr2610_c0_g1_i11.p1
OG0017989	Shad_tr95237_c0_g1_i1.p1	Sgig_tr67089_c0_g1_i1.p1
OG0017993	Shad_tr74009_c0_g1_i1.p1	Sgig_tr69706_c0_g1_i1.p1
OG0017999	Shad_tr16754_c0_g3_i1.p1	Sgig_tr10151_c1_g1_i1.p1
OG0018002	Shad_tr30278_c0_g2_i1.p1, Shad_tr30278_c0_g1_i1.p1	Sgig_tr30959_c0_g1_i1.p1
OG0018007	Shad_tr2730_c0_g1_i1.p1	Sgig_tr6971_c0_g1_i2.p1
OG0018009	Shad_tr14571_c1_g1_i1.p1	Sgig_tr20202_c0_g1_i2.p1
OG0018012	Shad_tr5776_c1_g4_i1.p1	Sgig_tr2957_c1_g1_i2.p1
OG0018014	Shad_tr12082_c0_g1_i4.p1	Sgig_tr11283_c0_g1_i4.p1
OG0018016	Shad_tr78888_c0_g1_i1.p1	Sgig_tr98801_c0_g1_i1.p1
OG0018017	Shad_tr36286_c0_g1_i1.p1	Sgig_tr30732_c0_g1_i4.p1
OG0018023	Shad_tr1149_c0_g1_i4.p1	Sgig_tr5996_c0_g1_i4.p1
OG0018027	Shad_tr97617_c0_g1_i1.p2	Sgig_tr71567_c0_g1_i1.p1
OG0018035	Shad_tr108340_c0_g1_i1.p1	Sgig_tr78305_c0_g1_i1.p1
OG0018036	Shad_tr27124_c1_g2_i1.p1	Sgig_tr29669_c0_g1_i2.p1
OG0018037	Shad_tr17931_c0_g2_i1.p1	Sgig_tr12208_c0_g2_i1.p1
OG0018040	Shad_tr58079_c0_g1_i1.p1	Sgig_tr34176_c0_g1_i1.p1
OG0018042	Shad_tr27006_c0_g3_i1.p1	Sgig_tr76768_c0_g1_i1.p1
OG0018046	Shad_tr90388_c0_g1_i1.p1	Sgig_tr86823_c0_g1_i1.p1
OG0018047	Shad_tr50317_c0_g1_i1.p1	Sgig_tr18095_c0_g1_i3.p1
OG0018051	Shad_tr77442_c0_g1_i1.p1	Sgig_tr11443_c0_g1_i1.p1
OG0018052	Shad_tr101559_c0_g1_i1.p1	Sgig_tr8994_c0_g1_i1.p1
OG0018054	Shad_tr6880_c0_g1_i1.p1	Sgig_tr13879_c0_g1_i1.p1
OG0018063	Shad_tr17808_c0_g1_i1.p1	Sgig_tr3481_c0_g1_i3.p1
OG0018066	Shad_tr41683_c0_g1_i2.p1, Shad_tr85497_c0_g1_i1.p1	Sgig_tr53860_c0_g1_i1.p1
OG0018072	Shad_tr34741_c0_g1_i1.p1	Sgig_tr57678_c0_g1_i1.p1
OG0018076	Shad_tr35497_c0_g1_i1.p1	Sgig_tr86295_c0_g1_i1.p1
OG0018078	Shad_tr81839_c0_g1_i1.p1	Sgig_tr104980_c0_g1_i1.p1
OG0018080	Shad_tr89954_c0_g1_i1.p1	Sgig_tr86441_c0_g1_i1.p1
OG0018081	Shad_tr7281_c1_g3_i5.p1	Sgig_tr51820_c0_g1_i1.p1
OG0018082	Shad_tr77681_c0_g1_i1.p1	Sgig_tr21115_c0_g1_i3.p1
OG0018086	Shad_tr92791_c0_g1_i1.p1	Sgig_tr65088_c0_g1_i1.p1
OG0018089	Shad_tr83101_c0_g1_i1.p1	Sgig_tr105942_c0_g1_i1.p1
OG0018092	Shad_tr80042_c0_g1_i1.p1	Sgig_tr103091_c0_g1_i1.p1
OG0018095	Shad_tr5217_c0_g2_i1.p1	Sgig_tr5102_c0_g2_i1.p1
OG0018096	Shad_tr35178_c0_g1_i1.p1	Sgig_tr11583_c1_g1_i13.p1, Sgig_tr17650_c0_g1_i2.p1
OG0018097	Shad_tr105007_c0_g1_i1.p2	Sgig_tr75559_c0_g1_i1.p1
OG0018098	Shad_tr109567_c0_g1_i1.p1	Sgig_tr105107_c0_g1_i1.p2
OG0018099	Shad_tr92679_c0_g1_i1.p2	Sgig_tr64984_c0_g1_i1.p2
OG0018100	Shad_tr29250_c0_g1_i1.p1	Sgig_tr33066_c1_g1_i2.p1
OG0018102	Shad_tr12098_c0_g1_i7.p1	Sgig_tr18045_c0_g1_i2.p1
OG0018104	Shad_tr9286_c0_g1_i1.p1	Sgig_tr2711_c0_g1_i1.p1
OG0018105	Shad_tr88051_c0_g1_i1.p1, Shad_tr89711_c0_g1_i1.p1	Sgig_tr86234_c0_g1_i1.p1
OG0018129	Shad_tr34304_c0_g1_i1.p1	Sgig_tr59716_c0_g1_i1.p1
OG0018133	Shad_tr11113_c0_g3_i1.p1	Sgig_tr19926_c0_g1_i5.p1
OG0018133	Shad_tr2761_c0_g1_i1.p1	Sgig_tr73264_c0_g1_i1.p1
OG0018135	Shad_tr102163_c0_g1_i1.p1	Sgig_tr76100_c0_g1_i1.p1
OG0018138	Shad_tr40657_c0_g1_i2.p1	Sgig_tr54135_c0_g1_i1.p1, Sgig_tr75467_c0_g1_i1.p1
OG0018144	Shad_tr8988_c0_g2_i12.p1	Sgig_tr42109_c0_g1_i1.p1
OG0018145	Shad_tr22795_c0_g1_i4.p1	Sgig_tr27456_c0_g1_i6.p1
OG0018146	Shad_tr37539_c0_g1_i1.p1	Sgig_tr40232_c0_g1_i1.p1, Sgig_tr88765_c0_g1_i1.p1, Sgig_tr41184_c0_g2_i1.p1
OG0018150	Shad_tr3478_c3_g1_i2.p1	Sgig_tr39309_c1_g1_i2.p1
OG0018152	Shad_tr10339_c0_g2_i1.p1	Sgig_tr14359_c0_g1_i4.p1
OG0018155	Shad_tr66686_c0_g1_i1.p1	Sgig_tr72696_c0_g1_i1.p1
OG0018156	Shad_tr103368_c0_g1_i1.p1	Sgig_tr39178_c0_g1_i1.p1
OG0018160	Shad_tr11279_c0_g2_i2.p1	Sgig_tr30999_c0_g1_i70.p1
OG0018165	Shad_tr3316_c0_g1_i1.p1	Sgig_tr5799_c0_g1_i2.p1
OG0018169	Shad_tr35332_c0_g2_i2.p1	Sgig_tr39742_c0_g1_i1.p1
OG0018172	Shad_tr73144_c0_g1_i1.p1	Sgig_tr26168_c1_g2_i1.p1
OG0018185	Shad_tr44145_c0_g2_i3.p1	Sgig_tr28069_c0_g2_i3.p1, Sgig_tr28069_c0_g3_i1.p1
OG0018187	Shad_tr55960_c4_g1_i1.p1	Sgig_tr68687_c0_g1_i1.p1
OG0018190	Shad_tr17072_c0_g1_i40.p1	Sgig_tr11420_c0_g1_i4.p1
OG0018191	Shad_tr33937_c0_g3_i1.p1	Sgig_tr49569_c0_g1_i2.p1
OG0018194	Shad_tr35912_c0_g1_i6.p1	Sgig_tr6729_c0_g2_i11.p1
OG0018194	Shad_tr17940_c0_g1_i3.p1	Sgig_tr5231_c1_g1_i1.p1
OG0018198	Shad_tr35001_c0_g1_i1.p1	Sgig_tr19340_c0_g1_i6.p1
OG0018215	Shad_tr29268_c0_g1_i1.p1	Sgig_tr24932_c0_g1_i2.p1
OG0018217	Shad_tr100989_c0_g1_i1.p1	Sgig_tr98876_c0_g1_i1.p1, Sgig_tr109560_c0_g1_i1.p1
OG0018219	Shad_tr46406_c0_g1_i1.p1	Sgig_tr48089_c0_g3_i1.p1, Sgig_tr42793_c0_g1_i1.p1
OG0018221	Shad_tr1928_c8_g1_i2.p1	Sgig_tr93755_c0_g1_i1.p1
OG0018223	Shad_tr105417_c0_g1_i1.p1	Sgig_tr77448_c0_g1_i1.p1
OG0018230	Shad_tr68015_c0_g1_i1.p1	Sgig_tr109987_c0_g1_i1.p1, Sgig_tr33938_c0_g1_i1.p1, Sgig_tr56186_c0_g1_i1.p1
OG0018236	Shad_tr20586_c1_g1_i1.p1	Sgig_tr42300_c1_g1_i1.p1
OG0018242	Shad_tr29388_c0_g2_i1.p1, Shad_tr29388_c0_g1_i2.p1	Sgig_tr55189_c0_g1_i1.p1
OG0018244	Shad_tr26326_c0_g1_i3.p1	Sgig_tr29861_c0_g1_i1.p1
OG0018249	Shad_tr102691_c0_g1_i1.p1	Sgig_tr12217_c1_g1_i1.p1
OG0018251	Shad_tr26309_c0_g1_i1.p1	Sgig_tr57432_c0_g1_i1.p1, Sgig_tr16488_c0_g2_i2.p1
OG0018252	Shad_tr49978_c0_g1_i1.p1	Sgig_tr21846_c0_g2_i1.p1
OG0018253	Shad_tr7606_c0_g1_i7.p1	Sgig_tr806_c0_g2_i1.p1
OG0018254	Shad_tr8038_c0_g1_i1.p1	Sgig_tr56138_c0_g1_i2.p1
OG0018256	Shad_tr9776_c3_g1_i1.p1, Shad_tr60242_c0_g1_i1.p1, Shad_tr9776_c0_g3_i2.p2	Sgig_tr69250_c0_g1_i1.p1
OG0018261	Shad_tr51043_c0_g1_i1.p1	Sgig_tr6714_c0_g1_i1.p1
OG0018263	Shad_tr5964_c0_g2_i15.p1	Sgig_tr6197_c0_g1_i17.p1
OG0018265	Shad_tr36268_c0_g3_i2.p1	Sgig_tr1804_c0_g1_i4.p1
OG0018266	Shad_tr29229_c0_g1_i9.p1	Sgig_tr5042_c0_g2_i1.p1
OG0018267	Shad_tr36379_c0_g1_i4.p1	Sgig_tr59_c1_g2_i2.p1
OG0018269	Shad_tr22080_c0_g3_i2.p1, Shad_tr9380_c0_g1_i6.p1	Sgig_tr20265_c0_g1_i2.p1
OG0018271	Shad_tr28003_c0_g1_i1.p1	Sgig_tr6387_c0_g1_i9.p1
OG0018274	Shad_tr35243_c0_g1_i1.p1	Sgig_tr21976_c0_g1_i5.p1
OG0018277	Shad_tr3974_c1_g1_i1.p1	Sgig_tr49520_c0_g1_i1.p1, Sgig_tr49520_c0_g2_i1.p1, Sgig_tr67785_c0_g1_i1.p1
OG0018281	Shad_tr25443_c4_g1_i1.p1	Sgig_tr44774_c1_g1_i2.p1
OG0018282	Shad_tr36689_c0_g1_i2.p1	Sgig_tr18058_c1_g2_i1.p1
OG0018283	Shad_tr5729_c1_g1_i13.p1	Sgig_tr34263_c0_g3_i3.p1
OG0018285	Shad_tr82019_c0_g1_i1.p1	Sgig_tr105125_c0_g1_i1.p1
OG0018285	Shad_tr22431_c0_g1_i3.p1	Sgig_tr11126_c0_g1_i3.p1
OG0018286	Shad_tr16487_c0_g2_i2.p1	Sgig_tr85620_c0_g1_i1.p1
OG0018288	Shad_tr66503_c0_g1_i1.p1	Sgig_tr94523_c0_g1_i1.p1
OG0018290	Shad_tr30977_c0_g1_i3.p1	Sgig_tr104619_c0_g1_i1.p1
OG0018292	Shad_tr20119_c0_g1_i1.p1	Sgig_tr75258_c0_g1_i1.p1
OG0018293	Shad_tr73713_c0_g1_i1.p1	Sgig_tr96408_c0_g1_i1.p1
OG0018296	Shad_tr49945_c0_g1_i1.p1	Sgig_tr77770_c0_g1_i1.p1, Sgig_tr77946_c0_g1_i1.p1, Sgig_tr82540_c0_g1_i1.p1
OG0018299	Shad_tr20211_c0_g1_i1.p1	Sgig_tr95464_c0_g1_i1.p1
OG0018301	Shad_tr100901_c0_g1_i1.p1	Sgig_tr480_c4_g1_i1.p1
OG0018304	Shad_tr58370_c0_g1_i1.p1	Sgig_tr6603_c2_g1_i3.p1
OG0018307	Shad_tr26418_c0_g1_i3.p1	Sgig_tr92657_c0_g1_i1.p1
OG0018308	Shad_tr29738_c1_g1_i1.p2	Sgig_tr35169_c0_g1_i3.p2, Sgig_tr24977_c0_g1_i2.p2
OG0018310	Shad_tr72994_c0_g1_i1.p1	Sgig_tr79269_c0_g1_i1.p1
