Orthogroup	Stichodactyla_haddoni_longest_pep	Cyanea_capillata_longest_pep
OG0009093	Shad_tr25125_c0_g1_i1.p1, Shad_tr98022_c0_g1_i1.p1	Cyca_DN15742_c0_g1_i1.p1
OG0009094	Shad_tr14693_c0_g1_i2.p1	Cyca_DN24346_c0_g1_i4.p1
OG0009095	Shad_tr585_c5_g1_i1.p1	Cyca_DN1806_c0_g1_i1.p2
OG0009096	Shad_tr11507_c0_g1_i6.p1	Cyca_DN4936_c0_g1_i1.p1
OG0009099	Shad_tr8416_c0_g1_i3.p1	Cyca_DN30076_c0_g1_i1.p1
OG0009101	Shad_tr10912_c0_g2_i1.p1	Cyca_DN7279_c0_g1_i1.p1
OG0009102	Shad_tr4722_c1_g2_i2.p1	Cyca_DN3308_c0_g1_i1.p1
OG0009104	Shad_tr10605_c0_g2_i4.p1	Cyca_DN2068_c0_g1_i4.p1
OG0009105	Shad_tr56223_c0_g1_i1.p1	Cyca_DN849_c0_g1_i1.p1
OG0009106	Shad_tr23724_c0_g1_i1.p1	Cyca_DN1816_c0_g1_i1.p1
OG0009107	Shad_tr65909_c0_g1_i1.p1	Cyca_DN1677_c0_g2_i2.p1
OG0009108	Shad_tr4534_c0_g1_i11.p1	Cyca_DN30211_c0_g1_i1.p1
OG0009112	Shad_tr6314_c2_g1_i1.p1	Cyca_DN5847_c0_g1_i6.p1
OG0009113	Shad_tr22312_c0_g1_i1.p1	Cyca_DN4085_c0_g1_i1.p1
OG0009114	Shad_tr101525_c0_g1_i1.p1	Cyca_DN8107_c0_g1_i2.p1
OG0009115	Shad_tr31483_c0_g2_i1.p1	Cyca_DN12301_c0_g1_i1.p2
OG0009118	Shad_tr1433_c3_g1_i1.p1	Cyca_DN1297_c0_g1_i1.p1
OG0009119	Shad_tr19004_c0_g1_i1.p1	Cyca_DN16523_c0_g1_i1.p1
OG0009120	Shad_tr6888_c2_g1_i1.p1	Cyca_DN512_c0_g1_i1.p1
OG0009121	Shad_tr2458_c3_g1_i1.p1	Cyca_DN175_c0_g1_i1.p1
OG0009122	Shad_tr30287_c0_g3_i4.p1	Cyca_DN844_c0_g1_i3.p1
OG0009123	Shad_tr38377_c0_g1_i1.p1	Cyca_DN464_c0_g1_i1.p1
OG0009124	Shad_tr6788_c0_g2_i4.p1	Cyca_DN990_c0_g1_i1.p1
OG0009125	Shad_tr51943_c0_g1_i1.p1	Cyca_DN3050_c0_g1_i2.p1
OG0009128	Shad_tr73690_c0_g1_i1.p1	Cyca_DN2023_c0_g1_i1.p1
OG0009129	Shad_tr923_c4_g1_i2.p1	Cyca_DN4341_c0_g1_i1.p1
OG0009131	Shad_tr3710_c0_g2_i1.p1	Cyca_DN4378_c0_g1_i2.p1
OG0009133	Shad_tr19000_c0_g1_i1.p1	Cyca_DN2084_c0_g1_i2.p2
OG0009134	Shad_tr52136_c0_g1_i1.p1	Cyca_DN9071_c0_g1_i1.p1
OG0009135	Shad_tr4943_c1_g1_i1.p1	Cyca_DN365_c0_g1_i3.p1
OG0009136	Shad_tr10593_c0_g2_i4.p1	Cyca_DN2658_c0_g1_i1.p1
OG0009137	Shad_tr15518_c0_g1_i1.p1	Cyca_DN23702_c0_g2_i1.p1
OG0009139	Shad_tr26210_c2_g1_i2.p1	Cyca_DN29071_c0_g1_i1.p1
OG0009141	Shad_tr2771_c0_g1_i1.p1	Cyca_DN181_c0_g1_i4.p1
OG0009143	Shad_tr2685_c0_g1_i1.p1	Cyca_DN1628_c0_g1_i1.p1
OG0009144	Shad_tr8164_c0_g1_i1.p1	Cyca_DN457_c0_g1_i1.p1
OG0009146	Shad_tr4634_c0_g2_i1.p1	Cyca_DN27348_c0_g2_i1.p1
OG0009147	Shad_tr10282_c0_g2_i4.p1	Cyca_DN1533_c0_g1_i1.p2
OG0009148	Shad_tr6886_c0_g1_i1.p1	Cyca_DN2347_c0_g1_i2.p1
OG0009149	Shad_tr56756_c1_g1_i4.p1	Cyca_DN10754_c0_g1_i1.p1
OG0009150	Shad_tr12161_c1_g1_i1.p1	Cyca_DN4382_c0_g1_i1.p1
OG0009151	Shad_tr3607_c3_g2_i1.p1	Cyca_DN468_c0_g1_i2.p1
OG0009153	Shad_tr17379_c0_g1_i2.p1	Cyca_DN13918_c0_g3_i1.p1
OG0009154	Shad_tr18269_c0_g1_i1.p1	Cyca_DN10588_c0_g1_i1.p1
OG0009155	Shad_tr6230_c3_g1_i1.p1	Cyca_DN528_c0_g1_i1.p1
OG0009156	Shad_tr13675_c0_g2_i1.p1	Cyca_DN275_c0_g1_i2.p1
OG0009159	Shad_tr25487_c0_g2_i1.p2	Cyca_DN14767_c0_g1_i1.p2
OG0009160	Shad_tr3734_c2_g1_i2.p1	Cyca_DN11646_c0_g1_i1.p2
OG0009161	Shad_tr49578_c0_g1_i3.p1	Cyca_DN2121_c0_g1_i3.p1
OG0009162	Shad_tr2106_c0_g1_i1.p1	Cyca_DN239_c0_g1_i2.p1
OG0009165	Shad_tr997_c0_g1_i1.p1	Cyca_DN1128_c0_g1_i1.p1
OG0009166	Shad_tr8710_c0_g1_i1.p1	Cyca_DN2182_c0_g1_i4.p1
OG0009170	Shad_tr56957_c0_g1_i1.p1	Cyca_DN3650_c0_g1_i1.p1
OG0009174	Shad_tr907_c1_g1_i9.p1	Cyca_DN6621_c0_g3_i1.p1
OG0009175	Shad_tr1484_c0_g1_i19.p1	Cyca_DN7562_c0_g1_i1.p1
OG0009177	Shad_tr5847_c0_g1_i1.p1	Cyca_DN3819_c0_g1_i3.p1, Cyca_DN3819_c0_g2_i2.p1
OG0009180	Shad_tr39066_c0_g1_i7.p1	Cyca_DN2349_c0_g2_i7.p1
OG0009182	Shad_tr5573_c0_g1_i4.p1	Cyca_DN2566_c0_g1_i1.p1
OG0009185	Shad_tr2080_c0_g1_i3.p1	Cyca_DN9526_c0_g2_i3.p1
OG0009187	Shad_tr7866_c0_g1_i1.p1	Cyca_DN34200_c0_g1_i1.p1
OG0009188	Shad_tr44734_c0_g1_i3.p1	Cyca_DN32109_c0_g1_i1.p1
OG0009190	Shad_tr8923_c0_g1_i3.p1, Shad_tr41229_c1_g3_i1.p2	Cyca_DN31225_c0_g1_i5.p1
OG0009191	Shad_tr33844_c0_g1_i3.p1	Cyca_DN33373_c0_g1_i1.p1, Cyca_DN30446_c0_g1_i1.p1
OG0009192	Shad_tr8643_c0_g1_i12.p1	Cyca_DN10574_c0_g1_i4.p1
OG0009193	Shad_tr2088_c1_g1_i1.p1	Cyca_DN411_c0_g1_i1.p1
OG0009194	Shad_tr38590_c0_g2_i2.p1	Cyca_DN97_c0_g1_i5.p1
OG0009195	Shad_tr29920_c0_g1_i12.p1	Cyca_DN5515_c0_g1_i1.p1
OG0009196	Shad_tr2198_c1_g1_i1.p1	Cyca_DN882_c0_g1_i1.p1
OG0009198	Shad_tr20170_c0_g1_i4.p1	Cyca_DN1561_c0_g1_i1.p1
OG0009199	Shad_tr15601_c0_g1_i16.p1	Cyca_DN23820_c0_g1_i1.p1, Cyca_DN13949_c0_g1_i1.p1
OG0009200	Shad_tr19039_c0_g1_i2.p1	Cyca_DN1537_c0_g1_i3.p1
OG0009204	Shad_tr3308_c5_g1_i1.p1	Cyca_DN20115_c0_g1_i1.p2
OG0009205	Shad_tr52606_c1_g1_i1.p1	Cyca_DN18559_c0_g1_i1.p1
OG0009208	Shad_tr39958_c0_g1_i4.p1	Cyca_DN2349_c0_g3_i1.p1
OG0009209	Shad_tr2154_c5_g1_i2.p1	Cyca_DN7464_c0_g2_i1.p1
OG0009210	Shad_tr1614_c4_g1_i1.p1	Cyca_DN3966_c0_g1_i1.p1
OG0009211	Shad_tr12151_c1_g1_i7.p1	Cyca_DN2348_c0_g1_i1.p1
OG0009212	Shad_tr36132_c0_g1_i13.p1	Cyca_DN2563_c0_g1_i5.p1
OG0009213	Shad_tr5664_c0_g1_i19.p1	Cyca_DN14471_c0_g1_i1.p1
OG0009214	Shad_tr88014_c0_g1_i1.p1	Cyca_DN2037_c0_g1_i2.p1
OG0009215	Shad_tr40311_c0_g1_i1.p1	Cyca_DN18457_c0_g1_i1.p1
OG0009216	Shad_tr60645_c0_g1_i1.p1	Cyca_DN5109_c0_g1_i1.p1
OG0009217	Shad_tr11225_c0_g1_i1.p1	Cyca_DN2507_c0_g1_i1.p1
OG0009218	Shad_tr17060_c0_g1_i11.p1	Cyca_DN2619_c0_g1_i1.p2
OG0009220	Shad_tr7471_c1_g2_i1.p1	Cyca_DN28760_c0_g4_i3.p1
OG0009221	Shad_tr12252_c0_g1_i1.p1	Cyca_DN3649_c0_g1_i2.p1
OG0009222	Shad_tr14204_c0_g1_i1.p1	Cyca_DN2752_c0_g1_i2.p1
OG0009224	Shad_tr11694_c0_g1_i1.p1	Cyca_DN11550_c0_g1_i1.p1
OG0009226	Shad_tr11235_c0_g1_i6.p1	Cyca_DN4980_c0_g2_i1.p1
OG0009227	Shad_tr10771_c0_g2_i2.p1	Cyca_DN7097_c0_g1_i1.p1
OG0009228	Shad_tr7348_c2_g1_i2.p1	Cyca_DN3325_c0_g1_i1.p1
OG0009229	Shad_tr1935_c8_g1_i1.p1	Cyca_DN651_c0_g1_i1.p1
OG0009230	Shad_tr6139_c0_g1_i1.p1	Cyca_DN16596_c0_g1_i1.p1
OG0009231	Shad_tr1543_c6_g1_i5.p1, Shad_tr13929_c1_g1_i2.p1	Cyca_DN26666_c0_g1_i1.p1
OG0009235	Shad_tr8373_c0_g1_i3.p1	Cyca_DN3596_c0_g1_i1.p1
OG0009236	Shad_tr3370_c0_g5_i1.p1	Cyca_DN26602_c0_g1_i1.p1
OG0009237	Shad_tr7341_c0_g1_i8.p1	Cyca_DN92_c0_g1_i1.p1
OG0009238	Shad_tr12253_c0_g1_i5.p1	Cyca_DN24888_c0_g1_i2.p1
OG0009239	Shad_tr10876_c0_g1_i1.p1	Cyca_DN4898_c0_g1_i2.p2
OG0009240	Shad_tr52746_c1_g2_i2.p1	Cyca_DN8823_c0_g1_i2.p1
OG0009241	Shad_tr17402_c1_g1_i11.p1	Cyca_DN9024_c0_g1_i1.p1
OG0009242	Shad_tr33460_c1_g1_i1.p1	Cyca_DN837_c0_g1_i2.p1
OG0009243	Shad_tr7711_c0_g1_i3.p1	Cyca_DN2047_c0_g2_i1.p1
OG0009244	Shad_tr6977_c4_g1_i1.p1	Cyca_DN20784_c0_g2_i2.p1
OG0009245	Shad_tr13189_c5_g1_i4.p1	Cyca_DN8404_c0_g1_i3.p1
OG0009246	Shad_tr56496_c0_g1_i1.p1	Cyca_DN778_c0_g2_i1.p1
OG0009247	Shad_tr1928_c7_g1_i1.p1, Shad_tr33582_c0_g2_i7.p1, Shad_tr1605_c0_g1_i8.p1	Cyca_DN381_c0_g1_i2.p1
OG0009249	Shad_tr32227_c0_g2_i6.p1	Cyca_DN3560_c0_g2_i1.p1
OG0009250	Shad_tr2813_c10_g1_i1.p1	Cyca_DN655_c0_g1_i3.p1
OG0009252	Shad_tr4327_c0_g1_i1.p1	Cyca_DN2389_c0_g1_i1.p1
OG0009253	Shad_tr17602_c0_g1_i3.p1	Cyca_DN5173_c0_g1_i1.p1
OG0009255	Shad_tr2131_c0_g1_i1.p1	Cyca_DN17983_c0_g1_i1.p1
OG0009256	Shad_tr35783_c0_g1_i13.p1	Cyca_DN13628_c0_g1_i3.p1
OG0009257	Shad_tr42290_c0_g1_i1.p1	Cyca_DN32103_c0_g2_i1.p1
OG0009259	Shad_tr324_c5_g1_i2.p1	Cyca_DN2808_c0_g1_i1.p1
OG0009262	Shad_tr70115_c0_g1_i1.p1	Cyca_DN17069_c0_g1_i1.p1
OG0009263	Shad_tr1427_c1_g1_i1.p1	Cyca_DN203_c0_g1_i3.p1
OG0009264	Shad_tr45916_c0_g2_i1.p1	Cyca_DN470_c0_g1_i1.p1
OG0009265	Shad_tr20790_c0_g3_i3.p1	Cyca_DN11831_c0_g1_i1.p1
OG0009266	Shad_tr6570_c0_g1_i1.p1	Cyca_DN1176_c0_g1_i2.p2
OG0009268	Shad_tr9736_c0_g1_i1.p1	Cyca_DN2191_c0_g1_i4.p2
OG0009269	Shad_tr52635_c0_g1_i1.p1	Cyca_DN32356_c0_g1_i1.p1
OG0009270	Shad_tr11378_c0_g1_i3.p1	Cyca_DN728_c0_g1_i3.p1
OG0009271	Shad_tr63524_c0_g1_i1.p1	Cyca_DN8780_c0_g1_i1.p1
OG0009272	Shad_tr62936_c0_g1_i1.p1	Cyca_DN5101_c0_g1_i2.p1
OG0009274	Shad_tr5950_c0_g2_i1.p1	Cyca_DN8218_c0_g1_i1.p1
OG0009275	Shad_tr40529_c0_g2_i11.p1	Cyca_DN6453_c0_g1_i1.p1
OG0009276	Shad_tr63473_c0_g1_i1.p1	Cyca_DN19559_c0_g1_i1.p1
OG0009279	Shad_tr40111_c0_g2_i2.p1	Cyca_DN2438_c0_g1_i3.p1
OG0009281	Shad_tr57294_c0_g1_i1.p1	Cyca_DN10564_c0_g1_i1.p1, Cyca_DN34150_c0_g1_i1.p1
OG0009282	Shad_tr16102_c1_g1_i2.p1	Cyca_DN11085_c0_g1_i1.p1
OG0009283	Shad_tr18629_c0_g1_i1.p1	Cyca_DN2365_c0_g1_i1.p1
OG0009286	Shad_tr59825_c0_g1_i2.p1	Cyca_DN93_c0_g1_i3.p2
OG0009287	Shad_tr13901_c1_g2_i5.p1	Cyca_DN4716_c0_g4_i3.p1, Cyca_DN7862_c0_g1_i1.p1, Cyca_DN33839_c0_g1_i1.p1, Cyca_DN33200_c0_g1_i1.p1
OG0009288	Shad_tr29651_c0_g2_i1.p1	Cyca_DN2975_c0_g1_i1.p1
OG0009291	Shad_tr18200_c1_g1_i4.p1	Cyca_DN26745_c0_g1_i1.p1
OG0009293	Shad_tr21034_c0_g3_i2.p1	Cyca_DN7970_c0_g1_i1.p1
OG0009294	Shad_tr15195_c0_g1_i2.p1	Cyca_DN18739_c0_g1_i1.p1, Cyca_DN18739_c0_g3_i1.p1, Cyca_DN18739_c0_g2_i3.p1
OG0009347	Shad_tr7688_c1_g1_i24.p1	Cyca_DN31653_c0_g1_i1.p1, Cyca_DN7838_c0_g1_i1.p1
OG0009420	Shad_tr5115_c0_g1_i7.p1	Cyca_DN4907_c0_g3_i1.p1
OG0009436	Shad_tr14945_c0_g1_i11.p1	Cyca_DN7060_c0_g1_i2.p1
OG0009437	Shad_tr21769_c0_g1_i1.p1	Cyca_DN26630_c0_g1_i1.p1
OG0009439	Shad_tr14991_c0_g1_i1.p1	Cyca_DN24061_c0_g1_i2.p1
OG0009451	Shad_tr1882_c0_g1_i34.p1	Cyca_DN2521_c0_g1_i1.p1
OG0009454	Shad_tr2395_c0_g1_i6.p1	Cyca_DN8722_c0_g2_i2.p1
OG0009460	Shad_tr1748_c6_g1_i1.p1	Cyca_DN5293_c0_g1_i1.p1
OG0009465	Shad_tr9936_c1_g1_i1.p1	Cyca_DN913_c0_g1_i4.p1
OG0009467	Shad_tr30764_c0_g1_i3.p1	Cyca_DN1457_c1_g1_i4.p1
OG0009471	Shad_tr30375_c0_g1_i7.p1	Cyca_DN9628_c0_g1_i2.p1
OG0009476	Shad_tr16211_c0_g3_i4.p1	Cyca_DN34148_c0_g1_i1.p1
OG0009485	Shad_tr7600_c0_g2_i3.p1	Cyca_DN8232_c0_g1_i1.p1
OG0009487	Shad_tr69233_c0_g1_i1.p1, Shad_tr29118_c4_g1_i1.p1	Cyca_DN12410_c0_g1_i1.p1
OG0009493	Shad_tr6364_c0_g1_i17.p1	Cyca_DN11833_c0_g1_i1.p1
OG0009494	Shad_tr41918_c2_g1_i2.p1	Cyca_DN8254_c0_g1_i1.p1
OG0009507	Shad_tr21587_c1_g1_i7.p1	Cyca_DN1368_c0_g1_i17.p1
OG0009508	Shad_tr5237_c2_g1_i2.p1	Cyca_DN8456_c0_g1_i1.p1
OG0009510	Shad_tr11044_c0_g1_i4.p1	Cyca_DN18586_c0_g1_i1.p1
OG0009511	Shad_tr2331_c1_g2_i1.p1	Cyca_DN2467_c0_g1_i2.p1
OG0009512	Shad_tr26392_c0_g1_i1.p1	Cyca_DN33529_c0_g1_i1.p1
OG0009517	Shad_tr22544_c0_g1_i1.p1	Cyca_DN15248_c0_g1_i1.p1
OG0009526	Shad_tr443_c4_g1_i1.p1	Cyca_DN4295_c0_g1_i12.p1
OG0009532	Shad_tr28359_c0_g1_i13.p1	Cyca_DN14809_c0_g2_i1.p1, Cyca_DN14809_c0_g1_i3.p2, Cyca_DN16788_c0_g3_i1.p1
OG0009540	Shad_tr1681_c0_g2_i1.p1	Cyca_DN4340_c0_g1_i3.p1
OG0009544	Shad_tr100983_c0_g1_i1.p1	Cyca_DN53_c0_g1_i1.p1
OG0009550	Shad_tr9473_c0_g1_i1.p1	Cyca_DN5359_c0_g2_i1.p1
OG0009552	Shad_tr15077_c0_g1_i2.p1	Cyca_DN23951_c0_g2_i1.p1, Cyca_DN23951_c0_g1_i1.p1
OG0009557	Shad_tr19040_c2_g1_i3.p1	Cyca_DN9795_c0_g1_i1.p1
OG0009559	Shad_tr31516_c1_g1_i1.p1	Cyca_DN31554_c0_g1_i3.p1
OG0009563	Shad_tr17853_c0_g1_i5.p1	Cyca_DN13941_c0_g2_i1.p1
OG0009565	Shad_tr38464_c1_g3_i1.p1	Cyca_DN34076_c0_g1_i1.p1
OG0009566	Shad_tr2118_c1_g2_i2.p1	Cyca_DN18741_c0_g1_i1.p1
OG0009569	Shad_tr34178_c0_g1_i2.p1	Cyca_DN12072_c0_g1_i1.p1, Cyca_DN12072_c0_g2_i1.p1
OG0009570	Shad_tr7893_c0_g1_i1.p1	Cyca_DN18666_c0_g2_i1.p1
OG0009574	Shad_tr20287_c1_g1_i6.p1	Cyca_DN8938_c0_g1_i2.p1
OG0009579	Shad_tr8191_c0_g1_i1.p1	Cyca_DN1321_c0_g1_i3.p1
OG0009582	Shad_tr11219_c0_g1_i4.p1	Cyca_DN611_c0_g1_i2.p2
OG0009588	Shad_tr13736_c0_g2_i1.p1	Cyca_DN25141_c0_g1_i1.p1
OG0009592	Shad_tr14437_c0_g1_i1.p1	Cyca_DN2203_c0_g1_i11.p1
OG0009593	Shad_tr5843_c0_g1_i3.p1	Cyca_DN5636_c0_g1_i1.p1
OG0009594	Shad_tr8106_c0_g1_i3.p1	Cyca_DN4034_c0_g1_i11.p1
OG0009601	Shad_tr9806_c1_g1_i10.p1	Cyca_DN9804_c0_g1_i1.p1
OG0009602	Shad_tr33467_c0_g1_i2.p1	Cyca_DN1863_c0_g1_i1.p1
OG0009606	Shad_tr67478_c0_g1_i1.p1, Shad_tr21660_c0_g2_i1.p1	Cyca_DN7475_c0_g1_i1.p1
OG0009610	Shad_tr13617_c0_g1_i1.p1	Cyca_DN12940_c0_g1_i1.p1
OG0009611	Shad_tr9730_c0_g1_i10.p1	Cyca_DN1606_c0_g1_i1.p1
OG0009612	Shad_tr7181_c0_g1_i2.p1	Cyca_DN13574_c0_g1_i1.p1
OG0009614	Shad_tr19895_c0_g1_i3.p1	Cyca_DN22595_c0_g2_i2.p1
OG0009616	Shad_tr17164_c0_g1_i5.p1	Cyca_DN1467_c0_g1_i2.p1
OG0009618	Shad_tr31330_c0_g1_i25.p1	Cyca_DN105_c0_g1_i3.p1
OG0009620	Shad_tr18259_c1_g1_i2.p1	Cyca_DN146_c0_g2_i2.p1
OG0009622	Shad_tr7051_c0_g2_i1.p1	Cyca_DN8175_c0_g1_i1.p1
OG0009625	Shad_tr17447_c0_g1_i1.p1	Cyca_DN1798_c0_g1_i10.p1
OG0009626	Shad_tr19164_c0_g1_i10.p1	Cyca_DN14347_c0_g1_i3.p1
OG0009628	Shad_tr5615_c3_g1_i2.p1	Cyca_DN17264_c0_g1_i1.p1
OG0009630	Shad_tr58641_c0_g1_i1.p1	Cyca_DN16458_c0_g1_i1.p1
OG0009631	Shad_tr17409_c2_g1_i1.p1	Cyca_DN6482_c0_g1_i1.p1
OG0009633	Shad_tr8467_c0_g1_i1.p1	Cyca_DN11805_c0_g1_i1.p1, Cyca_DN8560_c0_g1_i1.p1
OG0009635	Shad_tr13169_c2_g2_i2.p1	Cyca_DN18413_c0_g1_i2.p1
OG0009636	Shad_tr13752_c0_g1_i2.p1	Cyca_DN2955_c0_g1_i1.p1
OG0009640	Shad_tr21578_c0_g1_i13.p1	Cyca_DN4872_c0_g1_i2.p1
OG0009643	Shad_tr289_c0_g4_i1.p1	Cyca_DN2351_c0_g1_i1.p1
OG0009645	Shad_tr37273_c0_g1_i2.p1	Cyca_DN100_c0_g1_i2.p1
OG0009646	Shad_tr50267_c0_g1_i1.p1	Cyca_DN10246_c0_g3_i1.p1
OG0009648	Shad_tr24017_c1_g1_i2.p1	Cyca_DN4344_c0_g1_i2.p1
OG0009649	Shad_tr18777_c0_g1_i1.p1	Cyca_DN13883_c0_g1_i1.p1, Cyca_DN13883_c0_g3_i2.p1
OG0009651	Shad_tr8353_c1_g1_i1.p1	Cyca_DN5345_c0_g1_i1.p1
OG0009653	Shad_tr38390_c0_g1_i8.p1	Cyca_DN13781_c0_g2_i1.p1
OG0009656	Shad_tr13210_c1_g1_i1.p1	Cyca_DN23304_c0_g1_i1.p1
OG0009660	Shad_tr24164_c0_g1_i3.p1	Cyca_DN1616_c0_g2_i1.p1
OG0009661	Shad_tr4566_c2_g1_i1.p1	Cyca_DN5455_c0_g1_i1.p1
OG0009665	Shad_tr26756_c0_g1_i3.p1	Cyca_DN1431_c0_g1_i3.p1
OG0009668	Shad_tr3942_c0_g2_i6.p1	Cyca_DN1870_c0_g1_i4.p1
OG0009669	Shad_tr12735_c0_g1_i4.p1	Cyca_DN31742_c0_g1_i1.p1
OG0009671	Shad_tr22301_c1_g1_i4.p1	Cyca_DN172_c0_g1_i2.p2
OG0009672	Shad_tr67541_c0_g1_i1.p1	Cyca_DN32316_c0_g1_i1.p1
OG0009674	Shad_tr15964_c1_g1_i3.p1	Cyca_DN24072_c0_g1_i1.p1
OG0009675	Shad_tr26941_c0_g1_i2.p1	Cyca_DN32219_c0_g1_i4.p1
OG0009676	Shad_tr4619_c3_g1_i1.p1	Cyca_DN1908_c0_g1_i1.p1
OG0009677	Shad_tr11866_c0_g1_i2.p1	Cyca_DN3391_c0_g1_i2.p1
OG0009684	Shad_tr63362_c0_g1_i1.p1	Cyca_DN5956_c0_g1_i3.p1
OG0009685	Shad_tr6344_c0_g1_i7.p1	Cyca_DN9921_c0_g1_i3.p2
OG0009686	Shad_tr21291_c2_g1_i1.p1	Cyca_DN25291_c0_g1_i2.p1
OG0009688	Shad_tr8730_c0_g1_i2.p1	Cyca_DN19946_c0_g1_i2.p1
OG0009691	Shad_tr585_c12_g1_i10.p1	Cyca_DN553_c0_g1_i1.p1
OG0009692	Shad_tr8510_c0_g1_i2.p1	Cyca_DN12514_c0_g1_i4.p1
OG0009693	Shad_tr25799_c2_g1_i1.p1	Cyca_DN1523_c0_g1_i1.p1
OG0009694	Shad_tr22710_c0_g2_i1.p1	Cyca_DN4156_c0_g1_i2.p1
OG0009695	Shad_tr17723_c0_g1_i1.p1	Cyca_DN379_c0_g1_i2.p1
OG0009697	Shad_tr72790_c0_g1_i1.p1	Cyca_DN8962_c0_g1_i4.p1
OG0009700	Shad_tr18520_c0_g2_i7.p1	Cyca_DN2329_c0_g1_i1.p1
OG0009702	Shad_tr17979_c1_g1_i5.p1	Cyca_DN34259_c0_g1_i1.p1
OG0009705	Shad_tr13687_c0_g1_i1.p1	Cyca_DN27229_c0_g2_i1.p1
OG0009706	Shad_tr19529_c0_g1_i1.p1	Cyca_DN4589_c0_g1_i1.p1
OG0009710	Shad_tr4042_c1_g1_i1.p1	Cyca_DN4919_c0_g1_i1.p1
OG0009711	Shad_tr34735_c0_g1_i4.p1	Cyca_DN1036_c0_g1_i1.p1
OG0009720	Shad_tr24074_c0_g1_i6.p1	Cyca_DN3118_c0_g1_i1.p1
OG0009724	Shad_tr10074_c0_g1_i1.p1	Cyca_DN2319_c0_g1_i1.p1
OG0009726	Shad_tr44503_c0_g3_i1.p1, Shad_tr45643_c0_g2_i1.p1, Shad_tr44503_c0_g5_i1.p1	Cyca_DN25931_c0_g2_i1.p1
OG0009727	Shad_tr10911_c0_g1_i1.p1	Cyca_DN9433_c0_g2_i2.p1
OG0009730	Shad_tr3851_c0_g1_i1.p1	Cyca_DN4484_c0_g1_i2.p1
OG0009732	Shad_tr19869_c1_g1_i7.p1	Cyca_DN4650_c0_g1_i1.p1
OG0009734	Shad_tr8543_c0_g1_i4.p1	Cyca_DN4445_c0_g1_i2.p1
OG0009735	Shad_tr34113_c1_g1_i3.p1	Cyca_DN674_c0_g1_i1.p1
OG0009737	Shad_tr16761_c0_g1_i1.p1	Cyca_DN16925_c0_g1_i2.p1
OG0009740	Shad_tr21218_c0_g1_i3.p1	Cyca_DN24685_c0_g1_i1.p1
OG0009741	Shad_tr22614_c1_g2_i1.p1	Cyca_DN1125_c0_g1_i1.p1
OG0009743	Shad_tr9339_c1_g2_i2.p1	Cyca_DN3168_c0_g1_i1.p1
OG0009744	Shad_tr67648_c0_g1_i1.p1	Cyca_DN30471_c0_g1_i1.p1
OG0009745	Shad_tr418_c3_g1_i2.p1	Cyca_DN27796_c0_g1_i6.p1
OG0009746	Shad_tr13871_c0_g1_i1.p1	Cyca_DN12081_c0_g1_i2.p1
OG0009747	Shad_tr4351_c1_g2_i1.p1	Cyca_DN3654_c0_g1_i1.p1
OG0009748	Shad_tr3727_c0_g1_i1.p1	Cyca_DN4330_c0_g1_i2.p1
OG0009749	Shad_tr3620_c0_g1_i6.p1	Cyca_DN17641_c0_g1_i1.p1
OG0009751	Shad_tr36652_c0_g1_i1.p1	Cyca_DN7572_c0_g1_i1.p1
OG0009752	Shad_tr13950_c1_g1_i1.p1	Cyca_DN9747_c0_g1_i1.p1
OG0009755	Shad_tr30433_c0_g1_i15.p1	Cyca_DN34088_c0_g1_i1.p1
OG0009756	Shad_tr12684_c0_g1_i17.p1	Cyca_DN4575_c0_g1_i1.p1
OG0009758	Shad_tr4301_c0_g2_i4.p1	Cyca_DN6840_c0_g1_i1.p1, Cyca_DN6840_c0_g2_i1.p1
OG0009760	Shad_tr6735_c1_g1_i3.p1	Cyca_DN30941_c0_g1_i1.p1
OG0009761	Shad_tr38808_c0_g1_i1.p1	Cyca_DN2127_c0_g1_i5.p1
OG0009762	Shad_tr9543_c0_g1_i2.p1	Cyca_DN1503_c0_g1_i2.p1
OG0009763	Shad_tr3866_c0_g3_i3.p1	Cyca_DN358_c0_g1_i1.p1
OG0009765	Shad_tr15373_c0_g1_i2.p1	Cyca_DN12596_c0_g1_i1.p1
OG0009766	Shad_tr24408_c0_g1_i1.p1	Cyca_DN8476_c0_g2_i1.p1
OG0009767	Shad_tr59381_c0_g2_i1.p1	Cyca_DN12_c0_g1_i2.p1
OG0009768	Shad_tr3886_c0_g1_i1.p1	Cyca_DN2252_c0_g1_i2.p1
OG0009769	Shad_tr7011_c0_g1_i1.p1	Cyca_DN3467_c0_g1_i1.p1
OG0009770	Shad_tr26558_c0_g1_i1.p1	Cyca_DN2597_c0_g2_i2.p1
OG0009771	Shad_tr5845_c0_g1_i1.p1	Cyca_DN2721_c0_g1_i1.p2
OG0009772	Shad_tr13273_c0_g2_i2.p1	Cyca_DN78_c0_g1_i3.p1
OG0009775	Shad_tr11773_c0_g2_i11.p1	Cyca_DN8704_c0_g1_i1.p1
OG0009779	Shad_tr12655_c0_g1_i2.p1	Cyca_DN2456_c0_g1_i1.p1
OG0009780	Shad_tr17433_c0_g1_i3.p1	Cyca_DN2623_c0_g1_i1.p1
