Orthogroup	Stichodactyla_haddoni_longest_pep	Stichodactyla_mertensi_longest_pep
OG0014859	Shad_tr42454_c0_g1_i1.p1	Smer_tr51853_c0_g1_i1.p1
OG0014860	Shad_tr33283_c0_g1_i4.p1	Smer_tr29469_c0_g1_i3.p1
OG0014861	Shad_tr53024_c0_g1_i1.p1	Smer_tr85418_c0_g1_i1.p1
OG0014861	Shad_tr46757_c1_g3_i1.p1	Smer_tr21715_c0_g1_i1.p1
OG0014863	Shad_tr41699_c0_g1_i2.p1	Smer_tr34806_c0_g1_i2.p1
OG0014865	Shad_tr36028_c0_g1_i1.p1	Smer_tr40957_c0_g1_i1.p1
OG0014868	Shad_tr103428_c0_g1_i1.p2, Shad_tr111978_c0_g1_i1.p1	Smer_tr63670_c0_g1_i1.p1
OG0014873	Shad_tr76574_c0_g1_i1.p1	Smer_tr87695_c0_g1_i1.p1
OG0014881	Shad_tr936_c0_g2_i12.p1	Smer_tr10008_c0_g1_i8.p1
OG0014884	Shad_tr17411_c1_g2_i3.p1	Smer_tr97192_c0_g1_i1.p1
OG0014886	Shad_tr2940_c1_g1_i1.p1	Smer_tr25037_c0_g1_i3.p1
OG0014890	Shad_tr11946_c0_g1_i2.p1	Smer_tr8893_c1_g2_i1.p1
OG0014891	Shad_tr21264_c0_g1_i2.p1	Smer_tr32584_c0_g2_i3.p1
OG0014896	Shad_tr36358_c0_g1_i2.p1	Smer_tr55986_c0_g1_i1.p1
OG0014899	Shad_tr57669_c0_g1_i1.p1	Smer_tr39662_c0_g1_i1.p1
OG0014901	Shad_tr28985_c1_g1_i1.p1	Smer_tr92146_c0_g1_i1.p1
OG0014902	Shad_tr58878_c0_g2_i1.p1	Smer_tr98047_c0_g1_i1.p1
OG0014903	Shad_tr53844_c0_g1_i1.p1	Smer_tr29644_c0_g1_i1.p1
OG0014906	Shad_tr38823_c0_g1_i2.p1	Smer_tr21322_c0_g1_i6.p1
OG0014907	Shad_tr77576_c0_g1_i1.p1	Smer_tr11680_c0_g2_i6.p1
OG0014908	Shad_tr27172_c2_g2_i1.p1	Smer_tr15199_c1_g1_i1.p1
OG0014910	Shad_tr35068_c2_g1_i1.p1	Smer_tr7308_c1_g1_i4.p1
OG0014913	Shad_tr57489_c0_g1_i1.p1	Smer_tr42378_c0_g2_i1.p1
OG0014914	Shad_tr5739_c0_g1_i8.p1	Smer_tr4943_c0_g1_i1.p2
OG0014919	Shad_tr18611_c0_g1_i2.p1	Smer_tr33283_c0_g1_i1.p1
OG0014920	Shad_tr75609_c0_g1_i1.p1	Smer_tr25694_c0_g1_i1.p1
OG0014923	Shad_tr16039_c0_g1_i2.p1	Smer_tr18396_c0_g1_i1.p1
OG0014929	Shad_tr24227_c1_g4_i1.p1	Smer_tr17729_c0_g1_i1.p1
OG0014931	Shad_tr26913_c5_g1_i1.p1	Smer_tr88306_c0_g1_i1.p1
OG0014932	Shad_tr33068_c0_g1_i3.p1	Smer_tr24077_c1_g2_i3.p1
OG0014933	Shad_tr57631_c0_g1_i1.p1	Smer_tr24666_c0_g1_i1.p1
OG0014934	Shad_tr86235_c0_g1_i1.p1	Smer_tr37633_c4_g2_i1.p1
OG0014935	Shad_tr105536_c0_g1_i1.p1	Smer_tr67574_c0_g1_i1.p1
OG0014938	Shad_tr6734_c0_g1_i2.p1	Smer_tr3945_c0_g1_i16.p1
OG0014939	Shad_tr37381_c0_g1_i1.p1	Smer_tr90834_c0_g1_i1.p1
OG0014940	Shad_tr1564_c0_g1_i2.p1	Smer_tr8547_c0_g2_i1.p1
OG0014941	Shad_tr58388_c0_g1_i1.p1	Smer_tr81834_c0_g1_i1.p1
OG0014942	Shad_tr87313_c0_g1_i1.p1	Smer_tr85005_c0_g1_i1.p1
OG0014944	Shad_tr88602_c0_g1_i1.p1	Smer_tr93117_c0_g1_i1.p1
OG0014945	Shad_tr20601_c0_g1_i7.p1	Smer_tr24690_c1_g1_i1.p1
OG0014946	Shad_tr37118_c0_g1_i1.p1	Smer_tr27852_c0_g1_i1.p1
OG0014949	Shad_tr37528_c0_g1_i1.p1	Smer_tr6689_c0_g2_i2.p1
OG0014950	Shad_tr14631_c0_g1_i2.p1	Smer_tr35740_c0_g1_i1.p1
OG0014951	Shad_tr39679_c0_g1_i4.p1	Smer_tr23846_c1_g1_i2.p1
OG0014952	Shad_tr57584_c0_g1_i1.p1	Smer_tr42060_c0_g1_i1.p1
OG0014954	Shad_tr31423_c0_g1_i1.p1	Smer_tr38640_c0_g1_i6.p1
OG0014958	Shad_tr17891_c0_g1_i1.p1	Smer_tr38226_c3_g2_i1.p1
OG0014959	Shad_tr13699_c0_g1_i1.p1	Smer_tr80993_c0_g1_i1.p1
OG0014963	Shad_tr31077_c1_g1_i1.p1	Smer_tr24320_c2_g1_i8.p1
OG0014964	Shad_tr57324_c0_g1_i2.p1	Smer_tr14547_c1_g3_i2.p1
OG0014966	Shad_tr36347_c1_g4_i2.p1	Smer_tr91173_c0_g1_i1.p1
OG0014967	Shad_tr29404_c0_g1_i1.p1	Smer_tr35858_c0_g1_i1.p1
OG0014969	Shad_tr58298_c0_g1_i1.p1	Smer_tr95325_c0_g1_i1.p1
OG0014972	Shad_tr24816_c1_g1_i2.p1	Smer_tr76261_c0_g1_i1.p1
OG0014973	Shad_tr10760_c3_g1_i1.p1	Smer_tr25799_c1_g1_i1.p1
OG0014974	Shad_tr17841_c0_g1_i2.p1	Smer_tr44596_c0_g2_i1.p1, Smer_tr7787_c0_g1_i1.p1
OG0014981	Shad_tr100496_c0_g1_i1.p1	Smer_tr16168_c0_g1_i1.p1
OG0014982	Shad_tr94586_c0_g1_i1.p1	Smer_tr61263_c0_g1_i1.p1
OG0014984	Shad_tr9275_c0_g1_i2.p1	Smer_tr85001_c0_g1_i1.p1
OG0014986	Shad_tr49911_c4_g1_i1.p1	Smer_tr67641_c0_g1_i1.p1
OG0014987	Shad_tr99576_c0_g1_i1.p1	Smer_tr44759_c0_g1_i1.p1
OG0014988	Shad_tr16822_c0_g1_i3.p1	Smer_tr14879_c4_g1_i1.p1
OG0014989	Shad_tr82974_c0_g1_i1.p1	Smer_tr95721_c0_g1_i1.p1, Smer_tr65348_c0_g1_i1.p1
OG0014993	Shad_tr42156_c0_g1_i1.p1	Smer_tr38395_c0_g1_i1.p1
OG0014994	Shad_tr33021_c0_g2_i1.p1	Smer_tr4798_c1_g1_i1.p1
OG0014994	Shad_tr33021_c0_g1_i1.p1	Smer_tr91166_c0_g1_i1.p1
OG0015002	Shad_tr111058_c0_g1_i1.p1	Smer_tr49503_c0_g1_i1.p1
OG0015003	Shad_tr12136_c0_g1_i1.p1	Smer_tr99377_c0_g1_i1.p1
OG0015005	Shad_tr23502_c0_g1_i5.p1	Smer_tr16280_c0_g1_i2.p1
OG0015017	Shad_tr29720_c0_g1_i1.p1	Smer_tr58678_c0_g1_i1.p1
OG0015018	Shad_tr103903_c0_g1_i1.p1	Smer_tr89437_c0_g1_i1.p1
OG0015020	Shad_tr25494_c0_g1_i6.p1	Smer_tr6446_c0_g1_i1.p1
OG0015021	Shad_tr42176_c0_g1_i2.p1	Smer_tr13261_c0_g3_i4.p1
OG0015024	Shad_tr48916_c0_g1_i1.p1	Smer_tr29484_c0_g2_i1.p1
OG0015030	Shad_tr99004_c0_g1_i1.p1	Smer_tr59764_c0_g1_i1.p1
OG0015033	Shad_tr108912_c0_g1_i1.p1, Shad_tr46898_c1_g1_i1.p1	Smer_tr23852_c2_g1_i1.p1
OG0015033	Shad_tr101881_c0_g1_i1.p1	Smer_tr34067_c4_g1_i1.p1
OG0015034	Shad_tr2849_c0_g1_i4.p1	Smer_tr3240_c0_g2_i5.p1
OG0015037	Shad_tr94893_c0_g1_i1.p1	Smer_tr87007_c0_g1_i1.p1
OG0015044	Shad_tr94384_c0_g1_i1.p1	Smer_tr81172_c0_g1_i2.p1
OG0015047	Shad_tr41825_c0_g1_i1.p1	Smer_tr22910_c0_g1_i1.p1
OG0015048	Shad_tr9880_c0_g1_i3.p1	Smer_tr22578_c0_g1_i1.p1
OG0015050	Shad_tr28291_c0_g1_i2.p1	Smer_tr4729_c0_g1_i1.p1
OG0015052	Shad_tr25106_c1_g1_i9.p1	Smer_tr24747_c0_g1_i1.p1
OG0015054	Shad_tr63837_c0_g1_i1.p1	Smer_tr57464_c0_g1_i1.p1
OG0015056	Shad_tr13358_c0_g1_i2.p1	Smer_tr32458_c0_g1_i1.p1
OG0015058	Shad_tr41134_c0_g2_i1.p1	Smer_tr20237_c1_g1_i1.p1
OG0015061	Shad_tr39084_c0_g1_i1.p1	Smer_tr7049_c0_g1_i23.p1, Smer_tr68487_c0_g1_i1.p1
OG0015065	Shad_tr24538_c0_g1_i4.p1	Smer_tr4763_c0_g2_i3.p1
OG0015066	Shad_tr11551_c0_g2_i1.p1	Smer_tr669_c1_g1_i2.p1
OG0015067	Shad_tr33055_c2_g1_i1.p1	Smer_tr21612_c0_g3_i1.p1
OG0015068	Shad_tr21365_c0_g1_i1.p1	Smer_tr49556_c0_g1_i1.p1
OG0015069	Shad_tr23402_c0_g1_i3.p1	Smer_tr8417_c0_g1_i1.p1
OG0015071	Shad_tr57424_c0_g1_i1.p1	Smer_tr16837_c0_g1_i1.p1
OG0015074	Shad_tr36758_c0_g1_i2.p1, Shad_tr8037_c1_g2_i1.p1	Smer_tr46732_c0_g1_i1.p1
OG0015076	Shad_tr34011_c3_g1_i1.p1	Smer_tr57805_c0_g1_i1.p1
OG0015081	Shad_tr28636_c0_g1_i1.p1	Smer_tr82711_c0_g1_i1.p1
OG0015082	Shad_tr79064_c0_g1_i1.p1	Smer_tr35081_c0_g1_i1.p1
OG0015087	Shad_tr24856_c0_g1_i1.p1	Smer_tr53304_c0_g1_i2.p1
OG0015089	Shad_tr15408_c0_g1_i3.p1	Smer_tr13633_c0_g1_i2.p1
OG0015090	Shad_tr65247_c0_g1_i1.p1	Smer_tr4621_c0_g1_i1.p1
OG0015093	Shad_tr13636_c0_g1_i1.p1	Smer_tr82036_c0_g1_i1.p1
OG0015097	Shad_tr24119_c0_g1_i2.p1, Shad_tr6574_c0_g1_i7.p1	Smer_tr72279_c0_g1_i1.p1
OG0015097	Shad_tr10223_c0_g1_i3.p1	Smer_tr13510_c0_g1_i1.p1
OG0015099	Shad_tr861_c4_g2_i1.p1	Smer_tr1750_c8_g1_i1.p1
OG0015100	Shad_tr360_c0_g1_i1.p1	Smer_tr52159_c0_g1_i1.p1
OG0015107	Shad_tr5845_c2_g1_i12.p1, Shad_tr39100_c0_g1_i5.p1	Smer_tr22889_c0_g2_i12.p1
OG0015108	Shad_tr28990_c0_g1_i1.p1	Smer_tr53297_c0_g1_i1.p1
OG0015109	Shad_tr104558_c0_g1_i1.p1	Smer_tr43868_c0_g1_i1.p1
OG0015110	Shad_tr594_c4_g1_i1.p2	Smer_tr8312_c1_g1_i1.p1
OG0015118	Shad_tr12036_c0_g4_i4.p1	Smer_tr7514_c0_g1_i1.p1
OG0015119	Shad_tr53107_c0_g1_i2.p1	Smer_tr96956_c0_g1_i1.p1
OG0015121	Shad_tr17204_c1_g1_i4.p1	Smer_tr79745_c0_g1_i1.p1
OG0015149	Shad_tr46858_c0_g2_i1.p1	Smer_tr72788_c0_g1_i1.p1
OG0015155	Shad_tr96082_c0_g1_i1.p1	Smer_tr50301_c0_g1_i1.p1
OG0015168	Shad_tr58365_c0_g2_i1.p1	Smer_tr34352_c0_g1_i1.p1
OG0015181	Shad_tr44351_c0_g1_i1.p1	Smer_tr28789_c0_g1_i12.p1
OG0015183	Shad_tr40584_c0_g1_i2.p1	Smer_tr69435_c0_g1_i1.p1
OG0015184	Shad_tr26817_c0_g1_i1.p1	Smer_tr8321_c0_g2_i1.p1
OG0015186	Shad_tr100226_c0_g1_i1.p1	Smer_tr83593_c0_g1_i1.p1
OG0015190	Shad_tr51798_c0_g1_i1.p1	Smer_tr91079_c0_g1_i1.p1
OG0015190	Shad_tr46266_c0_g1_i1.p1	Smer_tr75984_c0_g1_i1.p1, Smer_tr93954_c0_g1_i1.p1
OG0015194	Shad_tr113142_c0_g1_i1.p1	Smer_tr31769_c0_g1_i2.p1
OG0015198	Shad_tr68557_c0_g1_i1.p1	Smer_tr40969_c0_g1_i1.p2
OG0015201	Shad_tr5236_c0_g1_i1.p1	Smer_tr29574_c0_g1_i2.p4, Smer_tr2310_c0_g2_i2.p1
OG0015203	Shad_tr3033_c0_g1_i21.p1	Smer_tr11774_c0_g1_i2.p1
OG0015204	Shad_tr43745_c0_g1_i2.p1	Smer_tr27282_c0_g3_i1.p1
OG0015207	Shad_tr76578_c0_g1_i1.p1	Smer_tr5437_c0_g1_i7.p1
OG0015208	Shad_tr91865_c0_g1_i1.p1	Smer_tr53106_c0_g1_i1.p1
OG0015212	Shad_tr36660_c0_g1_i1.p1	Smer_tr88095_c0_g1_i1.p1
OG0015213	Shad_tr11197_c0_g1_i7.p1	Smer_tr6118_c0_g1_i1.p1
OG0015214	Shad_tr6881_c0_g1_i4.p1	Smer_tr5558_c0_g1_i8.p1
OG0015215	Shad_tr88588_c0_g1_i1.p1	Smer_tr52572_c0_g1_i1.p1
OG0015216	Shad_tr17324_c0_g1_i1.p1	Smer_tr55135_c0_g1_i1.p1
OG0015218	Shad_tr3669_c0_g1_i1.p1	Smer_tr15686_c0_g1_i5.p1
OG0015220	Shad_tr31049_c0_g1_i1.p1, Shad_tr11027_c0_g1_i1.p1	Smer_tr33492_c0_g1_i2.p1
OG0015221	Shad_tr39063_c0_g1_i2.p1	Smer_tr3770_c0_g1_i2.p1
OG0015222	Shad_tr7173_c4_g1_i1.p1	Smer_tr23645_c0_g2_i1.p1, Smer_tr23645_c0_g1_i2.p1
OG0015225	Shad_tr41295_c0_g2_i1.p1	Smer_tr61117_c0_g1_i1.p1
OG0015225	Shad_tr41295_c0_g1_i1.p1	Smer_tr44476_c0_g1_i1.p1
OG0015228	Shad_tr14186_c0_g1_i1.p1	Smer_tr34373_c0_g1_i3.p1
OG0015230	Shad_tr57929_c0_g1_i1.p1	Smer_tr13580_c4_g1_i1.p1
OG0015231	Shad_tr23321_c0_g3_i1.p1	Smer_tr12037_c1_g2_i1.p1
OG0015232	Shad_tr27415_c0_g1_i1.p1	Smer_tr7546_c1_g1_i1.p1
OG0015233	Shad_tr26500_c0_g1_i3.p1	Smer_tr20006_c0_g1_i6.p1
OG0015234	Shad_tr106972_c0_g1_i1.p1	Smer_tr36164_c0_g1_i2.p1
OG0015241	Shad_tr73811_c0_g1_i1.p1	Smer_tr88676_c0_g1_i1.p1
OG0015242	Shad_tr61766_c0_g1_i1.p1	Smer_tr91445_c0_g1_i1.p1
OG0015243	Shad_tr4875_c0_g1_i13.p1	Smer_tr4136_c0_g1_i32.p1
OG0015244	Shad_tr5039_c0_g1_i7.p1	Smer_tr1983_c0_g1_i4.p1
OG0015245	Shad_tr104309_c0_g1_i1.p1	Smer_tr90296_c0_g1_i1.p1
OG0015246	Shad_tr34158_c0_g2_i1.p1	Smer_tr62093_c0_g1_i1.p1
OG0015248	Shad_tr60250_c0_g2_i1.p1	Smer_tr30549_c0_g2_i3.p1
OG0015250	Shad_tr23846_c0_g1_i2.p1	Smer_tr19246_c0_g1_i2.p1
OG0015252	Shad_tr93012_c0_g1_i1.p1	Smer_tr37758_c0_g1_i1.p1
OG0015254	Shad_tr61385_c0_g1_i1.p1	Smer_tr96878_c0_g1_i1.p2, Smer_tr80846_c0_g1_i1.p1
OG0015255	Shad_tr18702_c0_g1_i2.p1, Shad_tr2845_c0_g1_i1.p1	Smer_tr4204_c0_g1_i3.p1
OG0015256	Shad_tr13675_c0_g1_i14.p1	Smer_tr4308_c0_g1_i3.p1
OG0015257	Shad_tr31079_c0_g1_i7.p1	Smer_tr27580_c0_g1_i2.p1
OG0015259	Shad_tr90092_c0_g1_i1.p1	Smer_tr81170_c0_g1_i1.p1
OG0015262	Shad_tr102844_c0_g1_i1.p1, Shad_tr36206_c0_g2_i1.p1	Smer_tr75211_c0_g1_i1.p1
OG0015264	Shad_tr10877_c0_g1_i4.p1	Smer_tr11565_c0_g1_i8.p1
OG0015266	Shad_tr75519_c0_g1_i1.p1	Smer_tr61262_c0_g1_i1.p1
OG0015267	Shad_tr2684_c0_g1_i5.p1	Smer_tr1054_c0_g1_i2.p1
OG0015268	Shad_tr16903_c0_g1_i2.p1	Smer_tr14069_c1_g1_i5.p1
OG0015269	Shad_tr19748_c0_g1_i2.p1	Smer_tr65611_c0_g1_i1.p1
OG0015271	Shad_tr41134_c0_g1_i1.p1	Smer_tr71588_c0_g1_i1.p1
OG0015279	Shad_tr382_c0_g2_i6.p1	Smer_tr54595_c0_g1_i1.p1
OG0015282	Shad_tr5072_c0_g1_i3.p1	Smer_tr7665_c0_g1_i1.p1
OG0015283	Shad_tr66151_c0_g1_i1.p1	Smer_tr91198_c0_g1_i1.p1, Smer_tr48253_c0_g1_i1.p1
OG0015284	Shad_tr113092_c0_g1_i1.p1	Smer_tr12744_c1_g2_i1.p1
OG0015285	Shad_tr79059_c0_g1_i1.p1	Smer_tr385_c0_g1_i8.p1
OG0015286	Shad_tr91355_c0_g1_i1.p1	Smer_tr89008_c0_g1_i1.p1
OG0015287	Shad_tr105757_c0_g1_i1.p1	Smer_tr2889_c0_g1_i6.p1
OG0015288	Shad_tr87271_c0_g1_i1.p1	Smer_tr3703_c0_g1_i1.p1
OG0015290	Shad_tr58173_c0_g1_i1.p1	Smer_tr54832_c0_g1_i1.p1
OG0015291	Shad_tr64352_c0_g1_i1.p1, Shad_tr96452_c0_g1_i1.p1	Smer_tr64748_c0_g1_i1.p1
OG0015292	Shad_tr100274_c0_g1_i1.p1	Smer_tr79910_c0_g1_i1.p1
OG0015293	Shad_tr44470_c1_g1_i1.p1	Smer_tr69409_c0_g1_i1.p1
OG0015295	Shad_tr94309_c0_g1_i1.p1	Smer_tr74817_c0_g1_i1.p1
OG0015296	Shad_tr34328_c1_g1_i1.p1	Smer_tr86305_c0_g1_i1.p1
OG0015299	Shad_tr97763_c0_g1_i1.p1	Smer_tr34955_c0_g1_i2.p2
OG0015300	Shad_tr32096_c0_g1_i5.p1	Smer_tr16926_c0_g1_i2.p1
OG0015301	Shad_tr2714_c0_g2_i2.p1	Smer_tr6394_c1_g1_i8.p1
OG0015304	Shad_tr8544_c0_g1_i1.p1	Smer_tr20271_c1_g1_i1.p1
OG0015305	Shad_tr9244_c0_g1_i1.p1	Smer_tr15322_c0_g1_i2.p1
OG0015309	Shad_tr66024_c0_g1_i1.p2	Smer_tr80944_c0_g1_i1.p2
OG0015310	Shad_tr84474_c0_g1_i1.p1	Smer_tr4358_c1_g1_i1.p1
OG0015311	Shad_tr90526_c0_g1_i1.p1	Smer_tr26728_c0_g1_i3.p1
OG0015312	Shad_tr73254_c0_g1_i1.p1, Shad_tr33721_c0_g1_i2.p1	Smer_tr95510_c0_g1_i1.p1, Smer_tr71918_c0_g1_i1.p1
OG0015314	Shad_tr556_c1_g1_i1.p1	Smer_tr28106_c0_g1_i4.p1
OG0015316	Shad_tr52686_c0_g1_i1.p1	Smer_tr21779_c1_g1_i1.p1
OG0015317	Shad_tr16133_c0_g1_i17.p1	Smer_tr47244_c1_g1_i4.p2
OG0015322	Shad_tr69893_c0_g1_i1.p1	Smer_tr57034_c0_g1_i1.p1
OG0015323	Shad_tr679_c0_g1_i2.p1	Smer_tr5387_c0_g1_i6.p1
OG0015325	Shad_tr21778_c0_g1_i4.p1	Smer_tr43255_c0_g1_i1.p1, Smer_tr56809_c0_g1_i1.p1
OG0015326	Shad_tr46885_c0_g1_i1.p1, Shad_tr10250_c0_g1_i3.p1	Smer_tr1202_c3_g1_i1.p1
OG0015329	Shad_tr98580_c0_g1_i1.p1	Smer_tr86570_c0_g1_i1.p1
OG0015330	Shad_tr69708_c0_g1_i1.p1	Smer_tr39673_c0_g1_i2.p1
OG0015331	Shad_tr84699_c0_g1_i1.p1, Shad_tr110457_c0_g1_i1.p1, Shad_tr74191_c0_g1_i1.p1	Smer_tr40923_c0_g1_i1.p1
OG0015333	Shad_tr47847_c0_g1_i1.p1	Smer_tr34874_c0_g1_i1.p1
OG0015335	Shad_tr21808_c0_g1_i1.p1	Smer_tr73445_c0_g1_i5.p1
OG0015338	Shad_tr111525_c0_g1_i1.p1	Smer_tr37342_c0_g2_i1.p1
OG0015341	Shad_tr72577_c0_g1_i1.p1	Smer_tr15723_c0_g1_i1.p1
OG0015345	Shad_tr92655_c0_g1_i1.p1	Smer_tr7765_c0_g1_i1.p1
OG0015349	Shad_tr85295_c0_g1_i1.p1	Smer_tr35420_c0_g1_i1.p1
OG0015350	Shad_tr76884_c0_g1_i1.p1	Smer_tr18106_c0_g1_i1.p1
OG0015351	Shad_tr14698_c3_g2_i1.p1	Smer_tr534_c1_g1_i1.p1
OG0015352	Shad_tr110265_c0_g1_i2.p1	Smer_tr27328_c0_g1_i1.p1
OG0015360	Shad_tr18666_c0_g1_i1.p1	Smer_tr90604_c0_g1_i1.p1
OG0015362	Shad_tr38112_c0_g1_i1.p1, Shad_tr51259_c0_g1_i1.p1	Smer_tr76453_c0_g1_i1.p1
OG0015363	Shad_tr24439_c4_g1_i1.p1, Shad_tr2118_c0_g1_i1.p1, Shad_tr17790_c3_g1_i1.p1, Shad_tr9944_c2_g1_i7.p2	Smer_tr17951_c4_g1_i1.p1, Smer_tr43162_c1_g3_i1.p1
OG0015365	Shad_tr96669_c0_g1_i1.p1	Smer_tr56824_c0_g1_i1.p1
OG0015368	Shad_tr1060_c0_g1_i1.p3	Smer_tr17920_c0_g1_i1.p1
OG0015369	Shad_tr24799_c0_g1_i7.p1	Smer_tr74727_c0_g1_i1.p1
OG0015370	Shad_tr22668_c0_g1_i4.p1	Smer_tr69161_c0_g1_i1.p1
OG0015376	Shad_tr8520_c0_g2_i5.p1	Smer_tr6451_c0_g1_i14.p1
OG0015377	Shad_tr3110_c0_g1_i6.p1	Smer_tr12443_c0_g1_i2.p1
OG0015377	Shad_tr41813_c0_g1_i8.p1	Smer_tr2884_c2_g2_i1.p1, Smer_tr11897_c0_g1_i1.p1
OG0015378	Shad_tr66411_c0_g1_i2.p1	Smer_tr28435_c0_g2_i1.p1
OG0015381	Shad_tr6742_c0_g4_i3.p1	Smer_tr16358_c0_g1_i1.p1
OG0015382	Shad_tr96425_c0_g1_i1.p1	Smer_tr13522_c0_g1_i2.p1
OG0015383	Shad_tr2428_c0_g2_i11.p1	Smer_tr434_c0_g2_i1.p1
OG0015388	Shad_tr11720_c0_g2_i1.p1	Smer_tr65812_c0_g1_i1.p1
OG0015391	Shad_tr25147_c0_g1_i1.p1, Shad_tr46496_c0_g1_i1.p1	Smer_tr43088_c0_g1_i1.p1
OG0015397	Shad_tr51062_c0_g2_i2.p1	Smer_tr64420_c0_g1_i1.p1
OG0015398	Shad_tr5264_c1_g1_i1.p1, Shad_tr114752_c0_g1_i1.p1	Smer_tr29646_c0_g1_i7.p1
OG0015401	Shad_tr23077_c0_g1_i1.p1	Smer_tr22218_c1_g2_i1.p1
OG0015406	Shad_tr43766_c0_g1_i1.p1	Smer_tr42519_c0_g1_i1.p1
OG0015407	Shad_tr2418_c0_g1_i4.p1	Smer_tr26314_c0_g2_i1.p1
OG0015408	Shad_tr77209_c0_g1_i1.p1	Smer_tr88002_c0_g1_i1.p1
OG0015412	Shad_tr65435_c0_g1_i1.p1	Smer_tr83041_c0_g1_i1.p2
OG0015414	Shad_tr26995_c0_g1_i2.p1	Smer_tr38354_c0_g2_i1.p1
OG0015418	Shad_tr18976_c1_g1_i14.p1, Shad_tr18976_c0_g1_i17.p1	Smer_tr71437_c0_g1_i1.p1
OG0015420	Shad_tr22877_c0_g1_i1.p1	Smer_tr18809_c0_g1_i1.p2
OG0015421	Shad_tr13079_c0_g2_i3.p1	Smer_tr28052_c0_g2_i1.p1
OG0015423	Shad_tr59720_c0_g1_i1.p1	Smer_tr60103_c0_g1_i1.p1
OG0015424	Shad_tr2004_c1_g1_i3.p1	Smer_tr47089_c0_g2_i1.p1
OG0015427	Shad_tr37314_c0_g1_i3.p1	Smer_tr18808_c0_g1_i3.p1
OG0015428	Shad_tr64206_c0_g1_i1.p1	Smer_tr3289_c0_g3_i1.p1, Smer_tr57015_c0_g1_i1.p1
OG0015429	Shad_tr77738_c0_g1_i1.p1	Smer_tr29563_c1_g1_i1.p1
OG0015433	Shad_tr40748_c2_g1_i1.p1	Smer_tr14915_c1_g1_i1.p1
OG0015434	Shad_tr17818_c2_g1_i1.p1, Shad_tr6026_c6_g1_i1.p1	Smer_tr42281_c1_g1_i1.p1
OG0015436	Shad_tr56942_c0_g2_i1.p1	Smer_tr86859_c0_g1_i1.p1
OG0015437	Shad_tr95494_c0_g1_i1.p1, Shad_tr28052_c2_g1_i1.p1	Smer_tr28658_c0_g4_i1.p1
OG0015438	Shad_tr68331_c0_g1_i2.p1, Shad_tr68908_c0_g1_i1.p1	Smer_tr46436_c0_g2_i1.p1
OG0015439	Shad_tr30878_c0_g1_i1.p1, Shad_tr37039_c0_g1_i2.p1, Shad_tr4569_c1_g2_i1.p1	Smer_tr7024_c1_g2_i1.p1
OG0015440	Shad_tr5520_c2_g1_i1.p1	Smer_tr6192_c5_g1_i1.p1
OG0015443	Shad_tr101631_c0_g1_i1.p1	Smer_tr80451_c0_g1_i1.p1
OG0015444	Shad_tr36296_c4_g2_i1.p1	Smer_tr21114_c3_g1_i1.p1, Smer_tr11708_c0_g2_i1.p1
OG0015445	Shad_tr36955_c0_g1_i1.p1	Smer_tr16602_c4_g1_i1.p1
OG0015445	Shad_tr25421_c0_g4_i1.p1, Shad_tr3653_c1_g1_i1.p1	Smer_tr1140_c6_g1_i1.p1
OG0015446	Shad_tr7210_c6_g1_i1.p1, Shad_tr36190_c3_g1_i1.p1	Smer_tr14971_c0_g3_i1.p1
OG0015447	Shad_tr15210_c3_g1_i1.p1, Shad_tr50946_c3_g1_i1.p1, Shad_tr8781_c2_g1_i5.p1, Shad_tr12688_c1_g1_i1.p2	Smer_tr10183_c0_g4_i1.p1
OG0015448	Shad_tr48516_c0_g1_i1.p1	Smer_tr56900_c0_g1_i1.p1
OG0015448	Shad_tr20556_c2_g1_i6.p1	Smer_tr34537_c0_g1_i2.p1
OG0015449	Shad_tr95878_c0_g1_i1.p1	Smer_tr30573_c4_g1_i1.p1
OG0015452	Shad_tr44752_c2_g2_i1.p1	Smer_tr45436_c0_g1_i1.p1
OG0015453	Shad_tr37145_c0_g1_i1.p1	Smer_tr38554_c0_g2_i1.p1
OG0015454	Shad_tr33254_c0_g1_i2.p1	Smer_tr22783_c0_g1_i2.p1
OG0015458	Shad_tr31007_c0_g3_i1.p1	Smer_tr70980_c0_g1_i2.p1
OG0015459	Shad_tr30582_c0_g2_i1.p1	Smer_tr34305_c2_g2_i4.p1, Smer_tr22825_c0_g1_i2.p1, Smer_tr18831_c0_g1_i2.p1, Smer_tr16894_c1_g4_i2.p1
OG0015460	Shad_tr20798_c0_g3_i1.p2, Shad_tr101633_c0_g1_i1.p1, Shad_tr20798_c0_g1_i16.p1	Smer_tr51396_c0_g1_i1.p1, Smer_tr3758_c0_g3_i1.p1
OG0015485	Shad_tr9439_c1_g1_i1.p1	Smer_tr6499_c0_g2_i2.p1
OG0015486	Shad_tr18957_c2_g1_i3.p2	Smer_tr46663_c0_g1_i1.p1
OG0015492	Shad_tr9932_c0_g3_i1.p1	Smer_tr58117_c0_g1_i1.p1
OG0015498	Shad_tr17005_c1_g2_i1.p1	Smer_tr2886_c2_g3_i1.p1
OG0015502	Shad_tr19683_c0_g1_i1.p1	Smer_tr29647_c0_g1_i3.p1
OG0015506	Shad_tr12428_c2_g1_i1.p1	Smer_tr33281_c0_g1_i1.p1
