Orthogroup	Stichodactyla_haddoni_longest_pep	Chrysaora_fuscescens_longest_pep
OG0006782	Shad_tr23453_c0_g1_i2.p1	Chfu_DN3058_c0_g1_i1.p1
OG0006783	Shad_tr39630_c0_g1_i3.p1	Chfu_DN6405_c0_g1_i2.p1
OG0006784	Shad_tr6927_c0_g2_i12.p1	Chfu_DN16014_c0_g1_i1.p1
OG0006786	Shad_tr873_c0_g1_i1.p1	Chfu_DN12067_c0_g1_i1.p1
OG0006787	Shad_tr542_c0_g2_i3.p1	Chfu_DN4116_c0_g1_i3.p1
OG0006788	Shad_tr7759_c1_g1_i1.p1	Chfu_DN1909_c0_g1_i1.p1
OG0006789	Shad_tr305_c9_g1_i1.p1	Chfu_DN1411_c0_g1_i1.p1
OG0006790	Shad_tr3113_c0_g2_i1.p1	Chfu_DN14191_c0_g1_i1.p1
OG0006792	Shad_tr19904_c4_g1_i1.p1, Shad_tr945_c0_g1_i1.p1	Chfu_DN7768_c0_g1_i1.p1
OG0006793	Shad_tr9539_c4_g1_i2.p1	Chfu_DN1486_c0_g1_i5.p1
OG0006794	Shad_tr21216_c0_g1_i3.p1	Chfu_DN10298_c0_g1_i1.p1
OG0006795	Shad_tr4287_c1_g1_i1.p1	Chfu_DN5181_c0_g2_i1.p1, Chfu_DN5181_c0_g1_i1.p1
OG0006797	Shad_tr10994_c0_g4_i1.p1	Chfu_DN6227_c0_g1_i4.p1
OG0006799	Shad_tr8158_c0_g1_i1.p1	Chfu_DN12429_c0_g1_i1.p1
OG0006800	Shad_tr13322_c0_g1_i4.p1	Chfu_DN9496_c0_g2_i1.p1, Chfu_DN9496_c0_g1_i1.p1
OG0006801	Shad_tr25301_c0_g1_i1.p1	Chfu_DN20003_c0_g1_i1.p1
OG0006802	Shad_tr2846_c0_g3_i3.p1	Chfu_DN432_c0_g1_i1.p1
OG0006804	Shad_tr22137_c0_g2_i1.p1	Chfu_DN11664_c0_g1_i1.p1
OG0006805	Shad_tr61342_c0_g1_i1.p1	Chfu_DN5152_c0_g1_i1.p1
OG0006810	Shad_tr89684_c0_g1_i1.p1	Chfu_DN4468_c0_g1_i1.p1
OG0006811	Shad_tr27717_c0_g2_i3.p1	Chfu_DN4963_c0_g1_i1.p1
OG0006813	Shad_tr551_c6_g1_i2.p1	Chfu_DN1284_c0_g1_i1.p1
OG0006814	Shad_tr41114_c0_g1_i9.p1	Chfu_DN6293_c0_g1_i1.p1
OG0006815	Shad_tr3581_c0_g1_i1.p1	Chfu_DN6884_c0_g1_i1.p1
OG0006818	Shad_tr6105_c0_g1_i1.p1	Chfu_DN1311_c0_g1_i1.p1
OG0006819	Shad_tr7815_c1_g1_i1.p1	Chfu_DN602_c0_g1_i1.p1
OG0006820	Shad_tr11546_c0_g2_i2.p1	Chfu_DN14007_c0_g1_i1.p1
OG0006822	Shad_tr1258_c0_g1_i2.p1	Chfu_DN18931_c0_g1_i1.p1
OG0006824	Shad_tr13097_c0_g2_i2.p1	Chfu_DN19622_c0_g1_i1.p1
OG0006825	Shad_tr20725_c0_g1_i1.p1	Chfu_DN19422_c0_g1_i1.p1
OG0006826	Shad_tr9818_c0_g1_i1.p1	Chfu_DN3009_c0_g1_i1.p1
OG0006827	Shad_tr11007_c1_g1_i2.p1	Chfu_DN8497_c0_g1_i2.p1
OG0006828	Shad_tr8018_c0_g2_i2.p1	Chfu_DN7903_c0_g2_i1.p1
OG0006829	Shad_tr23205_c0_g4_i1.p1	Chfu_DN18662_c0_g1_i1.p1
OG0006830	Shad_tr7058_c0_g1_i5.p1	Chfu_DN7387_c0_g1_i1.p1
OG0006831	Shad_tr14164_c0_g2_i3.p1	Chfu_DN9825_c0_g1_i1.p1
OG0006832	Shad_tr63254_c0_g1_i1.p1	Chfu_DN7875_c0_g1_i1.p1
OG0006835	Shad_tr7124_c0_g1_i5.p1	Chfu_DN12201_c0_g1_i1.p1
OG0006836	Shad_tr4777_c0_g1_i5.p1	Chfu_DN11002_c0_g1_i9.p1
OG0006837	Shad_tr13957_c0_g1_i1.p1	Chfu_DN4157_c0_g2_i1.p1
OG0006838	Shad_tr634_c1_g1_i2.p1	Chfu_DN6197_c0_g1_i1.p1
OG0006839	Shad_tr45613_c0_g2_i1.p1	Chfu_DN2810_c0_g2_i1.p1
OG0006840	Shad_tr801_c0_g1_i12.p1	Chfu_DN9433_c0_g1_i2.p1
OG0006841	Shad_tr15698_c1_g1_i1.p1	Chfu_DN3610_c0_g1_i1.p1
OG0006844	Shad_tr5911_c1_g1_i2.p1	Chfu_DN11871_c0_g1_i1.p1
OG0006846	Shad_tr39527_c0_g1_i1.p1	Chfu_DN12765_c0_g1_i1.p1, Chfu_DN19241_c0_g1_i1.p1
OG0006848	Shad_tr40576_c0_g2_i1.p1, Shad_tr40576_c0_g1_i2.p1	Chfu_DN4814_c0_g1_i1.p1
OG0006849	Shad_tr6040_c0_g1_i2.p1	Chfu_DN824_c0_g2_i1.p1
OG0006850	Shad_tr16267_c0_g1_i1.p1	Chfu_DN11385_c0_g1_i1.p1
OG0006851	Shad_tr9151_c0_g1_i5.p1	Chfu_DN7985_c0_g1_i1.p1
OG0006852	Shad_tr12092_c0_g2_i2.p1	Chfu_DN8403_c0_g1_i1.p1
OG0006854	Shad_tr4895_c0_g1_i1.p1	Chfu_DN7470_c0_g1_i1.p1
OG0006855	Shad_tr4012_c1_g1_i23.p1	Chfu_DN4125_c0_g1_i1.p1
OG0006856	Shad_tr13894_c2_g1_i1.p1	Chfu_DN4575_c0_g2_i1.p1, Chfu_DN4575_c0_g1_i1.p1
OG0006857	Shad_tr15394_c0_g1_i1.p1	Chfu_DN19503_c0_g1_i1.p1
OG0006858	Shad_tr8630_c1_g1_i6.p1	Chfu_DN16100_c0_g1_i1.p1
OG0006861	Shad_tr347_c4_g1_i1.p1	Chfu_DN9970_c0_g1_i1.p1
OG0006865	Shad_tr32791_c0_g1_i1.p1	Chfu_DN18643_c0_g1_i1.p1
OG0006872	Shad_tr12327_c0_g1_i1.p1	Chfu_DN16393_c0_g2_i1.p1
OG0006873	Shad_tr4494_c2_g1_i2.p1	Chfu_DN4585_c0_g1_i3.p1
OG0006874	Shad_tr451_c24_g1_i1.p1	Chfu_DN252_c0_g1_i1.p1
OG0006875	Shad_tr13693_c0_g1_i3.p1	Chfu_DN18183_c0_g1_i1.p1, Chfu_DN19664_c0_g1_i1.p1
OG0006877	Shad_tr5942_c0_g1_i2.p1	Chfu_DN3134_c0_g1_i1.p1
OG0006878	Shad_tr22041_c2_g1_i5.p1	Chfu_DN15114_c0_g1_i1.p1
OG0006879	Shad_tr3492_c1_g1_i1.p1	Chfu_DN15202_c0_g1_i1.p1
OG0006880	Shad_tr99067_c0_g1_i1.p1, Shad_tr1200_c0_g1_i1.p1	Chfu_DN18124_c0_g1_i1.p1
OG0006882	Shad_tr5696_c2_g1_i1.p1	Chfu_DN9588_c0_g1_i1.p1
OG0006883	Shad_tr11195_c0_g1_i2.p1	Chfu_DN19499_c0_g1_i1.p1
OG0006884	Shad_tr7091_c0_g1_i3.p1	Chfu_DN7048_c0_g1_i1.p1
OG0006885	Shad_tr2580_c0_g2_i7.p1	Chfu_DN2211_c0_g1_i2.p1
OG0006886	Shad_tr29408_c0_g1_i1.p1	Chfu_DN3754_c0_g1_i1.p1
OG0006887	Shad_tr15171_c0_g2_i3.p1	Chfu_DN19062_c0_g1_i1.p1
OG0006888	Shad_tr4114_c0_g1_i6.p1	Chfu_DN8407_c0_g1_i1.p1
OG0006890	Shad_tr4822_c0_g1_i2.p1	Chfu_DN14168_c0_g1_i1.p1
OG0006891	Shad_tr24453_c0_g1_i5.p1	Chfu_DN5188_c0_g2_i1.p1
OG0006894	Shad_tr34935_c2_g1_i1.p1	Chfu_DN3326_c0_g1_i3.p1
OG0006895	Shad_tr21119_c0_g1_i1.p1	Chfu_DN10042_c0_g1_i1.p1
OG0006896	Shad_tr11130_c0_g1_i5.p1	Chfu_DN9910_c0_g1_i1.p1
OG0006897	Shad_tr11692_c0_g1_i1.p1	Chfu_DN8577_c0_g1_i1.p1
OG0006898	Shad_tr20894_c0_g1_i2.p1	Chfu_DN2442_c0_g1_i1.p2
OG0006899	Shad_tr10624_c0_g1_i1.p1	Chfu_DN4675_c0_g1_i1.p1
OG0006900	Shad_tr5761_c0_g1_i1.p1	Chfu_DN1250_c0_g1_i1.p1
OG0006901	Shad_tr39672_c0_g1_i19.p1	Chfu_DN18888_c0_g1_i1.p1
OG0006902	Shad_tr5065_c0_g1_i1.p1	Chfu_DN10447_c0_g1_i1.p1
OG0006903	Shad_tr34322_c1_g1_i2.p1	Chfu_DN7750_c0_g1_i2.p1
OG0006904	Shad_tr13147_c0_g4_i1.p1	Chfu_DN17674_c0_g1_i1.p1
OG0006905	Shad_tr21568_c0_g3_i1.p1, Shad_tr21568_c0_g1_i3.p1	Chfu_DN2424_c0_g1_i2.p1
OG0006906	Shad_tr22845_c0_g1_i2.p1	Chfu_DN16572_c0_g1_i1.p1
OG0006907	Shad_tr7397_c0_g2_i3.p1	Chfu_DN3404_c0_g1_i1.p1
OG0006909	Shad_tr8474_c0_g1_i10.p1	Chfu_DN19263_c0_g1_i1.p2
OG0006910	Shad_tr90491_c0_g1_i1.p1	Chfu_DN18368_c0_g1_i1.p1
OG0006911	Shad_tr7347_c0_g1_i1.p1	Chfu_DN9602_c0_g1_i1.p1
OG0006913	Shad_tr14215_c1_g2_i3.p1	Chfu_DN1885_c0_g1_i2.p1
OG0006914	Shad_tr79216_c0_g1_i1.p2, Shad_tr15878_c0_g1_i3.p1	Chfu_DN4587_c0_g1_i1.p1
OG0006915	Shad_tr11323_c0_g1_i1.p1	Chfu_DN8178_c0_g1_i1.p1
OG0006916	Shad_tr1543_c0_g1_i2.p1	Chfu_DN1843_c0_g1_i2.p1
OG0006917	Shad_tr43877_c0_g2_i3.p1	Chfu_DN2269_c0_g1_i1.p1
OG0006919	Shad_tr13694_c0_g1_i5.p1	Chfu_DN18491_c0_g1_i1.p1
OG0006920	Shad_tr14491_c0_g1_i3.p1	Chfu_DN5996_c0_g1_i1.p1
OG0006921	Shad_tr1738_c0_g1_i1.p1	Chfu_DN16445_c0_g1_i1.p1
OG0006923	Shad_tr4432_c1_g1_i12.p1	Chfu_DN13561_c0_g1_i1.p1
OG0006924	Shad_tr2081_c8_g2_i3.p1	Chfu_DN13552_c0_g1_i1.p1
OG0006925	Shad_tr2376_c0_g2_i3.p1	Chfu_DN5895_c0_g1_i1.p1
OG0006926	Shad_tr61895_c0_g1_i1.p1	Chfu_DN2135_c0_g1_i1.p1
OG0006931	Shad_tr1757_c0_g1_i1.p1	Chfu_DN2916_c0_g1_i2.p1
OG0006932	Shad_tr835_c3_g1_i4.p1	Chfu_DN974_c0_g1_i1.p1
OG0006933	Shad_tr267_c3_g1_i2.p1	Chfu_DN10638_c0_g1_i1.p1, Chfu_DN13594_c0_g1_i1.p1
OG0006935	Shad_tr2308_c1_g1_i1.p1	Chfu_DN7472_c0_g2_i1.p1
OG0006936	Shad_tr9239_c0_g2_i5.p1	Chfu_DN5839_c0_g1_i1.p1
OG0006938	Shad_tr13337_c0_g1_i2.p1	Chfu_DN1210_c0_g1_i1.p1
OG0006939	Shad_tr40534_c0_g1_i5.p1	Chfu_DN7330_c0_g1_i1.p1
OG0006940	Shad_tr22253_c1_g1_i2.p1	Chfu_DN5527_c0_g1_i1.p1
OG0006941	Shad_tr4062_c1_g1_i12.p1	Chfu_DN15029_c0_g1_i1.p1
OG0006943	Shad_tr5482_c0_g1_i2.p1	Chfu_DN11745_c0_g1_i1.p1
OG0006944	Shad_tr4931_c1_g1_i4.p1	Chfu_DN1986_c0_g2_i1.p1
OG0006945	Shad_tr91422_c0_g1_i1.p1	Chfu_DN6977_c0_g1_i1.p1
OG0006947	Shad_tr482_c4_g2_i1.p1	Chfu_DN11031_c0_g1_i1.p1
OG0006951	Shad_tr230_c0_g1_i1.p1	Chfu_DN436_c0_g1_i2.p1
OG0006952	Shad_tr780_c2_g1_i1.p1	Chfu_DN4729_c0_g1_i1.p1
OG0006953	Shad_tr2284_c0_g1_i1.p1	Chfu_DN15236_c0_g1_i1.p1
OG0006954	Shad_tr85458_c0_g1_i1.p1, Shad_tr37682_c0_g1_i5.p1	Chfu_DN11489_c0_g1_i1.p1
OG0006957	Shad_tr4437_c0_g1_i19.p1	Chfu_DN5708_c0_g1_i1.p1
OG0006958	Shad_tr28665_c0_g1_i2.p1	Chfu_DN13865_c0_g1_i1.p1
OG0006962	Shad_tr9029_c0_g1_i3.p1	Chfu_DN3281_c0_g1_i1.p1, Chfu_DN3281_c0_g2_i1.p1
OG0006964	Shad_tr14246_c0_g1_i3.p1	Chfu_DN7070_c0_g1_i1.p1
OG0006965	Shad_tr70207_c0_g1_i1.p1	Chfu_DN13652_c0_g1_i1.p1
OG0006966	Shad_tr5271_c0_g4_i1.p1	Chfu_DN17719_c0_g1_i1.p1
OG0006968	Shad_tr43771_c0_g1_i2.p1	Chfu_DN12134_c0_g1_i1.p1
OG0006969	Shad_tr13037_c0_g1_i1.p1	Chfu_DN10967_c0_g1_i1.p1
OG0006970	Shad_tr3050_c0_g1_i3.p1	Chfu_DN1583_c0_g1_i2.p1
OG0006971	Shad_tr23506_c0_g1_i2.p1	Chfu_DN17112_c0_g1_i1.p1
OG0006973	Shad_tr2251_c2_g1_i12.p1	Chfu_DN16469_c0_g1_i1.p1
OG0006975	Shad_tr10292_c1_g1_i4.p1	Chfu_DN16890_c0_g1_i1.p1
OG0006976	Shad_tr24755_c0_g1_i7.p1	Chfu_DN12622_c0_g1_i1.p1
OG0006978	Shad_tr3041_c0_g1_i1.p1	Chfu_DN2354_c0_g1_i2.p1
OG0006979	Shad_tr6086_c0_g1_i6.p1	Chfu_DN17354_c0_g1_i1.p1
OG0006982	Shad_tr2704_c0_g1_i10.p1	Chfu_DN5300_c0_g1_i1.p1
OG0006983	Shad_tr1347_c0_g1_i1.p1	Chfu_DN19276_c0_g1_i1.p1
OG0006986	Shad_tr1434_c1_g1_i2.p1	Chfu_DN12041_c0_g1_i1.p1
OG0006987	Shad_tr90986_c0_g1_i1.p1	Chfu_DN3187_c0_g1_i1.p1
OG0006988	Shad_tr26319_c0_g1_i2.p1	Chfu_DN18447_c0_g1_i1.p1
OG0006989	Shad_tr7676_c0_g1_i3.p1	Chfu_DN5422_c0_g1_i1.p1, Chfu_DN5422_c0_g2_i1.p1
OG0006991	Shad_tr25432_c0_g1_i4.p1	Chfu_DN4701_c0_g1_i2.p1
OG0006992	Shad_tr39586_c0_g1_i1.p1	Chfu_DN14239_c0_g1_i1.p1
OG0006993	Shad_tr2813_c12_g1_i2.p1	Chfu_DN18942_c0_g1_i1.p1, Chfu_DN11522_c0_g1_i1.p1
OG0006995	Shad_tr467_c0_g1_i11.p1	Chfu_DN512_c0_g1_i1.p1
OG0006996	Shad_tr38640_c0_g1_i4.p1	Chfu_DN7206_c0_g1_i1.p1
OG0006997	Shad_tr12319_c1_g2_i1.p1	Chfu_DN17508_c0_g1_i1.p1
OG0006999	Shad_tr5673_c0_g1_i5.p1	Chfu_DN10143_c0_g1_i1.p1
OG0007000	Shad_tr282_c0_g1_i2.p1	Chfu_DN793_c0_g1_i3.p1
OG0007003	Shad_tr6175_c0_g1_i1.p1	Chfu_DN47_c0_g1_i1.p1
OG0007006	Shad_tr63975_c0_g1_i1.p1	Chfu_DN9576_c0_g1_i1.p1
OG0007007	Shad_tr7551_c0_g1_i4.p1	Chfu_DN12513_c0_g1_i1.p1
OG0007008	Shad_tr41334_c0_g2_i1.p1	Chfu_DN7505_c0_g1_i1.p1
OG0007009	Shad_tr14637_c0_g1_i1.p1	Chfu_DN18760_c0_g1_i1.p1
OG0007011	Shad_tr4947_c5_g1_i6.p1	Chfu_DN10355_c0_g1_i1.p1
OG0007012	Shad_tr19957_c1_g1_i1.p1	Chfu_DN8858_c0_g1_i1.p1
OG0007013	Shad_tr11331_c0_g1_i1.p1	Chfu_DN4382_c0_g1_i1.p1
OG0007018	Shad_tr14843_c0_g1_i2.p1	Chfu_DN8990_c0_g1_i1.p1
OG0007019	Shad_tr4660_c3_g1_i2.p1	Chfu_DN4612_c0_g1_i1.p1
OG0007020	Shad_tr8525_c0_g2_i1.p1	Chfu_DN2792_c0_g1_i2.p1
OG0007021	Shad_tr18352_c0_g2_i13.p1	Chfu_DN17141_c0_g1_i1.p1
OG0007024	Shad_tr56213_c0_g2_i2.p1	Chfu_DN13103_c0_g1_i1.p1
OG0007025	Shad_tr45447_c0_g2_i2.p1	Chfu_DN7001_c0_g1_i1.p1
OG0007026	Shad_tr482_c52_g1_i2.p1	Chfu_DN13564_c0_g1_i2.p1
OG0007027	Shad_tr17282_c0_g2_i2.p1	Chfu_DN502_c0_g1_i1.p1
OG0007028	Shad_tr66942_c0_g1_i2.p1	Chfu_DN426_c0_g1_i1.p1
OG0007029	Shad_tr39405_c0_g1_i7.p1	Chfu_DN17750_c0_g1_i1.p1
OG0007031	Shad_tr99124_c0_g1_i1.p1	Chfu_DN19053_c0_g1_i1.p1
OG0007033	Shad_tr75936_c0_g1_i1.p1, Shad_tr11167_c0_g1_i1.p1	Chfu_DN18408_c0_g1_i1.p1
OG0007034	Shad_tr61633_c0_g1_i1.p1	Chfu_DN5518_c0_g1_i1.p1
OG0007035	Shad_tr75190_c0_g1_i1.p1	Chfu_DN8942_c0_g2_i1.p1
OG0007037	Shad_tr2760_c3_g1_i10.p1	Chfu_DN4573_c0_g1_i1.p1
OG0007039	Shad_tr34892_c0_g1_i1.p1	Chfu_DN11600_c0_g1_i1.p1
OG0007042	Shad_tr6676_c0_g2_i3.p1	Chfu_DN830_c0_g1_i1.p1
OG0007043	Shad_tr19489_c0_g1_i2.p1	Chfu_DN8790_c0_g1_i1.p1
OG0007044	Shad_tr21314_c0_g1_i1.p1	Chfu_DN17149_c0_g1_i1.p1
OG0007045	Shad_tr443_c3_g1_i1.p1	Chfu_DN3210_c0_g1_i1.p1
OG0007046	Shad_tr10479_c0_g2_i4.p1	Chfu_DN10269_c0_g1_i1.p1
OG0007047	Shad_tr21884_c0_g1_i2.p1	Chfu_DN5488_c0_g2_i1.p1
OG0007048	Shad_tr18281_c0_g1_i17.p1	Chfu_DN18058_c0_g1_i1.p1
OG0007049	Shad_tr4079_c0_g2_i1.p1	Chfu_DN7110_c0_g1_i1.p1, Chfu_DN17867_c0_g1_i1.p1
OG0007050	Shad_tr29619_c0_g1_i2.p1	Chfu_DN12057_c0_g1_i1.p1
OG0007051	Shad_tr11289_c0_g2_i3.p1	Chfu_DN8270_c0_g1_i1.p1
OG0007053	Shad_tr21558_c0_g1_i13.p1	Chfu_DN19987_c0_g1_i1.p1
OG0007055	Shad_tr2843_c0_g1_i6.p1	Chfu_DN4725_c0_g1_i2.p1
OG0007056	Shad_tr482_c0_g4_i1.p1	Chfu_DN1551_c0_g1_i2.p1
OG0007057	Shad_tr34554_c1_g1_i3.p1	Chfu_DN18430_c0_g1_i1.p1
OG0007061	Shad_tr2457_c0_g1_i3.p1	Chfu_DN19588_c0_g1_i1.p1
OG0007062	Shad_tr14255_c0_g1_i1.p1	Chfu_DN8604_c0_g1_i1.p1
OG0007063	Shad_tr24432_c1_g3_i1.p1	Chfu_DN6879_c0_g1_i1.p1
OG0007065	Shad_tr11169_c2_g1_i3.p1	Chfu_DN3790_c0_g1_i1.p1
OG0007066	Shad_tr2782_c0_g1_i1.p1, Shad_tr2052_c0_g2_i5.p1	Chfu_DN2415_c0_g1_i1.p1
OG0007068	Shad_tr12678_c0_g1_i5.p1	Chfu_DN18230_c0_g1_i1.p1
OG0007069	Shad_tr901_c0_g1_i2.p1	Chfu_DN2134_c0_g1_i1.p1
OG0007070	Shad_tr4190_c0_g1_i1.p1	Chfu_DN8588_c0_g1_i1.p1
OG0007071	Shad_tr38127_c0_g1_i1.p1	Chfu_DN13386_c0_g2_i1.p1, Chfu_DN13386_c0_g1_i1.p1
OG0007072	Shad_tr430_c3_g1_i1.p1	Chfu_DN17023_c0_g1_i1.p1
OG0007074	Shad_tr86_c20_g1_i1.p1	Chfu_DN17204_c0_g1_i1.p1
OG0007076	Shad_tr3088_c1_g2_i2.p1	Chfu_DN17760_c0_g1_i1.p1
OG0007078	Shad_tr1624_c0_g1_i62.p1	Chfu_DN11639_c0_g1_i1.p1
OG0007079	Shad_tr2357_c1_g1_i13.p1	Chfu_DN839_c0_g1_i1.p1
OG0007080	Shad_tr1940_c3_g1_i1.p1	Chfu_DN8343_c0_g1_i1.p1
OG0007081	Shad_tr4943_c3_g2_i1.p1	Chfu_DN3841_c0_g1_i1.p1
OG0007082	Shad_tr196_c1_g1_i7.p1	Chfu_DN4828_c0_g1_i1.p1
OG0007084	Shad_tr10179_c0_g1_i11.p1	Chfu_DN9474_c0_g1_i1.p1
OG0007085	Shad_tr663_c0_g1_i13.p1	Chfu_DN10317_c0_g1_i1.p1
OG0007087	Shad_tr9209_c0_g1_i3.p1	Chfu_DN3756_c0_g1_i1.p1, Chfu_DN9753_c0_g5_i1.p1
OG0007088	Shad_tr8680_c0_g1_i6.p1	Chfu_DN15968_c0_g1_i1.p1
OG0007089	Shad_tr3791_c4_g2_i1.p1	Chfu_DN15277_c0_g1_i1.p1
OG0007090	Shad_tr4241_c1_g1_i2.p1	Chfu_DN2581_c0_g2_i2.p1
OG0007091	Shad_tr17738_c0_g2_i2.p1	Chfu_DN19559_c0_g1_i1.p1
OG0007092	Shad_tr1886_c8_g1_i1.p1	Chfu_DN1759_c0_g1_i1.p1
OG0007094	Shad_tr4120_c1_g3_i1.p1	Chfu_DN16782_c0_g1_i1.p1
OG0007095	Shad_tr3198_c0_g1_i26.p1	Chfu_DN19723_c0_g1_i1.p1
OG0007096	Shad_tr15583_c0_g1_i2.p1	Chfu_DN16457_c0_g1_i1.p2
OG0007099	Shad_tr15552_c0_g2_i8.p1	Chfu_DN19953_c0_g1_i1.p1
OG0007100	Shad_tr11603_c0_g1_i1.p1	Chfu_DN6604_c0_g1_i1.p1
OG0007101	Shad_tr2616_c2_g1_i4.p1	Chfu_DN3639_c0_g1_i1.p1
OG0007103	Shad_tr30399_c0_g1_i5.p1	Chfu_DN16546_c0_g1_i1.p1
OG0007104	Shad_tr8419_c0_g2_i1.p1	Chfu_DN1581_c0_g1_i3.p1
OG0007105	Shad_tr7876_c0_g1_i2.p2	Chfu_DN15098_c0_g1_i1.p1
OG0007106	Shad_tr6243_c1_g1_i7.p1	Chfu_DN17713_c0_g1_i1.p1
OG0007110	Shad_tr4632_c0_g2_i1.p1	Chfu_DN18053_c0_g1_i1.p1, Chfu_DN17243_c0_g1_i1.p1
OG0007111	Shad_tr6303_c0_g1_i2.p1	Chfu_DN2684_c0_g1_i1.p1
OG0007114	Shad_tr8007_c1_g1_i7.p1	Chfu_DN1534_c0_g1_i1.p1
OG0007115	Shad_tr1845_c0_g2_i5.p1	Chfu_DN6198_c0_g1_i1.p1
OG0007118	Shad_tr6551_c1_g1_i2.p1	Chfu_DN813_c0_g1_i2.p1
OG0007119	Shad_tr4349_c5_g1_i1.p1, Shad_tr19585_c0_g1_i2.p1	Chfu_DN12861_c0_g1_i1.p1
OG0007120	Shad_tr103850_c0_g1_i1.p1	Chfu_DN12402_c0_g1_i1.p1
OG0007121	Shad_tr8447_c0_g1_i3.p1	Chfu_DN17232_c0_g1_i1.p1
OG0007123	Shad_tr9158_c0_g1_i1.p1	Chfu_DN1355_c0_g1_i1.p1
OG0007124	Shad_tr7561_c0_g3_i1.p1	Chfu_DN10696_c0_g1_i1.p1
OG0007125	Shad_tr36637_c0_g1_i1.p1	Chfu_DN11234_c0_g1_i1.p1
OG0007126	Shad_tr15254_c0_g2_i5.p1	Chfu_DN1760_c0_g1_i1.p1
OG0007127	Shad_tr96447_c0_g1_i1.p1	Chfu_DN11187_c0_g1_i1.p1
OG0007128	Shad_tr12854_c0_g2_i1.p1	Chfu_DN17763_c0_g1_i1.p1
OG0007129	Shad_tr77248_c0_g1_i2.p1	Chfu_DN17013_c0_g1_i1.p1
OG0007130	Shad_tr19779_c0_g1_i2.p1	Chfu_DN16386_c0_g1_i1.p1
OG0007131	Shad_tr338_c0_g1_i1.p1	Chfu_DN2377_c0_g1_i1.p1
OG0007133	Shad_tr2616_c0_g1_i3.p1	Chfu_DN3306_c0_g1_i1.p1
OG0007134	Shad_tr10094_c0_g1_i1.p1, Shad_tr748_c0_g1_i10.p1	Chfu_DN2802_c0_g1_i1.p1
OG0007135	Shad_tr8477_c0_g1_i1.p1	Chfu_DN11277_c0_g1_i1.p1
OG0007136	Shad_tr19230_c2_g1_i1.p1	Chfu_DN15110_c0_g1_i1.p1
OG0007137	Shad_tr25560_c0_g1_i5.p1	Chfu_DN3714_c0_g1_i1.p1
OG0007138	Shad_tr5199_c0_g1_i23.p1	Chfu_DN8371_c0_g1_i1.p1
OG0007140	Shad_tr11652_c0_g1_i5.p1	Chfu_DN19160_c0_g1_i1.p1
OG0007142	Shad_tr56485_c0_g1_i1.p1	Chfu_DN654_c0_g1_i7.p1
OG0007143	Shad_tr927_c0_g1_i1.p1	Chfu_DN1694_c0_g1_i2.p1
OG0007146	Shad_tr20804_c0_g1_i1.p1	Chfu_DN12393_c0_g1_i1.p1
OG0007147	Shad_tr9157_c0_g1_i1.p1	Chfu_DN16008_c0_g1_i1.p1
OG0007148	Shad_tr17937_c0_g2_i5.p1	Chfu_DN7624_c0_g1_i1.p1
OG0007149	Shad_tr30483_c0_g1_i1.p1	Chfu_DN9206_c0_g1_i1.p1
OG0007150	Shad_tr27844_c0_g1_i1.p1	Chfu_DN7462_c0_g1_i1.p1
OG0007152	Shad_tr5633_c0_g7_i1.p1	Chfu_DN12197_c0_g1_i2.p1
OG0007153	Shad_tr5784_c0_g1_i16.p1	Chfu_DN8238_c0_g1_i1.p1
OG0007154	Shad_tr45662_c0_g1_i2.p1	Chfu_DN1653_c0_g1_i1.p1
OG0007155	Shad_tr13143_c2_g1_i1.p1	Chfu_DN15302_c0_g1_i1.p1
OG0007157	Shad_tr65467_c0_g1_i1.p1	Chfu_DN14267_c0_g1_i1.p1
OG0007158	Shad_tr158_c0_g2_i1.p1	Chfu_DN10416_c0_g1_i2.p1
OG0007159	Shad_tr17417_c0_g1_i1.p1	Chfu_DN16694_c0_g1_i1.p1
OG0007161	Shad_tr38572_c0_g1_i1.p1	Chfu_DN15934_c0_g1_i1.p1
OG0007163	Shad_tr21416_c0_g1_i1.p1	Chfu_DN15116_c0_g1_i1.p1
OG0007166	Shad_tr9733_c0_g2_i1.p1	Chfu_DN17181_c0_g1_i1.p1
OG0007167	Shad_tr11075_c0_g1_i2.p1	Chfu_DN2329_c0_g1_i1.p1
OG0007168	Shad_tr26625_c0_g1_i3.p1	Chfu_DN13435_c0_g1_i1.p1
OG0007169	Shad_tr6870_c2_g2_i3.p1	Chfu_DN7498_c0_g1_i1.p1
OG0007171	Shad_tr240_c9_g1_i1.p1	Chfu_DN16290_c0_g1_i1.p1
OG0007173	Shad_tr4439_c0_g1_i2.p1	Chfu_DN7031_c0_g1_i1.p1
OG0007174	Shad_tr8026_c0_g3_i1.p1	Chfu_DN443_c0_g2_i1.p1
OG0007176	Shad_tr59171_c0_g1_i1.p1	Chfu_DN5807_c0_g1_i1.p1
OG0007178	Shad_tr1527_c0_g1_i19.p1	Chfu_DN9587_c0_g1_i1.p1
OG0007179	Shad_tr54722_c0_g2_i2.p1	Chfu_DN8203_c0_g1_i1.p1
OG0007180	Shad_tr5922_c1_g1_i1.p1	Chfu_DN6479_c0_g1_i1.p1
OG0007182	Shad_tr12613_c0_g3_i1.p1	Chfu_DN2434_c0_g1_i1.p1
