Orthogroup	Stichodactyla_haddoni_longest_pep	Nematostella_vectensis_longest_pep
OG0009178	Shad_tr54658_c0_g1_i1.p1	Neva_DN5314_c1_g2_i1.p1
OG0009179	Shad_tr26230_c0_g2_i2.p1	Neva_DN613_c9_g1_i1.p1
OG0009182	Shad_tr5573_c0_g1_i4.p1	Neva_DN11719_c1_g1_i9.p1
OG0009183	Shad_tr94408_c0_g1_i1.p1	Neva_DN140563_c0_g2_i1.p1
OG0009184	Shad_tr73317_c0_g1_i1.p1, Shad_tr41204_c0_g1_i1.p1	Neva_DN8833_c0_g2_i2.p1
OG0009187	Shad_tr7866_c0_g1_i1.p1	Neva_DN3138_c0_g1_i14.p1
OG0009188	Shad_tr44734_c0_g1_i3.p1	Neva_DN7606_c0_g2_i2.p1
OG0009189	Shad_tr13937_c0_g1_i4.p1	Neva_DN21878_c0_g1_i2.p1
OG0009191	Shad_tr33844_c0_g1_i3.p1	Neva_DN3830_c2_g1_i6.p1
OG0009192	Shad_tr8643_c0_g1_i12.p1	Neva_DN3945_c0_g1_i6.p1
OG0009193	Shad_tr2088_c1_g1_i1.p1	Neva_DN9676_c0_g1_i5.p1
OG0009196	Shad_tr2198_c1_g1_i1.p1	Neva_DN4385_c0_g1_i3.p1
OG0009197	Shad_tr11589_c3_g2_i1.p1, Shad_tr4078_c0_g1_i11.p1	Neva_DN6829_c1_g1_i3.p1
OG0009198	Shad_tr20170_c0_g1_i4.p1	Neva_DN10981_c0_g2_i7.p1
OG0009203	Shad_tr58387_c0_g2_i3.p1, Shad_tr58387_c2_g1_i1.p1	Neva_DN4612_c12_g1_i1.p1
OG0009204	Shad_tr3308_c5_g1_i1.p1	Neva_DN8690_c0_g1_i3.p1
OG0009205	Shad_tr52606_c1_g1_i1.p1	Neva_DN14810_c0_g1_i15.p1
OG0009207	Shad_tr9479_c0_g1_i3.p1	Neva_DN336_c0_g2_i3.p1
OG0009209	Shad_tr2154_c5_g1_i2.p1	Neva_DN10954_c0_g1_i2.p1
OG0009211	Shad_tr12151_c1_g1_i7.p1	Neva_DN4814_c0_g1_i11.p1
OG0009212	Shad_tr36132_c0_g1_i13.p1	Neva_DN1136_c0_g1_i4.p1
OG0009213	Shad_tr5664_c0_g1_i19.p1	Neva_DN905_c0_g1_i4.p1
OG0009215	Shad_tr40311_c0_g1_i1.p1	Neva_DN116951_c0_g2_i1.p1
OG0009217	Shad_tr11225_c0_g1_i1.p1	Neva_DN1830_c6_g1_i1.p1
OG0009218	Shad_tr17060_c0_g1_i11.p1	Neva_DN50847_c0_g1_i1.p1
OG0009221	Shad_tr12252_c0_g1_i1.p1	Neva_DN8741_c0_g1_i2.p1
OG0009222	Shad_tr14204_c0_g1_i1.p1	Neva_DN1497_c0_g1_i13.p1
OG0009226	Shad_tr11235_c0_g1_i6.p1	Neva_DN10682_c0_g1_i1.p1
OG0009228	Shad_tr7348_c2_g1_i2.p1	Neva_DN21568_c0_g1_i2.p1
OG0009229	Shad_tr1935_c8_g1_i1.p1	Neva_DN12160_c0_g1_i2.p1
OG0009232	Shad_tr60227_c0_g1_i1.p1, Shad_tr4234_c10_g1_i1.p1, Shad_tr60227_c1_g2_i2.p1	Neva_DN16495_c0_g1_i1.p1
OG0009235	Shad_tr8373_c0_g1_i3.p1	Neva_DN3851_c0_g2_i1.p1
OG0009237	Shad_tr7341_c0_g1_i8.p1	Neva_DN21495_c0_g1_i1.p1
OG0009238	Shad_tr12253_c0_g1_i5.p1	Neva_DN780_c0_g1_i6.p1
OG0009239	Shad_tr10876_c0_g1_i1.p1	Neva_DN51806_c0_g1_i5.p1
OG0009243	Shad_tr7711_c0_g1_i3.p1	Neva_DN26009_c0_g1_i10.p1
OG0009244	Shad_tr6977_c4_g1_i1.p1	Neva_DN4438_c0_g1_i2.p1
OG0009245	Shad_tr13189_c5_g1_i4.p1	Neva_DN13735_c0_g1_i3.p1
OG0009246	Shad_tr56496_c0_g1_i1.p1	Neva_DN41822_c1_g1_i1.p1
OG0009247	Shad_tr1928_c7_g1_i1.p1, Shad_tr33582_c0_g2_i7.p1, Shad_tr1605_c0_g1_i8.p1	Neva_DN45420_c0_g1_i1.p1
OG0009248	Shad_tr11571_c0_g1_i4.p1	Neva_DN997_c4_g1_i2.p1
OG0009249	Shad_tr32227_c0_g2_i6.p1	Neva_DN19870_c1_g1_i1.p1
OG0009250	Shad_tr2813_c10_g1_i1.p1	Neva_DN1326_c1_g3_i1.p1
OG0009252	Shad_tr4327_c0_g1_i1.p1	Neva_DN22979_c0_g2_i1.p1
OG0009253	Shad_tr17602_c0_g1_i3.p1	Neva_DN18116_c0_g1_i4.p1
OG0009254	Shad_tr14911_c0_g1_i3.p1	Neva_DN24618_c0_g1_i1.p1
OG0009255	Shad_tr2131_c0_g1_i1.p1	Neva_DN106976_c0_g1_i1.p1
OG0009256	Shad_tr35783_c0_g1_i13.p1	Neva_DN946_c0_g1_i2.p1
OG0009259	Shad_tr324_c5_g1_i2.p1	Neva_DN30503_c1_g1_i2.p1
OG0009260	Shad_tr14567_c0_g1_i1.p1, Shad_tr14567_c0_g2_i1.p1	Neva_DN15795_c1_g1_i2.p1
OG0009262	Shad_tr70115_c0_g1_i1.p1	Neva_DN6565_c0_g3_i3.p1
OG0009263	Shad_tr1427_c1_g1_i1.p1	Neva_DN81526_c0_g1_i1.p1
OG0009266	Shad_tr6570_c0_g1_i1.p1	Neva_DN414_c0_g3_i1.p1
OG0009268	Shad_tr9736_c0_g1_i1.p1	Neva_DN72420_c0_g1_i1.p1
OG0009269	Shad_tr52635_c0_g1_i1.p1	Neva_DN2537_c0_g1_i12.p1
OG0009270	Shad_tr11378_c0_g1_i3.p1	Neva_DN15295_c0_g1_i1.p1
OG0009271	Shad_tr63524_c0_g1_i1.p1	Neva_DN138197_c0_g1_i1.p1
OG0009273	Shad_tr817_c1_g1_i1.p1	Neva_DN12343_c0_g1_i1.p1
OG0009275	Shad_tr40529_c0_g2_i11.p1	Neva_DN4697_c0_g1_i4.p1
OG0009276	Shad_tr63473_c0_g1_i1.p1	Neva_DN6797_c0_g2_i3.p1
OG0009279	Shad_tr40111_c0_g2_i2.p1	Neva_DN8364_c0_g1_i3.p1
OG0009280	Shad_tr15989_c0_g1_i5.p1	Neva_DN27918_c0_g1_i5.p1
OG0009281	Shad_tr57294_c0_g1_i1.p1	Neva_DN137357_c0_g1_i1.p1
OG0009282	Shad_tr16102_c1_g1_i2.p1	Neva_DN3416_c1_g1_i1.p1
OG0009283	Shad_tr18629_c0_g1_i1.p1	Neva_DN8458_c1_g1_i1.p1
OG0009285	Shad_tr42196_c0_g2_i1.p1, Shad_tr42196_c0_g3_i1.p1, Shad_tr42196_c0_g1_i1.p1	Neva_DN34583_c0_g1_i1.p1
OG0009288	Shad_tr29651_c0_g2_i1.p1	Neva_DN2018_c3_g1_i6.p1
OG0009289	Shad_tr16142_c1_g1_i1.p1	Neva_DN83607_c0_g2_i1.p1
OG0009291	Shad_tr18200_c1_g1_i4.p1	Neva_DN9990_c0_g1_i3.p1
OG0009292	Shad_tr41973_c0_g3_i1.p1	Neva_DN51038_c1_g1_i2.p1
OG0009293	Shad_tr21034_c0_g3_i2.p1	Neva_DN1443_c0_g4_i1.p1, Neva_DN173714_c0_g1_i1.p1, Neva_DN107649_c0_g1_i1.p1, Neva_DN76966_c0_g1_i2.p1, Neva_DN39545_c0_g1_i1.p1, Neva_DN88117_c0_g1_i1.p1, Neva_DN12035_c0_g1_i1.p1
OG0009294	Shad_tr15195_c0_g1_i2.p1	Neva_DN2399_c8_g2_i1.p1
OG0009298	Shad_tr13512_c0_g2_i2.p1	Neva_DN93133_c0_g3_i1.p1
OG0009298	Shad_tr13512_c0_g1_i14.p1	Neva_DN93133_c0_g1_i1.p1
OG0009300	Shad_tr6911_c1_g1_i6.p1, Shad_tr43856_c2_g1_i1.p1	Neva_DN95602_c0_g3_i1.p1
OG0009301	Shad_tr35760_c0_g2_i1.p1, Shad_tr42981_c0_g1_i1.p1, Shad_tr82201_c0_g1_i1.p1, Shad_tr13761_c0_g1_i5.p1, Shad_tr27590_c0_g1_i2.p1	Neva_DN26434_c0_g1_i5.p1
OG0009302	Shad_tr80737_c0_g1_i1.p1	Neva_DN70567_c0_g1_i1.p1
OG0009307	Shad_tr99084_c0_g1_i1.p1, Shad_tr31123_c1_g1_i32.p1	Neva_DN2622_c0_g1_i2.p1
OG0009317	Shad_tr93814_c0_g1_i1.p1	Neva_DN3793_c0_g1_i9.p1
OG0009319	Shad_tr30988_c0_g1_i4.p1	Neva_DN39717_c0_g1_i5.p1
OG0009319	Shad_tr114999_c0_g1_i1.p1, Shad_tr73023_c0_g1_i1.p1	Neva_DN26596_c1_g1_i8.p2
OG0009321	Shad_tr32498_c0_g1_i1.p1	Neva_DN47848_c0_g1_i2.p1, Neva_DN96693_c0_g1_i1.p1
OG0009321	Shad_tr3770_c3_g1_i5.p1	Neva_DN69162_c0_g1_i1.p1, Neva_DN39971_c0_g1_i1.p1
OG0009338	Shad_tr3197_c0_g1_i9.p1	Neva_DN1744_c0_g1_i5.p1
OG0009339	Shad_tr635_c2_g1_i7.p1	Neva_DN998_c0_g1_i14.p1, Neva_DN123724_c0_g1_i2.p1
OG0009341	Shad_tr716_c0_g1_i6.p1	Neva_DN1308_c0_g1_i14.p1
OG0009342	Shad_tr7544_c3_g1_i1.p1, Shad_tr7544_c4_g1_i1.p1	Neva_DN3986_c0_g1_i3.p1
OG0009344	Shad_tr4349_c1_g2_i2.p1	Neva_DN10707_c4_g1_i5.p1
OG0009345	Shad_tr21743_c0_g1_i7.p1	Neva_DN9310_c0_g1_i4.p1
OG0009347	Shad_tr7688_c1_g1_i24.p1	Neva_DN4509_c0_g1_i2.p1
OG0009348	Shad_tr4655_c1_g1_i3.p1	Neva_DN6115_c0_g1_i2.p1
OG0009349	Shad_tr5505_c1_g1_i5.p1	Neva_DN310_c0_g1_i8.p1
OG0009350	Shad_tr3844_c0_g1_i3.p1	Neva_DN3574_c0_g1_i4.p1
OG0009354	Shad_tr11464_c0_g1_i1.p1	Neva_DN2055_c0_g1_i8.p1
OG0009355	Shad_tr13981_c0_g1_i13.p1	Neva_DN3247_c0_g1_i7.p1
OG0009356	Shad_tr8924_c1_g2_i1.p1	Neva_DN1742_c0_g1_i13.p1
OG0009357	Shad_tr5281_c2_g1_i4.p1	Neva_DN5344_c1_g1_i7.p1
OG0009358	Shad_tr226_c4_g1_i4.p1	Neva_DN2214_c9_g1_i7.p1
OG0009359	Shad_tr14599_c0_g2_i6.p1	Neva_DN10357_c0_g1_i3.p1
OG0009360	Shad_tr3358_c0_g3_i1.p1	Neva_DN21240_c0_g2_i1.p1
OG0009362	Shad_tr17166_c0_g2_i5.p1	Neva_DN11178_c0_g1_i1.p1
OG0009363	Shad_tr2517_c1_g1_i2.p1	Neva_DN455_c0_g1_i5.p1
OG0009364	Shad_tr3272_c0_g1_i1.p1	Neva_DN17957_c0_g1_i3.p1
OG0009365	Shad_tr6585_c0_g1_i29.p1, Shad_tr1669_c3_g1_i1.p1	Neva_DN14042_c2_g1_i15.p1
OG0009366	Shad_tr5721_c0_g1_i3.p1	Neva_DN3149_c0_g1_i5.p1, Neva_DN749_c0_g1_i21.p1
OG0009368	Shad_tr72425_c0_g1_i1.p1, Shad_tr68661_c0_g1_i1.p1, Shad_tr96424_c0_g1_i1.p1, Shad_tr29487_c0_g1_i1.p1, Shad_tr78545_c0_g1_i1.p1	Neva_DN36302_c0_g1_i1.p1
OG0009369	Shad_tr5308_c2_g1_i6.p1	Neva_DN1033_c0_g1_i15.p1
OG0009371	Shad_tr7225_c4_g1_i5.p1	Neva_DN7667_c0_g1_i11.p1
OG0009372	Shad_tr13851_c1_g1_i9.p1	Neva_DN3289_c4_g1_i6.p1
OG0009373	Shad_tr48179_c1_g1_i1.p1, Shad_tr5339_c1_g1_i2.p1	Neva_DN14654_c0_g1_i1.p1, Neva_DN9698_c0_g1_i2.p1
OG0009374	Shad_tr13844_c0_g1_i7.p1	Neva_DN6595_c0_g1_i29.p1
OG0009377	Shad_tr8631_c0_g2_i1.p1	Neva_DN9195_c0_g1_i2.p1
OG0009379	Shad_tr13316_c0_g1_i2.p1	Neva_DN209_c5_g1_i7.p1
OG0009382	Shad_tr12820_c0_g1_i14.p1	Neva_DN26841_c0_g1_i5.p1
OG0009383	Shad_tr8897_c0_g3_i2.p1	Neva_DN73546_c0_g1_i3.p1
OG0009385	Shad_tr15940_c0_g3_i1.p1	Neva_DN41258_c0_g1_i1.p1
OG0009386	Shad_tr7539_c0_g1_i2.p1	Neva_DN6273_c0_g1_i3.p1
OG0009387	Shad_tr3565_c0_g1_i1.p1	Neva_DN9379_c0_g1_i4.p1
OG0009388	Shad_tr4257_c9_g1_i2.p1, Shad_tr11831_c0_g1_i8.p1	Neva_DN3269_c0_g1_i5.p1
OG0009389	Shad_tr6524_c0_g1_i2.p1, Shad_tr86721_c0_g1_i1.p1	Neva_DN8293_c0_g3_i1.p1
OG0009390	Shad_tr24618_c2_g1_i1.p1	Neva_DN2850_c0_g1_i5.p1
OG0009391	Shad_tr28043_c0_g1_i3.p1, Shad_tr696_c2_g1_i3.p1	Neva_DN7467_c0_g2_i1.p1
OG0009393	Shad_tr47609_c0_g1_i1.p1, Shad_tr36595_c0_g2_i1.p1	Neva_DN534_c0_g1_i8.p1
OG0009394	Shad_tr7147_c0_g1_i12.p1	Neva_DN597_c0_g1_i3.p1
OG0009397	Shad_tr24341_c0_g1_i48.p1	Neva_DN199_c0_g1_i13.p1
OG0009398	Shad_tr17478_c0_g1_i4.p1	Neva_DN16170_c0_g1_i5.p1
OG0009399	Shad_tr2062_c0_g1_i12.p1	Neva_DN689_c0_g1_i14.p1
OG0009400	Shad_tr20130_c0_g1_i3.p1	Neva_DN202_c1_g1_i4.p1
OG0009402	Shad_tr35339_c0_g2_i3.p1	Neva_DN9365_c0_g1_i5.p1
OG0009404	Shad_tr11657_c1_g1_i29.p1	Neva_DN1598_c1_g1_i6.p1
OG0009405	Shad_tr33881_c0_g1_i1.p1, Shad_tr9257_c4_g1_i1.p1	Neva_DN2170_c1_g1_i8.p1
OG0009407	Shad_tr8197_c0_g2_i5.p1	Neva_DN114086_c0_g1_i1.p1
OG0009409	Shad_tr36576_c0_g3_i1.p1	Neva_DN20743_c0_g1_i1.p1
OG0009410	Shad_tr2773_c0_g1_i1.p1	Neva_DN395_c2_g1_i1.p1
OG0009411	Shad_tr1199_c0_g2_i2.p1, Shad_tr6199_c3_g1_i1.p1	Neva_DN6002_c2_g1_i2.p1
OG0009413	Shad_tr32922_c0_g1_i3.p1	Neva_DN1107_c0_g1_i1.p1
OG0009414	Shad_tr8319_c0_g1_i1.p1	Neva_DN23625_c1_g1_i3.p1
OG0009415	Shad_tr67971_c0_g1_i1.p1, Shad_tr89962_c0_g1_i1.p1	Neva_DN44072_c0_g1_i8.p1
OG0009417	Shad_tr33688_c0_g1_i1.p1	Neva_DN64589_c1_g2_i1.p1
OG0009418	Shad_tr10312_c0_g1_i22.p1	Neva_DN8714_c0_g1_i2.p1
OG0009419	Shad_tr84799_c0_g1_i1.p1, Shad_tr76019_c0_g1_i1.p1, Shad_tr22224_c4_g1_i1.p1, Shad_tr89263_c0_g1_i1.p1	Neva_DN33831_c0_g1_i1.p1
OG0009420	Shad_tr5115_c0_g1_i7.p1	Neva_DN5447_c0_g1_i3.p1
OG0009421	Shad_tr19527_c0_g1_i3.p1	Neva_DN2375_c0_g1_i21.p1
OG0009422	Shad_tr11809_c0_g1_i2.p1	Neva_DN18552_c0_g1_i6.p1
OG0009423	Shad_tr5430_c0_g1_i20.p1	Neva_DN18574_c0_g1_i1.p1
OG0009424	Shad_tr32891_c2_g1_i1.p1	Neva_DN1108_c0_g1_i6.p1
OG0009425	Shad_tr2825_c2_g1_i2.p1	Neva_DN2260_c0_g2_i2.p1
OG0009426	Shad_tr15192_c0_g1_i2.p1	Neva_DN708_c0_g2_i1.p1
OG0009427	Shad_tr14660_c0_g1_i5.p1	Neva_DN6223_c0_g1_i8.p1
OG0009429	Shad_tr7865_c0_g1_i3.p1	Neva_DN21099_c0_g1_i1.p1
OG0009430	Shad_tr10754_c1_g1_i7.p1	Neva_DN1112_c0_g1_i5.p1
OG0009431	Shad_tr15262_c0_g1_i1.p1	Neva_DN131023_c0_g1_i3.p1
OG0009432	Shad_tr23145_c0_g1_i20.p1	Neva_DN1170_c0_g1_i1.p1
OG0009433	Shad_tr38289_c0_g1_i1.p1	Neva_DN17420_c0_g2_i2.p1
OG0009434	Shad_tr30764_c2_g1_i2.p1	Neva_DN3972_c1_g2_i1.p1, Neva_DN121304_c0_g1_i1.p1
OG0009435	Shad_tr24677_c0_g1_i1.p1	Neva_DN871_c13_g1_i1.p1
OG0009437	Shad_tr21769_c0_g1_i1.p1	Neva_DN51569_c0_g1_i8.p1
OG0009438	Shad_tr691_c1_g2_i1.p1	Neva_DN6912_c0_g1_i4.p1
OG0009440	Shad_tr2114_c0_g1_i3.p1	Neva_DN42142_c0_g1_i6.p1
OG0009441	Shad_tr83543_c0_g1_i1.p1, Shad_tr92464_c0_g1_i1.p1, Shad_tr23336_c0_g1_i1.p1	Neva_DN3802_c0_g1_i1.p1
OG0009442	Shad_tr13062_c0_g1_i19.p1	Neva_DN5023_c0_g1_i15.p1
OG0009444	Shad_tr13671_c0_g1_i1.p1	Neva_DN46447_c0_g1_i1.p1
OG0009445	Shad_tr9936_c1_g2_i3.p1	Neva_DN6241_c0_g1_i1.p1
OG0009446	Shad_tr11724_c1_g1_i3.p1	Neva_DN8357_c0_g1_i3.p1
OG0009448	Shad_tr7919_c4_g1_i1.p1	Neva_DN3500_c1_g1_i2.p1
OG0009449	Shad_tr9615_c0_g1_i6.p1	Neva_DN4999_c0_g1_i3.p1
OG0009450	Shad_tr16432_c1_g1_i2.p1	Neva_DN892_c0_g1_i4.p1
OG0009451	Shad_tr1882_c0_g1_i34.p1	Neva_DN51792_c0_g1_i5.p1
OG0009452	Shad_tr16899_c0_g1_i8.p1	Neva_DN34117_c0_g1_i15.p1
OG0009453	Shad_tr37196_c0_g1_i3.p1	Neva_DN966_c0_g1_i7.p1
OG0009454	Shad_tr2395_c0_g1_i6.p1	Neva_DN7477_c0_g1_i1.p1
OG0009455	Shad_tr38409_c0_g1_i1.p1	Neva_DN653_c2_g1_i2.p1
OG0009456	Shad_tr4657_c1_g1_i1.p1	Neva_DN2671_c0_g1_i1.p1
OG0009457	Shad_tr10605_c0_g1_i9.p1	Neva_DN1688_c0_g1_i6.p1
OG0009458	Shad_tr6467_c2_g1_i6.p1	Neva_DN40600_c0_g1_i9.p1
OG0009459	Shad_tr16136_c1_g1_i3.p1	Neva_DN5328_c0_g2_i5.p1
OG0009460	Shad_tr1748_c6_g1_i1.p1	Neva_DN9200_c0_g1_i1.p1
OG0009461	Shad_tr8253_c0_g2_i1.p1	Neva_DN13132_c0_g1_i7.p1
OG0009462	Shad_tr7251_c0_g1_i1.p1	Neva_DN7376_c1_g1_i1.p1
OG0009464	Shad_tr8966_c0_g1_i6.p1	Neva_DN23836_c0_g1_i1.p1
OG0009465	Shad_tr9936_c1_g1_i1.p1	Neva_DN1306_c11_g1_i3.p1
OG0009468	Shad_tr18116_c0_g2_i2.p1	Neva_DN61566_c0_g1_i1.p1
OG0009469	Shad_tr18312_c0_g1_i11.p1	Neva_DN7273_c0_g1_i9.p1
OG0009471	Shad_tr30375_c0_g1_i7.p1	Neva_DN2251_c0_g1_i1.p1
OG0009473	Shad_tr8718_c0_g1_i23.p1	Neva_DN13102_c0_g1_i1.p1
OG0009474	Shad_tr256_c5_g1_i4.p1	Neva_DN294_c0_g1_i8.p1
OG0009475	Shad_tr45434_c1_g2_i1.p1, Shad_tr226_c7_g1_i1.p1, Shad_tr9137_c3_g1_i11.p1	Neva_DN1372_c0_g1_i4.p1
OG0009476	Shad_tr16211_c0_g3_i4.p1	Neva_DN36104_c0_g1_i1.p1
OG0009477	Shad_tr4686_c0_g1_i3.p1, Shad_tr1011_c0_g1_i5.p1	Neva_DN16668_c0_g2_i20.p1
OG0009478	Shad_tr31975_c0_g1_i2.p1, Shad_tr111_c2_g2_i2.p1	Neva_DN60482_c0_g2_i2.p1
OG0009479	Shad_tr889_c0_g1_i2.p1	Neva_DN685_c11_g1_i1.p1
OG0009481	Shad_tr2088_c0_g1_i2.p1	Neva_DN8465_c2_g1_i2.p1
OG0009484	Shad_tr13574_c0_g1_i14.p1	Neva_DN2919_c0_g1_i5.p1
OG0009486	Shad_tr15430_c1_g1_i1.p1	Neva_DN2206_c0_g1_i1.p1
OG0009489	Shad_tr25748_c0_g1_i13.p1	Neva_DN1382_c0_g1_i5.p1
OG0009490	Shad_tr23682_c0_g2_i1.p1	Neva_DN11990_c0_g2_i5.p1
OG0009491	Shad_tr6628_c0_g1_i2.p1	Neva_DN19981_c0_g1_i1.p1
OG0009492	Shad_tr22404_c0_g1_i3.p1	Neva_DN20985_c0_g2_i2.p1
OG0009493	Shad_tr6364_c0_g1_i17.p1	Neva_DN45367_c0_g1_i1.p1
OG0009494	Shad_tr41918_c2_g1_i2.p1	Neva_DN23504_c0_g2_i9.p1, Neva_DN23504_c0_g1_i9.p1
OG0009495	Shad_tr16075_c1_g1_i1.p1	Neva_DN1526_c0_g2_i32.p1
OG0009496	Shad_tr6479_c0_g2_i1.p1	Neva_DN5256_c0_g1_i3.p1
OG0009498	Shad_tr20339_c0_g1_i3.p1	Neva_DN6660_c0_g1_i2.p1
OG0009499	Shad_tr2096_c0_g1_i15.p1	Neva_DN3289_c2_g2_i2.p1
OG0009501	Shad_tr10091_c0_g1_i3.p1	Neva_DN30380_c0_g1_i7.p1
OG0009502	Shad_tr44652_c0_g2_i4.p1	Neva_DN825_c2_g1_i8.p1
OG0009503	Shad_tr5695_c0_g1_i1.p1, Shad_tr10777_c1_g1_i1.p1	Neva_DN19505_c0_g1_i1.p1
OG0009504	Shad_tr32103_c0_g1_i1.p1	Neva_DN3028_c1_g1_i1.p1
OG0009505	Shad_tr1585_c0_g1_i15.p1	Neva_DN20477_c0_g1_i2.p1
OG0009506	Shad_tr7398_c0_g1_i1.p1	Neva_DN108476_c2_g1_i1.p1
OG0009507	Shad_tr21587_c1_g1_i7.p1	Neva_DN12233_c0_g2_i3.p1
OG0009508	Shad_tr5237_c2_g1_i2.p1	Neva_DN7060_c0_g2_i4.p1
OG0009509	Shad_tr6229_c0_g1_i19.p1, Shad_tr28182_c0_g1_i1.p1	Neva_DN883_c0_g1_i7.p1
OG0009510	Shad_tr11044_c0_g1_i4.p1	Neva_DN1183_c0_g1_i1.p1
OG0009512	Shad_tr26392_c0_g1_i1.p1	Neva_DN1038_c0_g2_i1.p1
OG0009513	Shad_tr30329_c0_g1_i1.p1	Neva_DN2174_c1_g2_i1.p1
OG0009514	Shad_tr17569_c0_g1_i1.p1, Shad_tr6016_c0_g1_i4.p1	Neva_DN10644_c0_g1_i5.p1, Neva_DN4937_c0_g3_i1.p1, Neva_DN22622_c0_g1_i8.p1, Neva_DN5010_c1_g1_i10.p1
OG0009515	Shad_tr12554_c1_g1_i7.p1	Neva_DN8306_c0_g1_i1.p1
OG0009516	Shad_tr63834_c0_g1_i1.p1, Shad_tr32972_c0_g1_i2.p1	Neva_DN25347_c0_g2_i1.p1
OG0009517	Shad_tr22544_c0_g1_i1.p1	Neva_DN4337_c0_g1_i3.p1
OG0009518	Shad_tr6311_c4_g1_i2.p1	Neva_DN7967_c0_g1_i5.p1
OG0009520	Shad_tr10317_c0_g2_i1.p1	Neva_DN124332_c0_g1_i4.p1
OG0009521	Shad_tr4078_c0_g2_i1.p1	Neva_DN7089_c0_g1_i3.p1, Neva_DN105849_c0_g2_i1.p1
OG0009522	Shad_tr4301_c2_g1_i7.p1	Neva_DN617_c0_g2_i1.p1
OG0009523	Shad_tr16319_c0_g1_i4.p1	Neva_DN3118_c1_g1_i1.p1
OG0009524	Shad_tr109361_c0_g1_i1.p1	Neva_DN31688_c0_g1_i1.p1
OG0009526	Shad_tr443_c4_g1_i1.p1	Neva_DN7593_c0_g1_i10.p1
OG0009527	Shad_tr92410_c0_g1_i1.p1, Shad_tr94252_c0_g1_i1.p1	Neva_DN853_c0_g2_i1.p1
OG0009528	Shad_tr34985_c0_g1_i5.p1	Neva_DN2356_c0_g1_i1.p1
OG0009532	Shad_tr28359_c0_g1_i13.p1	Neva_DN18109_c0_g1_i1.p1
OG0009533	Shad_tr984_c1_g2_i1.p1	Neva_DN18891_c0_g1_i1.p1
OG0009534	Shad_tr6080_c4_g1_i3.p1	Neva_DN726_c0_g2_i2.p1
OG0009535	Shad_tr11965_c1_g1_i1.p1	Neva_DN31714_c0_g2_i1.p1, Neva_DN32266_c0_g1_i1.p1
OG0009536	Shad_tr23056_c1_g1_i3.p1	Neva_DN16915_c0_g1_i7.p1
OG0009537	Shad_tr11744_c0_g1_i5.p1	Neva_DN104035_c0_g1_i1.p1
OG0009538	Shad_tr2589_c1_g1_i1.p1	Neva_DN36967_c0_g1_i3.p1
OG0009539	Shad_tr22082_c0_g1_i3.p1	Neva_DN7920_c0_g1_i14.p1
OG0009540	Shad_tr1681_c0_g2_i1.p1	Neva_DN27676_c0_g1_i1.p1
OG0009541	Shad_tr3593_c0_g1_i5.p1	Neva_DN2316_c0_g1_i1.p1
OG0009542	Shad_tr30054_c0_g1_i7.p1	Neva_DN943_c0_g1_i12.p1
OG0009543	Shad_tr7477_c0_g1_i12.p1	Neva_DN2575_c0_g1_i12.p1
OG0009547	Shad_tr7998_c1_g2_i1.p1	Neva_DN169956_c0_g1_i1.p1
OG0009551	Shad_tr36596_c0_g1_i8.p1	Neva_DN407_c0_g1_i2.p1
OG0009553	Shad_tr5827_c1_g1_i7.p1	Neva_DN1577_c0_g1_i10.p1
OG0009554	Shad_tr36114_c0_g1_i4.p1, Shad_tr73412_c0_g1_i1.p1	Neva_DN4859_c0_g1_i1.p1
OG0009555	Shad_tr72547_c0_g1_i1.p1, Shad_tr12428_c3_g2_i2.p1	Neva_DN1530_c0_g1_i1.p1
OG0009556	Shad_tr48925_c0_g2_i1.p1	Neva_DN31527_c0_g1_i1.p1
OG0009558	Shad_tr62050_c0_g1_i1.p1	Neva_DN39237_c0_g1_i1.p1
OG0009560	Shad_tr24130_c0_g2_i2.p1	Neva_DN5913_c0_g1_i1.p1
OG0009562	Shad_tr112708_c0_g1_i1.p1, Shad_tr105684_c0_g1_i1.p1	Neva_DN3051_c1_g1_i1.p1
OG0009563	Shad_tr17853_c0_g1_i5.p1	Neva_DN4129_c0_g1_i3.p1
OG0009565	Shad_tr38464_c1_g3_i1.p1	Neva_DN8872_c3_g1_i1.p1
OG0009566	Shad_tr2118_c1_g2_i2.p1	Neva_DN3033_c0_g3_i4.p1
OG0009567	Shad_tr69134_c0_g1_i1.p1	Neva_DN61108_c0_g2_i1.p1
OG0009568	Shad_tr65357_c0_g1_i1.p1	Neva_DN97312_c0_g1_i2.p1
OG0009569	Shad_tr34178_c0_g1_i2.p1	Neva_DN5033_c0_g1_i14.p1
OG0009570	Shad_tr7893_c0_g1_i1.p1	Neva_DN2215_c0_g2_i4.p1
OG0009571	Shad_tr15595_c0_g1_i1.p1, Shad_tr54936_c0_g1_i1.p1	Neva_DN88002_c0_g1_i1.p1, Neva_DN155976_c0_g1_i1.p1
OG0009574	Shad_tr20287_c1_g1_i6.p1	Neva_DN5180_c0_g1_i13.p1
OG0009575	Shad_tr39155_c0_g1_i2.p1	Neva_DN526_c0_g1_i9.p1
OG0009576	Shad_tr6014_c0_g1_i11.p1	Neva_DN1018_c0_g2_i1.p1
