Orthogroup	Stichodactyla_haddoni_longest_pep	Oulactis_longest_pep
OG0010501	Shad_tr28417_c0_g1_i1.p1	Oula_DN40664_c0_g1_i1.p1
OG0010503	Shad_tr96778_c0_g1_i1.p1	Oula_DN14161_c0_g1_i16.p1
OG0010504	Shad_tr81372_c0_g1_i1.p1	Oula_DN29534_c0_g2_i1.p1
OG0010504	Shad_tr40124_c0_g1_i1.p1	Oula_DN29534_c0_g1_i1.p1
OG0010505	Shad_tr3301_c0_g1_i3.p1	Oula_DN6640_c0_g1_i5.p1
OG0010506	Shad_tr38420_c4_g2_i1.p1	Oula_DN10643_c0_g1_i3.p1
OG0010507	Shad_tr110421_c0_g1_i1.p1	Oula_DN33198_c0_g1_i1.p1
OG0010511	Shad_tr10629_c0_g1_i2.p1	Oula_DN13234_c0_g1_i5.p1
OG0010512	Shad_tr10831_c0_g1_i2.p1	Oula_DN3748_c0_g1_i4.p1
OG0010513	Shad_tr18510_c0_g2_i3.p2	Oula_DN5535_c1_g1_i1.p1
OG0010514	Shad_tr20738_c2_g1_i7.p1	Oula_DN192_c0_g2_i2.p1
OG0010516	Shad_tr14970_c0_g1_i2.p1	Oula_DN15924_c0_g1_i5.p2
OG0010517	Shad_tr10980_c1_g2_i3.p1	Oula_DN950_c1_g1_i2.p1
OG0010518	Shad_tr12626_c0_g1_i8.p1	Oula_DN25360_c0_g1_i1.p1
OG0010520	Shad_tr91393_c0_g1_i1.p1	Oula_DN4119_c0_g1_i2.p2
OG0010521	Shad_tr4450_c0_g1_i2.p1	Oula_DN1009_c0_g1_i2.p1
OG0010525	Shad_tr27044_c0_g1_i1.p1, Shad_tr58664_c0_g2_i1.p1	Oula_DN32193_c0_g1_i2.p1
OG0010526	Shad_tr102675_c0_g1_i1.p1	Oula_DN22097_c0_g3_i1.p1
OG0010529	Shad_tr19570_c2_g5_i1.p1	Oula_DN48356_c0_g1_i1.p1
OG0010531	Shad_tr57293_c0_g2_i1.p1	Oula_DN40655_c0_g1_i1.p1
OG0010532	Shad_tr12330_c0_g1_i17.p1	Oula_DN7734_c0_g1_i1.p2
OG0010533	Shad_tr1354_c1_g2_i1.p1	Oula_DN3288_c1_g1_i4.p1
OG0010536	Shad_tr4269_c1_g1_i3.p2	Oula_DN5437_c0_g1_i1.p1
OG0010537	Shad_tr21129_c0_g1_i3.p1	Oula_DN4858_c1_g1_i3.p1
OG0010538	Shad_tr2908_c1_g1_i10.p3	Oula_DN1021_c0_g1_i2.p1, Oula_DN1021_c0_g2_i1.p1, Oula_DN33199_c0_g1_i1.p1
OG0010539	Shad_tr29305_c2_g1_i3.p1	Oula_DN23502_c0_g2_i1.p1, Oula_DN23502_c0_g1_i2.p1, Oula_DN35504_c0_g2_i2.p1, Oula_DN14442_c1_g1_i1.p1, Oula_DN35504_c0_g1_i1.p1
OG0010540	Shad_tr89132_c0_g1_i1.p1	Oula_DN8731_c0_g1_i1.p1
OG0010541	Shad_tr28244_c0_g1_i3.p1	Oula_DN11905_c0_g2_i1.p1
OG0010542	Shad_tr11898_c0_g1_i1.p1	Oula_DN9290_c0_g1_i1.p1
OG0010543	Shad_tr5695_c2_g1_i2.p1	Oula_DN7656_c0_g1_i1.p1
OG0010544	Shad_tr24367_c0_g1_i6.p1	Oula_DN4313_c0_g1_i5.p1
OG0010545	Shad_tr2492_c0_g1_i4.p1	Oula_DN2098_c0_g1_i2.p1
OG0010546	Shad_tr7298_c0_g2_i2.p1	Oula_DN1822_c0_g3_i1.p1
OG0010547	Shad_tr10491_c0_g1_i2.p1	Oula_DN9850_c1_g1_i1.p1
OG0010548	Shad_tr24195_c0_g2_i3.p1	Oula_DN9161_c0_g1_i18.p1
OG0010549	Shad_tr51124_c0_g1_i1.p1	Oula_DN27889_c0_g2_i1.p1
OG0010550	Shad_tr13824_c0_g1_i5.p1	Oula_DN4965_c1_g1_i2.p1
OG0010551	Shad_tr3380_c2_g3_i1.p1	Oula_DN935_c0_g1_i5.p1
OG0010552	Shad_tr33305_c1_g1_i1.p1	Oula_DN26790_c0_g1_i1.p1
OG0010552	Shad_tr33305_c1_g2_i1.p1	Oula_DN48810_c0_g1_i1.p1, Oula_DN5021_c0_g2_i1.p1
OG0010553	Shad_tr419_c3_g1_i1.p1	Oula_DN1798_c0_g1_i1.p1
OG0010554	Shad_tr28724_c0_g1_i3.p1	Oula_DN4663_c0_g2_i3.p1
OG0010555	Shad_tr3966_c0_g4_i13.p1	Oula_DN7067_c0_g1_i4.p1
OG0010557	Shad_tr6886_c2_g1_i1.p1	Oula_DN8162_c0_g1_i7.p1
OG0010558	Shad_tr18277_c0_g1_i1.p1	Oula_DN27255_c0_g1_i1.p1, Oula_DN27255_c0_g2_i2.p1
OG0010561	Shad_tr23916_c0_g1_i2.p1	Oula_DN6250_c0_g1_i1.p1
OG0010563	Shad_tr14987_c0_g1_i3.p1	Oula_DN8074_c0_g1_i2.p1
OG0010564	Shad_tr22665_c3_g1_i4.p1	Oula_DN14526_c0_g1_i3.p1
OG0010566	Shad_tr11083_c0_g2_i1.p1	Oula_DN32138_c0_g1_i1.p1
OG0010567	Shad_tr25908_c1_g1_i1.p1	Oula_DN9730_c0_g1_i3.p1
OG0010569	Shad_tr17790_c0_g1_i2.p1	Oula_DN16210_c0_g1_i6.p1
OG0010570	Shad_tr18925_c0_g3_i5.p1, Shad_tr1233_c4_g1_i2.p1	Oula_DN6460_c0_g1_i3.p1
OG0010572	Shad_tr2456_c0_g1_i27.p1	Oula_DN367_c0_g1_i1.p1
OG0010575	Shad_tr13024_c1_g1_i1.p1	Oula_DN15567_c0_g1_i4.p1
OG0010576	Shad_tr22946_c0_g2_i1.p1	Oula_DN254_c5_g1_i1.p1
OG0010577	Shad_tr10304_c0_g1_i9.p1	Oula_DN16224_c0_g1_i1.p1
OG0010578	Shad_tr14190_c0_g1_i8.p1	Oula_DN12742_c0_g1_i1.p1, Oula_DN3404_c0_g1_i3.p1
OG0010579	Shad_tr13920_c0_g2_i1.p1	Oula_DN14213_c0_g1_i2.p1
OG0010580	Shad_tr15976_c0_g1_i4.p1	Oula_DN31212_c0_g1_i1.p1
OG0010581	Shad_tr14656_c1_g1_i1.p1	Oula_DN31594_c0_g1_i1.p1
OG0010582	Shad_tr19662_c0_g1_i2.p1	Oula_DN19434_c0_g1_i2.p1
OG0010583	Shad_tr12270_c0_g1_i21.p1	Oula_DN20893_c0_g1_i2.p1
OG0010584	Shad_tr7832_c0_g1_i3.p1	Oula_DN13831_c0_g1_i3.p1
OG0010585	Shad_tr73649_c0_g1_i1.p2	Oula_DN25949_c0_g1_i1.p2
OG0010586	Shad_tr11341_c0_g1_i1.p1	Oula_DN19899_c0_g1_i5.p1
OG0010587	Shad_tr8278_c0_g1_i5.p1	Oula_DN28445_c0_g1_i1.p1
OG0010588	Shad_tr35144_c0_g2_i1.p1	Oula_DN14892_c0_g1_i4.p1
OG0010591	Shad_tr26386_c0_g1_i2.p1	Oula_DN1694_c0_g1_i3.p1
OG0010592	Shad_tr6968_c0_g1_i9.p1	Oula_DN14050_c0_g2_i2.p1
OG0010593	Shad_tr7709_c0_g2_i4.p1	Oula_DN432_c1_g1_i5.p1
OG0010596	Shad_tr1808_c0_g1_i1.p1	Oula_DN6559_c0_g1_i1.p1
OG0010599	Shad_tr7401_c0_g1_i1.p1	Oula_DN24433_c0_g1_i1.p1, Oula_DN1354_c0_g1_i5.p1
OG0010602	Shad_tr5226_c3_g1_i3.p1	Oula_DN8935_c0_g1_i3.p1
OG0010603	Shad_tr108614_c0_g1_i1.p1	Oula_DN26599_c0_g1_i8.p1, Oula_DN26599_c1_g1_i2.p1
OG0010604	Shad_tr4234_c9_g1_i1.p2	Oula_DN568_c0_g2_i1.p1
OG0010608	Shad_tr34433_c0_g1_i1.p1	Oula_DN1517_c4_g1_i1.p1
OG0010610	Shad_tr7588_c0_g1_i1.p1	Oula_DN984_c0_g1_i2.p1
OG0010611	Shad_tr7878_c0_g1_i2.p1	Oula_DN22590_c0_g1_i4.p1
OG0010612	Shad_tr68356_c0_g1_i1.p1	Oula_DN4182_c0_g2_i2.p1
OG0010614	Shad_tr7815_c0_g2_i1.p1	Oula_DN13675_c0_g1_i1.p1
OG0010618	Shad_tr11685_c0_g1_i2.p1	Oula_DN21776_c0_g1_i2.p1
OG0010623	Shad_tr2773_c1_g1_i7.p1	Oula_DN2743_c2_g1_i1.p1
OG0010624	Shad_tr40256_c1_g2_i1.p1	Oula_DN16351_c0_g1_i4.p1
OG0010625	Shad_tr25673_c0_g1_i4.p1	Oula_DN12769_c0_g1_i2.p1
OG0010628	Shad_tr20408_c0_g1_i2.p1	Oula_DN13542_c0_g1_i1.p1
OG0010629	Shad_tr6464_c0_g4_i1.p1	Oula_DN548_c0_g1_i1.p1
OG0010632	Shad_tr29038_c0_g1_i7.p1	Oula_DN6_c2_g1_i1.p1
OG0010635	Shad_tr43653_c0_g1_i1.p1, Shad_tr6725_c0_g1_i1.p1	Oula_DN9549_c0_g1_i1.p1
OG0010639	Shad_tr30335_c0_g1_i10.p1	Oula_DN6397_c0_g2_i1.p1
OG0010640	Shad_tr61650_c0_g1_i1.p1	Oula_DN18631_c0_g1_i1.p1
OG0010642	Shad_tr30783_c3_g1_i3.p1	Oula_DN12935_c0_g1_i3.p1
OG0010643	Shad_tr3973_c0_g1_i1.p1	Oula_DN41489_c0_g1_i2.p1
OG0010644	Shad_tr42218_c0_g1_i2.p1, Shad_tr69927_c0_g1_i1.p2, Shad_tr55111_c0_g1_i1.p1, Shad_tr8938_c0_g1_i53.p1	Oula_DN12834_c1_g4_i1.p2
OG0010647	Shad_tr21021_c1_g1_i1.p1	Oula_DN47359_c0_g1_i1.p1
OG0010649	Shad_tr21204_c0_g2_i3.p1	Oula_DN21189_c0_g1_i1.p1
OG0010652	Shad_tr11192_c0_g1_i6.p1	Oula_DN30847_c0_g1_i1.p1, Oula_DN48912_c0_g1_i1.p1, Oula_DN19455_c0_g1_i1.p1
OG0010656	Shad_tr13752_c1_g3_i1.p1	Oula_DN29973_c0_g1_i1.p1, Oula_DN20072_c0_g1_i2.p1
OG0010657	Shad_tr8583_c4_g2_i1.p1	Oula_DN15763_c0_g1_i5.p1
OG0010666	Shad_tr84888_c0_g1_i1.p1, Shad_tr22739_c0_g1_i3.p1	Oula_DN46880_c0_g1_i1.p1
OG0010676	Shad_tr769_c1_g2_i2.p1	Oula_DN37219_c0_g1_i1.p1
OG0010693	Shad_tr104886_c0_g1_i1.p1	Oula_DN9396_c0_g1_i2.p1
OG0010693	Shad_tr22488_c0_g1_i1.p1	Oula_DN8974_c0_g1_i2.p1, Oula_DN11874_c1_g1_i1.p1, Oula_DN40484_c0_g2_i1.p1, Oula_DN40484_c0_g1_i1.p1, Oula_DN22900_c0_g1_i1.p1, Oula_DN46037_c0_g1_i1.p1, Oula_DN48320_c0_g1_i1.p1, Oula_DN12958_c1_g2_i1.p1, Oula_DN12958_c1_g1_i1.p1, Oula_DN16768_c0_g1_i1.p1, Oula_DN9476_c0_g1_i7.p1, Oula_DN8552_c0_g1_i8.p1, Oula_DN19769_c0_g1_i2.p1
OG0010695	Shad_tr112_c2_g1_i4.p1	Oula_DN3779_c0_g2_i2.p1
OG0010698	Shad_tr44958_c0_g1_i1.p1, Shad_tr11404_c0_g1_i2.p1	Oula_DN7064_c0_g1_i1.p1
OG0010699	Shad_tr42412_c0_g1_i1.p1	Oula_DN7075_c0_g1_i1.p1
OG0010700	Shad_tr23179_c0_g1_i1.p1	Oula_DN10401_c0_g1_i3.p1
OG0010701	Shad_tr8225_c0_g1_i17.p1	Oula_DN5787_c0_g1_i4.p1
OG0010702	Shad_tr5300_c0_g1_i12.p1	Oula_DN6370_c0_g1_i15.p1
OG0010703	Shad_tr3088_c0_g2_i1.p1	Oula_DN6061_c0_g1_i10.p1
OG0010704	Shad_tr13197_c0_g1_i5.p1	Oula_DN323_c0_g1_i2.p1
OG0010705	Shad_tr30953_c0_g1_i1.p1	Oula_DN25856_c0_g1_i1.p1
OG0010705	Shad_tr22466_c0_g1_i1.p1	Oula_DN25680_c0_g1_i4.p1
OG0010706	Shad_tr27705_c0_g1_i2.p1	Oula_DN16137_c0_g1_i1.p1
OG0010707	Shad_tr24396_c0_g1_i1.p1	Oula_DN1534_c1_g2_i1.p1
OG0010708	Shad_tr24578_c1_g1_i1.p1	Oula_DN4471_c0_g1_i1.p1
OG0010710	Shad_tr8298_c0_g1_i1.p1	Oula_DN7986_c0_g1_i4.p1
OG0010711	Shad_tr4127_c0_g1_i5.p1	Oula_DN13915_c0_g1_i5.p1
OG0010712	Shad_tr6135_c0_g2_i4.p1	Oula_DN841_c0_g1_i9.p1
OG0010713	Shad_tr11170_c0_g1_i10.p1	Oula_DN39105_c0_g2_i10.p1, Oula_DN39105_c0_g1_i1.p1
OG0010714	Shad_tr32132_c0_g1_i53.p1, Shad_tr44584_c0_g1_i1.p1	Oula_DN18239_c0_g1_i5.p1
OG0010715	Shad_tr35384_c0_g1_i8.p1	Oula_DN6207_c0_g1_i1.p1
OG0010716	Shad_tr19457_c0_g1_i11.p1	Oula_DN28702_c0_g1_i1.p1
OG0010717	Shad_tr9847_c0_g1_i1.p1	Oula_DN12519_c0_g2_i3.p1
OG0010719	Shad_tr12833_c0_g1_i2.p1	Oula_DN376_c0_g1_i17.p1, Oula_DN2128_c0_g2_i1.p1
OG0010720	Shad_tr4517_c1_g1_i2.p1, Shad_tr27342_c0_g1_i1.p1	Oula_DN15559_c0_g2_i1.p1
OG0010722	Shad_tr7159_c0_g2_i1.p1	Oula_DN3184_c0_g1_i1.p1
OG0010723	Shad_tr25056_c1_g1_i5.p1	Oula_DN11608_c0_g1_i1.p1
OG0010724	Shad_tr18550_c1_g1_i14.p1	Oula_DN16876_c0_g1_i1.p1
OG0010725	Shad_tr2540_c0_g1_i5.p1	Oula_DN14683_c1_g1_i7.p1
OG0010727	Shad_tr4619_c1_g1_i11.p1	Oula_DN4984_c0_g2_i1.p1
OG0010728	Shad_tr22875_c0_g1_i10.p1	Oula_DN11953_c0_g1_i2.p1
OG0010729	Shad_tr821_c0_g1_i1.p1	Oula_DN624_c0_g1_i10.p1
OG0010732	Shad_tr7966_c0_g1_i1.p1	Oula_DN2118_c0_g1_i12.p1
OG0010734	Shad_tr8456_c0_g1_i13.p1	Oula_DN13214_c0_g1_i1.p1
OG0010736	Shad_tr20989_c0_g1_i1.p1	Oula_DN34665_c0_g1_i2.p1
OG0010737	Shad_tr2021_c0_g1_i1.p1	Oula_DN701_c4_g1_i1.p1
OG0010738	Shad_tr5750_c2_g1_i1.p1	Oula_DN8537_c0_g1_i3.p1
OG0010739	Shad_tr2138_c2_g1_i5.p1	Oula_DN15018_c0_g1_i5.p1
OG0010740	Shad_tr31404_c1_g1_i4.p1	Oula_DN37675_c0_g1_i1.p1, Oula_DN25838_c0_g1_i2.p1
OG0010741	Shad_tr34950_c0_g1_i10.p1	Oula_DN5780_c0_g1_i6.p1
OG0010742	Shad_tr7919_c3_g1_i7.p1	Oula_DN18170_c0_g1_i1.p1
OG0010743	Shad_tr2251_c1_g1_i1.p1	Oula_DN16375_c0_g1_i12.p1
OG0010744	Shad_tr3652_c6_g1_i2.p1	Oula_DN24541_c0_g2_i1.p1
OG0010747	Shad_tr5774_c2_g1_i1.p1	Oula_DN14725_c1_g1_i10.p1
OG0010748	Shad_tr16403_c0_g1_i111.p1	Oula_DN2325_c0_g1_i3.p1
OG0010749	Shad_tr43934_c0_g1_i4.p1	Oula_DN24046_c0_g1_i2.p1, Oula_DN24046_c0_g2_i2.p1
OG0010750	Shad_tr25370_c1_g1_i1.p1	Oula_DN6658_c0_g1_i3.p1
OG0010751	Shad_tr44078_c0_g2_i1.p1	Oula_DN32459_c0_g1_i1.p1
OG0010752	Shad_tr42353_c0_g2_i1.p1	Oula_DN38737_c0_g1_i6.p1
OG0010753	Shad_tr30289_c0_g1_i2.p1	Oula_DN13122_c1_g1_i14.p1
OG0010756	Shad_tr3162_c0_g1_i1.p1	Oula_DN3135_c1_g1_i1.p1
OG0010757	Shad_tr41895_c0_g1_i2.p1	Oula_DN6143_c0_g2_i1.p1
OG0010758	Shad_tr4711_c1_g1_i6.p1	Oula_DN24657_c0_g1_i3.p1
OG0010759	Shad_tr5629_c1_g2_i1.p1	Oula_DN7372_c0_g1_i10.p1
OG0010760	Shad_tr38299_c1_g2_i2.p1	Oula_DN30086_c0_g1_i7.p1
OG0010761	Shad_tr3667_c0_g2_i1.p1	Oula_DN28398_c0_g1_i3.p1
OG0010762	Shad_tr5634_c0_g1_i1.p1	Oula_DN24571_c0_g1_i7.p1
OG0010763	Shad_tr604_c2_g1_i4.p1	Oula_DN2537_c3_g1_i2.p1
OG0010764	Shad_tr34187_c0_g1_i3.p1	Oula_DN10117_c0_g1_i6.p1
OG0010765	Shad_tr58450_c0_g1_i1.p1	Oula_DN29923_c0_g2_i4.p1, Oula_DN47474_c0_g1_i1.p1
OG0010766	Shad_tr12540_c1_g1_i1.p1	Oula_DN4614_c1_g1_i4.p1
OG0010767	Shad_tr17575_c0_g1_i1.p1	Oula_DN8299_c0_g1_i8.p1
OG0010768	Shad_tr5937_c0_g1_i10.p1	Oula_DN4364_c0_g1_i1.p1
OG0010769	Shad_tr13460_c0_g1_i8.p1	Oula_DN35213_c0_g1_i1.p1
OG0010770	Shad_tr9738_c1_g2_i8.p1	Oula_DN34969_c0_g1_i1.p1
OG0010771	Shad_tr7751_c1_g1_i3.p1	Oula_DN19107_c0_g1_i1.p1
OG0010772	Shad_tr18059_c1_g1_i12.p1	Oula_DN3110_c0_g1_i2.p1
OG0010773	Shad_tr59522_c0_g2_i1.p1, Shad_tr59522_c0_g1_i1.p1	Oula_DN2523_c0_g1_i3.p1
OG0010774	Shad_tr6069_c0_g1_i3.p1	Oula_DN12044_c0_g1_i3.p1
OG0010775	Shad_tr7878_c0_g3_i2.p1	Oula_DN8675_c0_g2_i2.p1
OG0010776	Shad_tr17713_c0_g3_i1.p1	Oula_DN21306_c0_g2_i1.p1, Oula_DN21306_c0_g1_i1.p1
OG0010777	Shad_tr10577_c0_g1_i1.p1	Oula_DN1552_c0_g1_i3.p1
OG0010778	Shad_tr5636_c0_g1_i6.p1, Shad_tr4872_c2_g3_i1.p1	Oula_DN1511_c0_g1_i3.p1
OG0010779	Shad_tr21099_c1_g2_i1.p1	Oula_DN2995_c0_g4_i1.p1
OG0010780	Shad_tr4090_c0_g2_i3.p1	Oula_DN10081_c0_g1_i5.p1
OG0010781	Shad_tr19948_c0_g2_i4.p1	Oula_DN19478_c0_g1_i1.p1
OG0010782	Shad_tr7658_c0_g1_i2.p1	Oula_DN2738_c0_g1_i5.p1
OG0010783	Shad_tr10738_c0_g1_i1.p1	Oula_DN13612_c0_g1_i2.p1
OG0010784	Shad_tr3377_c0_g2_i2.p1	Oula_DN39715_c0_g1_i1.p1
OG0010785	Shad_tr6870_c1_g1_i1.p1	Oula_DN1757_c0_g2_i1.p1
OG0010786	Shad_tr25475_c1_g2_i1.p1, Shad_tr4695_c3_g1_i2.p1	Oula_DN23022_c0_g1_i1.p1, Oula_DN6105_c0_g1_i13.p1, Oula_DN24484_c1_g3_i2.p1, Oula_DN24484_c1_g1_i2.p1, Oula_DN19507_c0_g1_i1.p1
OG0010787	Shad_tr31939_c2_g1_i1.p1	Oula_DN9354_c0_g1_i3.p1
OG0010788	Shad_tr14288_c0_g1_i1.p1	Oula_DN31119_c0_g1_i6.p1
OG0010791	Shad_tr3409_c0_g1_i3.p1	Oula_DN4467_c1_g1_i4.p1
OG0010792	Shad_tr6639_c0_g1_i20.p1	Oula_DN8972_c0_g1_i3.p1
OG0010793	Shad_tr23235_c0_g1_i13.p1	Oula_DN31216_c0_g1_i1.p1, Oula_DN31216_c0_g2_i1.p1
OG0010794	Shad_tr9177_c0_g1_i8.p1, Shad_tr25117_c0_g1_i1.p1, Shad_tr990_c1_g1_i1.p1	Oula_DN28561_c0_g1_i3.p1
OG0010795	Shad_tr11149_c0_g4_i2.p1	Oula_DN23115_c0_g1_i1.p1
OG0010796	Shad_tr15185_c0_g1_i1.p1	Oula_DN18693_c0_g1_i1.p1
OG0010797	Shad_tr1894_c1_g1_i9.p1	Oula_DN9516_c0_g1_i1.p1
OG0010798	Shad_tr2188_c0_g1_i4.p1	Oula_DN1970_c0_g1_i3.p1
OG0010799	Shad_tr9700_c0_g1_i24.p1	Oula_DN41299_c0_g1_i1.p1
OG0010800	Shad_tr2782_c2_g1_i8.p1	Oula_DN5523_c2_g1_i1.p1
OG0010801	Shad_tr31035_c0_g1_i1.p1	Oula_DN2957_c0_g1_i1.p1
OG0010802	Shad_tr13147_c0_g1_i10.p1	Oula_DN6287_c0_g1_i1.p1
OG0010803	Shad_tr36003_c0_g1_i3.p1	Oula_DN33262_c0_g4_i1.p1, Oula_DN33262_c0_g3_i1.p1
OG0010804	Shad_tr2782_c7_g1_i1.p1	Oula_DN5742_c0_g1_i3.p1
OG0010805	Shad_tr7804_c0_g1_i3.p1	Oula_DN4849_c0_g1_i1.p1
OG0010806	Shad_tr6148_c1_g6_i1.p1	Oula_DN8245_c1_g1_i4.p1
OG0010807	Shad_tr13411_c0_g1_i22.p1	Oula_DN52_c0_g4_i2.p1
OG0010808	Shad_tr3327_c1_g1_i1.p1	Oula_DN3783_c0_g1_i2.p1
OG0010809	Shad_tr31843_c0_g1_i1.p1	Oula_DN33773_c0_g1_i1.p1, Oula_DN31098_c0_g1_i1.p1
OG0010810	Shad_tr21388_c0_g2_i1.p1	Oula_DN23299_c0_g1_i1.p1
OG0010811	Shad_tr9040_c0_g1_i6.p1	Oula_DN8385_c0_g1_i2.p1
OG0010812	Shad_tr18098_c1_g1_i2.p1	Oula_DN14123_c0_g1_i5.p1
OG0010813	Shad_tr6794_c0_g1_i1.p1	Oula_DN5201_c0_g1_i4.p1
OG0010814	Shad_tr22620_c0_g1_i2.p1	Oula_DN48336_c0_g1_i1.p1
OG0010815	Shad_tr26414_c0_g1_i10.p1	Oula_DN14463_c0_g2_i1.p1
OG0010816	Shad_tr8146_c0_g1_i5.p1	Oula_DN3525_c1_g1_i3.p1
OG0010817	Shad_tr14572_c0_g2_i2.p1	Oula_DN20912_c0_g1_i2.p1
OG0010819	Shad_tr42690_c0_g1_i2.p1, Shad_tr36348_c0_g2_i3.p1	Oula_DN17222_c0_g1_i3.p1
OG0010820	Shad_tr5957_c0_g2_i2.p1	Oula_DN16960_c0_g1_i5.p1
OG0010821	Shad_tr508_c2_g1_i4.p1	Oula_DN5747_c0_g1_i9.p1
OG0010822	Shad_tr3714_c0_g1_i1.p1	Oula_DN5235_c0_g1_i1.p1
OG0010823	Shad_tr11534_c0_g1_i2.p1	Oula_DN13617_c0_g2_i2.p1
OG0010824	Shad_tr114950_c0_g1_i1.p1, Shad_tr23255_c0_g1_i1.p1	Oula_DN7218_c0_g1_i1.p1
OG0010825	Shad_tr37618_c0_g1_i1.p1	Oula_DN21601_c0_g1_i1.p1
OG0010826	Shad_tr50079_c1_g1_i1.p1, Shad_tr22995_c0_g1_i1.p1	Oula_DN11731_c0_g1_i3.p1
OG0010827	Shad_tr18561_c1_g1_i1.p1	Oula_DN8684_c0_g1_i3.p1
OG0010828	Shad_tr11722_c1_g1_i2.p1	Oula_DN8687_c0_g1_i4.p1
OG0010829	Shad_tr2255_c3_g1_i2.p1	Oula_DN3758_c0_g1_i6.p1
OG0010830	Shad_tr17549_c0_g1_i13.p1	Oula_DN11002_c0_g1_i7.p1
OG0010831	Shad_tr10883_c0_g1_i1.p1	Oula_DN26828_c0_g1_i3.p1
OG0010832	Shad_tr44460_c0_g1_i3.p1	Oula_DN1793_c1_g1_i4.p1
OG0010833	Shad_tr8725_c1_g1_i2.p1	Oula_DN18288_c0_g1_i10.p1
OG0010834	Shad_tr57954_c0_g1_i1.p2	Oula_DN4043_c1_g1_i3.p1
OG0010835	Shad_tr28796_c0_g1_i2.p1	Oula_DN13990_c1_g1_i3.p1
OG0010837	Shad_tr103482_c0_g1_i1.p1	Oula_DN11003_c0_g1_i3.p1
OG0010838	Shad_tr101587_c0_g1_i2.p1	Oula_DN23269_c0_g1_i4.p1
OG0010839	Shad_tr8026_c0_g5_i1.p1	Oula_DN28910_c0_g1_i1.p1
OG0010840	Shad_tr19890_c1_g1_i9.p1, Shad_tr9035_c1_g1_i2.p1	Oula_DN7387_c1_g1_i5.p1
OG0010841	Shad_tr40476_c0_g1_i1.p1	Oula_DN35178_c0_g1_i1.p1
OG0010843	Shad_tr8365_c1_g1_i5.p1	Oula_DN13660_c0_g1_i1.p1
OG0010844	Shad_tr18488_c0_g1_i1.p1	Oula_DN12297_c0_g1_i1.p1
OG0010845	Shad_tr11771_c0_g1_i6.p1	Oula_DN13024_c0_g1_i1.p1
OG0010846	Shad_tr5280_c0_g1_i3.p1	Oula_DN25505_c0_g1_i4.p1
OG0010847	Shad_tr50691_c0_g1_i1.p1	Oula_DN6976_c0_g1_i4.p1
OG0010848	Shad_tr38124_c0_g1_i1.p1	Oula_DN5363_c0_g1_i4.p1
OG0010849	Shad_tr19595_c0_g1_i1.p1	Oula_DN21084_c0_g1_i1.p1
OG0010850	Shad_tr9674_c0_g1_i10.p1	Oula_DN4687_c0_g1_i1.p1
OG0010851	Shad_tr3055_c0_g1_i1.p1	Oula_DN30830_c0_g1_i1.p1
OG0010852	Shad_tr6940_c0_g2_i2.p1	Oula_DN11644_c0_g1_i1.p1
OG0010853	Shad_tr55_c15_g1_i1.p1	Oula_DN20058_c0_g1_i3.p1
OG0010855	Shad_tr74890_c0_g1_i1.p1	Oula_DN42428_c0_g1_i1.p1
OG0010856	Shad_tr22278_c0_g1_i12.p1	Oula_DN2281_c0_g1_i1.p1
OG0010857	Shad_tr293_c0_g1_i25.p1	Oula_DN867_c0_g2_i5.p1
OG0010858	Shad_tr30734_c0_g1_i13.p1	Oula_DN17095_c0_g1_i1.p1
OG0010859	Shad_tr32743_c1_g1_i1.p1	Oula_DN10953_c0_g1_i1.p1
OG0010861	Shad_tr15031_c0_g1_i1.p1	Oula_DN33836_c0_g1_i1.p1
OG0010862	Shad_tr29195_c0_g1_i1.p1	Oula_DN2000_c0_g1_i1.p1
OG0010863	Shad_tr12280_c0_g1_i1.p1	Oula_DN5514_c0_g1_i2.p1
OG0010864	Shad_tr9898_c0_g1_i22.p1	Oula_DN4491_c0_g1_i13.p1
OG0010865	Shad_tr41293_c0_g1_i1.p1	Oula_DN8300_c0_g1_i5.p1
OG0010866	Shad_tr5252_c0_g1_i3.p1	Oula_DN340_c0_g2_i2.p1
OG0010867	Shad_tr6409_c0_g1_i7.p1	Oula_DN10733_c0_g1_i2.p1
OG0010868	Shad_tr12831_c0_g2_i1.p1	Oula_DN7764_c0_g1_i1.p1
OG0010869	Shad_tr45049_c0_g1_i1.p1	Oula_DN4980_c1_g1_i1.p1
OG0010871	Shad_tr13106_c0_g1_i1.p1	Oula_DN13713_c0_g2_i1.p1
OG0010872	Shad_tr29470_c0_g1_i1.p1	Oula_DN36680_c0_g1_i1.p1
OG0010873	Shad_tr13784_c0_g1_i7.p1	Oula_DN18004_c0_g1_i5.p1
OG0010874	Shad_tr42500_c0_g1_i3.p1	Oula_DN34128_c0_g1_i1.p1
OG0010875	Shad_tr12044_c2_g1_i1.p1	Oula_DN16397_c0_g1_i1.p1
OG0010877	Shad_tr3917_c2_g1_i4.p1	Oula_DN18003_c0_g1_i3.p1
OG0010878	Shad_tr73145_c0_g1_i2.p1	Oula_DN14731_c1_g1_i1.p1
OG0010879	Shad_tr6686_c1_g2_i2.p1	Oula_DN28355_c0_g1_i4.p1
OG0010880	Shad_tr30339_c1_g1_i2.p1	Oula_DN3984_c0_g1_i2.p1
