Orthogroup	Stichodactyla_haddoni_longest_pep	Actinia_tenebrosa_longest_pep
OG0010156	Shad_tr12262_c0_g1_i3.p1	Acte_DN12491_c2_g1_i3.p1
OG0010158	Shad_tr17871_c0_g1_i1.p1	Acte_DN6321_c0_g1_i2.p1
OG0010159	Shad_tr52623_c0_g1_i2.p1	Acte_DN207_c1_g1_i2.p1
OG0010160	Shad_tr41086_c0_g1_i1.p1	Acte_DN12914_c0_g1_i3.p1
OG0010161	Shad_tr14529_c0_g1_i1.p1, Shad_tr15912_c0_g1_i1.p1	Acte_DN9375_c0_g1_i1.p1
OG0010162	Shad_tr50592_c0_g1_i1.p1	Acte_DN10206_c0_g1_i5.p1
OG0010163	Shad_tr1613_c0_g1_i1.p1	Acte_DN27202_c0_g1_i1.p1
OG0010164	Shad_tr45098_c0_g2_i1.p1	Acte_DN33078_c0_g1_i1.p1
OG0010165	Shad_tr2001_c0_g1_i7.p1	Acte_DN1937_c0_g3_i1.p1
OG0010166	Shad_tr27897_c2_g1_i1.p1	Acte_DN1161_c5_g1_i1.p1
OG0010167	Shad_tr25685_c0_g1_i1.p1	Acte_DN886_c0_g1_i7.p1
OG0010168	Shad_tr24921_c0_g1_i1.p1	Acte_DN7248_c0_g1_i1.p1
OG0010169	Shad_tr40318_c0_g1_i1.p1	Acte_DN13804_c2_g1_i1.p1
OG0010170	Shad_tr26039_c0_g1_i3.p1	Acte_DN4513_c0_g1_i7.p1
OG0010171	Shad_tr20952_c0_g1_i22.p1	Acte_DN11109_c0_g1_i6.p1
OG0010172	Shad_tr12209_c1_g1_i4.p1	Acte_DN13837_c0_g1_i2.p1
OG0010173	Shad_tr57512_c0_g1_i1.p1	Acte_DN10210_c0_g1_i2.p1
OG0010174	Shad_tr42915_c0_g1_i4.p1	Acte_DN1679_c0_g2_i9.p1
OG0010175	Shad_tr101000_c0_g1_i1.p1	Acte_DN3540_c0_g2_i4.p1
OG0010176	Shad_tr81661_c0_g1_i1.p1, Shad_tr30889_c0_g2_i1.p1	Acte_DN4409_c1_g2_i6.p1
OG0010178	Shad_tr27326_c0_g1_i1.p1	Acte_DN1087_c1_g2_i1.p1
OG0010179	Shad_tr31437_c0_g3_i2.p1	Acte_DN18246_c2_g1_i1.p1
OG0010180	Shad_tr155_c0_g1_i21.p1	Acte_DN4599_c0_g1_i5.p1
OG0010181	Shad_tr5394_c0_g1_i2.p1	Acte_DN13804_c0_g1_i4.p1
OG0010182	Shad_tr33538_c1_g1_i2.p1	Acte_DN20076_c1_g1_i3.p1
OG0010184	Shad_tr32553_c0_g1_i3.p1, Shad_tr32553_c0_g2_i1.p1	Acte_DN2738_c0_g1_i2.p1
OG0010185	Shad_tr3088_c1_g3_i1.p1	Acte_DN11782_c0_g1_i1.p1
OG0010186	Shad_tr19636_c0_g1_i7.p1	Acte_DN571_c0_g2_i1.p1
OG0010187	Shad_tr10250_c1_g1_i1.p1	Acte_DN4152_c0_g1_i1.p1
OG0010188	Shad_tr45042_c0_g1_i1.p1	Acte_DN30743_c0_g2_i1.p1
OG0010189	Shad_tr102303_c0_g1_i1.p1	Acte_DN11534_c0_g2_i3.p1
OG0010190	Shad_tr19186_c0_g1_i1.p1	Acte_DN35076_c0_g1_i1.p1
OG0010191	Shad_tr4172_c0_g3_i2.p1	Acte_DN4170_c1_g1_i3.p1
OG0010192	Shad_tr13360_c0_g1_i6.p1	Acte_DN7851_c0_g1_i1.p1
OG0010193	Shad_tr7865_c0_g3_i1.p1	Acte_DN5944_c0_g1_i1.p1
OG0010194	Shad_tr31450_c1_g1_i1.p1	Acte_DN22937_c0_g1_i1.p1
OG0010195	Shad_tr22183_c0_g1_i10.p1	Acte_DN9783_c0_g1_i3.p1
OG0010196	Shad_tr44649_c0_g1_i1.p1	Acte_DN1623_c0_g4_i1.p1
OG0010198	Shad_tr12428_c3_g1_i1.p1	Acte_DN10691_c0_g1_i3.p1
OG0010199	Shad_tr8693_c1_g1_i1.p1	Acte_DN17521_c1_g1_i3.p1
OG0010200	Shad_tr4167_c0_g1_i8.p1	Acte_DN3411_c0_g1_i2.p1
OG0010201	Shad_tr59057_c0_g3_i1.p1	Acte_DN11779_c2_g1_i1.p1
OG0010202	Shad_tr38197_c3_g1_i2.p1	Acte_DN2114_c0_g1_i10.p1
OG0010203	Shad_tr43876_c2_g1_i1.p1	Acte_DN33970_c0_g1_i1.p1
OG0010204	Shad_tr13043_c0_g1_i7.p1	Acte_DN2270_c0_g1_i1.p1
OG0010205	Shad_tr55300_c0_g1_i1.p1	Acte_DN1335_c1_g1_i1.p1
OG0010206	Shad_tr18825_c0_g1_i1.p1	Acte_DN37375_c0_g1_i1.p1
OG0010207	Shad_tr5076_c1_g1_i9.p1	Acte_DN5383_c2_g1_i1.p1, Acte_DN39047_c0_g1_i1.p1
OG0010208	Shad_tr7435_c0_g1_i5.p1	Acte_DN2121_c0_g1_i1.p1
OG0010209	Shad_tr18840_c0_g1_i3.p1	Acte_DN4586_c0_g2_i1.p1
OG0010210	Shad_tr36348_c1_g1_i11.p1	Acte_DN5273_c0_g3_i1.p1
OG0010211	Shad_tr11259_c0_g1_i5.p1	Acte_DN1034_c0_g1_i10.p1
OG0010212	Shad_tr9661_c0_g1_i4.p1	Acte_DN669_c0_g2_i5.p1
OG0010213	Shad_tr5949_c1_g2_i9.p1	Acte_DN25406_c0_g2_i1.p1
OG0010214	Shad_tr7634_c0_g1_i1.p1	Acte_DN1592_c0_g1_i1.p1
OG0010215	Shad_tr11363_c0_g1_i4.p1	Acte_DN7566_c0_g1_i3.p1
OG0010216	Shad_tr89118_c0_g1_i1.p1	Acte_DN4713_c0_g1_i2.p1
OG0010217	Shad_tr3260_c1_g1_i1.p1	Acte_DN804_c0_g2_i1.p1
OG0010218	Shad_tr15672_c2_g1_i1.p1, Shad_tr18368_c1_g1_i1.p1, Shad_tr113851_c0_g1_i1.p1	Acte_DN10346_c1_g1_i1.p1
OG0010219	Shad_tr33643_c0_g1_i1.p1	Acte_DN13168_c0_g1_i1.p1
OG0010220	Shad_tr24953_c1_g1_i1.p1	Acte_DN3849_c1_g2_i2.p1
OG0010221	Shad_tr91412_c0_g1_i1.p1	Acte_DN15872_c0_g1_i1.p1
OG0010222	Shad_tr7284_c0_g2_i1.p1	Acte_DN211_c5_g1_i1.p1
OG0010223	Shad_tr2979_c2_g1_i13.p1	Acte_DN3181_c0_g2_i2.p1
OG0010224	Shad_tr40866_c0_g1_i1.p1, Shad_tr40866_c0_g2_i1.p1	Acte_DN4559_c1_g1_i1.p1
OG0010225	Shad_tr23527_c0_g2_i1.p1	Acte_DN7091_c1_g2_i1.p1
OG0010226	Shad_tr24210_c1_g1_i1.p1	Acte_DN12156_c1_g2_i1.p1
OG0010227	Shad_tr7015_c0_g1_i2.p1	Acte_DN6426_c0_g1_i21.p1
OG0010228	Shad_tr75253_c0_g1_i1.p1, Shad_tr101766_c0_g1_i1.p1	Acte_DN31610_c0_g2_i1.p1
OG0010229	Shad_tr33193_c0_g1_i3.p1	Acte_DN7372_c1_g1_i1.p1, Acte_DN1942_c0_g1_i16.p1
OG0010230	Shad_tr16190_c1_g1_i3.p1	Acte_DN122_c1_g1_i4.p1
OG0010231	Shad_tr3652_c8_g1_i1.p1, Shad_tr2340_c1_g1_i2.p1	Acte_DN33639_c0_g1_i6.p1
OG0010232	Shad_tr8534_c0_g1_i3.p1	Acte_DN4740_c0_g1_i1.p1
OG0010233	Shad_tr11931_c2_g1_i2.p1	Acte_DN5436_c0_g1_i1.p1
OG0010234	Shad_tr109212_c0_g1_i1.p1	Acte_DN7141_c1_g1_i1.p1
OG0010236	Shad_tr103807_c0_g1_i1.p1	Acte_DN28572_c0_g1_i1.p1
OG0010237	Shad_tr20208_c0_g1_i4.p1	Acte_DN26858_c0_g3_i1.p1
OG0010238	Shad_tr42584_c1_g1_i1.p1, Shad_tr1823_c3_g1_i3.p1	Acte_DN67_c2_g1_i1.p1
OG0010239	Shad_tr15848_c2_g1_i3.p1	Acte_DN2726_c2_g1_i2.p1
OG0010240	Shad_tr60596_c0_g2_i1.p1, Shad_tr60596_c0_g1_i1.p1	Acte_DN27623_c0_g1_i2.p1
OG0010241	Shad_tr17320_c0_g1_i1.p1	Acte_DN8246_c0_g1_i1.p1
OG0010243	Shad_tr15773_c0_g1_i3.p1	Acte_DN17007_c0_g1_i1.p1
OG0010244	Shad_tr32898_c0_g1_i1.p1, Shad_tr6860_c0_g1_i2.p1	Acte_DN2049_c0_g1_i2.p1
OG0010245	Shad_tr13713_c0_g1_i20.p1	Acte_DN11535_c0_g1_i1.p1
OG0010246	Shad_tr10644_c0_g1_i2.p1	Acte_DN14405_c0_g1_i1.p1
OG0010248	Shad_tr2813_c4_g1_i4.p1, Shad_tr15176_c0_g1_i1.p1	Acte_DN319_c0_g1_i2.p1
OG0010249	Shad_tr669_c0_g1_i13.p1	Acte_DN3181_c0_g1_i5.p1
OG0010250	Shad_tr5327_c0_g1_i16.p1	Acte_DN5031_c0_g1_i2.p1
OG0010251	Shad_tr9539_c1_g1_i1.p1	Acte_DN705_c1_g4_i4.p1
OG0010252	Shad_tr31465_c0_g2_i1.p1	Acte_DN7905_c0_g1_i1.p1
OG0010253	Shad_tr30435_c0_g1_i1.p1	Acte_DN7383_c0_g1_i1.p1
OG0010254	Shad_tr47285_c2_g2_i2.p1	Acte_DN4839_c0_g2_i3.p1
OG0010255	Shad_tr11824_c1_g1_i1.p1	Acte_DN7974_c0_g1_i1.p1
OG0010256	Shad_tr113387_c0_g1_i1.p1, Shad_tr62624_c0_g1_i1.p1	Acte_DN27565_c0_g1_i1.p1
OG0010257	Shad_tr15311_c0_g2_i13.p1	Acte_DN5141_c2_g1_i1.p1
OG0010258	Shad_tr17692_c0_g1_i2.p1	Acte_DN2738_c6_g1_i1.p1
OG0010259	Shad_tr2327_c1_g3_i2.p1	Acte_DN15210_c0_g3_i1.p1
OG0010260	Shad_tr14950_c0_g1_i2.p1	Acte_DN17398_c0_g1_i4.p1
OG0010261	Shad_tr11908_c0_g2_i3.p1	Acte_DN216_c0_g1_i8.p1
OG0010262	Shad_tr23045_c3_g1_i1.p1	Acte_DN4843_c0_g1_i1.p1
OG0010263	Shad_tr26240_c0_g1_i1.p1	Acte_DN7985_c0_g1_i1.p1
OG0010264	Shad_tr20440_c0_g2_i1.p1	Acte_DN12131_c1_g2_i2.p1
OG0010265	Shad_tr20934_c1_g2_i1.p1, Shad_tr1684_c1_g1_i2.p1	Acte_DN1278_c3_g1_i1.p1
OG0010266	Shad_tr17668_c0_g1_i2.p1	Acte_DN32792_c0_g1_i2.p1
OG0010267	Shad_tr8811_c1_g2_i3.p1	Acte_DN7588_c0_g1_i1.p1
OG0010268	Shad_tr36126_c1_g1_i7.p1	Acte_DN19871_c1_g1_i2.p1
OG0010269	Shad_tr39897_c5_g1_i1.p1	Acte_DN3800_c2_g2_i3.p1
OG0010270	Shad_tr18854_c0_g1_i2.p1	Acte_DN11_c0_g1_i2.p1
OG0010273	Shad_tr32357_c0_g1_i3.p1	Acte_DN5377_c0_g1_i2.p1
OG0010274	Shad_tr45511_c0_g1_i1.p1	Acte_DN9139_c0_g1_i4.p1
OG0010275	Shad_tr11262_c0_g2_i4.p1	Acte_DN6164_c0_g1_i2.p1
OG0010276	Shad_tr112962_c0_g1_i1.p1	Acte_DN23017_c0_g1_i1.p1
OG0010277	Shad_tr14870_c0_g1_i2.p1	Acte_DN36112_c0_g1_i1.p1
OG0010278	Shad_tr6137_c1_g1_i1.p1	Acte_DN9459_c0_g1_i2.p1
OG0010279	Shad_tr40500_c2_g1_i1.p1	Acte_DN9178_c0_g1_i1.p1
OG0010280	Shad_tr33003_c0_g2_i4.p1	Acte_DN11436_c0_g1_i9.p1
OG0010281	Shad_tr15439_c0_g1_i1.p1	Acte_DN1908_c0_g1_i1.p1
OG0010282	Shad_tr27268_c1_g1_i3.p1	Acte_DN36678_c0_g1_i1.p1
OG0010283	Shad_tr22661_c0_g1_i2.p1	Acte_DN6746_c0_g1_i4.p1
OG0010284	Shad_tr8540_c0_g1_i2.p1	Acte_DN8162_c0_g1_i1.p1
OG0010285	Shad_tr1981_c0_g1_i9.p1	Acte_DN5888_c0_g1_i1.p1
OG0010286	Shad_tr41771_c1_g1_i2.p1	Acte_DN5937_c0_g1_i3.p1
OG0010287	Shad_tr3740_c0_g1_i1.p1	Acte_DN3554_c0_g5_i1.p1
OG0010288	Shad_tr12111_c0_g2_i1.p1	Acte_DN4762_c1_g1_i1.p1
OG0010290	Shad_tr5970_c1_g1_i4.p1	Acte_DN4285_c1_g1_i3.p1
OG0010291	Shad_tr94262_c0_g1_i1.p1	Acte_DN6099_c0_g1_i1.p1
OG0010292	Shad_tr29728_c0_g1_i4.p1	Acte_DN3814_c0_g1_i2.p1
OG0010294	Shad_tr64691_c0_g1_i1.p1	Acte_DN4742_c0_g1_i1.p1
OG0010295	Shad_tr21779_c0_g1_i3.p1	Acte_DN7299_c0_g1_i3.p1
OG0010296	Shad_tr5802_c0_g4_i1.p1	Acte_DN284_c0_g2_i3.p1
OG0010297	Shad_tr42233_c1_g2_i1.p1, Shad_tr861_c4_g1_i1.p1	Acte_DN19924_c0_g3_i1.p1
OG0010298	Shad_tr1851_c0_g1_i7.p1	Acte_DN3002_c0_g1_i16.p1
OG0010300	Shad_tr29429_c0_g1_i1.p1	Acte_DN36204_c0_g1_i1.p1
OG0010301	Shad_tr57731_c0_g1_i1.p1	Acte_DN27239_c0_g3_i1.p1
OG0010302	Shad_tr42190_c0_g1_i1.p1	Acte_DN13399_c0_g1_i3.p1
OG0010304	Shad_tr15695_c0_g1_i1.p1	Acte_DN2647_c1_g1_i1.p1
OG0010305	Shad_tr31636_c0_g1_i5.p1, Shad_tr107351_c0_g1_i1.p1	Acte_DN2017_c2_g1_i1.p1
OG0010306	Shad_tr15494_c0_g1_i2.p1	Acte_DN2384_c0_g1_i2.p1
OG0010307	Shad_tr48387_c0_g1_i1.p1	Acte_DN13290_c0_g2_i1.p1
OG0010308	Shad_tr427_c3_g1_i1.p1	Acte_DN8417_c0_g1_i2.p1
OG0010309	Shad_tr1308_c3_g1_i1.p1	Acte_DN4422_c1_g4_i1.p1
OG0010310	Shad_tr6937_c1_g1_i2.p1	Acte_DN3582_c0_g1_i2.p1
OG0010311	Shad_tr34875_c0_g1_i1.p1	Acte_DN21871_c0_g1_i1.p1
OG0010312	Shad_tr9085_c0_g1_i12.p1	Acte_DN324_c0_g1_i1.p1
OG0010313	Shad_tr12323_c2_g1_i1.p1, Shad_tr21_c5_g1_i1.p1	Acte_DN6075_c1_g2_i1.p1
OG0010314	Shad_tr4934_c0_g2_i2.p1	Acte_DN7632_c0_g3_i1.p2
OG0010315	Shad_tr11110_c0_g1_i5.p1	Acte_DN10722_c0_g1_i3.p1
OG0010316	Shad_tr14002_c0_g1_i6.p1	Acte_DN9343_c0_g1_i6.p1
OG0010317	Shad_tr9380_c2_g1_i2.p1	Acte_DN14611_c0_g2_i1.p1
OG0010318	Shad_tr20642_c0_g1_i1.p1	Acte_DN15145_c0_g1_i1.p1
OG0010319	Shad_tr34354_c0_g1_i1.p1	Acte_DN30623_c0_g1_i3.p1
OG0010320	Shad_tr14356_c0_g1_i1.p1	Acte_DN1005_c0_g1_i3.p1
OG0010321	Shad_tr48172_c0_g1_i1.p1	Acte_DN23751_c0_g1_i1.p1
OG0010322	Shad_tr30510_c0_g3_i1.p1	Acte_DN3868_c1_g1_i3.p1
OG0010323	Shad_tr95318_c0_g1_i1.p1	Acte_DN11205_c1_g1_i1.p1
OG0010324	Shad_tr1_c40_g1_i1.p1	Acte_DN21735_c0_g4_i1.p1
OG0010327	Shad_tr25509_c0_g3_i1.p1	Acte_DN34799_c0_g1_i1.p1
OG0010328	Shad_tr19571_c0_g1_i3.p1	Acte_DN6510_c0_g1_i4.p1
OG0010329	Shad_tr12833_c2_g1_i2.p1	Acte_DN7919_c0_g1_i2.p1
OG0010330	Shad_tr5727_c0_g1_i1.p1	Acte_DN2494_c1_g3_i1.p1
OG0010331	Shad_tr11011_c0_g1_i1.p1	Acte_DN3385_c0_g1_i3.p2
OG0010332	Shad_tr3758_c0_g2_i19.p1	Acte_DN1868_c0_g2_i1.p1
OG0010335	Shad_tr39307_c2_g1_i1.p1	Acte_DN14919_c0_g1_i2.p1
OG0010336	Shad_tr31704_c0_g1_i2.p1	Acte_DN6473_c0_g1_i1.p1
OG0010337	Shad_tr70185_c0_g1_i1.p1, Shad_tr107384_c0_g1_i1.p1	Acte_DN31320_c0_g1_i1.p1
OG0010338	Shad_tr6519_c0_g1_i10.p1	Acte_DN2608_c1_g1_i1.p1
OG0010339	Shad_tr30917_c0_g1_i3.p1	Acte_DN10856_c0_g2_i1.p1
OG0010340	Shad_tr1169_c4_g1_i1.p1	Acte_DN1951_c0_g1_i1.p1
OG0010341	Shad_tr11937_c0_g1_i1.p1, Shad_tr11937_c0_g2_i1.p1	Acte_DN390_c0_g1_i2.p1
OG0010342	Shad_tr59245_c0_g1_i1.p1	Acte_DN20484_c0_g1_i1.p1
OG0010343	Shad_tr27317_c0_g1_i1.p1	Acte_DN199_c0_g2_i2.p1
OG0010344	Shad_tr5923_c0_g1_i2.p1, Shad_tr27234_c0_g1_i1.p1	Acte_DN6979_c0_g1_i7.p1
OG0010345	Shad_tr20297_c0_g1_i3.p1	Acte_DN3095_c0_g1_i2.p1
OG0010346	Shad_tr13302_c0_g1_i1.p1	Acte_DN4385_c1_g1_i1.p1
OG0010347	Shad_tr23217_c0_g1_i1.p1	Acte_DN21577_c0_g1_i1.p1
OG0010348	Shad_tr52658_c0_g1_i1.p1	Acte_DN28099_c0_g1_i1.p1, Acte_DN24367_c0_g1_i1.p1
OG0010350	Shad_tr47122_c0_g1_i2.p1	Acte_DN22935_c0_g1_i1.p1
OG0010351	Shad_tr20313_c0_g5_i1.p1	Acte_DN25942_c1_g2_i1.p1
OG0010352	Shad_tr1881_c9_g1_i1.p1	Acte_DN29773_c0_g1_i1.p1
OG0010353	Shad_tr11615_c0_g1_i1.p1	Acte_DN6516_c0_g1_i2.p1
OG0010354	Shad_tr10343_c0_g1_i14.p1	Acte_DN3447_c0_g1_i5.p1
OG0010355	Shad_tr34889_c3_g1_i1.p2	Acte_DN38920_c0_g1_i1.p1
OG0010356	Shad_tr76561_c0_g1_i1.p1	Acte_DN22686_c0_g1_i1.p1
OG0010356	Shad_tr17970_c0_g1_i1.p1	Acte_DN22686_c0_g2_i1.p1
OG0010357	Shad_tr19800_c3_g1_i11.p1	Acte_DN37834_c0_g1_i1.p1
OG0010358	Shad_tr9305_c2_g1_i4.p1	Acte_DN17868_c0_g1_i1.p1
OG0010360	Shad_tr4551_c1_g3_i1.p1	Acte_DN38362_c0_g1_i1.p1
OG0010361	Shad_tr10980_c1_g3_i1.p1, Shad_tr10980_c1_g1_i1.p1	Acte_DN8819_c0_g1_i1.p1
OG0010362	Shad_tr17605_c0_g2_i1.p1	Acte_DN17114_c0_g2_i1.p1
OG0010363	Shad_tr4786_c0_g1_i4.p1	Acte_DN321_c0_g4_i1.p1
OG0010364	Shad_tr31564_c0_g1_i3.p1	Acte_DN7474_c0_g1_i2.p1
OG0010365	Shad_tr21721_c0_g1_i1.p1	Acte_DN36629_c0_g1_i1.p1
OG0010366	Shad_tr18045_c0_g1_i16.p1	Acte_DN5782_c1_g1_i1.p1
OG0010367	Shad_tr7451_c0_g1_i2.p1	Acte_DN9195_c0_g1_i10.p2
OG0010368	Shad_tr43159_c0_g1_i2.p1	Acte_DN16749_c0_g1_i1.p1
OG0010369	Shad_tr45749_c1_g1_i1.p1	Acte_DN2397_c0_g1_i1.p1
OG0010371	Shad_tr49901_c0_g1_i1.p1	Acte_DN36116_c0_g1_i1.p1
OG0010372	Shad_tr21439_c0_g2_i2.p1	Acte_DN12930_c3_g1_i1.p1
OG0010373	Shad_tr6209_c0_g1_i11.p1	Acte_DN26491_c0_g1_i4.p2
OG0010375	Shad_tr80178_c0_g1_i1.p1	Acte_DN21581_c0_g2_i1.p1
OG0010375	Shad_tr109033_c0_g1_i1.p1	Acte_DN21581_c0_g1_i1.p1
OG0010376	Shad_tr5805_c0_g1_i2.p1	Acte_DN5309_c0_g1_i2.p1
OG0010377	Shad_tr93772_c0_g1_i1.p1	Acte_DN882_c0_g1_i1.p1
OG0010378	Shad_tr3492_c4_g1_i2.p1	Acte_DN6508_c0_g1_i2.p1
OG0010379	Shad_tr57017_c0_g1_i2.p1	Acte_DN8014_c0_g1_i2.p2
OG0010380	Shad_tr22309_c1_g1_i1.p1	Acte_DN19321_c0_g1_i1.p1
OG0010382	Shad_tr3026_c0_g1_i1.p1	Acte_DN7441_c0_g1_i2.p1
OG0010383	Shad_tr9944_c10_g1_i2.p1	Acte_DN12034_c0_g1_i1.p1
OG0010384	Shad_tr10333_c0_g1_i2.p1	Acte_DN900_c0_g1_i1.p1
OG0010385	Shad_tr4494_c0_g1_i6.p1	Acte_DN14260_c0_g1_i1.p1
OG0010386	Shad_tr1427_c3_g1_i2.p1	Acte_DN20849_c0_g1_i1.p1
OG0010387	Shad_tr2368_c1_g1_i2.p1	Acte_DN27923_c0_g1_i1.p1
OG0010388	Shad_tr15001_c0_g1_i10.p1	Acte_DN17658_c0_g2_i1.p1
OG0010389	Shad_tr17852_c0_g3_i6.p1	Acte_DN3841_c1_g1_i3.p1
OG0010390	Shad_tr36675_c0_g1_i2.p1	Acte_DN38525_c0_g1_i1.p1
OG0010391	Shad_tr13084_c1_g1_i3.p1	Acte_DN7559_c0_g2_i1.p1
OG0010392	Shad_tr2771_c3_g1_i2.p1	Acte_DN713_c1_g2_i1.p2
OG0010393	Shad_tr5571_c0_g2_i1.p1, Shad_tr5571_c0_g1_i5.p1	Acte_DN7191_c1_g1_i1.p1, Acte_DN7191_c1_g2_i1.p1, Acte_DN10005_c0_g1_i4.p1, Acte_DN7191_c0_g1_i3.p1, Acte_DN16255_c0_g1_i1.p1, Acte_DN7191_c1_g4_i1.p1
OG0010394	Shad_tr5924_c1_g1_i18.p1	Acte_DN2742_c0_g1_i1.p1
OG0010395	Shad_tr34242_c0_g1_i1.p1	Acte_DN22294_c0_g1_i1.p1
OG0010396	Shad_tr101510_c0_g1_i2.p1	Acte_DN5248_c0_g1_i1.p1
OG0010397	Shad_tr12407_c0_g1_i1.p1	Acte_DN21377_c2_g1_i1.p1
OG0010398	Shad_tr2329_c1_g1_i13.p1	Acte_DN856_c0_g1_i2.p1
OG0010401	Shad_tr22440_c0_g1_i2.p1, Shad_tr29448_c0_g1_i1.p1	Acte_DN9088_c0_g2_i2.p1, Acte_DN9088_c0_g1_i1.p1, Acte_DN11791_c0_g1_i7.p1
OG0010402	Shad_tr57_c7_g1_i2.p1	Acte_DN248_c0_g2_i1.p1
OG0010403	Shad_tr42390_c0_g1_i1.p1	Acte_DN5651_c1_g1_i2.p1
OG0010403	Shad_tr43985_c0_g2_i1.p1	Acte_DN22950_c0_g1_i7.p1
OG0010404	Shad_tr12036_c0_g3_i2.p1	Acte_DN469_c2_g1_i3.p1
OG0010405	Shad_tr8899_c0_g2_i1.p1, Shad_tr8899_c0_g1_i1.p1	Acte_DN24517_c1_g1_i1.p1
OG0010406	Shad_tr4723_c0_g1_i5.p1	Acte_DN10485_c0_g1_i1.p1
OG0010407	Shad_tr5183_c0_g1_i3.p1	Acte_DN4561_c0_g1_i1.p1
OG0010408	Shad_tr43980_c0_g1_i1.p1	Acte_DN8512_c0_g1_i1.p1
OG0010409	Shad_tr17780_c1_g1_i1.p1	Acte_DN5869_c0_g1_i1.p1
OG0010410	Shad_tr23908_c0_g1_i2.p1	Acte_DN12947_c0_g3_i2.p1
OG0010411	Shad_tr63375_c0_g1_i1.p1	Acte_DN37888_c0_g1_i1.p1
OG0010412	Shad_tr99505_c0_g1_i1.p1	Acte_DN31243_c0_g1_i4.p1
OG0010413	Shad_tr48029_c0_g1_i2.p1	Acte_DN12890_c0_g2_i2.p1
OG0010414	Shad_tr14919_c0_g2_i1.p1	Acte_DN14353_c0_g1_i2.p1
OG0010415	Shad_tr15839_c0_g1_i2.p1	Acte_DN9465_c0_g1_i1.p1
OG0010416	Shad_tr90461_c0_g1_i1.p1	Acte_DN710_c2_g1_i1.p1
OG0010417	Shad_tr34574_c1_g1_i4.p1	Acte_DN767_c3_g1_i1.p1
OG0010419	Shad_tr94952_c0_g1_i1.p1	Acte_DN9918_c0_g1_i1.p1
OG0010420	Shad_tr7300_c4_g1_i1.p1	Acte_DN4225_c0_g2_i1.p2
OG0010421	Shad_tr47505_c2_g1_i1.p1, Shad_tr38834_c2_g2_i1.p1	Acte_DN25307_c0_g1_i1.p1
OG0010421	Shad_tr21531_c0_g1_i1.p1	Acte_DN4531_c0_g1_i8.p1
OG0010422	Shad_tr38450_c0_g1_i1.p1	Acte_DN34186_c0_g1_i1.p1
OG0010425	Shad_tr6434_c1_g1_i1.p1	Acte_DN30185_c0_g1_i1.p1
OG0010426	Shad_tr25269_c0_g1_i7.p1	Acte_DN16258_c0_g1_i1.p1
OG0010427	Shad_tr30763_c0_g1_i1.p1	Acte_DN23205_c0_g3_i1.p1, Acte_DN23205_c0_g2_i1.p1
OG0010428	Shad_tr6680_c0_g1_i1.p1	Acte_DN9504_c1_g1_i1.p1
OG0010429	Shad_tr36573_c0_g1_i5.p1	Acte_DN8160_c1_g1_i2.p1
OG0010430	Shad_tr3779_c1_g1_i7.p1	Acte_DN8580_c0_g1_i3.p1
OG0010431	Shad_tr4430_c1_g1_i23.p1	Acte_DN7655_c0_g1_i3.p1
OG0010432	Shad_tr39663_c2_g1_i1.p1	Acte_DN500_c0_g2_i1.p1
OG0010433	Shad_tr8811_c1_g1_i2.p1	Acte_DN5836_c0_g2_i1.p1
OG0010434	Shad_tr4239_c1_g2_i1.p1	Acte_DN4714_c0_g1_i2.p1
OG0010435	Shad_tr96472_c0_g1_i1.p1	Acte_DN8440_c0_g2_i1.p1
OG0010436	Shad_tr7782_c0_g1_i1.p1	Acte_DN7505_c0_g2_i1.p1
OG0010440	Shad_tr8951_c0_g1_i2.p1	Acte_DN151_c2_g2_i1.p1
OG0010441	Shad_tr106260_c0_g1_i1.p1	Acte_DN22701_c0_g1_i2.p1
OG0010442	Shad_tr21380_c0_g1_i1.p1	Acte_DN10857_c0_g1_i4.p1
OG0010443	Shad_tr29311_c3_g1_i1.p1	Acte_DN10569_c0_g1_i2.p1
OG0010444	Shad_tr4234_c1_g1_i4.p1	Acte_DN626_c2_g5_i1.p1
OG0010445	Shad_tr36458_c0_g1_i1.p1, Shad_tr18535_c0_g1_i1.p1, Shad_tr108_c0_g2_i1.p1, Shad_tr29894_c0_g1_i5.p1	Acte_DN18357_c0_g1_i1.p1
OG0010445	Shad_tr18535_c0_g2_i1.p1, Shad_tr41213_c0_g1_i1.p1	Acte_DN5301_c0_g1_i1.p1
OG0010446	Shad_tr18309_c0_g1_i1.p1	Acte_DN7362_c0_g1_i3.p1
OG0010447	Shad_tr809_c7_g1_i1.p1	Acte_DN30818_c1_g1_i2.p1
OG0010448	Shad_tr24053_c0_g1_i1.p1	Acte_DN5254_c0_g1_i2.p1
OG0010450	Shad_tr71890_c0_g1_i2.p1	Acte_DN5210_c0_g3_i1.p1
OG0010451	Shad_tr16215_c0_g1_i1.p1	Acte_DN10229_c0_g1_i1.p1
OG0010453	Shad_tr19060_c0_g1_i8.p1	Acte_DN7341_c0_g1_i2.p1
OG0010454	Shad_tr2224_c0_g1_i1.p1	Acte_DN36055_c0_g1_i1.p1
OG0010455	Shad_tr8778_c1_g1_i1.p1	Acte_DN949_c0_g2_i1.p1
OG0010456	Shad_tr1605_c1_g1_i1.p1	Acte_DN12099_c0_g2_i1.p1
