Orthogroup	Stichodactyla_haddoni_longest_pep	Heteractis_crispa_longest_pep
OG0011688	Shad_tr33070_c2_g2_i1.p1	Hcri_tr26282_c0_g1_i1.p1
OG0011689	Shad_tr38219_c0_g1_i7.p1	Hcri_tr18060_c0_g1_i1.p1
OG0011690	Shad_tr33702_c0_g1_i1.p1	Hcri_tr56982_c0_g1_i1.p1
OG0011691	Shad_tr5070_c0_g1_i2.p1	Hcri_tr11616_c0_g1_i3.p1
OG0011692	Shad_tr11933_c0_g1_i1.p1	Hcri_tr89103_c0_g1_i1.p1, Hcri_tr29394_c0_g1_i3.p1
OG0011694	Shad_tr12679_c2_g1_i2.p1	Hcri_tr15983_c0_g1_i2.p1
OG0011695	Shad_tr11942_c0_g1_i5.p1	Hcri_tr20086_c0_g1_i2.p1
OG0011696	Shad_tr1517_c1_g3_i3.p1	Hcri_tr14976_c0_g1_i2.p1
OG0011697	Shad_tr35782_c2_g1_i3.p1	Hcri_tr20685_c0_g1_i1.p1
OG0011698	Shad_tr10304_c1_g1_i2.p1	Hcri_tr30373_c0_g1_i1.p1
OG0011699	Shad_tr8003_c2_g1_i1.p1	Hcri_tr44849_c0_g1_i2.p1
OG0011701	Shad_tr14321_c1_g1_i3.p1	Hcri_tr11469_c4_g1_i2.p1
OG0011702	Shad_tr23871_c0_g1_i1.p1	Hcri_tr6297_c0_g2_i1.p1
OG0011703	Shad_tr71171_c0_g1_i1.p1	Hcri_tr67960_c0_g1_i1.p1
OG0011704	Shad_tr2416_c0_g1_i1.p1	Hcri_tr1256_c0_g1_i1.p1
OG0011706	Shad_tr3339_c0_g1_i1.p1	Hcri_tr36890_c0_g1_i1.p1
OG0011707	Shad_tr4828_c1_g2_i1.p1	Hcri_tr14622_c0_g1_i2.p1
OG0011708	Shad_tr16763_c0_g1_i1.p1	Hcri_tr950_c0_g1_i1.p1
OG0011709	Shad_tr1320_c0_g2_i3.p1	Hcri_tr2293_c0_g1_i2.p1
OG0011710	Shad_tr16728_c0_g2_i4.p1	Hcri_tr19633_c0_g1_i4.p1
OG0011711	Shad_tr12712_c0_g1_i1.p1	Hcri_tr4924_c0_g1_i7.p1
OG0011713	Shad_tr430_c10_g1_i1.p1	Hcri_tr20216_c1_g1_i2.p1
OG0011714	Shad_tr22181_c0_g2_i1.p1	Hcri_tr18999_c0_g2_i1.p1
OG0011715	Shad_tr18209_c0_g1_i10.p1	Hcri_tr28748_c0_g1_i2.p1
OG0011716	Shad_tr52213_c0_g1_i2.p1	Hcri_tr37649_c0_g1_i1.p1
OG0011717	Shad_tr10470_c1_g1_i1.p1	Hcri_tr22311_c0_g1_i1.p1
OG0011718	Shad_tr11421_c0_g1_i17.p1	Hcri_tr11702_c0_g1_i1.p1
OG0011721	Shad_tr101935_c0_g1_i1.p1, Shad_tr2487_c0_g1_i17.p1	Hcri_tr70327_c0_g1_i1.p1
OG0011722	Shad_tr149_c2_g2_i3.p1	Hcri_tr14763_c0_g1_i1.p1
OG0011723	Shad_tr75477_c0_g1_i1.p1	Hcri_tr36123_c0_g1_i2.p1
OG0011724	Shad_tr17787_c2_g1_i1.p1	Hcri_tr14884_c0_g1_i4.p1
OG0011725	Shad_tr34169_c1_g1_i1.p1	Hcri_tr9077_c0_g1_i1.p1
OG0011726	Shad_tr21883_c0_g1_i1.p1	Hcri_tr40023_c0_g1_i1.p1, Hcri_tr40023_c0_g2_i1.p1
OG0011727	Shad_tr33421_c0_g1_i1.p1	Hcri_tr70943_c0_g1_i1.p1
OG0011728	Shad_tr89919_c0_g1_i1.p1, Shad_tr111376_c0_g1_i1.p1	Hcri_tr29028_c2_g1_i1.p1
OG0011730	Shad_tr57389_c0_g2_i1.p1, Shad_tr57389_c0_g1_i1.p1	Hcri_tr22808_c0_g1_i1.p1
OG0011731	Shad_tr24207_c0_g2_i5.p1	Hcri_tr7349_c0_g1_i1.p1
OG0011732	Shad_tr35195_c1_g1_i1.p1	Hcri_tr13719_c0_g1_i3.p1
OG0011733	Shad_tr64512_c0_g1_i1.p1	Hcri_tr17855_c0_g1_i1.p1
OG0011734	Shad_tr57770_c0_g1_i1.p1, Shad_tr3356_c2_g1_i1.p1	Hcri_tr15368_c0_g1_i4.p1
OG0011735	Shad_tr32176_c0_g1_i1.p1	Hcri_tr20556_c0_g1_i3.p1
OG0011736	Shad_tr11307_c4_g1_i1.p1	Hcri_tr5024_c2_g1_i1.p1, Hcri_tr28758_c0_g1_i3.p1
OG0011737	Shad_tr24207_c2_g1_i3.p1	Hcri_tr5899_c0_g1_i2.p1
OG0011738	Shad_tr22898_c0_g1_i1.p1, Shad_tr10191_c2_g1_i2.p1	Hcri_tr15386_c0_g1_i1.p1
OG0011739	Shad_tr6746_c0_g1_i1.p1	Hcri_tr6927_c0_g1_i1.p1
OG0011740	Shad_tr30252_c4_g1_i1.p1	Hcri_tr39217_c0_g1_i1.p1
OG0011742	Shad_tr3476_c0_g1_i1.p1	Hcri_tr3783_c0_g1_i1.p1
OG0011743	Shad_tr3920_c0_g1_i1.p1	Hcri_tr85495_c0_g1_i1.p1
OG0011745	Shad_tr73123_c0_g1_i1.p1	Hcri_tr18869_c0_g2_i3.p1
OG0011746	Shad_tr19412_c0_g1_i2.p1	Hcri_tr20706_c0_g1_i2.p1
OG0011747	Shad_tr15652_c0_g1_i1.p1	Hcri_tr14907_c0_g1_i2.p1
OG0011748	Shad_tr31426_c0_g1_i1.p1	Hcri_tr33068_c0_g1_i1.p1
OG0011750	Shad_tr1209_c0_g2_i6.p1	Hcri_tr1529_c3_g1_i1.p1
OG0011751	Shad_tr5512_c0_g1_i1.p1	Hcri_tr844_c1_g1_i1.p1
OG0011752	Shad_tr45503_c0_g1_i1.p1	Hcri_tr29818_c0_g2_i1.p1
OG0011753	Shad_tr10078_c0_g1_i1.p1	Hcri_tr87624_c0_g1_i1.p1
OG0011754	Shad_tr96782_c0_g1_i2.p1	Hcri_tr76610_c0_g1_i1.p1
OG0011755	Shad_tr13436_c0_g2_i1.p1	Hcri_tr23265_c0_g1_i1.p1
OG0011756	Shad_tr12506_c0_g2_i1.p1	Hcri_tr11278_c1_g1_i1.p1
OG0011757	Shad_tr27081_c0_g1_i2.p1, Shad_tr182_c4_g1_i2.p1	Hcri_tr2502_c0_g1_i1.p1
OG0011758	Shad_tr2274_c2_g1_i2.p1	Hcri_tr12567_c1_g2_i2.p1
OG0011759	Shad_tr20631_c0_g1_i1.p1	Hcri_tr53808_c0_g1_i1.p1
OG0011760	Shad_tr7270_c0_g2_i10.p1	Hcri_tr8045_c1_g1_i1.p1
OG0011761	Shad_tr15353_c0_g1_i4.p1	Hcri_tr11227_c0_g1_i1.p1
OG0011762	Shad_tr30370_c0_g1_i1.p1	Hcri_tr15185_c2_g1_i1.p1
OG0011763	Shad_tr88400_c0_g1_i1.p1	Hcri_tr12662_c0_g2_i2.p1
OG0011764	Shad_tr10836_c0_g1_i4.p1	Hcri_tr23752_c0_g1_i1.p1
OG0011765	Shad_tr6323_c0_g1_i1.p1	Hcri_tr31198_c0_g1_i1.p1, Hcri_tr31198_c0_g2_i1.p1
OG0011766	Shad_tr4398_c0_g1_i3.p1	Hcri_tr13591_c0_g2_i2.p1
OG0011768	Shad_tr97979_c0_g1_i1.p1	Hcri_tr24717_c1_g1_i2.p1
OG0011769	Shad_tr28735_c1_g1_i1.p1	Hcri_tr30918_c0_g1_i1.p1
OG0011770	Shad_tr90160_c0_g1_i1.p1	Hcri_tr11872_c2_g1_i1.p1
OG0011771	Shad_tr15584_c2_g1_i5.p1	Hcri_tr19686_c0_g1_i3.p1
OG0011772	Shad_tr2161_c5_g1_i4.p1	Hcri_tr5425_c1_g1_i1.p1
OG0011773	Shad_tr8413_c0_g2_i2.p1	Hcri_tr10628_c0_g1_i2.p1
OG0011774	Shad_tr65010_c0_g1_i1.p1	Hcri_tr8698_c0_g1_i3.p1
OG0011775	Shad_tr17166_c1_g2_i1.p1	Hcri_tr82186_c0_g1_i1.p1
OG0011776	Shad_tr35387_c0_g1_i2.p1	Hcri_tr16460_c1_g1_i1.p1
OG0011777	Shad_tr20048_c0_g1_i2.p1	Hcri_tr35028_c1_g2_i1.p1
OG0011778	Shad_tr1323_c0_g1_i1.p1	Hcri_tr1083_c11_g1_i1.p1
OG0011779	Shad_tr7918_c0_g4_i1.p1	Hcri_tr14371_c0_g1_i5.p1
OG0011780	Shad_tr39278_c1_g1_i1.p1	Hcri_tr15763_c0_g2_i2.p1
OG0011781	Shad_tr8227_c2_g3_i1.p1	Hcri_tr12414_c0_g1_i2.p1
OG0011782	Shad_tr1567_c8_g1_i3.p1	Hcri_tr9821_c0_g1_i1.p1
OG0011783	Shad_tr4335_c0_g1_i3.p1	Hcri_tr972_c8_g1_i2.p1
OG0011784	Shad_tr89078_c0_g1_i1.p1	Hcri_tr3392_c0_g1_i2.p1
OG0011785	Shad_tr6066_c1_g1_i2.p1	Hcri_tr34179_c0_g1_i1.p1
OG0011786	Shad_tr26300_c0_g1_i1.p1	Hcri_tr9301_c0_g1_i1.p1
OG0011787	Shad_tr14209_c0_g1_i1.p1	Hcri_tr6795_c0_g1_i1.p1
OG0011788	Shad_tr20814_c0_g1_i1.p1	Hcri_tr16792_c0_g1_i1.p1
OG0011789	Shad_tr6602_c0_g1_i1.p1	Hcri_tr12907_c0_g1_i3.p1
OG0011790	Shad_tr15195_c0_g2_i3.p1	Hcri_tr4776_c0_g1_i3.p1
OG0011791	Shad_tr14193_c0_g1_i2.p1	Hcri_tr14446_c0_g1_i1.p1
OG0011792	Shad_tr21772_c0_g1_i1.p1	Hcri_tr4175_c0_g1_i1.p1
OG0011793	Shad_tr1701_c0_g1_i2.p1	Hcri_tr74423_c0_g1_i1.p1
OG0011795	Shad_tr4722_c1_g1_i16.p1	Hcri_tr21242_c0_g1_i4.p1
OG0011796	Shad_tr3470_c0_g1_i1.p1	Hcri_tr7624_c0_g1_i1.p1
OG0011797	Shad_tr25484_c0_g1_i7.p1	Hcri_tr8965_c0_g1_i1.p1
OG0011798	Shad_tr16660_c0_g1_i1.p1	Hcri_tr70885_c0_g1_i1.p1
OG0011800	Shad_tr6754_c0_g1_i2.p1	Hcri_tr26121_c0_g2_i1.p1
OG0011801	Shad_tr14732_c0_g1_i3.p1	Hcri_tr43856_c0_g1_i1.p1
OG0011802	Shad_tr27604_c0_g2_i2.p1	Hcri_tr26852_c0_g1_i2.p1
OG0011803	Shad_tr27536_c0_g3_i1.p1	Hcri_tr40209_c0_g2_i1.p1
OG0011804	Shad_tr11366_c2_g1_i1.p1	Hcri_tr5952_c0_g1_i1.p1
OG0011807	Shad_tr5724_c0_g1_i1.p1	Hcri_tr23050_c0_g1_i1.p1
OG0011808	Shad_tr60989_c0_g1_i1.p1	Hcri_tr12202_c0_g1_i1.p1
OG0011810	Shad_tr18188_c0_g1_i1.p1	Hcri_tr14668_c0_g1_i1.p1
OG0011811	Shad_tr23032_c0_g3_i8.p1	Hcri_tr23132_c0_g2_i4.p1
OG0011812	Shad_tr6512_c0_g1_i1.p1	Hcri_tr17071_c0_g1_i1.p1
OG0011813	Shad_tr13564_c0_g2_i2.p1	Hcri_tr57444_c0_g1_i1.p1
OG0011814	Shad_tr8116_c0_g1_i18.p1	Hcri_tr16542_c0_g1_i4.p1
OG0011815	Shad_tr96526_c0_g1_i1.p1	Hcri_tr61356_c0_g1_i2.p1
OG0011816	Shad_tr196_c1_g2_i1.p1	Hcri_tr7825_c0_g1_i1.p1
OG0011817	Shad_tr25518_c1_g2_i1.p1	Hcri_tr59363_c0_g1_i1.p1
OG0011818	Shad_tr42001_c0_g2_i1.p1	Hcri_tr14605_c0_g1_i1.p1
OG0011819	Shad_tr16395_c1_g2_i1.p1	Hcri_tr24716_c1_g1_i1.p1
OG0011820	Shad_tr103768_c0_g1_i1.p1	Hcri_tr44272_c0_g1_i1.p1
OG0011821	Shad_tr10057_c0_g1_i5.p1	Hcri_tr3457_c4_g1_i1.p1, Hcri_tr6142_c3_g1_i1.p1
OG0011822	Shad_tr10041_c0_g1_i3.p1	Hcri_tr12599_c0_g1_i3.p1
OG0011823	Shad_tr18529_c1_g2_i1.p1	Hcri_tr5847_c0_g1_i2.p1
OG0011824	Shad_tr197_c12_g1_i1.p1	Hcri_tr10625_c1_g1_i2.p1
OG0011826	Shad_tr13128_c0_g2_i2.p1	Hcri_tr14590_c0_g1_i1.p1
OG0011827	Shad_tr12226_c0_g2_i1.p1	Hcri_tr31422_c0_g1_i2.p1
OG0011828	Shad_tr23714_c0_g1_i2.p1	Hcri_tr37264_c0_g1_i1.p1
OG0011829	Shad_tr12027_c0_g2_i3.p1	Hcri_tr14496_c0_g1_i15.p1
OG0011830	Shad_tr3546_c0_g2_i1.p1	Hcri_tr4858_c0_g1_i1.p1
OG0011831	Shad_tr3900_c0_g1_i2.p1	Hcri_tr5034_c0_g1_i1.p1
OG0011833	Shad_tr34069_c0_g1_i1.p1	Hcri_tr32390_c0_g1_i2.p1
OG0011834	Shad_tr14582_c1_g1_i2.p1, Shad_tr4551_c1_g2_i1.p1	Hcri_tr22947_c0_g1_i1.p1
OG0011835	Shad_tr24133_c0_g1_i1.p1	Hcri_tr7368_c0_g1_i1.p1
OG0011836	Shad_tr53073_c0_g1_i1.p1, Shad_tr53073_c0_g2_i16.p1	Hcri_tr30043_c0_g1_i1.p1
OG0011837	Shad_tr4868_c1_g1_i3.p1	Hcri_tr24315_c0_g1_i1.p1, Hcri_tr4506_c1_g1_i1.p1
OG0011838	Shad_tr90627_c0_g1_i1.p1	Hcri_tr14594_c0_g1_i1.p1
OG0011839	Shad_tr14067_c1_g1_i4.p1	Hcri_tr94872_c0_g1_i1.p1
OG0011840	Shad_tr68348_c0_g1_i1.p1	Hcri_tr61036_c0_g1_i1.p1
OG0011841	Shad_tr10107_c0_g1_i1.p1	Hcri_tr12926_c0_g1_i1.p1
OG0011842	Shad_tr26913_c1_g1_i1.p2	Hcri_tr72513_c0_g1_i1.p1
OG0011844	Shad_tr10519_c0_g1_i3.p1	Hcri_tr1394_c1_g2_i4.p1
OG0011845	Shad_tr6442_c0_g1_i2.p1	Hcri_tr12155_c0_g1_i4.p1
OG0011846	Shad_tr8778_c9_g1_i1.p1	Hcri_tr31765_c3_g1_i1.p1
OG0011847	Shad_tr6872_c5_g1_i1.p1	Hcri_tr31759_c0_g1_i1.p1, Hcri_tr42885_c1_g1_i1.p1
OG0011848	Shad_tr430_c0_g2_i15.p1	Hcri_tr35147_c0_g1_i1.p1
OG0011849	Shad_tr78555_c0_g1_i1.p1	Hcri_tr93572_c0_g1_i1.p1
OG0011849	Shad_tr4687_c0_g1_i6.p1	Hcri_tr3657_c0_g3_i1.p1
OG0011850	Shad_tr1566_c3_g1_i4.p1	Hcri_tr8055_c0_g1_i7.p1
OG0011851	Shad_tr71015_c0_g1_i1.p1	Hcri_tr22574_c0_g1_i1.p1
OG0011852	Shad_tr7623_c0_g1_i1.p1	Hcri_tr611_c0_g1_i1.p1
OG0011853	Shad_tr3730_c0_g1_i2.p1	Hcri_tr43518_c0_g3_i1.p1
OG0011854	Shad_tr106796_c0_g1_i1.p1	Hcri_tr88851_c0_g1_i1.p1
OG0011855	Shad_tr8783_c0_g1_i1.p1	Hcri_tr9576_c0_g5_i1.p1, Hcri_tr43789_c0_g1_i1.p1
OG0011856	Shad_tr6993_c0_g1_i2.p1	Hcri_tr5147_c0_g2_i2.p1
OG0011857	Shad_tr16432_c0_g1_i1.p1	Hcri_tr15292_c0_g1_i2.p1
OG0011858	Shad_tr30523_c0_g1_i1.p1	Hcri_tr24098_c0_g1_i1.p1
OG0011859	Shad_tr20259_c0_g1_i2.p1	Hcri_tr32541_c0_g1_i1.p1
OG0011860	Shad_tr8470_c1_g1_i1.p1	Hcri_tr7327_c0_g1_i1.p1
OG0011861	Shad_tr3336_c2_g2_i1.p1	Hcri_tr15770_c1_g4_i1.p1
OG0011862	Shad_tr2734_c0_g1_i1.p2	Hcri_tr2167_c0_g1_i1.p1
OG0011863	Shad_tr1759_c1_g2_i1.p1	Hcri_tr3689_c0_g1_i1.p1
OG0011864	Shad_tr19700_c3_g1_i1.p1	Hcri_tr22273_c0_g1_i2.p1
OG0011865	Shad_tr48834_c0_g1_i1.p1	Hcri_tr3774_c0_g1_i2.p1
OG0011867	Shad_tr7936_c0_g2_i1.p1	Hcri_tr22021_c0_g1_i2.p1
OG0011868	Shad_tr18445_c0_g1_i1.p1	Hcri_tr10082_c0_g1_i1.p1
OG0011869	Shad_tr13475_c1_g1_i4.p1	Hcri_tr36432_c0_g1_i2.p1
OG0011871	Shad_tr2153_c2_g1_i2.p1	Hcri_tr4930_c0_g1_i2.p1
OG0011873	Shad_tr3232_c0_g1_i1.p1	Hcri_tr23841_c0_g2_i1.p1
OG0011875	Shad_tr13601_c0_g1_i15.p1	Hcri_tr12568_c0_g1_i2.p1
OG0011876	Shad_tr31787_c0_g1_i1.p1	Hcri_tr16999_c0_g1_i2.p1
OG0011877	Shad_tr11303_c0_g2_i7.p1	Hcri_tr12475_c2_g1_i1.p1
OG0011878	Shad_tr103640_c0_g1_i1.p1	Hcri_tr86517_c0_g1_i1.p1
OG0011880	Shad_tr20829_c0_g1_i4.p1	Hcri_tr4193_c1_g1_i3.p1
OG0011881	Shad_tr3075_c0_g1_i1.p1	Hcri_tr1200_c2_g1_i1.p1
OG0011882	Shad_tr5312_c0_g1_i5.p1	Hcri_tr5854_c0_g1_i1.p1
OG0011883	Shad_tr87005_c0_g1_i1.p1	Hcri_tr40162_c0_g1_i1.p1
OG0011884	Shad_tr3380_c2_g1_i1.p2	Hcri_tr14600_c0_g1_i10.p1
OG0011885	Shad_tr67907_c0_g1_i1.p1	Hcri_tr10345_c0_g1_i2.p1
OG0011886	Shad_tr3228_c0_g1_i1.p1	Hcri_tr3227_c0_g1_i1.p1
OG0011888	Shad_tr7417_c0_g2_i4.p1	Hcri_tr34368_c0_g1_i1.p1
OG0011890	Shad_tr3908_c1_g1_i1.p1	Hcri_tr4834_c2_g1_i2.p1
OG0011891	Shad_tr8775_c1_g1_i1.p1	Hcri_tr8363_c0_g1_i2.p1
OG0011893	Shad_tr21613_c0_g2_i1.p1	Hcri_tr36646_c0_g1_i1.p1
OG0011894	Shad_tr75398_c0_g1_i1.p1, Shad_tr6348_c3_g1_i1.p1	Hcri_tr13825_c0_g1_i2.p1
OG0011896	Shad_tr24158_c2_g1_i1.p1, Shad_tr24158_c2_g2_i1.p1	Hcri_tr27365_c0_g2_i3.p1, Hcri_tr18185_c1_g1_i2.p1
OG0011897	Shad_tr10075_c0_g1_i1.p1	Hcri_tr24968_c0_g1_i1.p1
OG0011899	Shad_tr39936_c0_g1_i2.p1	Hcri_tr4293_c3_g1_i1.p1
OG0011900	Shad_tr5283_c0_g1_i1.p1	Hcri_tr2080_c0_g1_i1.p1
OG0011901	Shad_tr81757_c0_g1_i1.p1	Hcri_tr89860_c0_g1_i1.p1, Hcri_tr16405_c0_g1_i1.p1
OG0011902	Shad_tr184_c0_g1_i1.p1	Hcri_tr437_c0_g1_i1.p1
OG0011905	Shad_tr14873_c2_g1_i1.p1	Hcri_tr18556_c0_g2_i1.p1
OG0011906	Shad_tr13573_c0_g2_i1.p1	Hcri_tr2977_c0_g3_i2.p1
OG0011907	Shad_tr94841_c0_g1_i1.p1	Hcri_tr56001_c0_g1_i1.p1
OG0011908	Shad_tr15535_c0_g1_i1.p1	Hcri_tr9101_c0_g1_i1.p1
OG0011909	Shad_tr8052_c2_g1_i20.p1	Hcri_tr8671_c0_g1_i2.p1
OG0011910	Shad_tr13463_c0_g2_i1.p1	Hcri_tr17424_c0_g1_i4.p1
OG0011912	Shad_tr10702_c0_g3_i1.p1	Hcri_tr29308_c0_g1_i1.p1
OG0011913	Shad_tr13012_c0_g1_i4.p1	Hcri_tr13543_c0_g1_i5.p1
OG0011914	Shad_tr93809_c0_g1_i1.p1	Hcri_tr5996_c0_g1_i1.p1
OG0011915	Shad_tr32581_c0_g2_i2.p1	Hcri_tr75804_c0_g1_i1.p1
OG0011916	Shad_tr21379_c0_g1_i1.p1	Hcri_tr6514_c0_g2_i1.p1
OG0011917	Shad_tr7898_c0_g1_i2.p1	Hcri_tr9018_c0_g1_i1.p1
OG0011918	Shad_tr18352_c0_g3_i1.p1	Hcri_tr8417_c0_g1_i1.p1
OG0011919	Shad_tr16226_c0_g2_i3.p1	Hcri_tr5722_c0_g1_i1.p1
OG0011920	Shad_tr1744_c1_g1_i6.p1	Hcri_tr5658_c0_g2_i1.p2
OG0011921	Shad_tr2680_c0_g1_i1.p1	Hcri_tr85990_c0_g1_i1.p1
OG0011922	Shad_tr16523_c0_g2_i1.p1	Hcri_tr5538_c0_g1_i4.p1
OG0011923	Shad_tr656_c3_g1_i1.p1	Hcri_tr12484_c0_g1_i1.p1
OG0011925	Shad_tr3337_c0_g1_i2.p1	Hcri_tr1532_c0_g1_i1.p1
OG0011926	Shad_tr13808_c0_g1_i1.p1	Hcri_tr209_c0_g1_i1.p1
OG0011927	Shad_tr2559_c3_g1_i1.p1	Hcri_tr18987_c0_g1_i1.p1
OG0011928	Shad_tr1347_c1_g1_i3.p1	Hcri_tr17697_c0_g1_i1.p1
OG0011929	Shad_tr74994_c0_g1_i1.p1	Hcri_tr63716_c0_g1_i1.p1
OG0011930	Shad_tr15940_c4_g1_i1.p1	Hcri_tr18877_c0_g1_i1.p1
OG0011931	Shad_tr110331_c0_g1_i1.p1, Shad_tr81996_c0_g1_i1.p1	Hcri_tr90193_c0_g1_i1.p1
OG0011932	Shad_tr94027_c0_g1_i1.p1	Hcri_tr3563_c0_g2_i2.p1
OG0011934	Shad_tr1591_c0_g1_i1.p1	Hcri_tr55853_c0_g1_i1.p1
OG0011935	Shad_tr95703_c0_g1_i1.p1	Hcri_tr13287_c0_g1_i1.p1
OG0011936	Shad_tr30484_c0_g3_i1.p1	Hcri_tr21580_c0_g1_i1.p1
OG0011937	Shad_tr72824_c0_g1_i1.p1	Hcri_tr7131_c0_g1_i1.p1
OG0011938	Shad_tr53565_c0_g1_i1.p1	Hcri_tr39798_c0_g2_i1.p1
OG0011940	Shad_tr16194_c0_g1_i1.p1	Hcri_tr76622_c0_g1_i1.p1
OG0011941	Shad_tr11030_c0_g2_i3.p1	Hcri_tr77390_c0_g1_i1.p1
OG0011942	Shad_tr1241_c1_g1_i2.p1	Hcri_tr4651_c1_g1_i4.p1
OG0011943	Shad_tr17375_c0_g1_i3.p1	Hcri_tr35203_c0_g1_i1.p1
OG0011945	Shad_tr24591_c2_g1_i1.p1	Hcri_tr79021_c0_g1_i1.p1
OG0011946	Shad_tr7323_c0_g1_i3.p1	Hcri_tr9371_c0_g2_i1.p1
OG0011947	Shad_tr877_c0_g1_i1.p2	Hcri_tr2170_c0_g1_i1.p1
OG0011948	Shad_tr971_c33_g1_i1.p1	Hcri_tr125_c0_g1_i1.p1
OG0011949	Shad_tr15658_c0_g1_i1.p1, Shad_tr1809_c2_g1_i17.p1, Shad_tr15658_c1_g1_i1.p1, Shad_tr15298_c0_g1_i1.p1	Hcri_tr10049_c3_g1_i2.p1
OG0011951	Shad_tr36399_c0_g2_i2.p1	Hcri_tr20567_c2_g1_i1.p1
OG0011952	Shad_tr16792_c0_g1_i1.p1	Hcri_tr10260_c0_g2_i1.p1
OG0011953	Shad_tr23385_c0_g2_i1.p1	Hcri_tr34187_c0_g1_i2.p1
OG0011956	Shad_tr73154_c0_g1_i1.p1	Hcri_tr3505_c0_g1_i1.p2
OG0011957	Shad_tr36711_c0_g1_i2.p1	Hcri_tr36836_c0_g1_i2.p1
OG0011958	Shad_tr4452_c6_g1_i4.p1	Hcri_tr3830_c0_g2_i2.p1
OG0011960	Shad_tr22655_c0_g3_i4.p1	Hcri_tr7788_c0_g1_i1.p1
OG0011961	Shad_tr4399_c0_g1_i10.p1	Hcri_tr6142_c2_g2_i4.p1
OG0011962	Shad_tr863_c0_g2_i2.p2	Hcri_tr6621_c0_g2_i15.p1
OG0011964	Shad_tr38150_c0_g1_i2.p1	Hcri_tr9585_c1_g3_i1.p1
OG0011965	Shad_tr14232_c2_g1_i1.p1	Hcri_tr8557_c1_g1_i1.p1
OG0011967	Shad_tr6258_c2_g1_i1.p1	Hcri_tr19840_c4_g1_i1.p1
OG0011968	Shad_tr6788_c0_g1_i4.p1	Hcri_tr18724_c0_g2_i2.p1
OG0011970	Shad_tr12466_c0_g1_i13.p1	Hcri_tr6334_c0_g3_i2.p2
OG0011971	Shad_tr108260_c0_g1_i1.p1, Shad_tr8026_c1_g1_i3.p1	Hcri_tr3658_c0_g1_i12.p1
OG0011972	Shad_tr36752_c0_g2_i1.p1	Hcri_tr19661_c0_g1_i4.p1
OG0011974	Shad_tr12776_c2_g1_i1.p1, Shad_tr27455_c0_g1_i1.p1	Hcri_tr24865_c0_g1_i4.p1
OG0011975	Shad_tr85135_c0_g1_i1.p1	Hcri_tr82152_c0_g1_i1.p1
OG0011976	Shad_tr26097_c0_g1_i1.p1	Hcri_tr18717_c0_g1_i2.p1
OG0011977	Shad_tr4299_c2_g1_i1.p1	Hcri_tr10514_c0_g1_i1.p1
OG0011978	Shad_tr80382_c0_g1_i1.p1	Hcri_tr65102_c0_g1_i1.p1
OG0011980	Shad_tr4211_c0_g1_i16.p1	Hcri_tr16123_c0_g1_i1.p1
OG0011981	Shad_tr8018_c0_g3_i2.p1	Hcri_tr42013_c0_g2_i2.p1
OG0011982	Shad_tr12141_c0_g1_i1.p1	Hcri_tr348_c1_g1_i1.p1
OG0011985	Shad_tr7542_c0_g3_i5.p1	Hcri_tr10127_c1_g2_i2.p1
OG0011986	Shad_tr9253_c0_g1_i2.p1	Hcri_tr33882_c0_g1_i1.p1
OG0011987	Shad_tr38188_c0_g1_i5.p1	Hcri_tr20267_c1_g1_i4.p1
OG0011988	Shad_tr4052_c0_g1_i37.p1	Hcri_tr15127_c0_g2_i3.p1
OG0011990	Shad_tr54903_c0_g1_i1.p1	Hcri_tr31787_c1_g1_i2.p2
OG0011991	Shad_tr92063_c0_g1_i1.p1	Hcri_tr82136_c0_g1_i1.p1
OG0011992	Shad_tr10457_c1_g1_i3.p1	Hcri_tr20309_c0_g1_i1.p1
OG0011993	Shad_tr12925_c0_g2_i1.p1	Hcri_tr36833_c0_g1_i1.p1
OG0011994	Shad_tr10932_c0_g1_i1.p1	Hcri_tr17159_c0_g2_i1.p2, Hcri_tr17159_c0_g1_i2.p1
OG0011995	Shad_tr26209_c0_g1_i3.p1	Hcri_tr21153_c0_g1_i1.p1
OG0011996	Shad_tr15256_c0_g1_i1.p1	Hcri_tr17519_c0_g1_i2.p1
OG0011997	Shad_tr17978_c0_g1_i2.p1	Hcri_tr94744_c0_g1_i1.p1
OG0011998	Shad_tr61840_c0_g1_i1.p1	Hcri_tr8082_c2_g2_i2.p1
OG0011999	Shad_tr15471_c0_g1_i1.p1	Hcri_tr18541_c0_g2_i1.p1
OG0012000	Shad_tr87910_c0_g1_i1.p1	Hcri_tr24501_c0_g4_i1.p1
OG0012002	Shad_tr24563_c2_g1_i2.p1	Hcri_tr18872_c1_g1_i2.p1
OG0012004	Shad_tr7094_c0_g1_i2.p1	Hcri_tr24570_c0_g1_i2.p1
OG0012005	Shad_tr9250_c0_g1_i2.p1	Hcri_tr75813_c0_g1_i1.p1
OG0012007	Shad_tr6001_c0_g1_i1.p1	Hcri_tr23087_c0_g1_i1.p1
OG0012009	Shad_tr44276_c0_g1_i1.p1, Shad_tr14422_c0_g1_i3.p1	Hcri_tr8609_c0_g2_i1.p1
OG0012011	Shad_tr31467_c0_g2_i1.p1	Hcri_tr17472_c0_g1_i6.p1, Hcri_tr90978_c0_g1_i1.p1
