Orthogroup	Stichodactyla_haddoni_longest_pep	Sanderia_malayensis_longest_pep
OG0007723	Shad_tr4767_c0_g1_i3.p1	Sama_DN4767_c0_g1_i1.p1
OG0007724	Shad_tr29304_c1_g1_i5.p1	Sama_DN4986_c0_g1_i2.p1
OG0007726	Shad_tr3304_c0_g1_i49.p1	Sama_DN2761_c0_g1_i1.p1
OG0007728	Shad_tr4990_c0_g1_i2.p1	Sama_DN10220_c0_g1_i2.p1
OG0007729	Shad_tr41303_c0_g1_i1.p1	Sama_DN305_c0_g1_i1.p1
OG0007731	Shad_tr5971_c0_g1_i1.p1	Sama_DN11840_c0_g1_i1.p1
OG0007732	Shad_tr4042_c4_g1_i1.p1	Sama_DN11466_c0_g1_i1.p1
OG0007733	Shad_tr13157_c0_g1_i9.p1	Sama_DN5847_c0_g1_i1.p1
OG0007734	Shad_tr23987_c0_g1_i2.p1	Sama_DN13123_c0_g1_i1.p1
OG0007736	Shad_tr479_c20_g1_i3.p1	Sama_DN301_c0_g1_i1.p1
OG0007737	Shad_tr8441_c0_g1_i4.p1	Sama_DN8284_c0_g1_i1.p1
OG0007738	Shad_tr8077_c0_g1_i4.p1	Sama_DN11864_c0_g1_i1.p1
OG0007739	Shad_tr4637_c0_g1_i1.p1	Sama_DN5616_c0_g1_i1.p1
OG0007740	Shad_tr35334_c0_g1_i1.p1	Sama_DN5917_c0_g1_i1.p1
OG0007741	Shad_tr44601_c4_g1_i1.p1	Sama_DN13264_c0_g1_i1.p1
OG0007743	Shad_tr16118_c1_g1_i2.p1	Sama_DN4678_c0_g1_i1.p1
OG0007744	Shad_tr816_c2_g1_i4.p1	Sama_DN366_c0_g1_i1.p1
OG0007745	Shad_tr24344_c1_g1_i1.p1	Sama_DN2145_c0_g1_i2.p1
OG0007746	Shad_tr9917_c1_g1_i9.p1	Sama_DN4473_c0_g1_i1.p1
OG0007748	Shad_tr3799_c0_g1_i1.p1	Sama_DN2004_c0_g2_i5.p1
OG0007750	Shad_tr5319_c1_g1_i1.p1	Sama_DN8434_c0_g1_i1.p1
OG0007751	Shad_tr23961_c0_g1_i2.p1	Sama_DN6092_c0_g1_i1.p1
OG0007752	Shad_tr10212_c3_g1_i3.p1	Sama_DN7483_c0_g1_i1.p1
OG0007753	Shad_tr15814_c0_g1_i1.p1	Sama_DN14191_c0_g1_i1.p1
OG0007754	Shad_tr29705_c2_g1_i1.p1	Sama_DN4256_c0_g1_i1.p1
OG0007756	Shad_tr1935_c0_g1_i3.p1	Sama_DN1755_c0_g1_i1.p1
OG0007758	Shad_tr19049_c0_g1_i2.p1	Sama_DN4126_c0_g1_i1.p1
OG0007759	Shad_tr54323_c0_g1_i1.p1	Sama_DN6278_c0_g1_i1.p1
OG0007760	Shad_tr37443_c0_g1_i2.p1	Sama_DN9841_c0_g1_i1.p1
OG0007761	Shad_tr9738_c1_g1_i2.p1	Sama_DN3308_c0_g1_i1.p1
OG0007762	Shad_tr56211_c0_g1_i1.p1	Sama_DN7442_c0_g2_i1.p1, Sama_DN4293_c0_g2_i4.p1
OG0007763	Shad_tr4760_c0_g1_i1.p1	Sama_DN2089_c0_g1_i4.p1
OG0007764	Shad_tr4798_c3_g1_i2.p1	Sama_DN4024_c0_g1_i1.p1
OG0007765	Shad_tr6479_c0_g3_i5.p1	Sama_DN2825_c0_g1_i1.p1
OG0007767	Shad_tr7509_c1_g1_i66.p1	Sama_DN3118_c0_g1_i1.p1
OG0007770	Shad_tr18431_c1_g1_i3.p1	Sama_DN5969_c0_g1_i1.p1
OG0007771	Shad_tr745_c1_g1_i1.p1	Sama_DN2733_c0_g1_i1.p1
OG0007772	Shad_tr46772_c0_g2_i2.p1	Sama_DN4224_c0_g1_i1.p1
OG0007774	Shad_tr40952_c0_g1_i1.p1	Sama_DN2950_c0_g1_i1.p1
OG0007775	Shad_tr9882_c0_g1_i9.p1	Sama_DN4729_c0_g1_i1.p1
OG0007776	Shad_tr22217_c0_g1_i1.p1	Sama_DN12263_c0_g1_i1.p1
OG0007777	Shad_tr2394_c2_g1_i26.p1	Sama_DN13860_c0_g1_i1.p1
OG0007780	Shad_tr149_c1_g2_i5.p1	Sama_DN6047_c0_g1_i1.p1
OG0007781	Shad_tr15627_c1_g1_i10.p1	Sama_DN2105_c0_g1_i1.p1
OG0007784	Shad_tr9653_c0_g1_i13.p1	Sama_DN719_c0_g1_i3.p1
OG0007787	Shad_tr10507_c0_g1_i50.p1	Sama_DN8898_c0_g1_i2.p1
OG0007788	Shad_tr6040_c1_g1_i2.p1	Sama_DN1744_c0_g1_i1.p1
OG0007790	Shad_tr10954_c0_g1_i3.p1	Sama_DN10371_c0_g1_i1.p1
OG0007791	Shad_tr643_c0_g3_i1.p1	Sama_DN13654_c0_g1_i1.p1
OG0007792	Shad_tr24852_c2_g1_i2.p1	Sama_DN10920_c0_g1_i1.p1
OG0007793	Shad_tr2709_c0_g1_i4.p1	Sama_DN2303_c0_g1_i1.p1
OG0007794	Shad_tr30186_c0_g1_i3.p1	Sama_DN12718_c0_g1_i1.p1
OG0007795	Shad_tr1953_c0_g1_i1.p1	Sama_DN8805_c0_g1_i1.p1
OG0007797	Shad_tr16430_c0_g2_i2.p1	Sama_DN6921_c0_g1_i1.p1
OG0007798	Shad_tr2154_c4_g1_i1.p1	Sama_DN12639_c0_g1_i1.p1
OG0007802	Shad_tr4900_c0_g2_i9.p1	Sama_DN642_c0_g1_i1.p1
OG0007803	Shad_tr10665_c0_g1_i7.p1	Sama_DN8587_c0_g1_i1.p1
OG0007804	Shad_tr47301_c0_g1_i6.p1	Sama_DN10344_c0_g1_i1.p1, Sama_DN10344_c0_g2_i1.p1
OG0007805	Shad_tr22422_c0_g1_i1.p1	Sama_DN1969_c0_g1_i1.p1
OG0007806	Shad_tr16518_c0_g1_i2.p1	Sama_DN838_c0_g1_i1.p1
OG0007809	Shad_tr5396_c1_g1_i2.p1	Sama_DN4619_c0_g1_i1.p1
OG0007811	Shad_tr6041_c1_g1_i9.p1	Sama_DN1757_c0_g1_i1.p1
OG0007814	Shad_tr7503_c0_g1_i1.p1	Sama_DN11107_c0_g1_i1.p1
OG0007815	Shad_tr14137_c0_g1_i2.p1	Sama_DN6227_c0_g4_i1.p1
OG0007818	Shad_tr3925_c0_g1_i5.p1	Sama_DN1318_c0_g1_i1.p1
OG0007819	Shad_tr3828_c0_g1_i1.p1	Sama_DN3005_c0_g1_i1.p1
OG0007820	Shad_tr27184_c3_g1_i1.p1	Sama_DN9790_c0_g2_i1.p1
OG0007822	Shad_tr5509_c0_g1_i5.p1	Sama_DN7294_c0_g1_i1.p1
OG0007824	Shad_tr2397_c0_g3_i1.p1	Sama_DN2223_c0_g2_i1.p1
OG0007825	Shad_tr5795_c0_g1_i18.p1, Shad_tr11260_c0_g1_i1.p1	Sama_DN13375_c0_g1_i1.p1
OG0007828	Shad_tr3793_c2_g1_i2.p1	Sama_DN13572_c0_g1_i1.p1
OG0007829	Shad_tr3255_c1_g1_i1.p1	Sama_DN1530_c0_g1_i1.p1
OG0007831	Shad_tr57176_c0_g1_i1.p1	Sama_DN3605_c0_g1_i1.p1
OG0007832	Shad_tr17681_c0_g1_i5.p1	Sama_DN4082_c0_g1_i1.p1
OG0007833	Shad_tr7402_c1_g1_i2.p1	Sama_DN8935_c0_g1_i1.p1
OG0007834	Shad_tr1477_c1_g1_i10.p1	Sama_DN3017_c0_g1_i3.p1
OG0007836	Shad_tr23496_c0_g3_i1.p1, Shad_tr23496_c0_g1_i1.p1	Sama_DN2354_c0_g1_i1.p1
OG0007837	Shad_tr8719_c1_g2_i2.p1	Sama_DN7763_c0_g1_i1.p1
OG0007838	Shad_tr21138_c3_g1_i1.p1	Sama_DN11812_c0_g1_i1.p1, Sama_DN166_c0_g1_i3.p1
OG0007839	Shad_tr61227_c2_g1_i1.p1	Sama_DN13870_c0_g1_i1.p1
OG0007840	Shad_tr10441_c0_g1_i6.p1	Sama_DN1944_c0_g1_i1.p1
OG0007841	Shad_tr5882_c0_g2_i1.p1	Sama_DN4343_c0_g1_i1.p1
OG0007842	Shad_tr45283_c0_g1_i1.p1	Sama_DN4387_c0_g1_i1.p1
OG0007843	Shad_tr31104_c0_g1_i2.p1	Sama_DN5717_c0_g1_i1.p1
OG0007844	Shad_tr32499_c0_g1_i2.p1	Sama_DN1224_c0_g2_i1.p1
OG0007845	Shad_tr13105_c0_g1_i1.p1	Sama_DN4939_c0_g1_i1.p1
OG0007847	Shad_tr4934_c1_g1_i3.p1	Sama_DN910_c0_g2_i1.p1
OG0007851	Shad_tr9120_c0_g1_i7.p1	Sama_DN2276_c0_g1_i1.p1
OG0007852	Shad_tr19875_c0_g1_i2.p1	Sama_DN2845_c0_g1_i1.p1
OG0007853	Shad_tr18614_c0_g1_i6.p1	Sama_DN10870_c0_g1_i1.p1
OG0007854	Shad_tr112842_c0_g1_i1.p1, Shad_tr14984_c1_g1_i19.p1	Sama_DN4134_c0_g1_i1.p1
OG0007855	Shad_tr33900_c0_g1_i4.p1	Sama_DN4938_c0_g1_i1.p1
OG0007856	Shad_tr78980_c0_g1_i1.p1	Sama_DN13548_c0_g1_i1.p1
OG0007857	Shad_tr1614_c2_g1_i5.p1	Sama_DN2902_c0_g1_i1.p1
OG0007858	Shad_tr11426_c0_g1_i3.p1	Sama_DN10810_c0_g1_i1.p1
OG0007861	Shad_tr14807_c0_g1_i1.p1	Sama_DN2030_c0_g1_i2.p1
OG0007863	Shad_tr14313_c0_g1_i1.p1	Sama_DN5794_c0_g1_i1.p1
OG0007866	Shad_tr10588_c4_g1_i1.p1	Sama_DN13576_c0_g1_i1.p1
OG0007868	Shad_tr7453_c0_g1_i3.p1	Sama_DN7546_c0_g2_i1.p1
OG0007870	Shad_tr4789_c0_g2_i1.p1	Sama_DN11599_c0_g1_i1.p1
OG0007871	Shad_tr16128_c0_g1_i3.p1	Sama_DN2414_c0_g1_i2.p1
OG0007872	Shad_tr2274_c0_g1_i1.p1	Sama_DN13986_c0_g1_i1.p1
OG0007873	Shad_tr17674_c0_g1_i4.p1	Sama_DN13324_c0_g1_i1.p1
OG0007874	Shad_tr2992_c1_g1_i6.p1	Sama_DN4988_c0_g1_i5.p1
OG0007875	Shad_tr2722_c11_g1_i1.p1	Sama_DN8375_c0_g1_i1.p1, Sama_DN6987_c0_g1_i1.p1
OG0007881	Shad_tr22934_c2_g2_i8.p1	Sama_DN1713_c0_g1_i1.p1
OG0007882	Shad_tr6134_c3_g1_i1.p1, Shad_tr25188_c0_g4_i1.p1	Sama_DN641_c1_g1_i1.p1
OG0007883	Shad_tr33168_c0_g1_i4.p1	Sama_DN13152_c0_g1_i1.p1
OG0007885	Shad_tr14517_c0_g1_i2.p1	Sama_DN8830_c0_g2_i1.p1
OG0007886	Shad_tr18662_c0_g1_i1.p1	Sama_DN4686_c0_g1_i1.p1
OG0007887	Shad_tr67415_c0_g1_i1.p1	Sama_DN10999_c0_g1_i1.p1
OG0007888	Shad_tr22742_c0_g4_i2.p2	Sama_DN2164_c0_g1_i5.p1
OG0007889	Shad_tr7637_c0_g1_i5.p1	Sama_DN405_c0_g2_i1.p1
OG0007890	Shad_tr15157_c0_g1_i25.p1	Sama_DN3825_c0_g1_i1.p1
OG0007891	Shad_tr27779_c0_g1_i4.p1	Sama_DN14256_c0_g1_i1.p1
OG0007892	Shad_tr56375_c0_g1_i1.p1	Sama_DN3723_c0_g1_i1.p1
OG0007894	Shad_tr5395_c0_g1_i4.p1	Sama_DN1853_c0_g1_i1.p1
OG0007896	Shad_tr21197_c0_g1_i10.p1	Sama_DN3172_c0_g1_i3.p1
OG0007897	Shad_tr5179_c2_g1_i6.p1	Sama_DN8146_c0_g2_i1.p1
OG0007899	Shad_tr3371_c1_g1_i1.p1	Sama_DN9827_c0_g1_i1.p1
OG0007900	Shad_tr39809_c0_g1_i1.p1	Sama_DN5377_c0_g1_i2.p1
OG0007901	Shad_tr16545_c0_g1_i2.p1	Sama_DN14151_c0_g1_i1.p1
OG0007902	Shad_tr69483_c0_g1_i1.p1	Sama_DN5821_c0_g1_i1.p1
OG0007903	Shad_tr3767_c1_g1_i3.p1	Sama_DN6558_c0_g1_i1.p1
OG0007904	Shad_tr11593_c1_g1_i1.p1	Sama_DN5158_c0_g1_i2.p1
OG0007905	Shad_tr17982_c2_g1_i1.p1	Sama_DN13423_c0_g1_i1.p1
OG0007906	Shad_tr3425_c1_g1_i3.p1	Sama_DN2199_c0_g1_i1.p1
OG0007907	Shad_tr8346_c0_g1_i1.p1	Sama_DN10563_c0_g1_i1.p1
OG0007910	Shad_tr24366_c0_g1_i2.p1	Sama_DN869_c0_g1_i1.p1
OG0007911	Shad_tr14644_c0_g1_i6.p1	Sama_DN3369_c0_g1_i1.p1
OG0007912	Shad_tr17583_c0_g1_i1.p1	Sama_DN12743_c0_g1_i1.p1
OG0007913	Shad_tr20378_c0_g1_i1.p1	Sama_DN1507_c0_g1_i2.p1
OG0007914	Shad_tr2285_c1_g3_i2.p1	Sama_DN12226_c0_g1_i1.p1
OG0007915	Shad_tr9782_c4_g1_i10.p1	Sama_DN6619_c0_g1_i1.p1
OG0007916	Shad_tr8470_c0_g1_i1.p1	Sama_DN692_c0_g1_i1.p1
OG0007917	Shad_tr13662_c3_g1_i1.p1	Sama_DN13331_c0_g1_i1.p1
OG0007919	Shad_tr7853_c0_g2_i1.p1	Sama_DN8888_c0_g2_i1.p1
OG0007920	Shad_tr6685_c0_g2_i1.p1	Sama_DN3964_c0_g1_i1.p1
OG0007921	Shad_tr24595_c3_g1_i5.p1	Sama_DN8545_c0_g1_i1.p1
OG0007923	Shad_tr14886_c1_g1_i4.p1	Sama_DN837_c0_g1_i2.p1
OG0007924	Shad_tr12672_c0_g1_i3.p2	Sama_DN10320_c0_g1_i1.p1
OG0007925	Shad_tr8897_c0_g1_i5.p1	Sama_DN134_c0_g1_i2.p1
OG0007926	Shad_tr34738_c0_g1_i1.p1	Sama_DN12868_c0_g1_i1.p1
OG0007927	Shad_tr20082_c1_g1_i1.p1	Sama_DN3021_c0_g1_i1.p1
OG0007928	Shad_tr21304_c0_g2_i1.p1	Sama_DN6840_c0_g1_i1.p1
OG0007929	Shad_tr2911_c2_g1_i8.p1	Sama_DN1225_c0_g1_i2.p1
OG0007930	Shad_tr3695_c1_g2_i6.p1	Sama_DN69_c0_g1_i1.p1
OG0007931	Shad_tr19532_c0_g1_i1.p1	Sama_DN12928_c0_g1_i1.p1
OG0007933	Shad_tr34066_c0_g1_i4.p1	Sama_DN3080_c0_g1_i4.p1
OG0007935	Shad_tr2037_c0_g1_i3.p1	Sama_DN7261_c0_g1_i1.p1
OG0007937	Shad_tr45936_c0_g2_i1.p1	Sama_DN1352_c0_g1_i1.p1
OG0007938	Shad_tr22371_c0_g1_i4.p1	Sama_DN2516_c0_g3_i1.p1
OG0007939	Shad_tr26117_c0_g1_i35.p1	Sama_DN8290_c0_g1_i1.p1
OG0007943	Shad_tr7833_c0_g2_i1.p1	Sama_DN2061_c0_g1_i1.p1
OG0007944	Shad_tr11696_c0_g1_i1.p1	Sama_DN11639_c0_g1_i1.p1
OG0007945	Shad_tr11900_c0_g1_i1.p1	Sama_DN5238_c0_g1_i1.p1
OG0007946	Shad_tr10422_c0_g1_i4.p1	Sama_DN13785_c0_g1_i1.p1
OG0007947	Shad_tr30627_c0_g1_i1.p1	Sama_DN2012_c0_g1_i1.p1
OG0007949	Shad_tr4039_c0_g2_i3.p1	Sama_DN1216_c0_g1_i1.p1
OG0007952	Shad_tr158_c29_g1_i1.p1	Sama_DN5154_c0_g1_i1.p1
OG0007953	Shad_tr4839_c0_g1_i2.p1	Sama_DN5279_c0_g1_i1.p1
OG0007954	Shad_tr8338_c0_g1_i2.p1	Sama_DN2110_c0_g1_i1.p1
OG0007957	Shad_tr54739_c0_g2_i1.p1	Sama_DN3066_c0_g1_i1.p1
OG0007958	Shad_tr34602_c0_g1_i14.p1	Sama_DN4712_c0_g1_i1.p1
OG0007959	Shad_tr94366_c0_g1_i1.p1, Shad_tr1027_c2_g1_i6.p1	Sama_DN235_c0_g1_i1.p1
OG0007960	Shad_tr8411_c0_g1_i1.p1	Sama_DN3011_c0_g1_i1.p1
OG0007961	Shad_tr10136_c0_g1_i2.p1	Sama_DN12687_c0_g1_i1.p1
OG0007962	Shad_tr3340_c2_g1_i1.p1	Sama_DN4185_c0_g1_i1.p1
OG0007963	Shad_tr3356_c0_g1_i9.p1	Sama_DN4393_c0_g1_i2.p1
OG0007964	Shad_tr6779_c0_g1_i1.p1	Sama_DN12139_c0_g1_i1.p1
OG0007965	Shad_tr17769_c0_g1_i2.p1	Sama_DN13303_c0_g1_i1.p1
OG0007966	Shad_tr6697_c0_g1_i1.p1	Sama_DN4691_c0_g1_i1.p1
OG0007967	Shad_tr6945_c2_g1_i1.p1	Sama_DN2966_c0_g1_i1.p1
OG0007969	Shad_tr20134_c0_g2_i1.p1	Sama_DN6802_c0_g1_i1.p1
OG0007970	Shad_tr104714_c0_g1_i1.p1	Sama_DN6257_c0_g1_i1.p1
OG0007972	Shad_tr9464_c1_g1_i15.p1	Sama_DN1712_c0_g1_i1.p1, Sama_DN5483_c0_g1_i1.p1
OG0007973	Shad_tr66180_c0_g1_i1.p1	Sama_DN11168_c0_g1_i1.p1
OG0007974	Shad_tr13189_c0_g1_i1.p1	Sama_DN9099_c0_g1_i1.p1
OG0007976	Shad_tr23042_c0_g1_i3.p1	Sama_DN13814_c0_g1_i1.p1
OG0007978	Shad_tr29574_c0_g1_i2.p1	Sama_DN11752_c0_g1_i1.p1
OG0007979	Shad_tr5616_c0_g1_i16.p1	Sama_DN8662_c0_g1_i1.p1
OG0007980	Shad_tr5715_c2_g1_i2.p1	Sama_DN11188_c0_g1_i1.p1
OG0007981	Shad_tr156_c0_g2_i1.p1	Sama_DN451_c0_g1_i1.p1
OG0007982	Shad_tr41951_c0_g1_i2.p1	Sama_DN1289_c0_g1_i1.p1
OG0007983	Shad_tr16385_c0_g1_i3.p1	Sama_DN2620_c0_g1_i2.p1
OG0007985	Shad_tr688_c2_g1_i3.p1	Sama_DN1732_c0_g1_i1.p1
OG0007987	Shad_tr25886_c1_g1_i8.p1	Sama_DN14106_c0_g1_i1.p1
OG0007988	Shad_tr4692_c2_g1_i7.p1	Sama_DN13226_c0_g1_i1.p1
OG0007989	Shad_tr22032_c0_g1_i1.p1	Sama_DN6808_c0_g1_i1.p1
OG0007990	Shad_tr15333_c0_g1_i1.p1	Sama_DN10995_c0_g1_i1.p1
OG0007991	Shad_tr28390_c0_g2_i4.p1	Sama_DN3500_c0_g1_i1.p1
OG0007992	Shad_tr80614_c0_g1_i1.p1, Shad_tr9972_c1_g1_i4.p1	Sama_DN1594_c0_g1_i2.p1
OG0007993	Shad_tr86977_c0_g1_i1.p1	Sama_DN5806_c0_g1_i1.p1
OG0007994	Shad_tr20916_c0_g1_i1.p1	Sama_DN3601_c0_g1_i1.p1
OG0007995	Shad_tr26624_c0_g1_i1.p1	Sama_DN10644_c0_g1_i1.p1
OG0007996	Shad_tr25006_c1_g1_i1.p1	Sama_DN8834_c0_g1_i1.p1
OG0007997	Shad_tr8402_c4_g1_i1.p1	Sama_DN1137_c0_g1_i1.p1
OG0007998	Shad_tr59490_c3_g1_i1.p1	Sama_DN4119_c0_g2_i1.p1
OG0007999	Shad_tr3601_c2_g1_i2.p1	Sama_DN11195_c0_g1_i1.p1
OG0008000	Shad_tr10945_c0_g1_i6.p1	Sama_DN3380_c0_g1_i4.p2
OG0008001	Shad_tr20034_c0_g1_i1.p1	Sama_DN9885_c0_g1_i1.p1
OG0008002	Shad_tr22216_c1_g3_i1.p1	Sama_DN9330_c0_g1_i1.p1
OG0008003	Shad_tr26910_c0_g1_i3.p1	Sama_DN5269_c0_g1_i1.p1
OG0008004	Shad_tr6417_c1_g1_i1.p1	Sama_DN12421_c0_g1_i1.p1
OG0008005	Shad_tr9379_c0_g1_i2.p1, Shad_tr4746_c1_g1_i1.p1	Sama_DN13316_c0_g1_i1.p1
OG0008006	Shad_tr38507_c0_g2_i1.p1	Sama_DN12268_c0_g1_i1.p1
OG0008009	Shad_tr35658_c0_g1_i1.p1	Sama_DN11931_c0_g1_i1.p1
OG0008010	Shad_tr8638_c0_g1_i1.p1	Sama_DN4097_c0_g1_i1.p1
OG0008011	Shad_tr10989_c0_g1_i7.p1	Sama_DN9026_c0_g1_i1.p1
OG0008012	Shad_tr99896_c0_g1_i1.p1	Sama_DN565_c0_g1_i1.p1
OG0008013	Shad_tr29337_c0_g1_i1.p1	Sama_DN3142_c0_g1_i1.p1
OG0008014	Shad_tr46717_c0_g1_i1.p1	Sama_DN12968_c0_g1_i1.p1
OG0008015	Shad_tr48861_c1_g1_i2.p1	Sama_DN3552_c0_g1_i1.p1
OG0008017	Shad_tr3908_c2_g1_i1.p1	Sama_DN3608_c0_g1_i1.p1
OG0008018	Shad_tr12930_c0_g1_i3.p1	Sama_DN3638_c0_g1_i1.p1
OG0008019	Shad_tr1488_c1_g1_i4.p1	Sama_DN7307_c0_g1_i1.p1
OG0008020	Shad_tr4738_c0_g1_i4.p1	Sama_DN13869_c0_g1_i1.p1
OG0008022	Shad_tr12476_c0_g1_i7.p1	Sama_DN9617_c0_g1_i1.p1
OG0008023	Shad_tr12909_c0_g3_i2.p1	Sama_DN10960_c0_g1_i1.p1
OG0008024	Shad_tr7670_c0_g1_i1.p1	Sama_DN14149_c0_g1_i1.p1
OG0008025	Shad_tr9484_c0_g1_i1.p1	Sama_DN2067_c0_g1_i1.p1
OG0008026	Shad_tr3554_c6_g1_i1.p1	Sama_DN4675_c0_g1_i1.p1
OG0008028	Shad_tr15305_c0_g1_i1.p1	Sama_DN2550_c0_g1_i3.p1
OG0008029	Shad_tr30965_c0_g1_i4.p1	Sama_DN5993_c0_g1_i2.p1
OG0008030	Shad_tr3610_c2_g1_i1.p1	Sama_DN11004_c0_g1_i1.p1
OG0008031	Shad_tr21296_c2_g1_i3.p1	Sama_DN9894_c0_g1_i1.p1
OG0008032	Shad_tr48861_c1_g2_i6.p1	Sama_DN3230_c0_g1_i1.p1
OG0008033	Shad_tr984_c1_g1_i2.p1	Sama_DN5335_c0_g1_i1.p1, Sama_DN5335_c0_g2_i2.p1
OG0008034	Shad_tr9162_c1_g1_i1.p1	Sama_DN2805_c0_g1_i3.p1
OG0008035	Shad_tr35687_c1_g1_i1.p1	Sama_DN1470_c0_g2_i1.p1
OG0008036	Shad_tr3367_c0_g2_i2.p1	Sama_DN802_c0_g1_i1.p1
OG0008037	Shad_tr1016_c3_g3_i1.p1, Shad_tr1016_c3_g1_i2.p1	Sama_DN21_c0_g1_i2.p1
OG0008038	Shad_tr28052_c0_g1_i39.p1	Sama_DN2019_c0_g1_i1.p1
OG0008040	Shad_tr2023_c3_g1_i1.p1	Sama_DN4735_c0_g1_i3.p1
OG0008041	Shad_tr28267_c3_g1_i3.p1	Sama_DN3145_c0_g1_i1.p1
OG0008042	Shad_tr6143_c4_g1_i1.p1	Sama_DN11808_c0_g1_i1.p1
OG0008043	Shad_tr33772_c0_g1_i1.p1	Sama_DN2104_c0_g1_i1.p1
OG0008044	Shad_tr2785_c0_g1_i2.p1	Sama_DN4214_c0_g1_i1.p1
OG0008046	Shad_tr29605_c0_g2_i3.p1	Sama_DN4873_c0_g1_i2.p1
OG0008047	Shad_tr23724_c2_g1_i5.p1, Shad_tr9631_c1_g2_i2.p1	Sama_DN1217_c0_g1_i1.p1
OG0008048	Shad_tr14506_c1_g1_i1.p1	Sama_DN3977_c0_g1_i1.p1
OG0008049	Shad_tr15280_c1_g1_i2.p1, Shad_tr7807_c3_g1_i4.p1	Sama_DN723_c3_g1_i1.p1
OG0008050	Shad_tr20059_c0_g2_i1.p1	Sama_DN1442_c0_g1_i1.p1
OG0008051	Shad_tr88939_c0_g1_i1.p1	Sama_DN3357_c0_g2_i1.p1
OG0008052	Shad_tr11891_c0_g1_i7.p1	Sama_DN2932_c0_g1_i1.p1
OG0008053	Shad_tr18031_c0_g1_i3.p1	Sama_DN3113_c0_g1_i1.p1
OG0008054	Shad_tr451_c8_g1_i1.p1	Sama_DN3251_c0_g1_i1.p1
OG0008056	Shad_tr26158_c0_g1_i2.p1, Shad_tr112429_c0_g1_i1.p1	Sama_DN11751_c0_g1_i1.p1
OG0008057	Shad_tr5000_c0_g1_i1.p1	Sama_DN535_c0_g1_i1.p1
OG0008061	Shad_tr101255_c0_g1_i1.p1	Sama_DN10948_c0_g1_i1.p1
OG0008064	Shad_tr177_c9_g2_i1.p1	Sama_DN993_c0_g1_i1.p1
OG0008065	Shad_tr24563_c0_g1_i3.p1	Sama_DN6250_c0_g1_i1.p1
OG0008066	Shad_tr14740_c0_g1_i2.p1	Sama_DN14073_c0_g1_i1.p1
OG0008067	Shad_tr9607_c0_g1_i2.p1	Sama_DN460_c0_g1_i1.p1
OG0008069	Shad_tr23311_c1_g1_i3.p1	Sama_DN10475_c0_g1_i1.p1
OG0008070	Shad_tr4762_c0_g1_i3.p1	Sama_DN2373_c0_g1_i1.p1
OG0008071	Shad_tr6305_c0_g1_i2.p1	Sama_DN39_c0_g1_i4.p1
OG0008072	Shad_tr34784_c1_g1_i3.p1	Sama_DN1987_c0_g1_i1.p1
OG0008073	Shad_tr15553_c1_g1_i1.p1	Sama_DN14204_c0_g1_i1.p1
OG0008075	Shad_tr52122_c0_g1_i2.p1	Sama_DN4241_c0_g1_i1.p1
OG0008076	Shad_tr6466_c0_g2_i3.p1	Sama_DN1870_c0_g1_i1.p1
OG0008077	Shad_tr12580_c0_g1_i1.p1	Sama_DN1754_c0_g1_i1.p1
OG0008078	Shad_tr53310_c0_g1_i1.p1	Sama_DN9448_c0_g1_i1.p1, Sama_DN9326_c0_g1_i1.p1
OG0008080	Shad_tr6383_c0_g1_i4.p1	Sama_DN12916_c0_g1_i1.p1
OG0008081	Shad_tr19816_c0_g2_i11.p1	Sama_DN1119_c0_g1_i2.p1
OG0008082	Shad_tr10795_c1_g2_i1.p1	Sama_DN2286_c0_g1_i1.p1
OG0008083	Shad_tr28194_c2_g1_i1.p1	Sama_DN1680_c0_g1_i1.p1
OG0008084	Shad_tr5237_c0_g1_i5.p1	Sama_DN3780_c0_g2_i1.p1
OG0008085	Shad_tr11668_c0_g1_i2.p1	Sama_DN8603_c1_g1_i1.p1
OG0008087	Shad_tr4452_c1_g1_i1.p1	Sama_DN6612_c1_g1_i1.p2
OG0008088	Shad_tr6577_c0_g1_i2.p1	Sama_DN4801_c0_g1_i1.p1
OG0008089	Shad_tr9779_c0_g1_i23.p1	Sama_DN12972_c0_g1_i1.p1
OG0008090	Shad_tr8430_c0_g2_i1.p1	Sama_DN2906_c0_g3_i1.p1
OG0008091	Shad_tr31263_c0_g1_i1.p1	Sama_DN8955_c0_g2_i1.p1
OG0008092	Shad_tr31861_c2_g1_i2.p1	Sama_DN6050_c0_g1_i1.p1
OG0008094	Shad_tr20699_c0_g1_i2.p1	Sama_DN1933_c0_g1_i1.p1
OG0008095	Shad_tr12212_c0_g1_i2.p1	Sama_DN306_c0_g1_i1.p1
OG0008097	Shad_tr7766_c0_g2_i2.p1	Sama_DN12365_c0_g1_i1.p1
OG0008102	Shad_tr15776_c0_g1_i1.p1	Sama_DN4216_c0_g1_i2.p1
OG0008103	Shad_tr14016_c2_g1_i2.p1	Sama_DN8037_c1_g1_i1.p1
OG0008104	Shad_tr3320_c0_g1_i9.p1	Sama_DN3622_c0_g1_i1.p1
OG0008105	Shad_tr34057_c1_g1_i1.p1	Sama_DN2875_c0_g1_i2.p1
OG0008106	Shad_tr3386_c0_g1_i1.p1	Sama_DN715_c0_g1_i1.p1
