Orthogroup	Stichodactyla_haddoni_longest_pep	Nemopilema_nomurai_longest_pep
OG0008089	Shad_tr9779_c0_g1_i23.p1	Neno_DN5002_c0_g1_i1.p1
OG0008090	Shad_tr8430_c0_g2_i1.p1	Neno_DN19608_c0_g1_i6.p1
OG0008091	Shad_tr31263_c0_g1_i1.p1	Neno_DN3728_c0_g1_i3.p1
OG0008092	Shad_tr31861_c2_g1_i2.p1	Neno_DN22529_c0_g1_i3.p2
OG0008093	Shad_tr4315_c7_g1_i1.p1	Neno_DN3091_c0_g1_i1.p1
OG0008094	Shad_tr20699_c0_g1_i2.p1	Neno_DN8418_c0_g1_i2.p1
OG0008095	Shad_tr12212_c0_g1_i2.p1	Neno_DN6609_c0_g1_i1.p1
OG0008097	Shad_tr7766_c0_g2_i2.p1	Neno_DN6214_c0_g2_i1.p1
OG0008098	Shad_tr5585_c0_g1_i1.p1	Neno_DN4400_c0_g1_i1.p1
OG0008100	Shad_tr24385_c1_g1_i2.p1	Neno_DN2837_c0_g1_i3.p1
OG0008102	Shad_tr15776_c0_g1_i1.p1	Neno_DN11603_c0_g1_i1.p1
OG0008103	Shad_tr14016_c2_g1_i2.p1	Neno_DN22262_c0_g1_i2.p1
OG0008105	Shad_tr34057_c1_g1_i1.p1	Neno_DN7767_c0_g1_i3.p1
OG0008106	Shad_tr3386_c0_g1_i1.p1	Neno_DN10827_c0_g1_i3.p1
OG0008107	Shad_tr2895_c0_g1_i1.p1	Neno_DN5153_c0_g1_i1.p1
OG0008108	Shad_tr31650_c0_g2_i2.p1	Neno_DN6181_c0_g1_i1.p1
OG0008109	Shad_tr1668_c0_g3_i3.p1	Neno_DN23607_c0_g1_i1.p1
OG0008110	Shad_tr12498_c0_g1_i3.p1	Neno_DN10063_c0_g1_i4.p1
OG0008111	Shad_tr314_c0_g3_i1.p1	Neno_DN3614_c0_g1_i2.p1
OG0008112	Shad_tr1567_c5_g2_i1.p1	Neno_DN3786_c0_g3_i2.p1
OG0008113	Shad_tr165_c21_g1_i2.p1	Neno_DN19126_c0_g1_i2.p1
OG0008114	Shad_tr31254_c0_g1_i16.p1	Neno_DN10231_c0_g1_i1.p1
OG0008115	Shad_tr17899_c0_g1_i3.p1	Neno_DN6940_c0_g1_i1.p1
OG0008117	Shad_tr15022_c0_g1_i2.p1	Neno_DN3301_c0_g1_i1.p1
OG0008118	Shad_tr38954_c0_g1_i1.p1	Neno_DN18187_c0_g1_i4.p1
OG0008119	Shad_tr61930_c0_g1_i1.p1	Neno_DN4220_c0_g2_i1.p1
OG0008120	Shad_tr9370_c1_g3_i2.p1	Neno_DN5824_c0_g2_i1.p1
OG0008121	Shad_tr93247_c0_g1_i2.p1	Neno_DN2282_c0_g1_i1.p1
OG0008123	Shad_tr7332_c0_g1_i10.p1	Neno_DN3625_c0_g1_i1.p1
OG0008124	Shad_tr2491_c0_g1_i2.p1	Neno_DN9403_c0_g1_i1.p1
OG0008125	Shad_tr66480_c0_g1_i1.p1	Neno_DN7621_c0_g1_i1.p2
OG0008126	Shad_tr8247_c0_g2_i1.p1	Neno_DN13743_c0_g1_i1.p1
OG0008127	Shad_tr31343_c0_g1_i2.p1, Shad_tr31343_c0_g2_i1.p1	Neno_DN9052_c0_g1_i3.p1
OG0008128	Shad_tr18458_c0_g1_i1.p1	Neno_DN7989_c0_g1_i1.p1
OG0008129	Shad_tr443_c9_g1_i4.p1	Neno_DN14972_c0_g1_i1.p1
OG0008130	Shad_tr4066_c0_g1_i1.p1	Neno_DN2328_c0_g1_i2.p1
OG0008132	Shad_tr4040_c1_g1_i2.p1	Neno_DN929_c0_g1_i4.p1
OG0008133	Shad_tr6352_c0_g1_i1.p1	Neno_DN10523_c0_g1_i2.p1
OG0008135	Shad_tr58214_c0_g1_i1.p1	Neno_DN9414_c0_g1_i1.p1
OG0008136	Shad_tr14090_c3_g1_i1.p1	Neno_DN14938_c0_g1_i1.p1
OG0008137	Shad_tr2305_c0_g1_i1.p1	Neno_DN3955_c0_g1_i2.p1
OG0008138	Shad_tr30753_c0_g1_i5.p1	Neno_DN2049_c0_g1_i1.p1
OG0008139	Shad_tr30172_c2_g1_i5.p1	Neno_DN3109_c0_g1_i1.p1
OG0008140	Shad_tr5243_c0_g1_i2.p1	Neno_DN1111_c0_g1_i1.p1
OG0008142	Shad_tr8033_c3_g2_i2.p1	Neno_DN6559_c0_g1_i2.p1
OG0008143	Shad_tr5184_c0_g1_i1.p1	Neno_DN1178_c0_g1_i2.p1
OG0008144	Shad_tr4996_c1_g1_i6.p1	Neno_DN1001_c0_g1_i4.p1
OG0008145	Shad_tr22874_c0_g1_i1.p1	Neno_DN10727_c0_g1_i1.p1
OG0008147	Shad_tr28331_c0_g1_i8.p1	Neno_DN20097_c0_g1_i1.p1
OG0008148	Shad_tr3196_c1_g1_i1.p1	Neno_DN19745_c0_g1_i3.p1
OG0008149	Shad_tr10834_c0_g3_i1.p1	Neno_DN3306_c0_g1_i2.p1
OG0008150	Shad_tr22742_c0_g1_i7.p1	Neno_DN10501_c0_g1_i1.p1
OG0008151	Shad_tr18237_c1_g1_i2.p1	Neno_DN836_c0_g1_i2.p1
OG0008152	Shad_tr8211_c0_g1_i2.p1	Neno_DN9387_c1_g1_i8.p1
OG0008153	Shad_tr8445_c0_g1_i5.p1	Neno_DN7456_c0_g1_i2.p1
OG0008154	Shad_tr31199_c0_g1_i10.p1	Neno_DN14742_c0_g1_i3.p1
OG0008155	Shad_tr1232_c2_g2_i1.p1	Neno_DN2298_c0_g1_i1.p1
OG0008157	Shad_tr14838_c0_g1_i4.p1	Neno_DN3166_c0_g1_i1.p1
OG0008158	Shad_tr4290_c0_g1_i1.p1	Neno_DN8605_c0_g1_i1.p1
OG0008159	Shad_tr91976_c0_g1_i1.p1	Neno_DN4693_c0_g1_i1.p1
OG0008160	Shad_tr18267_c0_g1_i2.p1	Neno_DN5156_c0_g1_i1.p1
OG0008161	Shad_tr22095_c0_g2_i1.p1	Neno_DN5274_c0_g2_i1.p1
OG0008163	Shad_tr5261_c0_g1_i1.p1	Neno_DN8498_c0_g2_i1.p1
OG0008165	Shad_tr19966_c0_g2_i2.p1	Neno_DN1701_c0_g1_i1.p1
OG0008166	Shad_tr2090_c0_g1_i1.p1	Neno_DN2787_c0_g1_i1.p1
OG0008167	Shad_tr33433_c1_g1_i1.p1	Neno_DN2111_c0_g1_i3.p1
OG0008168	Shad_tr23096_c0_g2_i2.p1	Neno_DN2963_c0_g1_i4.p1
OG0008169	Shad_tr4348_c0_g2_i1.p1	Neno_DN2157_c0_g1_i3.p1
OG0008170	Shad_tr3299_c3_g1_i2.p1	Neno_DN13490_c0_g1_i4.p1
OG0008171	Shad_tr17971_c0_g2_i3.p1	Neno_DN2667_c0_g1_i1.p1
OG0008172	Shad_tr7872_c1_g1_i4.p1	Neno_DN1594_c0_g1_i2.p1
OG0008173	Shad_tr11387_c1_g1_i2.p1	Neno_DN201_c0_g1_i1.p1
OG0008174	Shad_tr515_c5_g2_i1.p1	Neno_DN1836_c0_g1_i1.p1
OG0008175	Shad_tr5696_c1_g1_i1.p1	Neno_DN9275_c0_g1_i1.p1
OG0008176	Shad_tr3947_c0_g1_i4.p1	Neno_DN12032_c0_g1_i1.p1
OG0008177	Shad_tr6614_c1_g2_i1.p1	Neno_DN5461_c0_g1_i1.p1
OG0008178	Shad_tr5308_c0_g1_i5.p1	Neno_DN14235_c0_g1_i1.p1
OG0008179	Shad_tr1614_c3_g1_i1.p1	Neno_DN11623_c0_g2_i1.p1
OG0008180	Shad_tr402_c0_g1_i1.p1	Neno_DN9859_c0_g1_i1.p1
OG0008181	Shad_tr23024_c0_g1_i8.p1	Neno_DN3159_c0_g1_i2.p1
OG0008183	Shad_tr12506_c2_g1_i1.p1	Neno_DN2924_c0_g2_i5.p1
OG0008184	Shad_tr14508_c0_g1_i1.p1	Neno_DN526_c1_g2_i2.p1
OG0008185	Shad_tr22763_c0_g1_i1.p1	Neno_DN11042_c0_g1_i1.p1
OG0008186	Shad_tr7777_c0_g1_i1.p1	Neno_DN8012_c0_g1_i2.p1
OG0008187	Shad_tr13254_c0_g2_i1.p1	Neno_DN2927_c0_g1_i1.p1
OG0008188	Shad_tr20641_c6_g1_i1.p1	Neno_DN10829_c0_g1_i2.p1
OG0008189	Shad_tr1115_c0_g1_i7.p1	Neno_DN8969_c0_g1_i2.p1
OG0008191	Shad_tr23713_c0_g1_i5.p1	Neno_DN9920_c0_g1_i4.p1
OG0008192	Shad_tr2275_c0_g1_i2.p1	Neno_DN4495_c0_g1_i1.p1
OG0008193	Shad_tr1336_c2_g1_i1.p1	Neno_DN3409_c0_g1_i1.p1
OG0008194	Shad_tr5149_c0_g1_i3.p1	Neno_DN2655_c0_g1_i1.p1, Neno_DN2655_c0_g2_i1.p1
OG0008195	Shad_tr27575_c2_g1_i6.p1	Neno_DN3271_c0_g1_i2.p1
OG0008196	Shad_tr10307_c0_g1_i4.p1	Neno_DN10803_c0_g1_i1.p1
OG0008197	Shad_tr5693_c0_g3_i4.p1	Neno_DN815_c0_g1_i1.p1
OG0008198	Shad_tr7026_c0_g1_i1.p1	Neno_DN8607_c0_g1_i1.p1
OG0008199	Shad_tr3125_c0_g1_i3.p1	Neno_DN5797_c0_g1_i3.p1
OG0008200	Shad_tr1787_c3_g1_i1.p1	Neno_DN15705_c0_g1_i1.p1
OG0008202	Shad_tr4934_c0_g1_i1.p1	Neno_DN3798_c0_g1_i1.p1
OG0008203	Shad_tr33752_c0_g1_i3.p1	Neno_DN12000_c0_g1_i1.p1
OG0008204	Shad_tr64194_c0_g1_i1.p1	Neno_DN6587_c0_g1_i1.p1
OG0008205	Shad_tr3924_c0_g1_i2.p1	Neno_DN7555_c0_g1_i1.p2
OG0008206	Shad_tr9370_c0_g1_i2.p2	Neno_DN7095_c0_g1_i2.p1
OG0008207	Shad_tr43297_c1_g1_i1.p1	Neno_DN1564_c0_g1_i2.p1
OG0008208	Shad_tr2917_c0_g1_i7.p1	Neno_DN2564_c0_g2_i1.p1
OG0008209	Shad_tr12874_c0_g1_i2.p1	Neno_DN274_c0_g1_i10.p1
OG0008210	Shad_tr5524_c0_g1_i1.p1	Neno_DN5876_c0_g2_i1.p1
OG0008211	Shad_tr20469_c1_g4_i1.p1	Neno_DN9654_c0_g1_i5.p1
OG0008213	Shad_tr2719_c0_g1_i3.p1	Neno_DN10681_c0_g1_i3.p1
OG0008214	Shad_tr32364_c0_g1_i2.p1	Neno_DN21366_c0_g1_i1.p1
OG0008215	Shad_tr2052_c5_g1_i1.p1	Neno_DN8325_c0_g1_i2.p1
OG0008216	Shad_tr27_c5_g2_i1.p1	Neno_DN944_c0_g1_i13.p1
OG0008217	Shad_tr1184_c2_g1_i2.p1	Neno_DN2187_c0_g1_i1.p1
OG0008218	Shad_tr1724_c0_g2_i1.p1	Neno_DN2865_c0_g1_i1.p1
OG0008220	Shad_tr14680_c0_g1_i1.p1	Neno_DN3100_c0_g1_i1.p1
OG0008222	Shad_tr69701_c0_g1_i2.p1	Neno_DN2731_c0_g1_i1.p1
OG0008225	Shad_tr34487_c0_g1_i2.p1	Neno_DN16435_c1_g1_i6.p1
OG0008226	Shad_tr2522_c0_g3_i1.p1	Neno_DN15032_c0_g1_i1.p1
OG0008227	Shad_tr2718_c0_g3_i1.p1	Neno_DN7497_c0_g1_i1.p1
OG0008228	Shad_tr5569_c0_g1_i1.p1	Neno_DN5229_c0_g1_i1.p1
OG0008229	Shad_tr24003_c0_g1_i6.p1	Neno_DN961_c0_g2_i1.p1
OG0008230	Shad_tr66117_c0_g1_i1.p1	Neno_DN5306_c0_g1_i1.p1
OG0008231	Shad_tr36958_c0_g1_i1.p1	Neno_DN9558_c0_g1_i1.p1
OG0008232	Shad_tr547_c0_g2_i1.p1	Neno_DN3357_c0_g1_i2.p1
OG0008233	Shad_tr6938_c0_g1_i2.p1	Neno_DN13003_c0_g2_i3.p1
OG0008234	Shad_tr27151_c0_g1_i11.p1	Neno_DN1850_c0_g1_i2.p1
OG0008236	Shad_tr40455_c1_g2_i1.p1	Neno_DN17484_c0_g1_i2.p1
OG0008237	Shad_tr9564_c0_g1_i7.p1	Neno_DN8958_c0_g1_i2.p1
OG0008238	Shad_tr22741_c3_g1_i1.p1	Neno_DN8883_c0_g1_i4.p1
OG0008239	Shad_tr13641_c0_g4_i1.p1	Neno_DN3226_c0_g2_i1.p1
OG0008240	Shad_tr98632_c0_g1_i1.p1	Neno_DN6863_c0_g1_i1.p1
OG0008241	Shad_tr7652_c0_g1_i6.p1	Neno_DN1269_c0_g1_i1.p1
OG0008243	Shad_tr36098_c0_g1_i4.p1	Neno_DN782_c0_g1_i1.p1
OG0008244	Shad_tr35829_c3_g1_i1.p1	Neno_DN3136_c0_g1_i3.p1
OG0008245	Shad_tr1702_c0_g1_i2.p1	Neno_DN2027_c0_g1_i4.p2
OG0008246	Shad_tr8610_c0_g2_i3.p1	Neno_DN3400_c0_g2_i1.p1, Neno_DN293_c0_g2_i1.p1
OG0008248	Shad_tr9954_c0_g1_i1.p1	Neno_DN12639_c0_g1_i1.p1
OG0008249	Shad_tr31638_c0_g1_i2.p1	Neno_DN7781_c0_g2_i1.p1
OG0008250	Shad_tr8134_c1_g1_i1.p1	Neno_DN8560_c0_g1_i1.p1
OG0008251	Shad_tr31813_c0_g1_i1.p1, Shad_tr29056_c0_g2_i1.p1, Shad_tr29056_c0_g1_i1.p1	Neno_DN9676_c0_g1_i1.p1
OG0008252	Shad_tr13718_c1_g1_i1.p1	Neno_DN11680_c0_g1_i1.p1
OG0008253	Shad_tr7416_c0_g1_i3.p1	Neno_DN2585_c0_g1_i2.p1
OG0008254	Shad_tr61618_c0_g1_i1.p1	Neno_DN13234_c0_g1_i1.p1, Neno_DN10034_c0_g1_i1.p1
OG0008257	Shad_tr73187_c0_g1_i1.p1	Neno_DN8066_c0_g1_i1.p1
OG0008258	Shad_tr14496_c0_g1_i1.p1	Neno_DN2728_c0_g1_i2.p1
OG0008259	Shad_tr6448_c0_g2_i1.p1	Neno_DN4087_c0_g1_i1.p1
OG0008261	Shad_tr9985_c4_g2_i1.p1	Neno_DN15004_c0_g1_i1.p1
OG0008263	Shad_tr5434_c0_g1_i3.p1	Neno_DN9057_c0_g1_i2.p1
OG0008266	Shad_tr27737_c0_g1_i1.p1	Neno_DN17475_c0_g1_i1.p1
OG0008267	Shad_tr12390_c0_g1_i3.p1	Neno_DN663_c0_g1_i2.p1
OG0008268	Shad_tr6639_c0_g2_i1.p1	Neno_DN2603_c0_g1_i1.p1
OG0008269	Shad_tr18946_c0_g1_i2.p1	Neno_DN11612_c0_g1_i1.p1
OG0008271	Shad_tr68799_c0_g1_i1.p1	Neno_DN550_c0_g1_i3.p2
OG0008272	Shad_tr6913_c1_g1_i3.p1	Neno_DN1854_c0_g1_i4.p1
OG0008273	Shad_tr35731_c0_g1_i2.p1	Neno_DN3149_c0_g4_i1.p1
OG0008274	Shad_tr312_c0_g2_i1.p1	Neno_DN5141_c0_g1_i2.p1
OG0008275	Shad_tr935_c0_g1_i1.p1	Neno_DN8542_c0_g1_i1.p1
OG0008276	Shad_tr31197_c0_g1_i1.p1	Neno_DN9888_c0_g1_i1.p1
OG0008277	Shad_tr24751_c0_g1_i6.p1	Neno_DN3359_c0_g1_i4.p1
OG0008278	Shad_tr29385_c0_g1_i2.p1	Neno_DN319_c0_g1_i1.p1
OG0008279	Shad_tr20713_c0_g1_i1.p1	Neno_DN22092_c0_g1_i5.p1
OG0008280	Shad_tr8072_c0_g1_i2.p1	Neno_DN5467_c0_g1_i2.p1
OG0008281	Shad_tr35793_c0_g1_i1.p1	Neno_DN14879_c0_g2_i1.p1
OG0008282	Shad_tr9401_c0_g1_i4.p1	Neno_DN243_c0_g2_i1.p1
OG0008283	Shad_tr18533_c0_g1_i3.p1	Neno_DN4334_c0_g1_i1.p1
OG0008284	Shad_tr7961_c0_g1_i11.p1	Neno_DN10217_c0_g1_i4.p1
OG0008285	Shad_tr226_c4_g2_i2.p1	Neno_DN3915_c0_g1_i1.p1
OG0008286	Shad_tr88620_c0_g1_i1.p1	Neno_DN7951_c0_g1_i5.p1
OG0008287	Shad_tr15896_c0_g1_i1.p1	Neno_DN21423_c0_g1_i1.p1
OG0008288	Shad_tr5061_c1_g1_i1.p1	Neno_DN23648_c0_g1_i1.p1
OG0008289	Shad_tr15564_c0_g1_i10.p1	Neno_DN8290_c1_g1_i4.p1
OG0008290	Shad_tr40612_c0_g1_i2.p1	Neno_DN5473_c0_g1_i2.p1
OG0008291	Shad_tr4213_c5_g1_i4.p1	Neno_DN3637_c0_g1_i1.p1
OG0008292	Shad_tr7544_c0_g1_i7.p1	Neno_DN10179_c0_g1_i2.p1
OG0008293	Shad_tr16704_c0_g4_i1.p1	Neno_DN5997_c0_g1_i1.p1
OG0008294	Shad_tr817_c12_g1_i1.p1	Neno_DN2781_c0_g1_i2.p1
OG0008295	Shad_tr95233_c0_g1_i1.p1	Neno_DN6101_c0_g1_i1.p1
OG0008296	Shad_tr68775_c0_g1_i1.p1	Neno_DN9438_c0_g1_i1.p1
OG0008297	Shad_tr8374_c2_g1_i2.p1	Neno_DN15543_c0_g1_i2.p1
OG0008298	Shad_tr12633_c0_g3_i2.p1	Neno_DN15949_c0_g1_i2.p2
OG0008300	Shad_tr16368_c2_g1_i4.p1	Neno_DN2101_c0_g1_i1.p1
OG0008301	Shad_tr5146_c0_g1_i2.p1	Neno_DN6191_c0_g1_i1.p2
OG0008302	Shad_tr6143_c1_g1_i1.p1	Neno_DN23854_c0_g1_i1.p1
OG0008304	Shad_tr3451_c0_g1_i1.p1	Neno_DN4953_c0_g1_i1.p1
OG0008305	Shad_tr22851_c0_g1_i1.p1	Neno_DN4069_c0_g1_i3.p1
OG0008307	Shad_tr8114_c1_g2_i1.p1	Neno_DN2387_c0_g1_i1.p1
OG0008308	Shad_tr3776_c0_g1_i1.p1	Neno_DN10627_c0_g1_i1.p1, Neno_DN16044_c0_g1_i1.p1
OG0008309	Shad_tr14231_c0_g1_i2.p1	Neno_DN19850_c0_g1_i1.p1
OG0008311	Shad_tr3363_c0_g1_i3.p1	Neno_DN803_c0_g1_i1.p1
OG0008312	Shad_tr18505_c0_g1_i6.p1	Neno_DN1730_c0_g1_i1.p1
OG0008313	Shad_tr13061_c0_g1_i2.p1	Neno_DN8327_c0_g1_i5.p1
OG0008314	Shad_tr4554_c0_g1_i1.p1	Neno_DN3033_c0_g1_i1.p1
OG0008315	Shad_tr16814_c0_g1_i1.p1	Neno_DN16609_c0_g1_i1.p1
OG0008318	Shad_tr14546_c0_g2_i2.p1	Neno_DN9972_c0_g1_i1.p1
OG0008320	Shad_tr15549_c0_g1_i1.p1	Neno_DN6250_c0_g1_i2.p1
OG0008321	Shad_tr19685_c0_g1_i2.p1	Neno_DN4192_c0_g1_i1.p1
OG0008322	Shad_tr2599_c0_g1_i1.p1	Neno_DN1827_c0_g1_i1.p1
OG0008324	Shad_tr19299_c0_g2_i1.p1	Neno_DN17246_c0_g3_i1.p1
OG0008326	Shad_tr34658_c0_g1_i1.p1	Neno_DN15485_c0_g1_i4.p1
OG0008327	Shad_tr3821_c0_g1_i7.p1	Neno_DN3638_c0_g1_i2.p1
OG0008330	Shad_tr18729_c0_g1_i1.p1	Neno_DN869_c0_g1_i1.p1
OG0008332	Shad_tr15526_c0_g1_i1.p1	Neno_DN14675_c0_g1_i1.p1
OG0008333	Shad_tr15696_c0_g1_i2.p1	Neno_DN2741_c0_g1_i2.p1
OG0008334	Shad_tr10637_c0_g2_i1.p1, Shad_tr10637_c0_g1_i1.p1	Neno_DN5073_c0_g1_i2.p1
OG0008337	Shad_tr20201_c0_g1_i2.p1	Neno_DN4846_c0_g2_i4.p1
OG0008338	Shad_tr30612_c0_g1_i2.p1	Neno_DN3609_c0_g3_i1.p1
OG0008339	Shad_tr95606_c0_g1_i1.p1	Neno_DN11008_c0_g1_i1.p1
OG0008340	Shad_tr57997_c0_g1_i1.p1	Neno_DN6601_c0_g1_i2.p1
OG0008341	Shad_tr39307_c0_g2_i1.p1	Neno_DN8173_c0_g1_i2.p1
OG0008343	Shad_tr32516_c0_g1_i1.p1, Shad_tr72712_c0_g1_i2.p1	Neno_DN4301_c0_g1_i1.p1
OG0008345	Shad_tr14895_c0_g1_i1.p2	Neno_DN900_c0_g1_i1.p1
OG0008346	Shad_tr11669_c0_g1_i4.p1	Neno_DN3716_c0_g1_i1.p1
OG0008347	Shad_tr19832_c0_g2_i1.p1	Neno_DN10147_c0_g1_i1.p1
OG0008349	Shad_tr7278_c0_g1_i1.p1	Neno_DN8030_c0_g1_i1.p1
OG0008350	Shad_tr88678_c0_g1_i1.p2	Neno_DN4737_c0_g1_i1.p1
OG0008351	Shad_tr13159_c2_g1_i1.p2	Neno_DN23528_c0_g1_i1.p1
OG0008352	Shad_tr87302_c0_g1_i1.p1	Neno_DN7267_c0_g1_i2.p1
OG0008353	Shad_tr17143_c0_g1_i2.p1	Neno_DN3024_c0_g1_i1.p1
OG0008354	Shad_tr30161_c1_g1_i1.p1	Neno_DN2606_c0_g1_i2.p1
OG0008356	Shad_tr13015_c0_g4_i1.p1	Neno_DN16435_c0_g1_i3.p1
OG0008357	Shad_tr5865_c0_g1_i4.p1	Neno_DN7771_c0_g1_i1.p1
OG0008359	Shad_tr24530_c0_g2_i2.p1	Neno_DN9886_c0_g1_i1.p1
OG0008360	Shad_tr67234_c0_g1_i1.p1	Neno_DN6963_c0_g1_i1.p1
OG0008361	Shad_tr6683_c2_g1_i2.p1	Neno_DN3167_c0_g1_i2.p1
OG0008364	Shad_tr10016_c0_g2_i3.p1	Neno_DN352_c0_g1_i1.p1
OG0008366	Shad_tr49968_c0_g1_i1.p1	Neno_DN3358_c0_g1_i6.p1
OG0008367	Shad_tr15076_c2_g1_i1.p1	Neno_DN7153_c0_g1_i1.p1
OG0008370	Shad_tr2252_c0_g1_i1.p1	Neno_DN5968_c0_g1_i3.p1
OG0008372	Shad_tr35581_c1_g1_i2.p1	Neno_DN5313_c1_g1_i5.p1, Neno_DN416_c0_g1_i2.p1
OG0008373	Shad_tr3446_c2_g2_i1.p1	Neno_DN17081_c0_g2_i2.p1
OG0008374	Shad_tr8590_c0_g1_i1.p1	Neno_DN1640_c0_g1_i2.p1
OG0008376	Shad_tr6298_c0_g4_i2.p1	Neno_DN6106_c0_g1_i1.p1
OG0008378	Shad_tr27446_c0_g1_i1.p1	Neno_DN2563_c0_g1_i1.p1
OG0008380	Shad_tr6143_c1_g5_i1.p1	Neno_DN19758_c0_g2_i2.p1
OG0008382	Shad_tr19305_c0_g1_i1.p1	Neno_DN2522_c0_g1_i2.p1
OG0008383	Shad_tr6492_c0_g1_i7.p1	Neno_DN56_c0_g1_i1.p1
OG0008384	Shad_tr2281_c1_g1_i6.p1	Neno_DN5711_c0_g1_i1.p1
OG0008385	Shad_tr3122_c1_g1_i1.p1	Neno_DN1888_c0_g1_i3.p1
OG0008386	Shad_tr6816_c0_g1_i2.p1	Neno_DN37_c0_g1_i1.p1
OG0008389	Shad_tr38328_c3_g1_i1.p1, Shad_tr4335_c1_g1_i8.p1	Neno_DN8288_c0_g1_i3.p1
OG0008390	Shad_tr9054_c2_g1_i6.p1	Neno_DN2873_c0_g1_i1.p1
OG0008391	Shad_tr3833_c5_g1_i1.p1	Neno_DN4097_c0_g1_i4.p1
OG0008392	Shad_tr24872_c2_g1_i1.p1	Neno_DN647_c0_g1_i1.p1
OG0008393	Shad_tr12500_c0_g2_i2.p1	Neno_DN4447_c0_g1_i6.p1
OG0008394	Shad_tr6314_c1_g1_i2.p1	Neno_DN2496_c0_g1_i2.p1
OG0008395	Shad_tr1260_c3_g1_i6.p1	Neno_DN7550_c0_g1_i1.p1
OG0008396	Shad_tr5672_c1_g1_i1.p1	Neno_DN5966_c0_g1_i1.p1
OG0008398	Shad_tr6981_c0_g1_i3.p1	Neno_DN316_c0_g1_i2.p1
OG0008399	Shad_tr21535_c1_g1_i1.p1	Neno_DN6270_c0_g1_i1.p1
OG0008400	Shad_tr6456_c0_g1_i2.p1	Neno_DN1449_c0_g1_i1.p1
OG0008401	Shad_tr8129_c0_g2_i1.p1	Neno_DN6058_c0_g2_i1.p1
OG0008402	Shad_tr12799_c0_g1_i2.p1	Neno_DN8140_c0_g1_i1.p1
OG0008403	Shad_tr3402_c0_g1_i4.p1	Neno_DN10397_c0_g1_i2.p1
OG0008404	Shad_tr8406_c0_g1_i2.p1	Neno_DN1616_c0_g1_i2.p2
OG0008405	Shad_tr451_c13_g1_i4.p1	Neno_DN12962_c0_g1_i2.p1
OG0008406	Shad_tr12235_c0_g1_i1.p1	Neno_DN5123_c0_g1_i2.p1
OG0008407	Shad_tr15240_c0_g1_i2.p1	Neno_DN1143_c0_g1_i3.p1
OG0008408	Shad_tr9714_c0_g2_i1.p1	Neno_DN7317_c0_g3_i1.p1
OG0008409	Shad_tr2133_c0_g1_i2.p1	Neno_DN2304_c0_g1_i2.p1
OG0008410	Shad_tr1820_c0_g1_i4.p1	Neno_DN8850_c0_g1_i2.p1
OG0008411	Shad_tr8733_c5_g1_i1.p1	Neno_DN8663_c0_g1_i2.p2
OG0008412	Shad_tr23356_c0_g1_i4.p1	Neno_DN6584_c0_g1_i1.p1
OG0008413	Shad_tr818_c25_g1_i1.p1	Neno_DN1165_c0_g1_i1.p1
OG0008414	Shad_tr3734_c6_g1_i1.p1	Neno_DN4337_c0_g1_i1.p1
OG0008415	Shad_tr1394_c0_g1_i8.p1	Neno_DN21553_c0_g1_i2.p1
OG0008416	Shad_tr87669_c0_g1_i1.p1	Neno_DN3244_c0_g1_i1.p1
OG0008417	Shad_tr38777_c0_g1_i1.p1	Neno_DN9480_c0_g1_i2.p1
OG0008418	Shad_tr25571_c2_g3_i6.p1	Neno_DN4937_c0_g2_i2.p1
OG0008419	Shad_tr37012_c0_g1_i1.p1	Neno_DN13976_c0_g1_i1.p1
OG0008421	Shad_tr14493_c1_g1_i2.p1	Neno_DN2930_c0_g1_i1.p1
OG0008422	Shad_tr14621_c0_g1_i1.p1	Neno_DN4997_c0_g1_i1.p1
OG0008424	Shad_tr585_c38_g1_i1.p1	Neno_DN818_c0_g1_i1.p1
OG0008426	Shad_tr14404_c0_g1_i5.p1	Neno_DN9238_c0_g1_i3.p1
OG0008427	Shad_tr12679_c0_g1_i2.p1	Neno_DN7460_c0_g1_i2.p1
OG0008428	Shad_tr3037_c0_g1_i11.p1	Neno_DN1052_c0_g1_i1.p1
OG0008429	Shad_tr2629_c0_g1_i2.p1	Neno_DN5359_c2_g1_i1.p1
OG0008430	Shad_tr7336_c0_g2_i1.p1	Neno_DN3328_c0_g1_i1.p1
OG0008431	Shad_tr19816_c0_g1_i6.p1	Neno_DN9546_c0_g1_i2.p1
OG0008432	Shad_tr25492_c3_g1_i1.p1	Neno_DN2330_c0_g1_i3.p1
OG0008433	Shad_tr28551_c0_g1_i7.p1	Neno_DN15682_c0_g1_i1.p1
OG0008434	Shad_tr58740_c0_g1_i1.p1, Shad_tr4933_c0_g2_i2.p1	Neno_DN2739_c0_g1_i1.p1
OG0008435	Shad_tr3967_c1_g1_i3.p1	Neno_DN2155_c0_g1_i2.p1
OG0008436	Shad_tr2161_c12_g1_i4.p1	Neno_DN756_c0_g1_i1.p1
OG0008437	Shad_tr19605_c0_g1_i3.p1	Neno_DN4538_c0_g1_i2.p1
OG0008438	Shad_tr88573_c0_g1_i1.p1	Neno_DN1613_c0_g1_i1.p1
OG0008440	Shad_tr30437_c0_g1_i1.p1	Neno_DN16457_c0_g1_i1.p1
OG0008442	Shad_tr19355_c0_g1_i1.p1	Neno_DN4288_c0_g1_i1.p1
