Orthogroup	Stichodactyla_haddoni_longest_pep	Hydra_vulgaris_longest_pep
OG0009683	Shad_tr6419_c0_g2_i4.p1	Hyva_DN8096_c1_g1_i1.p1
OG0009685	Shad_tr6344_c0_g1_i7.p1	Hyva_DN2242_c0_g1_i2.p1
OG0009687	Shad_tr39424_c0_g2_i1.p1	Hyva_DN4142_c0_g1_i1.p1
OG0009688	Shad_tr8730_c0_g1_i2.p1	Hyva_DN12633_c0_g1_i2.p1
OG0009691	Shad_tr585_c12_g1_i10.p1	Hyva_DN9508_c0_g1_i1.p1
OG0009692	Shad_tr8510_c0_g1_i2.p1	Hyva_DN7277_c0_g1_i1.p1
OG0009693	Shad_tr25799_c2_g1_i1.p1	Hyva_DN8834_c0_g1_i1.p1
OG0009694	Shad_tr22710_c0_g2_i1.p1	Hyva_DN5882_c0_g1_i1.p1
OG0009695	Shad_tr17723_c0_g1_i1.p1	Hyva_DN3752_c0_g1_i2.p1
OG0009698	Shad_tr18572_c0_g1_i11.p1	Hyva_DN5487_c0_g1_i6.p1
OG0009699	Shad_tr39125_c0_g1_i1.p1	Hyva_DN9352_c0_g1_i2.p1
OG0009700	Shad_tr18520_c0_g2_i7.p1	Hyva_DN1917_c0_g1_i2.p1
OG0009702	Shad_tr17979_c1_g1_i5.p1	Hyva_DN4814_c0_g1_i1.p1
OG0009706	Shad_tr19529_c0_g1_i1.p1	Hyva_DN4938_c0_g1_i3.p1
OG0009707	Shad_tr12925_c0_g1_i7.p1	Hyva_DN4453_c0_g1_i3.p1
OG0009711	Shad_tr34735_c0_g1_i4.p1	Hyva_DN15269_c0_g4_i1.p1
OG0009717	Shad_tr16212_c0_g1_i2.p1	Hyva_DN4624_c0_g1_i2.p1
OG0009720	Shad_tr24074_c0_g1_i6.p1	Hyva_DN7722_c0_g1_i1.p1
OG0009721	Shad_tr10199_c0_g1_i1.p1	Hyva_DN13286_c0_g2_i3.p1
OG0009722	Shad_tr32446_c0_g1_i1.p1	Hyva_DN2198_c0_g1_i1.p1
OG0009724	Shad_tr10074_c0_g1_i1.p1	Hyva_DN3749_c0_g1_i2.p1
OG0009727	Shad_tr10911_c0_g1_i1.p1	Hyva_DN2237_c0_g1_i1.p1
OG0009730	Shad_tr3851_c0_g1_i1.p1	Hyva_DN12388_c0_g1_i2.p1
OG0009732	Shad_tr19869_c1_g1_i7.p1	Hyva_DN36969_c0_g1_i1.p1, Hyva_DN2395_c0_g2_i2.p1
OG0009733	Shad_tr1573_c0_g1_i1.p1	Hyva_DN4464_c0_g1_i1.p1, Hyva_DN808_c0_g1_i5.p1
OG0009734	Shad_tr8543_c0_g1_i4.p1	Hyva_DN1317_c0_g1_i2.p1
OG0009737	Shad_tr16761_c0_g1_i1.p1	Hyva_DN21451_c0_g1_i2.p1
OG0009738	Shad_tr67906_c0_g1_i1.p1	Hyva_DN2612_c0_g1_i3.p1
OG0009739	Shad_tr6859_c0_g1_i1.p1	Hyva_DN14884_c0_g1_i3.p1
OG0009740	Shad_tr21218_c0_g1_i3.p1	Hyva_DN4541_c0_g1_i1.p1
OG0009741	Shad_tr22614_c1_g2_i1.p1	Hyva_DN3066_c0_g1_i1.p1
OG0009745	Shad_tr418_c3_g1_i2.p1	Hyva_DN4948_c0_g1_i2.p1
OG0009747	Shad_tr4351_c1_g2_i1.p1	Hyva_DN26117_c0_g1_i1.p1
OG0009748	Shad_tr3727_c0_g1_i1.p1	Hyva_DN3647_c0_g1_i1.p1
OG0009749	Shad_tr3620_c0_g1_i6.p1	Hyva_DN6506_c0_g1_i1.p1
OG0009750	Shad_tr71584_c0_g1_i1.p1	Hyva_DN10021_c0_g1_i1.p1
OG0009751	Shad_tr36652_c0_g1_i1.p1	Hyva_DN6359_c0_g1_i2.p1
OG0009752	Shad_tr13950_c1_g1_i1.p1	Hyva_DN1083_c0_g1_i3.p1
OG0009753	Shad_tr12178_c0_g1_i2.p1	Hyva_DN2471_c0_g1_i2.p1
OG0009755	Shad_tr30433_c0_g1_i15.p1	Hyva_DN1796_c0_g1_i1.p1
OG0009756	Shad_tr12684_c0_g1_i17.p1	Hyva_DN19151_c0_g1_i1.p1
OG0009760	Shad_tr6735_c1_g1_i3.p1	Hyva_DN13891_c0_g2_i8.p1
OG0009761	Shad_tr38808_c0_g1_i1.p1	Hyva_DN416_c0_g3_i1.p1
OG0009762	Shad_tr9543_c0_g1_i2.p1	Hyva_DN6748_c0_g1_i5.p1
OG0009765	Shad_tr15373_c0_g1_i2.p1	Hyva_DN1650_c0_g1_i2.p1
OG0009767	Shad_tr59381_c0_g2_i1.p1	Hyva_DN12967_c0_g1_i2.p1
OG0009768	Shad_tr3886_c0_g1_i1.p1	Hyva_DN23690_c0_g1_i5.p1
OG0009769	Shad_tr7011_c0_g1_i1.p1	Hyva_DN2746_c0_g1_i2.p1
OG0009770	Shad_tr26558_c0_g1_i1.p1	Hyva_DN3638_c0_g1_i1.p1
OG0009771	Shad_tr5845_c0_g1_i1.p1	Hyva_DN2996_c0_g1_i1.p1
OG0009772	Shad_tr13273_c0_g2_i2.p1	Hyva_DN28772_c0_g1_i2.p1
OG0009774	Shad_tr9854_c0_g1_i2.p1	Hyva_DN3029_c0_g1_i2.p1
OG0009775	Shad_tr11773_c0_g2_i11.p1	Hyva_DN5407_c0_g1_i2.p1
OG0009777	Shad_tr3781_c0_g1_i1.p1	Hyva_DN23202_c0_g2_i1.p1
OG0009779	Shad_tr12655_c0_g1_i2.p1	Hyva_DN3439_c0_g1_i1.p1
OG0009780	Shad_tr17433_c0_g1_i3.p1	Hyva_DN8066_c0_g1_i4.p1
OG0009783	Shad_tr44916_c0_g1_i3.p1	Hyva_DN2028_c0_g1_i2.p1
OG0009798	Shad_tr56145_c0_g2_i1.p1	Hyva_DN1636_c0_g1_i8.p1
OG0009800	Shad_tr15109_c0_g1_i1.p1	Hyva_DN38052_c0_g1_i1.p1
OG0009801	Shad_tr6618_c0_g1_i2.p1	Hyva_DN5636_c0_g1_i1.p1
OG0009802	Shad_tr97885_c0_g1_i1.p1	Hyva_DN5290_c0_g1_i1.p1, Hyva_DN15200_c0_g1_i1.p1
OG0009806	Shad_tr5347_c0_g3_i1.p1	Hyva_DN2715_c0_g1_i2.p1
OG0009810	Shad_tr27810_c0_g3_i1.p1	Hyva_DN5219_c0_g1_i1.p1
OG0009814	Shad_tr5325_c0_g1_i3.p1	Hyva_DN5152_c0_g1_i1.p1
OG0009815	Shad_tr13385_c1_g1_i2.p1	Hyva_DN6576_c0_g2_i2.p1
OG0009816	Shad_tr9965_c5_g1_i1.p1	Hyva_DN3482_c0_g1_i2.p1
OG0009822	Shad_tr19318_c3_g1_i1.p1	Hyva_DN23943_c0_g1_i1.p1
OG0009823	Shad_tr1973_c0_g3_i1.p1	Hyva_DN15339_c0_g1_i1.p1
OG0009828	Shad_tr4601_c0_g1_i2.p1	Hyva_DN12326_c0_g1_i1.p2
OG0009829	Shad_tr46418_c0_g1_i5.p1	Hyva_DN2055_c0_g1_i1.p1
OG0009830	Shad_tr26231_c0_g1_i1.p1	Hyva_DN118_c0_g2_i1.p1, Hyva_DN34264_c0_g1_i1.p1
OG0009834	Shad_tr30317_c0_g4_i2.p1	Hyva_DN551_c0_g2_i1.p1
OG0009836	Shad_tr24292_c0_g1_i3.p1	Hyva_DN4096_c0_g1_i3.p1
OG0009838	Shad_tr94850_c0_g1_i1.p1	Hyva_DN1601_c0_g1_i2.p1
OG0009839	Shad_tr18260_c0_g1_i2.p1	Hyva_DN8072_c0_g1_i1.p1
OG0009843	Shad_tr26545_c0_g1_i1.p1	Hyva_DN7228_c0_g1_i2.p1
OG0009844	Shad_tr91302_c0_g1_i1.p1	Hyva_DN1713_c0_g1_i4.p1
OG0009845	Shad_tr32985_c0_g1_i4.p1	Hyva_DN1922_c0_g1_i1.p1
OG0009846	Shad_tr8126_c0_g1_i1.p1	Hyva_DN2341_c0_g1_i4.p1
OG0009847	Shad_tr13356_c0_g1_i2.p1	Hyva_DN36293_c0_g1_i1.p1, Hyva_DN4311_c0_g1_i1.p1
OG0009849	Shad_tr21296_c0_g1_i3.p1	Hyva_DN2492_c0_g2_i1.p1
OG0009850	Shad_tr44831_c0_g2_i1.p2	Hyva_DN14507_c0_g1_i1.p1
OG0009853	Shad_tr1834_c2_g1_i1.p1	Hyva_DN3648_c0_g1_i1.p1
OG0009854	Shad_tr11705_c0_g1_i2.p1	Hyva_DN2924_c0_g1_i3.p1
OG0009857	Shad_tr44448_c0_g1_i1.p1	Hyva_DN7486_c0_g1_i10.p1
OG0009860	Shad_tr6194_c0_g1_i1.p1	Hyva_DN1983_c0_g1_i4.p1
OG0009861	Shad_tr9517_c0_g2_i2.p1	Hyva_DN4374_c0_g1_i3.p2
OG0009862	Shad_tr3792_c1_g1_i1.p2	Hyva_DN1223_c0_g1_i2.p1
OG0009864	Shad_tr7180_c1_g1_i3.p1	Hyva_DN2889_c0_g1_i3.p1
OG0009866	Shad_tr3574_c2_g1_i1.p1	Hyva_DN2372_c0_g2_i1.p1
OG0009869	Shad_tr4903_c0_g2_i6.p1	Hyva_DN7680_c0_g1_i1.p1, Hyva_DN7680_c0_g2_i1.p1
OG0009871	Shad_tr39515_c0_g1_i1.p1	Hyva_DN3076_c0_g1_i1.p1
OG0009874	Shad_tr16458_c1_g1_i3.p1	Hyva_DN1141_c0_g1_i2.p1
OG0009876	Shad_tr24248_c0_g2_i20.p1	Hyva_DN2429_c0_g1_i1.p1
OG0009877	Shad_tr38460_c2_g1_i3.p1	Hyva_DN5190_c0_g1_i2.p1
OG0009878	Shad_tr21806_c0_g2_i8.p1	Hyva_DN574_c0_g1_i2.p1
OG0009879	Shad_tr34096_c0_g1_i1.p1	Hyva_DN2457_c0_g1_i1.p1
OG0009880	Shad_tr646_c1_g2_i2.p1	Hyva_DN1155_c0_g1_i2.p1
OG0009881	Shad_tr14857_c0_g1_i1.p1	Hyva_DN11772_c0_g1_i1.p1
OG0009882	Shad_tr9748_c0_g2_i1.p2	Hyva_DN2293_c0_g1_i3.p1
OG0009884	Shad_tr48205_c0_g1_i7.p1	Hyva_DN7273_c0_g1_i2.p1
OG0009885	Shad_tr10824_c0_g1_i4.p1	Hyva_DN32593_c0_g1_i1.p1, Hyva_DN31325_c0_g1_i1.p1
OG0009887	Shad_tr55011_c0_g2_i1.p1	Hyva_DN3617_c0_g2_i1.p1
OG0009888	Shad_tr446_c5_g1_i2.p1	Hyva_DN2478_c0_g1_i1.p1
OG0009889	Shad_tr406_c1_g1_i3.p1	Hyva_DN591_c0_g2_i1.p1
OG0009895	Shad_tr1761_c1_g3_i1.p2	Hyva_DN3710_c0_g3_i1.p1
OG0009897	Shad_tr244_c0_g1_i3.p1	Hyva_DN9964_c0_g1_i2.p1
OG0009898	Shad_tr2512_c0_g1_i1.p1	Hyva_DN3919_c0_g1_i1.p2
OG0009899	Shad_tr5755_c0_g1_i1.p1	Hyva_DN2969_c0_g1_i2.p1
OG0009900	Shad_tr6298_c0_g1_i3.p1	Hyva_DN32136_c0_g1_i1.p1
OG0009903	Shad_tr13710_c0_g1_i3.p1	Hyva_DN4479_c0_g1_i1.p1
OG0009909	Shad_tr5894_c0_g1_i3.p1	Hyva_DN8235_c0_g1_i5.p1
OG0009910	Shad_tr6909_c1_g1_i1.p1	Hyva_DN8436_c0_g1_i5.p1
OG0009912	Shad_tr33527_c0_g1_i7.p1	Hyva_DN1049_c0_g3_i1.p1
OG0009914	Shad_tr23534_c0_g1_i7.p1	Hyva_DN1027_c0_g1_i4.p1
OG0009915	Shad_tr9782_c3_g1_i1.p1	Hyva_DN5108_c0_g1_i1.p1
OG0009916	Shad_tr3554_c1_g1_i20.p1	Hyva_DN13146_c0_g1_i1.p1
OG0009917	Shad_tr35988_c0_g1_i1.p1	Hyva_DN2135_c0_g1_i4.p1
OG0009921	Shad_tr23697_c1_g1_i7.p1	Hyva_DN1030_c0_g3_i1.p1
OG0009923	Shad_tr31321_c0_g1_i19.p1	Hyva_DN1786_c0_g1_i2.p1
OG0009925	Shad_tr6194_c1_g1_i1.p1	Hyva_DN4360_c0_g1_i1.p1
OG0009927	Shad_tr4054_c0_g1_i13.p1	Hyva_DN774_c0_g2_i3.p1
OG0009928	Shad_tr6460_c0_g3_i2.p1	Hyva_DN5816_c0_g1_i3.p1
OG0009929	Shad_tr5120_c0_g1_i3.p1	Hyva_DN7575_c0_g1_i5.p1
OG0009930	Shad_tr20525_c0_g1_i4.p1	Hyva_DN15248_c0_g1_i1.p1
OG0009932	Shad_tr39196_c1_g1_i7.p1	Hyva_DN18287_c0_g2_i1.p1
OG0009933	Shad_tr12120_c0_g1_i1.p1	Hyva_DN4515_c0_g1_i1.p1
OG0009934	Shad_tr12613_c0_g1_i1.p1	Hyva_DN1046_c0_g1_i3.p1
OG0009936	Shad_tr446_c6_g1_i1.p1	Hyva_DN16865_c0_g1_i6.p1
OG0009937	Shad_tr35350_c0_g1_i2.p1, Shad_tr35350_c0_g2_i1.p1	Hyva_DN3693_c0_g1_i5.p1
OG0009938	Shad_tr9910_c0_g1_i1.p1	Hyva_DN2742_c0_g1_i3.p1
OG0009939	Shad_tr5525_c1_g1_i1.p1	Hyva_DN5291_c0_g2_i1.p1
OG0009940	Shad_tr66230_c0_g1_i1.p1	Hyva_DN606_c0_g1_i1.p1
OG0009941	Shad_tr10786_c0_g1_i3.p1	Hyva_DN4974_c0_g1_i1.p1
OG0009942	Shad_tr69980_c0_g1_i1.p1	Hyva_DN35189_c0_g1_i1.p1
OG0009946	Shad_tr9714_c0_g1_i14.p1	Hyva_DN1900_c0_g1_i1.p1
OG0009948	Shad_tr42584_c0_g2_i2.p1	Hyva_DN9073_c0_g1_i1.p1
OG0009950	Shad_tr21916_c0_g1_i3.p1	Hyva_DN17732_c0_g1_i1.p1
OG0009952	Shad_tr16731_c0_g1_i1.p1	Hyva_DN32904_c0_g1_i1.p1
OG0009954	Shad_tr4974_c6_g1_i1.p1	Hyva_DN31885_c0_g1_i1.p1
OG0009956	Shad_tr26512_c0_g1_i1.p1	Hyva_DN103_c0_g1_i2.p1
OG0009957	Shad_tr33691_c0_g2_i2.p1	Hyva_DN3430_c0_g1_i1.p1
OG0009958	Shad_tr65993_c0_g1_i1.p1	Hyva_DN10696_c0_g1_i1.p1
OG0009959	Shad_tr1241_c2_g1_i1.p1	Hyva_DN10044_c0_g2_i2.p1
OG0009963	Shad_tr2797_c0_g1_i1.p1	Hyva_DN7994_c0_g1_i1.p1
OG0009967	Shad_tr99588_c0_g1_i1.p1	Hyva_DN2976_c0_g1_i2.p1
OG0009968	Shad_tr3487_c20_g1_i1.p1	Hyva_DN887_c0_g1_i1.p1
OG0009970	Shad_tr15627_c0_g1_i4.p1	Hyva_DN2279_c0_g1_i1.p1
OG0009973	Shad_tr91912_c0_g1_i1.p1	Hyva_DN3586_c0_g1_i4.p1
OG0009975	Shad_tr14740_c1_g1_i1.p1	Hyva_DN10102_c0_g1_i1.p1
OG0009977	Shad_tr32204_c3_g1_i1.p1	Hyva_DN9694_c0_g1_i2.p1
OG0009978	Shad_tr69416_c0_g1_i1.p1	Hyva_DN40015_c0_g1_i1.p1
OG0009979	Shad_tr87384_c0_g1_i3.p1	Hyva_DN4149_c0_g1_i2.p1
OG0009981	Shad_tr4630_c1_g1_i7.p1	Hyva_DN15148_c0_g1_i1.p1, Hyva_DN9489_c0_g1_i1.p1
OG0009982	Shad_tr69387_c0_g1_i1.p1	Hyva_DN11203_c0_g1_i1.p1, Hyva_DN3282_c0_g1_i1.p1
OG0009983	Shad_tr19074_c4_g1_i1.p1	Hyva_DN9474_c0_g1_i1.p1
OG0009984	Shad_tr21924_c0_g1_i1.p1	Hyva_DN1624_c0_g1_i2.p1
OG0009988	Shad_tr16718_c0_g1_i1.p1	Hyva_DN37299_c0_g1_i1.p1, Hyva_DN2453_c0_g4_i2.p1
OG0009989	Shad_tr13452_c0_g1_i6.p1	Hyva_DN6179_c0_g1_i6.p1
OG0009991	Shad_tr14370_c0_g1_i1.p1	Hyva_DN935_c0_g1_i1.p1, Hyva_DN16188_c0_g1_i1.p1
OG0009993	Shad_tr16641_c0_g2_i3.p1	Hyva_DN15724_c0_g1_i3.p1
OG0009997	Shad_tr4918_c4_g1_i1.p1	Hyva_DN2269_c0_g1_i1.p1
OG0009998	Shad_tr35141_c0_g1_i1.p1, Shad_tr30692_c0_g2_i1.p1	Hyva_DN32211_c0_g1_i1.p1
OG0010000	Shad_tr35664_c0_g1_i1.p1, Shad_tr35664_c0_g2_i1.p1	Hyva_DN38051_c0_g1_i1.p1
OG0010004	Shad_tr44169_c0_g1_i2.p1	Hyva_DN8055_c0_g1_i3.p1
OG0010005	Shad_tr41973_c0_g1_i1.p1	Hyva_DN38314_c0_g1_i1.p1
OG0010006	Shad_tr8637_c1_g1_i2.p1	Hyva_DN6135_c0_g1_i1.p1
OG0010008	Shad_tr9423_c0_g1_i47.p1	Hyva_DN10683_c0_g1_i1.p1
OG0010009	Shad_tr14780_c0_g1_i1.p1	Hyva_DN23988_c0_g1_i1.p1
OG0010035	Shad_tr97387_c0_g1_i1.p1	Hyva_DN25201_c0_g1_i3.p1
OG0010054	Shad_tr10457_c4_g1_i3.p1	Hyva_DN13503_c0_g2_i1.p1
OG0010060	Shad_tr16471_c0_g1_i3.p1	Hyva_DN7385_c0_g3_i1.p1
OG0010090	Shad_tr9126_c1_g1_i4.p1	Hyva_DN2537_c0_g1_i10.p1
OG0010097	Shad_tr13188_c5_g1_i2.p1	Hyva_DN4328_c0_g1_i2.p1
OG0010106	Shad_tr36648_c0_g1_i1.p1	Hyva_DN33051_c0_g1_i1.p1
OG0010126	Shad_tr103918_c0_g1_i1.p1	Hyva_DN38887_c0_g1_i1.p1, Hyva_DN6706_c0_g1_i3.p1
OG0010133	Shad_tr3048_c1_g1_i2.p1	Hyva_DN11518_c0_g1_i1.p1
OG0010138	Shad_tr26968_c0_g1_i1.p1	Hyva_DN7451_c0_g1_i2.p1
OG0010149	Shad_tr22013_c1_g1_i5.p1	Hyva_DN38985_c0_g1_i1.p1
OG0010159	Shad_tr52623_c0_g1_i2.p1	Hyva_DN7950_c0_g1_i1.p1
OG0010162	Shad_tr50592_c0_g1_i1.p1	Hyva_DN15256_c0_g1_i1.p1
OG0010178	Shad_tr27326_c0_g1_i1.p1	Hyva_DN20500_c0_g1_i1.p1
OG0010185	Shad_tr3088_c1_g3_i1.p1	Hyva_DN5242_c0_g1_i5.p1
OG0010193	Shad_tr7865_c0_g3_i1.p1	Hyva_DN8267_c0_g1_i7.p1
OG0010196	Shad_tr44649_c0_g1_i1.p1	Hyva_DN4606_c0_g1_i4.p1
OG0010201	Shad_tr59057_c0_g3_i1.p1	Hyva_DN8367_c0_g1_i8.p1
OG0010211	Shad_tr11259_c0_g1_i5.p1	Hyva_DN7947_c0_g1_i5.p1
OG0010215	Shad_tr11363_c0_g1_i4.p1	Hyva_DN19177_c0_g1_i1.p1
OG0010219	Shad_tr33643_c0_g1_i1.p1	Hyva_DN21948_c0_g1_i1.p2
OG0010220	Shad_tr24953_c1_g1_i1.p1	Hyva_DN7360_c0_g1_i2.p1
OG0010226	Shad_tr24210_c1_g1_i1.p1	Hyva_DN18410_c0_g1_i1.p1
OG0010229	Shad_tr33193_c0_g1_i3.p1	Hyva_DN10815_c0_g1_i1.p1
OG0010230	Shad_tr16190_c1_g1_i3.p1	Hyva_DN15266_c0_g1_i1.p1
OG0010232	Shad_tr8534_c0_g1_i3.p1	Hyva_DN5643_c0_g1_i1.p1
OG0010240	Shad_tr60596_c0_g2_i1.p1, Shad_tr60596_c0_g1_i1.p1	Hyva_DN30032_c0_g1_i1.p1
OG0010245	Shad_tr13713_c0_g1_i20.p1	Hyva_DN9900_c0_g1_i2.p1
OG0010246	Shad_tr10644_c0_g1_i2.p1	Hyva_DN29760_c0_g1_i2.p1
OG0010248	Shad_tr2813_c4_g1_i4.p1, Shad_tr15176_c0_g1_i1.p1	Hyva_DN4204_c0_g2_i1.p1
OG0010249	Shad_tr669_c0_g1_i13.p1	Hyva_DN785_c0_g1_i2.p1
OG0010250	Shad_tr5327_c0_g1_i16.p1	Hyva_DN8091_c0_g1_i1.p1
OG0010253	Shad_tr30435_c0_g1_i1.p1	Hyva_DN9288_c0_g1_i1.p1
OG0010263	Shad_tr26240_c0_g1_i1.p1	Hyva_DN2082_c0_g1_i4.p1
OG0010273	Shad_tr32357_c0_g1_i3.p1	Hyva_DN15058_c0_g1_i1.p1
OG0010275	Shad_tr11262_c0_g2_i4.p1	Hyva_DN1067_c0_g1_i1.p1
OG0010280	Shad_tr33003_c0_g2_i4.p1	Hyva_DN6931_c0_g1_i1.p1
OG0010282	Shad_tr27268_c1_g1_i3.p1	Hyva_DN8250_c0_g1_i1.p1
OG0010283	Shad_tr22661_c0_g1_i2.p1	Hyva_DN4153_c0_g1_i1.p1
OG0010285	Shad_tr1981_c0_g1_i9.p1	Hyva_DN6998_c0_g1_i2.p1, Hyva_DN32469_c0_g1_i1.p1
OG0010293	Shad_tr59670_c0_g1_i1.p1	Hyva_DN6241_c0_g1_i5.p1
OG0010297	Shad_tr42233_c1_g2_i1.p1, Shad_tr861_c4_g1_i1.p1	Hyva_DN3278_c0_g1_i2.p1
OG0010304	Shad_tr15695_c0_g1_i1.p1	Hyva_DN11499_c0_g1_i2.p1
OG0010306	Shad_tr15494_c0_g1_i2.p1	Hyva_DN36199_c0_g1_i1.p1
OG0010307	Shad_tr48387_c0_g1_i1.p1	Hyva_DN6910_c0_g2_i3.p1
OG0010311	Shad_tr34875_c0_g1_i1.p1	Hyva_DN10835_c0_g1_i1.p1
OG0010312	Shad_tr9085_c0_g1_i12.p1	Hyva_DN13203_c0_g1_i1.p1
OG0010321	Shad_tr48172_c0_g1_i1.p1	Hyva_DN11465_c0_g1_i1.p1
OG0010324	Shad_tr1_c40_g1_i1.p1	Hyva_DN10921_c0_g1_i1.p1
OG0010329	Shad_tr12833_c2_g1_i2.p1	Hyva_DN33828_c0_g1_i1.p1
OG0010330	Shad_tr5727_c0_g1_i1.p1	Hyva_DN1781_c0_g1_i4.p1
OG0010331	Shad_tr11011_c0_g1_i1.p1	Hyva_DN11404_c0_g1_i2.p1
OG0010336	Shad_tr31704_c0_g1_i2.p1	Hyva_DN6997_c0_g1_i1.p1
OG0010338	Shad_tr6519_c0_g1_i10.p1	Hyva_DN10055_c0_g3_i1.p1
OG0010339	Shad_tr30917_c0_g1_i3.p1	Hyva_DN2840_c0_g1_i2.p1
OG0010347	Shad_tr23217_c0_g1_i1.p1	Hyva_DN8380_c0_g1_i2.p1
OG0010354	Shad_tr10343_c0_g1_i14.p1	Hyva_DN2899_c0_g2_i1.p1
OG0010357	Shad_tr19800_c3_g1_i11.p1	Hyva_DN8196_c0_g1_i1.p1
OG0010358	Shad_tr9305_c2_g1_i4.p1	Hyva_DN2479_c0_g1_i3.p1
OG0010362	Shad_tr17605_c0_g2_i1.p1	Hyva_DN18678_c0_g1_i2.p1
OG0010363	Shad_tr4786_c0_g1_i4.p1	Hyva_DN4152_c0_g1_i1.p1
OG0010364	Shad_tr31564_c0_g1_i3.p1	Hyva_DN8373_c0_g1_i1.p1
OG0010366	Shad_tr18045_c0_g1_i16.p1	Hyva_DN4138_c0_g2_i3.p1
OG0010367	Shad_tr7451_c0_g1_i2.p1	Hyva_DN5243_c0_g1_i1.p1
OG0010368	Shad_tr43159_c0_g1_i2.p1	Hyva_DN3824_c0_g1_i2.p1
OG0010369	Shad_tr45749_c1_g1_i1.p1	Hyva_DN11903_c0_g1_i1.p1
OG0010373	Shad_tr6209_c0_g1_i11.p1	Hyva_DN7721_c0_g1_i6.p1
OG0010379	Shad_tr57017_c0_g1_i2.p1	Hyva_DN2234_c0_g1_i4.p1
OG0010384	Shad_tr10333_c0_g1_i2.p1	Hyva_DN9152_c0_g1_i1.p1
OG0010388	Shad_tr15001_c0_g1_i10.p1	Hyva_DN8272_c0_g1_i1.p1
OG0010389	Shad_tr17852_c0_g3_i6.p1	Hyva_DN9196_c0_g2_i1.p1
OG0010390	Shad_tr36675_c0_g1_i2.p1	Hyva_DN8950_c0_g1_i1.p1
OG0010391	Shad_tr13084_c1_g1_i3.p1	Hyva_DN12371_c0_g1_i1.p1
OG0010394	Shad_tr5924_c1_g1_i18.p1	Hyva_DN3037_c0_g1_i4.p1
OG0010395	Shad_tr34242_c0_g1_i1.p1	Hyva_DN11230_c0_g1_i1.p1
OG0010406	Shad_tr4723_c0_g1_i5.p1	Hyva_DN2798_c0_g2_i2.p1
OG0010408	Shad_tr43980_c0_g1_i1.p1	Hyva_DN23189_c0_g1_i1.p1
OG0010409	Shad_tr17780_c1_g1_i1.p1	Hyva_DN3169_c0_g1_i3.p1
OG0010412	Shad_tr99505_c0_g1_i1.p1	Hyva_DN10557_c0_g1_i1.p1
OG0010413	Shad_tr48029_c0_g1_i2.p1	Hyva_DN7734_c0_g1_i3.p1
OG0010414	Shad_tr14919_c0_g2_i1.p1	Hyva_DN12388_c0_g2_i1.p1, Hyva_DN1586_c0_g1_i4.p1
OG0010419	Shad_tr94952_c0_g1_i1.p1	Hyva_DN5465_c0_g1_i2.p1
OG0010422	Shad_tr38450_c0_g1_i1.p1	Hyva_DN10383_c0_g1_i1.p1
OG0010429	Shad_tr36573_c0_g1_i5.p1	Hyva_DN10096_c0_g1_i1.p1
OG0010430	Shad_tr3779_c1_g1_i7.p1	Hyva_DN10281_c0_g1_i2.p1
OG0010431	Shad_tr4430_c1_g1_i23.p1	Hyva_DN4516_c0_g1_i3.p1
OG0010433	Shad_tr8811_c1_g1_i2.p1	Hyva_DN2044_c0_g1_i1.p1
OG0010434	Shad_tr4239_c1_g2_i1.p1	Hyva_DN9249_c0_g1_i1.p1
OG0010443	Shad_tr29311_c3_g1_i1.p1	Hyva_DN4465_c0_g1_i2.p1, Hyva_DN21611_c0_g1_i1.p1, Hyva_DN30449_c0_g1_i1.p1
OG0010444	Shad_tr4234_c1_g1_i4.p1	Hyva_DN9803_c0_g1_i1.p1
OG0010446	Shad_tr18309_c0_g1_i1.p1	Hyva_DN5141_c0_g1_i2.p1
OG0010447	Shad_tr809_c7_g1_i1.p1	Hyva_DN1761_c0_g1_i4.p1
OG0010448	Shad_tr24053_c0_g1_i1.p1	Hyva_DN538_c0_g1_i1.p1
OG0010450	Shad_tr71890_c0_g1_i2.p1	Hyva_DN7896_c0_g1_i1.p1
OG0010455	Shad_tr8778_c1_g1_i1.p1	Hyva_DN10409_c0_g1_i1.p1
OG0010456	Shad_tr1605_c1_g1_i1.p1	Hyva_DN2027_c0_g2_i3.p1
OG0010462	Shad_tr701_c97_g1_i1.p1	Hyva_DN34494_c0_g1_i1.p1, Hyva_DN5745_c0_g1_i1.p1
OG0010463	Shad_tr9111_c1_g1_i5.p1, Shad_tr20830_c0_g1_i5.p1	Hyva_DN37113_c0_g1_i1.p1, Hyva_DN27281_c0_g2_i1.p1
OG0010464	Shad_tr16594_c0_g1_i1.p1	Hyva_DN12330_c0_g1_i1.p1
OG0010471	Shad_tr10704_c0_g1_i4.p1	Hyva_DN18314_c0_g1_i1.p1, Hyva_DN9893_c0_g1_i7.p1
OG0010472	Shad_tr6198_c0_g1_i8.p1	Hyva_DN5429_c1_g1_i5.p1
OG0010476	Shad_tr15545_c0_g1_i1.p1	Hyva_DN18249_c0_g1_i1.p1
OG0010477	Shad_tr29038_c0_g2_i1.p1	Hyva_DN2891_c0_g1_i1.p1
OG0010478	Shad_tr13686_c0_g2_i2.p1	Hyva_DN3650_c0_g2_i1.p1
OG0010479	Shad_tr35100_c0_g1_i2.p1	Hyva_DN10619_c0_g5_i1.p2
