Orthogroup,Stichodactyla_haddoni_longest_pep,Stichidactyla_gigantea_longest_pep,Heteractic_macgnifica_longest_pep,Heteractis_crispa_longest_pep,Stichodactyla_mertensi_longest_pep,Heteractis_aurelias_longest_pep,Entacmea_quadricolor_longest_pep,Heterodactyla_longest_pep,Macrodactyla_doreensis_longest_pep,Oulactis_longest_pep,Actinia_tenebrosa_longest_pep,Galaxea_fascicularis_longest_pep,Anthopleura_dowii_longest_pep,Nematostella_vectensis_longest_pep,Nemopilema_nomurai_longest_pep,Hydra_vulgaris_longest_pep,Sanderia_malayensis_longest_pep,Cyanea_capillata_longest_pep,Chironex_fleckeri_longest_pep,Chrysaora_fuscescens_longest_pep
OG0006114,Shad_tr3373_c0_g1_i3.p1,Sgig_tr6311_c0_g1_i2.p1,Hmag_tr1585_c6_g1_i1.p1,Hcri_tr6614_c0_g1_i2.p1,Smer_tr9789_c0_g1_i2.p1,Haur_tr5420_c0_g1_i1.p1,Equa_tr9266_c0_g1_i1.p1,Hetdac_DN5048_c0_g1_i1.p1,Macdac_DN3653_c0_g1_i1.p1,Oula_DN1068_c0_g1_i1.p1,Acte_DN236_c1_g2_i2.p1,Gafa_DN13593_c0_g1_i2.p1,Ando_DN6648_c0_g1_i2.p1,Neva_DN1774_c0_g1_i2.p1,Neno_DN3553_c0_g1_i3.p1,"Hyva_DN2628_c0_g1_i1.p1, Hyva_DN144_c0_g1_i2.p1",Sama_DN765_c0_g1_i1.p1,Cyca_DN7855_c0_g1_i1.p1,Chfl_DN475_c0_g1_i3.p1,Chfu_DN19042_c0_g1_i1.p1
OG0006115,Shad_tr9432_c0_g1_i1.p1,Sgig_tr6144_c0_g1_i2.p1,Hmag_tr4630_c0_g1_i1.p1,Hcri_tr12874_c0_g1_i2.p1,Smer_tr4604_c0_g1_i1.p1,Haur_tr4215_c0_g1_i1.p1,Equa_tr14814_c0_g1_i4.p1,Hetdac_DN29694_c0_g1_i2.p1,Macdac_DN13848_c0_g1_i2.p1,Oula_DN14551_c0_g1_i5.p1,Acte_DN15050_c0_g2_i1.p1,Gafa_DN25630_c0_g1_i1.p1,Ando_DN21883_c0_g1_i1.p1,Neva_DN4682_c0_g1_i4.p1,Neno_DN17736_c0_g1_i1.p1,Hyva_DN1974_c0_g1_i6.p1,Sama_DN13812_c0_g1_i1.p1,Cyca_DN1065_c0_g1_i1.p1,Chfl_DN7152_c0_g1_i1.p1,Chfu_DN5108_c0_g1_i1.p1
OG0006116,Shad_tr2052_c1_g1_i2.p1,Sgig_tr1922_c0_g1_i1.p1,Hmag_tr5004_c0_g1_i25.p1,Hcri_tr6012_c0_g1_i1.p1,"Smer_tr976_c0_g2_i16.p1, Smer_tr23399_c1_g1_i1.p1",Haur_tr9096_c2_g1_i1.p1,Equa_tr1849_c0_g2_i1.p1,Hetdac_DN4816_c0_g1_i5.p1,Macdac_DN23444_c0_g1_i1.p1,Oula_DN2560_c1_g1_i1.p1,Acte_DN9650_c1_g1_i3.p1,Gafa_DN92167_c0_g1_i1.p1,Ando_DN669_c3_g1_i2.p1,Neva_DN4293_c4_g1_i11.p2,Neno_DN3256_c0_g1_i1.p1,Hyva_DN6418_c0_g1_i4.p1,Sama_DN503_c0_g1_i2.p1,Cyca_DN835_c0_g1_i1.p1,Chfl_DN15913_c0_g1_i1.p1,Chfu_DN10809_c0_g1_i1.p1
OG0006117,Shad_tr6914_c0_g5_i1.p1,Sgig_tr30273_c0_g1_i1.p1,Hmag_tr67454_c0_g1_i2.p1,Hcri_tr85699_c0_g1_i1.p1,Smer_tr1462_c0_g2_i1.p1,Haur_tr24729_c0_g2_i3.p1,Equa_tr24900_c0_g1_i2.p1,Hetdac_DN67819_c0_g1_i1.p1,Macdac_DN19970_c0_g2_i1.p1,Oula_DN792_c0_g1_i3.p1,Acte_DN28324_c0_g1_i1.p1,Gafa_DN16830_c0_g3_i1.p1,Ando_DN4512_c1_g3_i1.p1,Neva_DN34414_c0_g1_i1.p1,Neno_DN6117_c0_g1_i3.p1,Hyva_DN7896_c0_g3_i2.p1,Sama_DN4250_c0_g1_i1.p1,Cyca_DN7222_c0_g1_i1.p1,Chfl_DN2726_c0_g1_i1.p1,Chfu_DN9461_c0_g1_i1.p1
OG0006122,Shad_tr52310_c0_g1_i3.p1,Sgig_tr50260_c0_g1_i4.p1,Hmag_tr7924_c0_g1_i2.p1,Hcri_tr4740_c1_g1_i2.p1,Smer_tr10739_c2_g1_i4.p1,Haur_tr22054_c0_g1_i5.p1,Equa_tr7111_c0_g1_i1.p1,Hetdac_DN8152_c0_g1_i1.p1,Macdac_DN7826_c1_g1_i2.p1,Oula_DN9107_c0_g1_i3.p1,Acte_DN23022_c0_g1_i1.p1,Gafa_DN592_c1_g1_i4.p1,Ando_DN1492_c2_g1_i1.p1,Neva_DN5267_c1_g1_i3.p1,Neno_DN2306_c0_g1_i1.p1,Hyva_DN1477_c0_g2_i1.p1,Sama_DN1627_c0_g1_i2.p1,Cyca_DN460_c1_g1_i4.p1,Chfl_DN5020_c0_g2_i2.p1,Chfu_DN12978_c0_g1_i1.p1
OG0006123,Shad_tr8446_c0_g1_i3.p1,Sgig_tr4301_c1_g1_i1.p1,Hmag_tr101_c12_g1_i3.p1,Hcri_tr34894_c0_g1_i1.p1,Smer_tr77139_c0_g1_i1.p1,Haur_tr16502_c1_g1_i1.p1,Equa_tr98149_c0_g1_i1.p1,Hetdac_DN18436_c0_g1_i1.p1,Macdac_DN40947_c0_g1_i1.p1,Oula_DN13878_c0_g1_i1.p1,Acte_DN823_c2_g1_i1.p1,Gafa_DN6371_c1_g1_i3.p1,Ando_DN3806_c0_g1_i1.p1,Neva_DN3438_c0_g1_i3.p1,Neno_DN4271_c0_g1_i1.p1,Hyva_DN5793_c0_g1_i1.p1,Sama_DN13995_c0_g1_i1.p1,Cyca_DN5749_c0_g1_i2.p1,Chfl_DN25796_c0_g1_i1.p1,Chfu_DN12273_c0_g1_i1.p1
OG0006124,Shad_tr2132_c1_g1_i6.p1,Sgig_tr208_c2_g2_i3.p1,Hmag_tr1172_c0_g1_i3.p1,Hcri_tr26512_c1_g1_i1.p1,Smer_tr15809_c1_g1_i2.p1,Haur_tr15503_c0_g4_i1.p1,Equa_tr1639_c0_g1_i1.p1,Hetdac_DN12403_c0_g1_i3.p1,Macdac_DN7908_c0_g2_i1.p1,Oula_DN116_c0_g2_i2.p1,Acte_DN12947_c0_g1_i1.p1,"Gafa_DN135524_c0_g1_i1.p1, Gafa_DN5077_c0_g1_i2.p1",Ando_DN336_c0_g1_i1.p1,Neva_DN29240_c0_g1_i2.p1,Neno_DN23842_c0_g1_i1.p1,Hyva_DN2892_c0_g1_i2.p1,Sama_DN11291_c0_g1_i1.p1,Cyca_DN206_c0_g1_i2.p1,Chfl_DN7223_c0_g1_i1.p1,Chfu_DN1847_c0_g1_i1.p1
OG0006125,Shad_tr17157_c0_g1_i1.p1,Sgig_tr1637_c0_g1_i5.p1,Hmag_tr1707_c0_g1_i2.p1,Hcri_tr10350_c0_g1_i3.p1,Smer_tr1931_c0_g3_i1.p1,Haur_tr166_c0_g2_i1.p1,Equa_tr4902_c0_g2_i2.p1,Hetdac_DN9255_c2_g1_i1.p1,Macdac_DN1211_c0_g1_i1.p1,Oula_DN440_c2_g1_i1.p1,Acte_DN8211_c0_g1_i1.p1,Gafa_DN12331_c0_g1_i2.p1,Ando_DN878_c3_g1_i2.p1,Neva_DN16714_c0_g1_i8.p1,Neno_DN6397_c0_g1_i5.p1,Hyva_DN180_c0_g1_i4.p1,Sama_DN1784_c0_g1_i4.p1,Cyca_DN2502_c0_g2_i5.p1,Chfl_DN2136_c0_g1_i2.p1,Chfu_DN2950_c0_g1_i1.p1
OG0006126,Shad_tr10047_c0_g1_i3.p1,Sgig_tr4995_c0_g1_i2.p1,Hmag_tr27918_c0_g1_i1.p1,Hcri_tr7259_c0_g1_i3.p1,Smer_tr7070_c0_g1_i1.p1,Haur_tr9038_c0_g3_i1.p1,Equa_tr2483_c0_g1_i6.p1,Hetdac_DN19167_c0_g1_i1.p1,Macdac_DN3067_c0_g2_i2.p1,Oula_DN2525_c0_g1_i1.p1,Acte_DN5401_c0_g1_i1.p1,"Gafa_DN108794_c0_g1_i1.p1, Gafa_DN14190_c0_g1_i1.p1",Ando_DN5036_c0_g1_i1.p1,Neva_DN14335_c0_g1_i6.p1,Neno_DN23869_c0_g1_i1.p1,Hyva_DN14565_c0_g1_i1.p1,Sama_DN11012_c0_g1_i1.p1,Cyca_DN1148_c0_g3_i2.p1,Chfl_DN1200_c0_g1_i1.p1,Chfu_DN1932_c0_g1_i2.p1
OG0006128,Shad_tr39609_c0_g1_i3.p1,Sgig_tr4861_c1_g1_i2.p1,Hmag_tr12102_c0_g1_i3.p1,Hcri_tr5375_c0_g1_i1.p1,Smer_tr9571_c1_g2_i1.p1,Haur_tr3501_c0_g1_i5.p1,Equa_tr11915_c0_g1_i1.p1,Hetdac_DN7239_c0_g1_i1.p1,Macdac_DN3983_c0_g1_i3.p1,Oula_DN1777_c0_g1_i1.p1,Acte_DN1308_c0_g4_i1.p1,"Gafa_DN111689_c0_g1_i1.p1, Gafa_DN5527_c0_g2_i3.p1",Ando_DN1024_c0_g1_i1.p1,Neva_DN33666_c1_g1_i1.p1,Neno_DN1228_c0_g1_i1.p1,Hyva_DN1989_c0_g1_i1.p1,Sama_DN13336_c0_g1_i1.p1,Cyca_DN756_c0_g1_i1.p1,Chfl_DN16800_c0_g1_i1.p1,Chfu_DN3360_c0_g1_i1.p1
OG0006129,Shad_tr9483_c0_g1_i1.p1,Sgig_tr4320_c0_g1_i2.p1,Hmag_tr16376_c0_g1_i1.p1,Hcri_tr72838_c0_g1_i1.p1,Smer_tr24624_c1_g1_i1.p1,Haur_tr1348_c0_g3_i1.p1,Equa_tr6179_c0_g2_i1.p1,Hetdac_DN907_c0_g1_i1.p1,Macdac_DN15473_c0_g1_i1.p1,Oula_DN3173_c0_g1_i1.p1,Acte_DN4848_c0_g1_i1.p1,"Gafa_DN49745_c0_g2_i1.p1, Gafa_DN5337_c0_g2_i1.p1",Ando_DN3669_c0_g1_i1.p1,Neva_DN53484_c0_g1_i1.p1,Neno_DN1673_c0_g2_i1.p1,Hyva_DN196_c0_g1_i1.p1,Sama_DN4307_c0_g1_i1.p2,Cyca_DN1314_c0_g1_i8.p1,Chfl_DN23074_c0_g1_i1.p1,Chfu_DN3251_c0_g1_i1.p1
OG0006130,Shad_tr4018_c0_g1_i12.p1,Sgig_tr14043_c1_g1_i1.p1,Hmag_tr8243_c1_g1_i6.p1,Hcri_tr5169_c1_g2_i1.p1,Smer_tr6874_c0_g4_i1.p1,Haur_tr19571_c0_g1_i1.p1,Equa_tr37027_c0_g1_i2.p1,Hetdac_DN4176_c0_g1_i2.p1,Macdac_DN10660_c0_g1_i2.p1,Oula_DN24195_c0_g1_i1.p1,Acte_DN2275_c4_g1_i2.p1,Gafa_DN80173_c0_g2_i1.p1,Ando_DN5774_c0_g2_i1.p1,Neva_DN274_c0_g1_i6.p1,Neno_DN5656_c0_g1_i1.p1,Hyva_DN2203_c0_g1_i1.p1,Sama_DN6060_c0_g1_i1.p1,Cyca_DN2356_c0_g1_i1.p1,Chfl_DN26717_c0_g1_i1.p1,Chfu_DN10230_c0_g1_i1.p1
OG0006134,Shad_tr198_c0_g1_i1.p1,Sgig_tr84867_c0_g1_i1.p1,Hmag_tr682_c3_g1_i1.p1,Hcri_tr1670_c15_g3_i1.p1,Smer_tr43581_c0_g1_i1.p1,Haur_tr35_c0_g3_i1.p1,Equa_tr0_c3_g1_i8.p1,Hetdac_DN2200_c0_g1_i1.p1,Macdac_DN1211_c2_g1_i8.p1,Oula_DN585_c1_g1_i2.p1,Acte_DN65_c0_g1_i3.p1,Gafa_DN1736_c0_g1_i5.p1,Ando_DN418_c0_g1_i1.p1,Neva_DN2551_c1_g1_i5.p2,Neno_DN11_c0_g1_i4.p1,Hyva_DN2241_c0_g1_i1.p1,Sama_DN13292_c0_g1_i1.p1,Cyca_DN1524_c0_g1_i2.p2,Chfl_DN3962_c0_g1_i1.p1,Chfu_DN441_c0_g1_i2.p1
OG0006138,Shad_tr34113_c2_g1_i1.p1,Sgig_tr8379_c0_g1_i1.p1,Hmag_tr4998_c0_g1_i2.p1,Hcri_tr2062_c1_g1_i5.p1,Smer_tr10171_c2_g1_i1.p1,Haur_tr5217_c0_g1_i4.p1,Equa_tr5253_c0_g1_i2.p1,Hetdac_DN22683_c0_g1_i1.p1,Macdac_DN37266_c0_g2_i1.p1,Oula_DN1973_c0_g3_i1.p1,Acte_DN1030_c1_g2_i1.p1,Gafa_DN278_c2_g1_i1.p1,Ando_DN1129_c0_g1_i1.p1,Neva_DN4883_c0_g1_i12.p1,"Neno_DN14474_c0_g1_i3.p1, Neno_DN1646_c0_g1_i1.p1",Hyva_DN987_c0_g1_i4.p1,Sama_DN1429_c0_g1_i1.p1,Cyca_DN5607_c0_g1_i3.p1,Chfl_DN50_c0_g1_i2.p1,Chfu_DN514_c0_g1_i1.p1
OG0006139,Shad_tr2335_c6_g1_i5.p1,Sgig_tr2698_c1_g1_i2.p1,Hmag_tr12697_c1_g1_i8.p1,Hcri_tr2219_c0_g4_i3.p1,Smer_tr3378_c4_g1_i1.p1,Haur_tr500_c4_g1_i2.p1,Equa_tr2144_c0_g1_i1.p1,Hetdac_DN18593_c0_g1_i2.p1,Macdac_DN17326_c0_g1_i3.p1,Oula_DN2190_c0_g2_i8.p1,Acte_DN1878_c1_g1_i4.p1,"Gafa_DN254_c1_g1_i1.p1, Gafa_DN254_c1_g3_i1.p1",Ando_DN7768_c0_g1_i1.p1,Neva_DN21196_c0_g1_i2.p1,Neno_DN23771_c0_g1_i1.p1,Hyva_DN33351_c0_g1_i3.p1,Sama_DN900_c0_g1_i2.p1,Cyca_DN804_c0_g1_i1.p1,Chfl_DN7128_c0_g1_i1.p1,Chfu_DN11429_c0_g1_i1.p1
OG0006140,Shad_tr1244_c0_g1_i14.p1,Sgig_tr2198_c8_g1_i2.p1,Hmag_tr2284_c0_g1_i16.p1,Hcri_tr20804_c0_g1_i1.p1,Smer_tr3643_c0_g1_i1.p1,Haur_tr3278_c0_g1_i1.p1,Equa_tr6992_c0_g1_i1.p1,Hetdac_DN732_c0_g1_i1.p1,Macdac_DN9802_c1_g1_i1.p1,Oula_DN18474_c0_g2_i4.p1,Acte_DN350_c1_g2_i4.p1,Gafa_DN81565_c0_g1_i1.p1,Ando_DN1752_c0_g1_i2.p1,Neva_DN169120_c0_g1_i1.p1,Neno_DN875_c0_g1_i1.p1,"Hyva_DN646_c0_g1_i3.p1, Hyva_DN15430_c0_g1_i1.p1",Sama_DN917_c0_g2_i1.p1,Cyca_DN3172_c0_g1_i1.p1,Chfl_DN10445_c0_g2_i1.p1,Chfu_DN703_c0_g2_i1.p1
OG0006141,Shad_tr29721_c0_g1_i5.p1,Sgig_tr44548_c0_g1_i10.p1,Hmag_tr3276_c0_g1_i2.p1,Hcri_tr4755_c0_g1_i5.p1,Smer_tr7520_c0_g1_i1.p1,Haur_tr48469_c0_g2_i2.p1,Equa_tr1132_c1_g1_i1.p1,Hetdac_DN5527_c0_g1_i1.p1,Macdac_DN10053_c1_g1_i2.p1,"Oula_DN67_c3_g1_i1.p1, Oula_DN40531_c0_g1_i1.p1",Acte_DN1265_c0_g1_i1.p1,Gafa_DN5937_c0_g1_i1.p1,Ando_DN7288_c0_g1_i1.p1,Neva_DN5279_c0_g1_i2.p1,Neno_DN3104_c0_g1_i1.p1,Hyva_DN17389_c0_g1_i2.p1,Sama_DN11259_c0_g1_i1.p1,Cyca_DN332_c0_g1_i1.p1,Chfl_DN4439_c0_g2_i1.p1,Chfu_DN18339_c0_g1_i1.p1
OG0006145,Shad_tr4526_c0_g1_i4.p1,Sgig_tr2682_c0_g2_i2.p1,Hmag_tr3506_c1_g1_i5.p1,Hcri_tr5218_c0_g1_i3.p1,Smer_tr1159_c6_g1_i1.p1,Haur_tr3254_c0_g1_i3.p1,"Equa_tr2743_c0_g1_i2.p1, Equa_tr74958_c0_g1_i1.p1",Hetdac_DN15362_c0_g1_i3.p1,Macdac_DN33884_c0_g1_i5.p1,Oula_DN2521_c0_g1_i4.p1,Acte_DN2179_c2_g1_i1.p1,Gafa_DN9725_c0_g1_i1.p1,Ando_DN2582_c0_g1_i1.p1,Neva_DN745_c0_g1_i4.p1,Neno_DN9050_c0_g1_i4.p1,Hyva_DN1105_c0_g1_i2.p1,Sama_DN1788_c0_g1_i1.p1,Cyca_DN860_c0_g1_i1.p1,Chfl_DN2080_c0_g1_i1.p1,Chfu_DN8740_c0_g1_i1.p1
OG0006146,Shad_tr62280_c0_g1_i1.p1,Sgig_tr84917_c0_g1_i1.p1,Hmag_tr80293_c0_g1_i1.p1,Hcri_tr29604_c0_g2_i1.p1,Smer_tr2846_c0_g1_i1.p1,Haur_tr70501_c0_g1_i1.p1,Equa_tr3910_c0_g1_i1.p1,Hetdac_DN2097_c0_g1_i1.p1,Macdac_DN9294_c0_g1_i2.p1,Oula_DN5156_c0_g1_i1.p1,Acte_DN5775_c0_g1_i1.p2,"Gafa_DN147811_c0_g1_i1.p1, Gafa_DN26266_c1_g1_i10.p1",Ando_DN1573_c0_g1_i1.p1,Neva_DN50517_c0_g1_i3.p1,Neno_DN4635_c0_g1_i1.p1,Hyva_DN1894_c0_g2_i1.p1,Sama_DN180_c0_g3_i1.p1,Cyca_DN2069_c0_g1_i1.p1,Chfl_DN28468_c0_g1_i1.p1,Chfu_DN8224_c0_g1_i1.p1
OG0006160,Shad_tr3327_c0_g1_i8.p1,Sgig_tr8156_c0_g4_i1.p1,Hmag_tr5519_c0_g1_i4.p1,Hcri_tr5378_c0_g1_i4.p1,Smer_tr4269_c0_g1_i5.p1,Haur_tr19798_c0_g1_i2.p1,Equa_tr5012_c0_g1_i3.p1,Hetdac_DN20126_c0_g1_i2.p1,Macdac_DN20652_c0_g1_i1.p1,Oula_DN1405_c0_g1_i2.p1,Acte_DN13_c2_g1_i2.p1,Gafa_DN4361_c0_g1_i7.p1,Ando_DN7697_c0_g1_i2.p1,Neva_DN59879_c0_g1_i2.p1,Neno_DN17738_c0_g1_i2.p1,Hyva_DN6089_c0_g1_i1.p1,Sama_DN12467_c0_g1_i1.p1,Cyca_DN5957_c0_g1_i1.p1,Chfl_DN7245_c0_g1_i1.p1,Chfu_DN772_c0_g1_i1.p1
OG0006161,Shad_tr183_c0_g1_i2.p1,Sgig_tr1059_c1_g2_i1.p1,Hmag_tr649_c1_g1_i2.p1,Hcri_tr552_c0_g3_i2.p1,Smer_tr23590_c0_g1_i1.p1,Haur_tr12953_c0_g1_i1.p1,Equa_tr454_c21_g1_i2.p1,Hetdac_DN10274_c0_g1_i2.p1,Macdac_DN14732_c1_g1_i3.p1,Oula_DN111_c0_g1_i10.p1,Acte_DN7370_c1_g1_i1.p1,"Gafa_DN88826_c0_g1_i1.p1, Gafa_DN23993_c0_g1_i1.p1",Ando_DN867_c1_g1_i2.p1,Neva_DN4091_c0_g1_i2.p1,Neno_DN85_c0_g1_i1.p2,Hyva_DN1177_c0_g1_i1.p1,Sama_DN1408_c0_g1_i3.p1,Cyca_DN1468_c0_g1_i1.p1,Chfl_DN929_c0_g1_i1.p1,Chfu_DN1754_c0_g1_i2.p1
OG0006162,Shad_tr2140_c0_g1_i3.p1,Sgig_tr1014_c3_g2_i1.p1,Hmag_tr105_c1_g1_i1.p1,Hcri_tr36179_c0_g1_i1.p1,Smer_tr141_c0_g2_i1.p1,Haur_tr5156_c0_g1_i1.p1,Equa_tr5904_c0_g1_i1.p1,Hetdac_DN65_c2_g1_i1.p1,Macdac_DN560_c0_g2_i1.p1,Oula_DN2031_c0_g1_i1.p1,Acte_DN229_c0_g1_i1.p1,"Gafa_DN3262_c0_g3_i4.p1, Gafa_DN65824_c0_g2_i1.p1",Ando_DN610_c0_g5_i1.p1,Neva_DN40761_c0_g1_i1.p1,Neno_DN1132_c0_g1_i2.p1,Hyva_DN13150_c0_g1_i2.p1,Sama_DN13682_c0_g1_i1.p1,Cyca_DN3286_c0_g1_i1.p2,Chfl_DN690_c0_g1_i1.p1,Chfu_DN2618_c0_g1_i1.p1
OG0006163,Shad_tr419_c0_g1_i3.p1,Sgig_tr1014_c1_g1_i2.p1,Hmag_tr3030_c3_g1_i1.p1,Hcri_tr399_c0_g1_i14.p1,Smer_tr141_c3_g1_i1.p1,Haur_tr5701_c0_g4_i1.p1,Equa_tr201_c2_g1_i2.p1,Hetdac_DN65_c0_g1_i1.p1,Macdac_DN4242_c0_g3_i3.p1,Oula_DN1429_c1_g1_i1.p1,Acte_DN13493_c0_g3_i2.p1,"Gafa_DN145199_c0_g1_i1.p1, Gafa_DN31796_c0_g1_i3.p1",Ando_DN239_c0_g1_i1.p1,Neva_DN61323_c2_g1_i6.p1,Neno_DN12253_c0_g1_i1.p1,Hyva_DN4037_c0_g1_i1.p1,Sama_DN3567_c0_g1_i1.p1,Cyca_DN1419_c0_g1_i1.p1,Chfl_DN446_c0_g1_i2.p1,Chfu_DN2180_c0_g1_i2.p1
OG0006165,Shad_tr31121_c1_g1_i1.p1,Sgig_tr12542_c3_g1_i1.p1,Hmag_tr116_c42_g1_i1.p1,Hcri_tr21822_c0_g1_i2.p1,Smer_tr7187_c5_g1_i1.p1,Haur_tr923_c0_g2_i1.p1,Equa_tr27317_c1_g2_i1.p1,Hetdac_DN4185_c0_g1_i1.p1,Macdac_DN17564_c0_g1_i1.p1,Oula_DN4566_c0_g1_i4.p1,Acte_DN3979_c1_g1_i1.p1,Gafa_DN33907_c0_g1_i1.p1,Ando_DN1201_c0_g2_i1.p1,Neva_DN1022_c0_g2_i1.p1,Neno_DN3106_c0_g1_i1.p1,Hyva_DN18911_c0_g1_i2.p1,Sama_DN1006_c0_g1_i1.p1,Cyca_DN3051_c0_g1_i1.p1,Chfl_DN5811_c0_g1_i1.p1,Chfu_DN13455_c0_g1_i1.p1
OG0006167,"Shad_tr21374_c0_g3_i1.p1, Shad_tr25352_c1_g1_i2.p1",Sgig_tr2798_c0_g2_i1.p1,Hmag_tr750_c2_g1_i1.p1,Hcri_tr5201_c0_g2_i1.p1,Smer_tr21489_c0_g1_i2.p1,Haur_tr15369_c0_g4_i2.p1,Equa_tr32695_c0_g1_i1.p1,Hetdac_DN979_c0_g1_i1.p1,Macdac_DN4256_c0_g1_i2.p1,Oula_DN3921_c0_g1_i1.p1,Acte_DN6824_c0_g1_i1.p1,Gafa_DN2894_c1_g1_i3.p1,Ando_DN6000_c0_g1_i1.p1,Neva_DN2647_c0_g1_i4.p1,Neno_DN2999_c0_g1_i1.p1,Hyva_DN491_c1_g1_i1.p1,Sama_DN2188_c0_g1_i1.p1,Cyca_DN17065_c0_g1_i1.p1,Chfl_DN26469_c0_g1_i1.p1,Chfu_DN9164_c0_g2_i1.p1
OG0006168,Shad_tr7024_c3_g1_i2.p1,Sgig_tr6268_c0_g1_i2.p1,Hmag_tr11749_c1_g2_i1.p1,Hcri_tr7223_c0_g3_i1.p1,Smer_tr14131_c1_g1_i1.p1,Haur_tr92363_c0_g1_i1.p1,Equa_tr22290_c0_g2_i2.p1,Hetdac_DN64709_c0_g1_i1.p1,Macdac_DN17629_c0_g1_i1.p1,Oula_DN5725_c0_g1_i1.p1,Acte_DN38036_c0_g1_i1.p1,"Gafa_DN126345_c0_g1_i1.p1, Gafa_DN17155_c0_g1_i1.p1",Ando_DN8416_c0_g1_i2.p1,Neva_DN56447_c0_g1_i1.p1,Neno_DN9209_c0_g1_i1.p1,Hyva_DN2946_c0_g1_i2.p1,Sama_DN221_c0_g1_i1.p1,Cyca_DN956_c0_g1_i1.p1,Chfl_DN238_c0_g1_i1.p1,Chfu_DN3826_c0_g1_i1.p1
OG0006170,Shad_tr2406_c0_g1_i3.p1,Sgig_tr9836_c0_g1_i1.p1,Hmag_tr80074_c0_g1_i1.p1,Hcri_tr1679_c0_g1_i1.p1,Smer_tr7735_c1_g2_i1.p1,Haur_tr5734_c8_g1_i1.p1,Equa_tr2837_c0_g1_i1.p1,Hetdac_DN2672_c0_g2_i1.p1,Macdac_DN1328_c0_g3_i1.p1,Oula_DN3294_c0_g1_i5.p1,Acte_DN18364_c0_g2_i1.p1,Gafa_DN2534_c0_g2_i1.p1,Ando_DN1149_c0_g1_i1.p1,Neva_DN15807_c0_g2_i1.p1,Neno_DN5513_c0_g1_i1.p1,"Hyva_DN24458_c0_g1_i2.p1, Hyva_DN9819_c0_g1_i3.p1",Sama_DN11094_c0_g1_i1.p1,Cyca_DN607_c0_g1_i1.p1,Chfl_DN3183_c0_g1_i1.p1,Chfu_DN4113_c0_g1_i1.p1
OG0006172,Shad_tr1767_c3_g1_i1.p1,Sgig_tr1300_c2_g1_i1.p1,Hmag_tr9145_c0_g1_i2.p1,Hcri_tr8588_c5_g1_i1.p1,Smer_tr2329_c0_g2_i1.p1,Haur_tr862_c0_g5_i1.p1,Equa_tr1767_c1_g1_i2.p1,Hetdac_DN75834_c0_g1_i1.p1,Macdac_DN2538_c0_g2_i1.p1,Oula_DN9593_c0_g1_i1.p1,Acte_DN1377_c1_g5_i1.p1,Gafa_DN39523_c0_g3_i3.p1,Ando_DN2980_c0_g1_i1.p1,Neva_DN99349_c0_g1_i2.p1,Neno_DN5534_c0_g1_i1.p1,Hyva_DN5334_c0_g1_i1.p1,Sama_DN2121_c0_g1_i2.p1,Cyca_DN8141_c0_g1_i2.p1,Chfl_DN26268_c0_g1_i1.p1,"Chfu_DN9484_c0_g1_i1.p1, Chfu_DN9484_c0_g2_i1.p1"
OG0006184,Shad_tr17603_c0_g1_i2.p1,Sgig_tr537_c5_g1_i1.p1,Hmag_tr2570_c0_g1_i1.p1,Hcri_tr3393_c0_g1_i2.p1,Smer_tr10812_c0_g1_i1.p1,Haur_tr15719_c0_g1_i1.p1,Equa_tr2687_c0_g1_i2.p1,Hetdac_DN37541_c0_g1_i1.p1,Macdac_DN4857_c0_g1_i2.p1,Oula_DN11741_c0_g1_i1.p1,Acte_DN6033_c0_g2_i2.p1,Gafa_DN44643_c0_g1_i1.p1,Ando_DN2714_c0_g1_i1.p1,Neva_DN44157_c1_g1_i1.p1,Neno_DN9132_c0_g1_i1.p1,"Hyva_DN4031_c0_g1_i2.p1, Hyva_DN36103_c0_g1_i1.p1",Sama_DN1062_c0_g1_i1.p1,Cyca_DN608_c0_g1_i1.p1,Chfl_DN2243_c0_g1_i1.p1,Chfu_DN846_c0_g1_i1.p1
OG0006189,Shad_tr11571_c7_g1_i1.p1,Sgig_tr17881_c0_g1_i1.p1,Hmag_tr22862_c5_g1_i2.p1,Hcri_tr24288_c0_g1_i1.p1,Smer_tr34021_c1_g1_i1.p1,Haur_tr6304_c3_g1_i1.p1,Equa_tr10061_c3_g1_i1.p1,Hetdac_DN7838_c2_g1_i3.p1,Macdac_DN5475_c0_g2_i1.p1,Oula_DN20098_c0_g1_i1.p1,Acte_DN2680_c0_g1_i6.p1,Gafa_DN39628_c0_g1_i7.p1,Ando_DN16785_c0_g1_i1.p1,Neva_DN16212_c0_g1_i1.p1,Neno_DN20705_c0_g1_i1.p1,"Hyva_DN39025_c0_g1_i1.p1, Hyva_DN7248_c0_g1_i1.p1",Sama_DN10426_c0_g1_i1.p1,Cyca_DN2821_c0_g1_i4.p1,Chfl_DN13598_c0_g2_i1.p1,Chfu_DN14537_c0_g1_i1.p1
